Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-604.6206	-769.6864	165.0658	0.8330625	0.9919865	5.072151
6	-594.4948	-761.3892	166.8944	1.036463	0.9755854	3.938358
12	-597.9725	-764.3682	166.3957	0.8190934	1.018269	4.320709
18	-604.5835	-770.4957	165.9122	1.23033	1.018269	4.363162
24	-611.6067	-778.9313	167.3246	1.539682	1.147993	3.305266
30	-608.2111	-774.1716	165.9605	1.261843	1.147993	4.244999
36	-613.8178	-780.0981	166.2803	0.9952674	1.092492	4.244999
42	-612.1712	-778.1711	165.9999	0.893404	0.7752158	4.639038
48	-603.7707	-769.1467	165.3761	0.7592195	0.7856683	5.054168
54	-616.2786	-783.03	166.7513	0.7880634	0.9777058	4.159225
60	-608.099	-775.0853	166.9863	0.8161459	1.084718	3.948634
66	-613.6181	-781.0573	167.4391	1.240393	1.161329	3.398258
72	-622.6229	-790.0367	167.4138	1.581984	1.158734	3.223124
78	-609.923	-777.1584	167.2354	1.513157	1.118021	3.389881
84	-593.436	-760.9394	167.5034	0.9635135	1.386473	3.389881
90	-593.6392	-760.5786	166.9394	0.9572298	1.082684	3.89653
96	-588.0092	-754.2865	166.2773	0.8092257	0.967796	4.42152
102	-589.9445	-755.0058	165.0613	1.253572	0.6501425	5.032659
108	-601.7142	-767.4249	165.7107	1.253572	1.213571	4.353817
114	-598.1039	-764.6841	166.5803	0.7728034	0.8200053	4.353817
120	-592.0079	-756.9141	164.9062	1.011419	0.784647	5.177178
126	-587.9754	-754.9914	167.016	1.082227	0.8629908	3.906975
132	-592.1927	-758.877	166.6843	0.6885251	1.369013	4.027921
138	-596.2282	-763.2884	167.0601	1.183675	1.013005	3.737365
144	-598.2874	-764.5163	166.2289	1.109746	0.8849453	4.326874
150	-602.812	-768.7447	165.9327	0.9309957	0.7900793	4.647413
156	-610.1971	-774.6482	164.451	0.837007	0.921133	5.448829
