Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-240.9034	-413.186	172.2826	0.9724645	1.147334
6	-236.2017	-408.0791	171.8773	1.552722	0.9981828
12	-244.0321	-415.9382	171.9061	1.09072	1.362434
18	-231.7588	-403.7742	172.0154	0.8843699	1.437668
24	-237.7269	-410.2564	172.5295	0.6563626	1.197956
30	-230.2929	-402.6922	172.3993	0.6563626	1.306318
36	-235.0809	-407.5401	172.4592	0.7770742	1.16176
42	-235.9529	-408.3472	172.3943	0.7658253	1.226846
48	-242.2629	-414.2442	171.9813	0.819068	1.51211
54	-235.6701	-407.6208	171.9507	0.6325527	1.661096
60	-240.1619	-412.2887	172.1268	1.159753	1.1197
66	-239.4877	-411.4627	171.975	1.159753	1.251071
72	-239.4981	-411.2981	171.8	1.211558	1.351665
78	-234.6786	-406.9988	172.3201	0.7751192	1.281109
84	-231.0941	-403.4706	172.3765	0.7751192	1.234357
90	-232.1666	-404.7075	172.5409	0.6956116	1.157335
96	-248.5984	-420.7342	172.1358	0.857171	1.364943
102	-253.2161	-424.6983	171.4822	0.9432593	1.782441
108	-241.8494	-414.0284	172.179	0.9670446	1.241187
114	-237.0143	-408.6625	171.6482	1.508425	1.243116
120	-233.9484	-406.1448	172.1964	0.9472812	1.243116
126	-228.7737	-400.8607	172.087	1.056724	1.243116
132	-231.8702	-403.9029	172.0327	1.111265	1.243116
138	-229.2072	-401.5676	172.3603	0.8756141	1.1639
144	-220.0641	-392.571	172.5069	1.036752	0.8574393
150	-227.0261	-399.4322	172.4061	1.036752	0.9690346
156	-231.0835	-403.2502	172.1667	1.012547	1.213205
162	-234.4815	-406.7836	172.3021	0.8402726	1.243562
168	-225.4994	-397.9244	172.425	0.8402726	1.137589
174	-234.7283	-406.9826	172.2543	0.6595883	1.418662
180	-230.0853	-402.3195	172.2342	0.7945451	1.33546
186	-228.8866	-400.5931	171.7065	1.70098	1.032987
192	-232.2823	-404.4796	172.1973	0.8137518	1.350026
198	-233.7298	-406.0356	172.3058	0.8137518	1.262047
204	-232.5141	-404.0628	171.5487	2.123478	0.8051907
210	-230.4994	-402.7585	172.2591	1.346004	0.784898
216	-226.8314	-398.638	171.8067	1.346004	1.239594
222	-232.1155	-404.1443	172.0288	1.222262	1.152167
228	-232.9409	-404.6876	171.7466	1.222262	1.385439
234	-232.3181	-404.0776	171.7595	1.572166	1.093856
240	-233.2682	-404.9607	171.6925	1.203584	1.44153
246	-245.456	-417.1538	171.6978	1.024582	1.570749
252	-237.3444	-409.525	172.1807	1.024582	1.190912
258	-226.8439	-398.698	171.8541	1.324705	1.21692
264	-228.8852	-401.1734	172.2882	0.9644828	1.149498
270	-235.4052	-407.0305	171.6253	0.9515975	1.675894
276	-225.1296	-397.1839	172.0543	1.476451	0.8854179
282	-228.066	-400.0702	172.0042	1.374892	1.038332
288	-229.715	-402.5324	172.8174	0.7170802	0.8616777
294	-244.9364	-416.5954	171.659	0.9965649	1.619399
300	-235.5254	-407.8512	172.3258	1.059083	1.027089
306	-230.225	-402.5004	172.2755	0.7657716	1.324644
312	-238.7913	-410.815	172.0238	1.358907	1.034282
318	-249.6386	-421.3902	171.7516	1.647737	1.036008
324	-236.2848	-408.5316	172.2467	0.9529443	1.195699
330	-230.9253	-402.9039	171.9786	1.222482	1.195699
336	-240.9904	-413.0604	172.07	1.09299	1.227025
342	-238.1334	-410.242	172.1086	0.8635677	1.381354
348	-241.7586	-414.2588	172.5002	0.7984671	1.106556
354	-231.0409	-402.6776	171.6367	1.095219	1.563829
360	-226.4547	-398.4251	171.9703	1.069421	1.328244
366	-230.1736	-402.2514	172.0778	0.9768074	1.316252
372	-222.9709	-395.5125	172.5416	0.9750651	0.8890706
378	-229.6821	-401.7302	172.0481	0.7062928	1.542463
384	-244.0925	-416.5478	172.4553	0.6876012	1.237091
390	-235.4571	-407.8625	172.4054	0.7159233	1.256982
396	-244.0447	-416.4751	172.4304	0.7217543	1.231569
402	-244.7244	-416.849	172.1246	0.7825239	1.430414
408	-243.8159	-415.7932	171.9773	1.075999	1.317358
414	-249.1794	-420.8553	171.6759	1.203607	1.454206
420	-248.4232	-420.6832	172.26	0.9641176	1.174542
426	-239.4266	-411.7849	172.3583	1.249657	0.7770114
432	-234.4872	-406.2495	171.7623	1.618867	1.050989
438	-228.3595	-399.9713	171.6119	1.466122	1.30569
444	-226.1568	-398.4061	172.2493	0.7571164	1.35215
450	-241.6276	-414.0937	172.4661	0.8133705	1.124353
456	-235.9206	-408.3191	172.3984	0.8419089	1.159643
462	-248.4664	-420.8177	172.3513	1.038123	1.022713
468	-239.9365	-412.2483	172.3117	1.20426	0.8910968
474	-234.9896	-406.5854	171.5958	1.20426	1.51412
480	-234.8362	-407.3955	172.5593	0.7449059	1.099575
486	-235.4396	-406.9923	171.5527	1.306332	1.471508
492	-240.2552	-411.821	171.5657	1.566423	1.266804
498	-251.2972	-423.2796	171.9824	1.339	1.091513
504	-251.8364	-423.7705	171.9341	1.331254	1.141958
510	-264.8814	-437.0177	172.1363	1.23031	1.046269
516	-276.9667	-448.6622	171.6955	1.23031	1.419076
522	-261.6476	-433.438	171.7904	1.007384	1.514946
528	-254.1283	-425.9762	171.8479	1.058068	1.43313
534	-256.0198	-428.2646	172.2448	0.8628404	1.272647
540	-255.2153	-426.8374	171.6222	1.498218	1.272647
546	-249.5617	-421.6814	172.1197	0.8368798	1.39327
552	-234.4732	-406.4859	172.0127	1.115746	1.256048
558	-238.888	-411.7956	172.9076	0.6111469	0.8660572
564	-242.0729	-413.6129	171.54	1.818189	1.091794
570	-239.2893	-411.1748	171.8855	1.168046	1.317648
576	-242.3601	-415.0183	172.6583	0.8031715	0.9478474
582	-239.6007	-411.2285	171.6278	1.613671	1.177476
588	-238.9422	-411.104	172.1617	1.045387	1.189299
594	-243.8678	-416.3748	172.507	0.6925607	1.189299
600	-245.0975	-417.8096	172.712	0.7098473	0.9841672
606	-244.4463	-416.7887	172.3424	0.8636469	1.1898
612	-233.2791	-404.8237	171.5446	1.927884	0.9958309
618	-223.3564	-395.4385	172.0822	1.13523	1.180714
624	-232.8195	-404.7153	171.8958	1.061678	1.393269
630	-229.0588	-400.9155	171.8568	1.061678	1.423534
636	-227.318	-399.2389	171.9209	1.191791	1.269679
642	-237.647	-410.1319	172.4849	0.9560801	0.9709055
648	-242.5649	-414.6684	172.1035	1.17715	1.125245
654	-239.4912	-411.4264	171.9352	1.349526	1.125245
660	-244.5119	-416.7238	172.2119	0.8458347	1.313163
666	-237.6773	-410.4374	172.7601	0.8458347	0.7761345
672	-243.278	-415.8166	172.5386	0.6774075	1.173793
678	-231.603	-404.0916	172.4885	0.731771	1.173793
684	-239.5483	-411.268	171.7197	1.506491	1.183816
690	-239.448	-412.0853	172.6373	0.8448199	0.926637
696	-236.1264	-408.1409	172.0145	0.8984211	1.427602
702	-237.3772	-409.9232	172.546	0.8334421	1.031418
708	-244.1628	-416.2975	172.1347	1.227	1.050861
714	-242.8903	-415.1728	172.2825	1.032337	1.093393
720	-242.0384	-414.8451	172.8067	0.5069567	1.052921
726	-249.3619	-421.164	171.8021	1.470565	1.141167
732	-239.7039	-411.5175	171.8136	1.569136	1.045691
738	-245.0512	-416.5206	171.4694	1.46552	1.418748
744	-236.8559	-409.5234	172.6674	0.6378316	1.089675
750	-234.504	-406.8078	172.3038	0.8130624	1.264281
756	-236.5808	-408.8459	172.2651	0.9505507	1.181907
762	-235.5609	-407.5469	171.986	0.8605602	1.477933
768	-241.474	-413.8357	172.3617	0.934167	1.110671
774	-241.6753	-413.4055	171.7302	1.436292	1.23131
780	-229.2468	-401.7986	172.5518	0.7063539	1.13891
786	-249.1098	-421.2264	172.1166	0.7926643	1.429068
792	-243.6029	-415.3946	171.7917	1.062572	1.47255
798	-237.9484	-409.9918	172.0434	0.9978005	1.327081
804	-234.7172	-406.8533	172.1361	1.243635	1.033844
810	-251.8893	-423.5618	171.6725	1.751162	1.022324
816	-242.9838	-415.2341	172.2503	1.314162	0.8364577
822	-248.9587	-421.4016	172.4429	0.6994986	1.238426
828	-245.418	-417.4155	171.9975	1.075001	1.301843
834	-243.7509	-415.8308	172.0799	1.134265	1.183522
840	-245.7879	-418.3807	172.5929	0.9185032	0.8949345
846	-240.5582	-412.7961	172.2379	0.9185032	1.232397
852	-231.7272	-403.348	171.6208	1.584108	1.206913
858	-228.712	-400.7901	172.0781	1.357683	0.981565
864	-236.4418	-408.6641	172.2223	0.7207103	1.400327
870	-227.7243	-399.8251	172.1008	0.9492113	1.319965
876	-219.5192	-391.8513	172.3321	0.9492113	1.123919
882	-225.0674	-397.3266	172.2592	0.918336	1.214531
888	-234.0363	-405.503	171.4667	1.485196	1.406488
894	-228.3892	-400.1476	171.7584	1.485196	1.167525
900	-231.9194	-403.8548	171.9353	1.235715	1.221557
906	-239.2062	-411.459	172.2529	0.6634715	1.417089
912	-231.6511	-404.0224	172.3712	1.031979	1.00909
918	-229.9809	-401.9962	172.0153	1.013878	1.336699
924	-233.8755	-405.7154	171.8399	1.387386	1.177333
930	-244.037	-416.4949	172.4579	0.7597915	1.177333
936	-239.9589	-411.826	171.8672	1.397026	1.145315
942	-241.587	-413.8951	172.308	0.9493539	1.145315
948	-231.6159	-403.9158	172.2999	0.9493539	1.152459
954	-234.9786	-406.9086	171.93	1.146702	1.298777
960	-244.1009	-416.6851	172.5842	0.6564976	1.150135
966	-254.0172	-426.2837	172.2665	0.9854219	1.150135
972	-238.4675	-410.5037	172.0362	1.12819	1.226015
978	-235.0911	-407.2119	172.1208	0.8133652	1.410318
984	-232.2786	-404.2861	172.0074	1.34758	1.060357
990	-229.8195	-402.1638	172.3444	0.7392882	1.28924
996	-243.3801	-415.4124	172.0323	1.07504	1.273358
1002	-234.8182	-407.1402	172.3219	1.026484	1.062069
1008	-239.1116	-411.6838	172.5723	0.8197139	1.018952
1014	-240.4894	-412.6265	172.1371	1.134854	1.13266
1020	-237.4369	-410.0751	172.6383	0.7765876	0.994956
1026	-240.4093	-412.5541	172.1448	1.275139	0.994956
1032	-236.5627	-409.3021	172.7395	0.6982152	0.9670372
1038	-242.245	-414.3781	172.1331	1.137494	1.13388
1044	-239.7355	-411.696	171.9605	1.094144	1.316304
1050	-249.661	-421.3729	171.712	1.144036	1.471539
1056	-255.7733	-427.3489	171.5756	1.282752	1.471539
1062	-253.0965	-425.3776	172.2811	1.095669	1.035095
1068	-236.1122	-408.2042	172.092	1.095669	1.20607
1074	-244.7876	-417.3176	172.53	0.854676	1.026681
1080	-252.5999	-424.3372	171.7373	1.616573	1.076626
1086	-238.2838	-410.352	172.0681	1.147313	1.182486
1092	-245.2079	-416.8397	171.6318	1.232794	1.465905
1098	-236.3527	-408.6372	172.2845	0.8689719	1.234584
1104	-235.0828	-406.7703	171.6875	1.177189	1.465202
1110	-249.7692	-421.4458	171.6767	1.323686	1.362713
1116	-244.6759	-416.9939	172.318	1.152503	0.9404973
1122	-243.9391	-416.1449	172.2059	0.8507403	1.314114
1128	-237.2391	-409.3832	172.1441	1.288584	0.9824006
1134	-236.047	-408.0691	172.0221	1.095672	1.264778
1140	-244.815	-417.0739	172.2589	1.190689	0.9630244
1146	-248.5215	-420.8365	172.315	1.190689	0.9024965
1152	-255.0805	-427.096	172.0156	0.9576909	1.380914
1158	-252.9174	-425.4677	172.5503	0.7228053	1.126614
1164	-254.7292	-426.7519	172.0227	0.7228053	1.549904
1170	-252.4099	-424.5395	172.1296	0.8380205	1.384608
1176	-239.0713	-411.4383	172.3671	0.7704724	1.245978
1182	-258.1926	-429.4418	171.2492	0.9718813	1.922423
1188	-239.134	-410.9576	171.8236	1.116284	1.407129
1194	-233.9754	-405.5977	171.6223	1.302016	1.421528
