Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-1982.293	-2153.458	171.1649	0.3658217	2.321371
6	-1983.508	-2154.767	171.2584	0.2943071	2.307306
12	-1970.24	-2141.513	171.273	0.08440757	2.431084
18	-1969.863	-2140.888	171.0257	0.2067786	2.509416
24	-1965.163	-2136.503	171.3394	0.2555419	2.280324
30	-1966.927	-2138.404	171.4772	0.1294139	2.272874
36	-1959.568	-2131.184	171.6164	0.0502325	2.23431
42	-1961.525	-2132.957	171.4326	0.05586566	2.348255
48	-1963.873	-2135.266	171.393	0.1626032	2.305483
54	-1966.371	-2137.931	171.5603	0.04033232	2.276699
60	-1964.03	-2135.36	171.3301	0.07133244	2.40337
66	-1970.956	-2142.414	171.4579	0.04094351	2.341644
72	-1975.683	-2146.854	171.1709	0.4392515	2.270568
78	-1976.892	-2148.412	171.5205	0.1105586	2.257168
84	-1973.092	-2144.626	171.5334	0.0976485	2.257168
90	-1969.488	-2140.531	171.0433	0.3194518	2.427755
96	-1959.976	-2131.425	171.449	0.05982277	2.335315
102	-1960.52	-2131.802	171.2823	0.2864985	2.297081
108	-1970.008	-2141.023	171.0146	0.3025987	2.456359
114	-1971.186	-2142.718	171.5315	0.08072024	2.269277
120	-1978.761	-2150.13	171.3684	0.05255563	2.39104
126	-1973.385	-2145.036	171.6505	0.1039761	2.177506
132	-1977.499	-2148.687	171.1877	0.3067185	2.344465
138	-1966.115	-2137.467	171.352	0.1273655	2.354008
144	-1973.523	-2144.995	171.4716	0.2731638	2.18376
150	-1985.958	-2157.055	171.0976	0.2445701	2.440713
156	-1969.609	-2140.948	171.339	0.2134145	2.307511
162	-1969.71	-2141.226	171.5152	0.1522432	2.233739
168	-1975.47	-2146.914	171.4437	0.1581238	2.275897
174	-1993.176	-2164.516	171.3402	0.3210733	2.237753
180	-1981.271	-2152.562	171.2908	0.232849	2.32588
186	-1983.192	-2154.183	170.9906	0.1636472	2.558163
192	-1977.832	-2149.379	171.5465	0.08317734	2.258029
198	-1970.689	-2141.967	171.2786	0.2889442	2.297848
204	-1964.892	-2136.492	171.5994	0.04565816	2.248189
210	-1981.98	-2153.351	171.371	0.06867935	2.379203
216	-1986.53	-2157.972	171.4425	0.02637989	2.360689
222	-1985.398	-2156.791	171.3935	0.3503392	2.184402
228	-1962.901	-2134.228	171.3261	0.255497	2.288883
234	-1957.716	-2128.76	171.044	0.2821475	2.450791
240	-1969.447	-2140.976	171.5287	0.0441685	2.294436
246	-1964.282	-2135.792	171.5099	0.05751659	2.297963
