Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	tree_length
0	-277.8383	-543.6062	265.768	0.00538216	0.00174489	0.0020475	0.00163352	0.00155326	0.00470804	0.00145382	0.00734846	0.00278362	0.019871	0.00573426	0.0034892	0.000809671	0.0113134	0.0101317	0.00101356	0.0154987	0.00895016	0.00141034	0.0116831	0.0116503	0.00759847	0.0116447	0.00155006	0.00624416	0.00197344	0.00982683	0.00478217	0.00468008	0.00139027	0.0150187	0.0018617	0.00666002	0.00313377	0.000550547	0.00413577	0.00992098	0.000481977	0.00294404	0.0163578	0.0131908	0.0109048	0.00333175	0.000567267	0.00388069	0.00272128	0.00281387	0.00784991	0.0105939	0.00315905	0.00566395	0.00394252	0.00171574	0.0139198	0.0152094	0.00544858	0.0100938	0.00289821	0.000550758	0.0114168	0.00533741	0.00151435	0.0181839	0.001309	0.00883781	0.00403969	0.00426849	0.00498798	0.00429931	0.000394416	0.00511612	0.00323819	0.00246306	0.00411684	0.00240297	0.0013912	0.0110846	0.00390776	0.00073289	0.00432473	0.00204866	0.00607013	0.00429433	0.000184047	0.0046679	0.00799114	0.00138565	0.00684032	0.0167787	0.00130638	0.015998	0.000991378	0.00958589	0.000673054	0.00753464	0.00756243	0.00175674	0.76581	0.00012634	0.000281371	0.00301865	0.00502676	0.000227292	0.0020263	0.00180011	0.00516199	0.00829146	0.00275331	0.00394673	0.0168893	0.00230233	0.0141921	0.000142854	0.00267369	0.00751314	0.00497047	0.0104461	0.00118042	0.00446195	0.00144105	0.0137606	0.001412	0.007729	0.0279752	0.00651634	0.0131473	0.00455043	0.00945783	0.0115047	0.00135878	0.0258502	0.00146816	0.0105854	0.00963752	0.00312447	0.00366634	0.00292506	0.00278133	0.00843042	0.00260327	0.0131585	0.00498447	0.0355818	0.010268	0.0062479	0.00144983	0.0202582	0.0181423	0.00181493	0.0277526	0.0160265	0.00252542	0.0209202	0.0208615	0.0136061	0.0208515	0.0027756	0.0111811	0.00353373	0.0175963	0.00856314	0.00838035	0.00248947	0.0268931	0.00333364	0.0119257	0.00561145	0.000985831	0.00740569	0.0177649	0.000863049	0.00527172	0.029291	0.0236199	0.0195265	0.00596597	0.00101577	0.00694893	0.00487283	0.00503863	0.0140564	0.0189699	0.00565672	0.0101421	0.00705965	0.00307228	0.0249254	0.0272346	0.00975645	0.0180743	0.00518966	0.00098621	0.0204435	0.00955739	0.00271165	0.0325608	0.00234396	0.0158253	0.00723364	0.00764334	0.00893169	0.00769852	0.000706258	0.00916114	0.00579844	0.00441045	0.00737178	0.00430286	0.00249114	0.0198485	0.00699739	0.00131234	0.00774404	0.00366842	0.0108694	0.00768961	0.000329561	0.00835854	0.0143093	0.0024812	0.0122486	0.0300446	0.00233926	0.0286467	0.0017752	0.0171649	0.0012052	0.0134918	0.0135416	0.0031457	0.5584592
36	-285.1401	-550.9117	265.7716	0.00173956	0.00557644	0.00143003	0.000722735	0.00574748	0.00435312	0.000192807	0.0119287	0.000760968	0.0110437	0.00603133	0.00177608	0.000821494	0.00988481	0.00211076	0.0011434	0.0158851	0.0051819	0.00184649	0.00469939	0.006087	0.0188974	0.00728758	0.0106472	0.00509213	0.00115054	0.0101032	0.0123875	0.00556217	0.000764062	0.0102587	0.004001	0.015498	0.0052225	0.00193379	0.0028703	0.00351193	0.000884759	0.00341602	0.00471815	0.0180558	0.00293355	0.00205599	0.0041804	0.0113234	0.000501984	0.00311339	0.00442916	0.00974733	0.00461675	0.00102973	0.00217115	0.00416473	0.0058931	0.00355473	0.00318589	0.00123044	0.00365742	0.000161294	0.00640821	0.00677611	0.000263439	0.0133184	0.000899945	0.00395082	0.0049692	0.00202986	0.000999296	0.0137373	0.00516174	0.00558799	0.0138857	0.00433882	0.000396682	0.00219773	0.00176385	0.000895635	1.47855e-05	0.00260129	0.00566226	0.00360777	0.0137725	0.0215117	0.00506353	0.00646359	0.0116087	0.00301324	0.0110161	0.00568625	0.000995741	0.0245884	0.00027949	0.00470944	0.00237226	0.0055806	0.00419981	0.00830587	0.6837	0.000195148	0.00374785	0.00466268	0.00776445	0.0015177	0.00156152	0.0027805	0.00142974	0.0339817	0.0036523	0.00328654	0.0204036	0.00729671	0.0219215	0.000220656	0.00689138	0.0135127	0.00767751	0.0164384	0.00510174	0.0214668	0.00640744	0.021255	0.00218101	0.0119384	0.0294111	0.0100653	0.00563361	0.00396964	0.00844576	0.00367354	0.0020988	0.0114558	0.00135737	0.0128964	0.00323451	0.0103688	0.00265898	0.00134385	0.0106868	0.00809415	0.000358504	0.0221802	0.00141494	0.0205346	0.0112146	0.00330242	0.00152748	0.0183797	0.00392473	0.00212602	0.0295367	0.00963517	0.00343335	0.00873801	0.0113181	0.0351377	0.0135505	0.0197973	0.00946825	0.0021393	0.0187857	0.0230332	0.0103422	0.00142069	0.019075	0.00743943	0.0288168	0.00971066	0.00359566	0.00533701	0.00653005	0.00164511	0.00635172	0.00877288	0.0335728	0.00545462	0.00382289	0.007773	0.0210547	0.000933385	0.00578902	0.00823555	0.0181241	0.00858435	0.00191467	0.00403701	0.00774385	0.0109576	0.00660963	0.00592381	0.00228787	0.00680057	0.000299909	0.0119154	0.0125994	0.000489837	0.024764	0.00167335	0.00734611	0.00923969	0.0037743	0.00185808	0.025543	0.0095977	0.0103903	0.0258189	0.00806757	0.000737587	0.00408644	0.00327969	0.00166534	2.7492e-05	0.00483681	0.0105284	0.00670826	0.0256084	0.0399987	0.00941507	0.0120183	0.0215851	0.00560279	0.0204833	0.010573	0.00185147	0.0457194	0.00051968	0.00875669	0.00441095	0.0103765	0.0078091	0.0154439	0.5378106
72	-296.1402	-561.8918	265.7515	0.00546324	0.00798894	0.00334504	0.000225794	0.000934331	0.00829193	0.000501796	0.0105847	0.00417598	0.0144354	0.00318064	0.00414334	0.00860396	0.00614755	0.00793675	0.00459782	0.0312656	0.00737141	0.00284767	0.00810123	0.00378852	0.00796627	0.00835946	0.00916943	0.005824	0.000217056	0.0125684	0.00866964	0.00351531	0.00561435	0.00715687	0.00670445	0.0301039	0.00885227	0.000356541	0.000643408	0.00325468	0.000762208	0.00503001	0.00433163	0.0200483	0.0100396	0.00835914	9.82633e-05	0.00637008	0.00213061	0.000679314	0.00942842	0.016194	0.000381354	0.00392214	0.00509557	0.00182813	0.00932935	0.00819236	0.00461499	0.0175204	0.00244795	0.00023663	0.0116192	0.00112561	0.00780998	0.00157061	0.0046767	0.00929482	0.00246265	0.000678799	0.00554204	0.0116838	0.00679024	0.00146615	0.0100382	0.0107628	0.00205065	0.00261815	0.00528699	0.00385934	0.000219513	0.00530333	0.00684921	0.00348269	0.00623161	0.00972476	0.00207863	0.0080808	0.00115841	0.00629651	0.00591593	0.00899737	0.00125644	0.0306199	3.55024e-05	0.00286195	0.000517632	0.000991184	0.0033177	0.0112216	0.652628	0.000186279	0.00218215	0.00445078	0.00622182	0.00189466	0.0026134	0.0044619	0.000926427	0.0324373	0.00138299	0.00313718	0.0126078	0.0165066	0.0209252	0.000210628	0.0065782	0.0101463	0.0073286	0.0156913	0.00486988	0.0242347	0.0191753	0.0180796	0.00208189	0.00620429	0.0280745	0.0121668	0.0260355	0.00758379	0.00806193	0.0106243	0.00409679	0.0105843	0.00329835	0.0123103	0.00889134	0.0130019	0.005444	0.000367476	0.00152061	0.013495	0.000816665	0.0172265	0.00679634	0.0234934	0.00517645	0.00674321	0.0140028	0.010005	0.0129169	0.00748288	0.0508843	0.0119968	0.00463454	0.0131846	0.00616576	0.012965	0.0136049	0.0149231	0.00947847	0.000353255	0.0204548	0.0141097	0.00572111	0.00913726	0.0116477	0.0109114	0.0489936	0.0144069	0.000580264	0.00104714	0.00529694	0.00124048	0.00818626	0.00704965	0.0326283	0.0163393	0.0136044	0.000159922	0.0103672	0.00346752	0.00110557	0.0153446	0.0263555	0.000620647	0.00638322	0.00829295	0.00297524	0.0151834	0.0133329	0.00751082	0.0285141	0.003984	0.000385111	0.0189101	0.00183191	0.0127106	0.00255614	0.00761125	0.0151272	0.00400793	0.00110473	0.00901958	0.0190152	0.011051	0.00238613	0.0163369	0.0175163	0.0033374	0.00426099	0.0086045	0.00628102	0.000357254	0.00863108	0.011147	0.00566802	0.0101418	0.0158269	0.00338294	0.0131514	0.00188529	0.0102475	0.00962807	0.0146431	0.00204484	0.0498334	5.77796e-05	0.00465777	0.000842437	0.00161314	0.0053995	0.018263	0.6144456
108	-285.6969	-551.466	265.7692	0.00323572	0.00146349	0.00454673	0.000178811	0.0059133	0.0122616	0.00415747	0.00230873	0.00139549	0.00886959	0.00477399	0.00380073	0.00722496	0.00324572	0.00201769	0.00489165	0.0102026	0.000369203	0.000605972	0.00257987	0.00255536	0.00189185	0.0120817	0.00375622	0.0125866	0.000160147	0.00646685	0.008732	0.00166248	0.00292923	0.000983863	0.00433763	0.0091716	0.00491378	2.33365e-05	0.000649282	0.000918091	0.00399686	0.0120749	0.00650223	0.0188322	0.00533195	0.00397749	0.00111412	0.00148384	0.00215156	0.00262192	0.00585721	0.00243247	0.00284223	0.00804403	0.00143381	0.00164674	0.00311566	0.00386682	0.0014102	0.00437395	0.0039273	0.00287072	0.0174521	0.00153838	0.00575194	0.00923805	0.0092026	0.00702006	0.005328	0.000199706	0.00333715	0.00293965	0.0028957	0.0118254	0.00115464	0.0134665	0.00590901	0.005811	0.00117192	0.000437422	0.00033763	0.005704	0.00141322	0.00102578	0.00377122	0.00658349	0.00263088	0.00243815	0.00021515	0.000857216	0.00199133	0.0100483	0.000902683	0.0100093	0.00157732	0.00178749	0.00237086	0.00407684	0.0106262	0.0201249	0.66947	0.000331767	0.000775675	0.00211203	0.0222115	0.00119228	0.00092388	0.00527204	0.000988266	0.00190013	0.0085343	0.00722429	0.0199416	0.0127989	0.0131894	0.000183024	0.00134264	0.00881654	0.00636815	0.0255154	0.00706142	0.0210586	0.0166623	0.0176975	0.00180905	0.00539119	0.0243952	0.0095295	0.0290052	0.0065899	0.00700538	0.00566235	0.017073	0.0123406	0.00286609	0.00676071	0.00717546	0.00324541	0.0100827	0.000396528	0.0131132	0.027191	0.00921951	0.00511979	0.00309461	0.019669	0.0105867	0.00842842	0.0160219	0.00719763	0.00447439	0.0108476	0.022625	0.000818736	0.00134379	0.00572107	0.00566671	0.00419532	0.0267922	0.00832971	0.0279117	0.000355138	0.0143407	0.0193639	0.00368667	0.0064958	0.00218179	0.00961903	0.0203387	0.0108967	5.17504e-05	0.00143983	0.00203594	0.00886334	0.0267771	0.0144192	0.0417619	0.011824	0.00882038	0.00247064	0.00329052	0.00477124	0.00581432	0.0129888	0.00539419	0.00630285	0.0178382	0.00317959	0.00365176	0.00690922	0.00857496	0.00312723	0.00969956	0.00870908	0.00636605	0.0387013	0.00341147	0.0127554	0.0204861	0.0204075	0.0155675	0.0118152	0.000442864	0.00740038	0.0065189	0.00642143	0.0262237	0.0025605	0.029863	0.0131037	0.0128863	0.00259883	0.000970017	0.00074872	0.0126491	0.00313392	0.00227473	0.00836297	0.0145994	0.00583418	0.00540679	0.000477113	0.00190094	0.00441592	0.0222829	0.00200177	0.0221964	0.00349782	0.00396389	0.00525757	0.00904069	0.0235645	0.0446285	0.4509428
144	-286.4134	-552.1858	265.7723	0.0067616	0.0095595	0.00483179	0.000668963	0.00775591	0.0047394	0.00449809	0.00467644	0.00231975	0.00722554	0.0026187	0.00455326	0.00363209	0.00257837	0.00226695	0.00119622	0.00406556	0.00212546	0.00978222	0.0056277	0.00833545	0.0134992	0.0165214	0.00272816	0.0193082	0.000423063	0.025161	0.00482617	0.00652114	0.00714989	0.00307742	0.00341237	0.00974286	0.013488	0.00351002	0.00133711	0.0023818	0.0111929	0.017892	0.0105482	0.0275804	0.00114153	0.00233055	0.00644451	0.00224964	0.00266901	0.00112546	0.00567497	0.0180979	0.0107249	0.014578	0.0134199	0.00321475	0.00337466	0.00199527	0.0052023	0.002965	0.00235716	0.00468769	0.00150571	0.00455276	0.00155613	0.00581092	0.00113912	0.00272756	0.000174184	0.00227554	0.000780463	0.00184124	0.00426481	0.00236951	0.00382834	0.00233101	0.00111672	0.000466051	0.00287266	0.00158565	0.000285796	0.00978065	0.00630747	0.000258039	0.00577329	0.011699	0.00603565	0.000249059	6.54388e-06	0.00211795	0.00234875	0.00306956	0.00187359	0.0133835	0.00301336	0.00295587	0.0101549	0.00557424	0.00142955	0.00220079	0.718103	0.00117382	0.000832022	0.0040703	0.0116026	0.0012789	0.000393524	0.00565502	0.00173563	0.00433072	0.00755388	0.00774909	0.00452953	0.00260267	0.0123231	0.0019551	0.000999979	0.0144859	0.00683076	0.0273689	0.00979492	0.00991031	0.0214054	0.0189831	0.00213424	0.00730204	0.00310713	0.0117459	0.0345943	0.00215587	0.00626982	0.00145887	0.0173884	0.0132371	0.00307429	0.00186439	0.0127076	0.017966	0.00908078	0.00125724	0.0145763	0.00890714	0.00845364	0.00878882	0.00435969	0.0135796	0.00492154	0.00855732	0.0068261	0.00484575	0.00426047	0.00224815	0.00764074	0.00399456	0.0183845	0.0105766	0.0156655	0.0253702	0.0310501	0.00512726	0.0362876	0.000795098	0.0472871	0.00907022	0.0122557	0.0134374	0.00578365	0.00641315	0.0183106	0.0253491	0.00659667	0.00251294	0.00447631	0.0210358	0.033626	0.0198241	0.0518341	0.00214537	0.00437999	0.0121117	0.00422793	0.0050161	0.00211517	0.0106655	0.0340129	0.0201562	0.0273977	0.025221	0.00604175	0.00634228	0.00374988	0.00977712	0.00557237	0.00443001	0.00880996	0.00282981	0.00855637	0.00292456	0.010921	0.00214085	0.00512612	0.000327358	0.00427662	0.00146679	0.0034604	0.0080152	0.00445322	0.00719491	0.00438086	0.00209874	0.000875888	0.00539882	0.00298005	0.000537119	0.0183816	0.0118542	0.000484955	0.0108502	0.0219869	0.0113433	0.000468077	1.22985e-05	0.00398045	0.0044142	0.00576888	0.0035212	0.0251527	0.00566325	0.00555522	0.019085	0.0104761	0.00268667	0.00413612	0.5320895
180	-280.1127	-545.8538	265.741	0.00320072	0.00748297	0.00715167	0.000235145	0.0053361	0.00590329	0.0038609	0.0223825	0.000704318	0.0106358	0.00349055	0.00528534	0.0039589	0.00361222	0.00366839	0.000178985	0.0311123	0.0016819	0.00876811	0.0152296	0.0111674	0.00207623	0.0164944	0.00348815	0.0140239	0.000882336	0.00846829	0.00551681	0.00179651	0.00290557	0.000819904	0.00933325	0.0198534	0.00887565	0.000357273	0.00860365	0.0027062	0.00400676	0.00538044	0.0115092	0.0349401	0.00226465	7.8872e-05	0.00129787	0.00400131	0.0173669	0.00200842	0.00873178	0.0073012	0.00810758	0.00403084	0.0033584	0.00510555	0.0189162	0.000351638	0.00138211	0.00580517	0.00694151	0.0131669	0.008506	0.00127312	0.00234201	0.00144578	0.0042917	0.0110638	0.00205808	0.000801806	0.00267912	1.66685e-05	0.00280347	0.00918462	0.0116645	0.00792491	0.000264426	0.0103984	0.000443898	0.00362586	0.00619064	0.0106242	0.00224335	0.000267017	0.00202184	0.0070284	0.00057659	0.00165606	0.000978974	0.00734632	0.02161	0.000848711	0.0064744	0.0294673	0.00551342	0.00224497	0.0122643	0.0101803	0.00134395	0.00332721	0.736239	0.00265173	0.00372941	0.00365195	0.0149474	0.00123081	0.000528128	0.0042394	0.000452757	0.00444009	0.0174431	0.00247625	0.0062366	0.00271605	0.0126343	0.000573044	0.00133174	0.0148517	0.00631968	0.0172542	0.00487837	0.00487581	0.0321698	0.0194625	0.00051336	0.0105852	0.000430806	0.0058367	0.0327537	0.00207191	0.00446575	0.00149571	0.00787865	0.0135714	0.00315193	0.00191147	0.00499879	0.0116867	0.0111693	0.000367243	0.00833378	0.00921959	0.00602984	0.0349564	0.00109998	0.0166108	0.00545145	0.0082545	0.0061829	0.00564146	0.00572919	0.000279534	0.0485904	0.00262674	0.0136938	0.0237851	0.0174409	0.00324259	0.0257605	0.0054477	0.0219021	0.00137801	0.0132255	0.00861601	0.00280574	0.00453784	0.0012805	0.0145764	0.0310065	0.0138617	0.000557979	0.0134369	0.00422647	0.00625764	0.00840302	0.0179747	0.0545684	0.00353687	0.00012318	0.00202698	0.00624913	0.0271232	0.0031367	0.0136371	0.0114028	0.0126622	0.00629526	0.00524505	0.0079737	0.0295428	0.000549179	0.00215855	0.00906635	0.0108411	0.0205636	0.0132844	0.00198832	0.00365768	0.00225798	0.00670266	0.0172791	0.00321426	0.00125224	0.00418418	2.60324e-05	0.00437839	0.0143443	0.0182172	0.0123769	0.000412973	0.0162399	0.000693267	0.00566277	0.00966838	0.0165926	0.0035036	0.000417019	0.00315766	0.0109768	0.000900503	0.00258639	0.00152894	0.0114733	0.03375	0.00132549	0.0101115	0.0460213	0.0086107	0.00350614	0.0191541	0.0158993	0.00209894	0.00519635	0.6402983
216	-315.0743	-580.8484	265.7742	0.00399548	0.00789906	0.00272483	5.26253e-05	0.00175809	0.00310115	0.000383527	0.0205155	3.50856e-05	0.0123106	0.00454795	0.00560197	0.00195017	0.00254477	0.00615418	0.000866862	0.0295749	0.00205892	0.00608618	0.0133377	0.00513656	0.00157986	0.00956508	0.00174808	0.00797786	0.000636278	0.0097454	0.0101049	0.0073141	0.000172192	0.00643067	0.00287589	0.0151726	0.0217139	0.000316889	0.00114596	0.00183213	0.00312513	0.0035991	0.00490822	0.0228179	0.00232709	0.00373997	0.00499922	0.00319589	0.00264728	0.00103772	0.00505391	0.00724433	0.000139037	0.013793	0.000754415	0.00160735	0.00169773	0.00659628	0.00258315	0.0180617	0.00628611	0.00756913	0.00434611	0.00821566	0.00171998	0.000486736	0.00784598	0.0167508	0.000539264	0.00112828	0.00165783	0.000453351	0.00365077	0.00348341	0.00795546	0.00991819	0.00101169	0.00518544	0.000371075	0.00791913	0.00121093	0.00477932	0.00234872	0.00114054	0.00333123	0.00499771	0.000839258	0.00538627	0.00166577	0.000589303	0.01109	0.00311315	0.000989918	0.00517821	0.00402386	0.00032591	0.00223377	0.00165512	0.000203283	0.00061994	0.612975	0.000904265	0.00667081	0.00653225	0.0128234	0.00570246	0.000944665	0.00258901	0.000809847	0.00794201	0.0198383	0.0151299	0.0079709	0.00485821	0.0314242	0.00724146	0.0021553	0.0265653	0.011304	0.0119746	0.0160207	0.00684376	0.0476329	0.0127089	0.000866662	0.0102763	0.00428431	0.00796707	0.00561243	0.00370604	0.0079879	0.00765067	0.0387547	0.0242752	0.00563787	0.00341905	0.00813556	0.016084	0.00554827	0.000107155	0.00357981	0.00631453	0.000780934	0.0417734	7.14409e-05	0.0250667	0.0092605	0.0114067	0.00397092	0.00518165	0.0125311	0.0017651	0.0602202	0.00419236	0.0123926	0.0271582	0.010459	0.00321689	0.0194763	0.00355942	0.0162445	0.00129558	0.0198435	0.0205756	0.0148929	0.000350617	0.0130941	0.00585587	0.0308943	0.0442136	0.000645247	0.0023334	0.00373057	0.00636336	0.00732845	0.00999409	0.0464616	0.00473839	0.0076153	0.0101794	0.00650745	0.00539037	0.002113	0.0102907	0.0147508	0.000283106	0.0280852	0.00153613	0.00327288	0.00345691	0.0134313	0.0052598	0.036777	0.0127997	0.0154122	0.00884951	0.0167287	0.0035022	0.000991088	0.0159759	0.0341079	0.00109804	0.00229739	0.00337567	0.000923109	0.00743366	0.00709289	0.0161988	0.0201953	0.00205999	0.0105586	0.000755579	0.0161249	0.00246569	0.00973162	0.00478245	0.00232236	0.00678303	0.0101763	0.00170889	0.0109675	0.00339183	0.00119993	0.0225814	0.00633896	0.00201566	0.0105438	0.00819336	0.000663614	0.00454839	0.00337013	0.000413922	0.00126232	0.4911129
252	-282.8953	-548.6382	265.7429	0.00135883	0.000346085	0.00668486	0.00745079	0.00279847	0.00675019	0.00114075	0.00757696	0.00027782	0.012738	0.00407609	0.00547375	0.00102531	0.0173295	0.00103483	0.00336821	0.0132637	0.0019147	0.01138	0.00896087	0.00651859	0.00678827	0.00765576	0.00657049	0.00928482	0.00175979	0.0285374	0.00205968	0.00338165	0.0034292	0.00259728	0.00323046	0.0308652	0.0196373	4.60025e-05	0.0015092	0.00134231	0.00122217	0.00592253	0.000906269	0.0317204	0.00741207	0.00207183	0.00547013	0.0151363	0.00140531	0.00461861	0.00615295	0.00793567	0.00604041	0.00848024	0.000318029	0.011009	0.010588	0.00503752	0.00541994	0.0209904	0.0202845	0.00465647	0.00942304	0.00607696	0.00114278	0.00567905	0.00570599	0.0113887	0.00549834	0.00111623	0.0106602	0.00248318	0.0102028	0.00970881	0.00145943	0.0217203	0.00310757	0.0091782	0.0015145	0.00570404	0.000601884	0.00444218	0.00113916	0.000650477	0.0048544	0.00754968	0.00102679	0.0067632	0.00172078	0.00304042	0.00285557	0.00113288	0.00272076	0.0143255	0.0080231	0.00338426	0.00436387	0.007927	0.0019181	0.00284321	0.680527	0.00165912	0.00740596	0.0157866	0.0143978	0.00867567	0.00165584	0.00544927	0.000899097	0.00841131	0.00176905	0.00754035	0.00822355	0.0057516	0.0240553	0.00539217	0.00239282	0.0294929	0.0125498	0.0122019	0.0209516	0.00270051	0.0528823	0.0153422	0.000962172	0.00277983	0.0046577	0.00884508	0.00623094	0.00292281	0.00235851	0.00706524	0.00751459	0.00049409	0.0062592	0.00379585	0.00213647	0.000544145	0.0105105	0.0117148	0.00440001	0.0106132	0.00179358	0.0119132	0.000436813	0.0200278	0.00640879	0.00860631	0.00161209	0.027247	0.00162705	0.00529581	0.0208544	0.00301046	0.0178927	0.0140891	0.0102491	0.0106731	0.0120371	0.0103307	0.0145984	0.0027669	0.044869	0.00323841	0.00531693	0.00539169	0.00408368	0.00507921	0.0485291	0.0308755	7.23293e-05	0.0023729	0.0021105	0.0019216	0.00931193	0.00142492	0.0498737	0.0116539	0.00325751	0.00860063	0.0237986	0.00220955	0.00726178	0.00967422	0.0124772	0.00949727	0.0133334	0.000500034	0.0173094	0.0166474	0.00792044	0.00852171	0.0330029	0.0318932	0.00732132	0.0148157	0.00955474	0.00179678	0.0089291	0.00897146	0.0179064	0.00864499	0.00175503	0.0167609	0.00390428	0.0160417	0.0152651	0.00229465	0.0341506	0.004886	0.0144308	0.00238123	0.0089684	0.000946336	0.00698439	0.00179109	0.00102274	0.00763252	0.0118703	0.00161442	0.0106337	0.00270556	0.00478041	0.00448979	0.00178122	0.00427782	0.0225239	0.0126146	0.00532103	0.00686126	0.0124635	0.00301581	0.00447034	0.6360153
