Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-221.6101	-383.2783	161.6682	3.504795	0.8644246	1.034377	0.6803125	4.637502
6	-223.3692	-386.8421	163.4729	3.504795	1.721087	1.097642	1.47585	2.604656
12	-219.9605	-384.8132	164.8527	1.066791	2.002802	1.097642	1.243856	3.235511
18	-231.1631	-396.2459	165.0828	1.590362	0.9983184	1.230753	1.295937	3.235511
24	-239.1759	-406.0152	166.8393	1.74815	0.6057056	0.7138482	1.263121	2.633545
30	-214.5295	-380.2899	165.7603	1.888992	0.9023154	1.052017	1.290398	2.817526
36	-220.1102	-381.7503	161.6401	5.576005	0.453765	1.276503	2.576057	2.387862
42	-208.148	-370.9303	162.7822	5.07064	0.4258549	1.276503	1.388466	2.737178
48	-220.3133	-383.3229	163.0096	3.438866	0.7269908	1.14274	0.8086093	3.855812
54	-210.653	-375.4357	164.7827	3.46275	0.582209	1.138829	1.580028	2.3997
60	-207.5583	-370.1854	162.6271	3.725812	0.7868235	0.7968227	1.105692	3.90466
66	-212.9052	-375.4526	162.5474	3.725812	0.594433	1.246063	1.139965	3.774609
72	-222.1174	-386.7624	164.645	2.124949	0.5959493	1.164279	0.7778113	3.742703
78	-213.3318	-373.5201	160.1883	3.787393	0.7259404	1.818097	0.5667851	5.029358
84	-225.822	-392.2373	166.4153	0.6738394	1.06962	0.9633443	0.9003435	3.338235
90	-216.921	-383.9068	166.9858	0.5023899	0.8363146	0.9832548	0.7357186	3.325296
96	-214.0119	-381.7163	167.7044	0.5140495	0.8533307	0.865668	1.017423	2.779915
102	-227.9488	-394.5636	166.6148	0.4017769	1.328143	0.6766702	0.5623347	3.591698
108	-210.6747	-379.6691	168.9944	0.361093	0.5295979	0.8226447	1.021746	2.273711
114	-215.7165	-384.2315	168.515	0.2887517	0.7122665	0.7808003	0.5743982	2.826404
120	-228.3774	-392.7291	164.3517	1.812767	0.5508555	0.7540131	1.136891	4.136455
126	-219.7458	-381.8674	162.1216	2.363473	0.8416737	0.4336433	0.689279	5.316988
132	-219.9635	-385.9238	165.9602	1.002056	1.334011	1.178927	0.6103971	3.303987
138	-220.752	-389.2429	168.4909	0.09266956	0.8466163	0.9669933	1.082621	2.455628
144	-221.7874	-388.9057	167.1182	0.0820125	1.56094	1.446276	0.8248037	2.749058
150	-233.2807	-401.1118	167.8311	0.08642274	0.8764769	1.20903	0.8890676	2.819313
156	-226.8185	-394.2699	167.4515	0.09375946	1.382566	1.166999	0.9798678	2.711533
162	-220.8861	-388.4334	167.5473	0.08910087	1.119871	0.6771489	0.7360359	3.246401
168	-215.5757	-382.9598	167.384	0.08910087	1.93047	0.6331832	0.664247	2.95981
174	-213.4847	-382.2986	168.8139	0.1056404	0.886329	0.9389094	0.7055233	2.47438
180	-219.0217	-385.8947	166.873	0.09524973	1.368657	1.50574	0.7055233	3.037254
186	-210.7991	-378.6052	167.806	0.09328247	1.349638	0.9589457	0.6016604	2.871813
192	-215.954	-384.0586	168.1046	0.08877638	1.369238	0.8016051	1.065083	2.490153
198	-219.1115	-386.6697	167.5582	0.0725371	1.150178	1.101657	1.055497	2.791215
204	-209.7852	-377.1816	167.3963	0.06906386	0.8454847	1.550584	1.091006	2.791215
210	-218.2424	-384.9282	166.6858	0.06906386	1.302945	1.070953	0.6821037	3.464167
216	-202.6983	-370.0608	167.3625	0.06906386	0.7469936	0.9430274	0.6821037	3.464167
222	-202.8872	-369.4208	166.5336	0.06906386	1.210463	1.65942	0.7987029	3.206662
228	-213.6734	-379.7063	166.0329	0.06906386	1.571915	1.209042	1.376557	3.20927
234	-212.1174	-379.9773	167.8599	0.07496737	1.444512	0.710985	0.9186791	2.749387
240	-221.5229	-390.6898	169.1669	0.1401176	0.8916191	0.7438921	0.8892789	2.229573
246	-221.2485	-390.5402	169.2917	0.1171448	0.8916191	0.557663	0.9488669	2.229573
252	-233.083	-402.4014	169.3184	0.2972386	0.777742	0.557663	0.6544239	2.356953
258	-222.6342	-392.136	169.5018	0.1302906	1.176404	0.723493	1.278781	1.562099
264	-222.6874	-391.9614	169.2741	0.1175752	1.241883	0.7878187	1.278781	1.645478
270	-232.5102	-402.0218	169.5115	0.176268	0.9387682	0.9907869	0.865025	1.799165
276	-213.5625	-382.1312	168.5687	0.1554968	1.070211	1.310699	1.115259	1.979791
282	-210.2267	-378.1223	167.8957	0.08100089	1.070211	1.20222	1.04159	2.57482
288	-216.4871	-384.0362	167.5491	0.08100089	1.046578	0.9973046	1.04159	2.925717
294	-217.1868	-385.6163	168.4296	0.08100089	1.346509	0.9568753	1.267331	2.072892
300	-243.1305	-408.5263	165.3958	0.06139493	0.8089772	1.721496	0.9613659	3.977087
306	-242.9466	-408.9246	165.978	0.06698857	0.7865074	1.721496	0.7901405	3.75035
312	-231.4649	-396.327	164.8621	0.05357036	0.7203439	1.606276	0.9644288	4.390335
318	-218.9301	-385.1386	166.2085	0.05357036	0.7203439	1.255797	0.7842473	3.916415
324	-221.7095	-386.018	164.3085	0.05244605	1.299733	1.251546	1.057285	4.518652
330	-214.8675	-379.4113	164.5438	0.05244605	1.253135	1.404885	0.7192366	4.518652
336	-220.6268	-385.9406	165.3139	0.06761258	0.8671883	1.760994	0.6768663	4.129823
342	-206.6434	-373.8442	167.2008	0.0622867	0.9152767	0.9694329	1.10837	3.200162
348	-221.9556	-389.4302	167.4746	0.07821437	0.8569	1.008367	1.47394	2.818479
354	-208.3759	-376.2896	167.9137	0.07316548	0.8569	1.072293	0.976032	2.818479
360	-212.0026	-378.5748	166.5722	0.07316548	1.314711	1.535802	0.9081553	3.12333
366	-219.6697	-387.511	167.8413	0.507285	0.7932158	1.337107	0.7843065	2.592657
372	-229.3378	-396.8209	167.4831	0.8906092	1.234275	0.887372	1.548606	2.095269
378	-223.7218	-390.4755	166.7537	0.5472325	1.395837	0.59746	0.9334159	3.209226
384	-235.1071	-403.1531	168.046	0.49454	1.465892	0.59746	1.587914	1.98992
390	-241.2342	-408.0139	166.7797	0.0927091	1.389024	1.734821	1.013311	2.770802
396	-236.3828	-402.4438	166.061	0.07524537	1.725709	0.8389343	1.065785	3.505763
402	-238.9103	-406.2365	167.3262	0.07524537	1.188713	0.8389343	1.065785	3.058195
408	-224.9863	-393.2528	168.2665	0.145192	1.137266	0.5681152	0.5117731	2.962274
414	-230.8441	-399.2225	168.3784	0.1184281	1.461401	0.3611924	0.5023888	2.783086
420	-230.632	-398.8921	168.2601	0.1231162	1.461401	0.6550631	1.05966	2.405188
426	-217.2801	-385.2955	168.0154	0.08927275	0.8982121	1.237637	0.7299344	2.772001
432	-232.1733	-398.8526	166.6794	0.08876617	1.185019	1.511319	0.7299344	3.24501
438	-226.5359	-394.8742	168.3383	0.1287684	0.8574772	0.6072371	0.6204399	3.012542
444	-231.2062	-399.0066	167.8004	0.1287684	1.756213	0.6015329	0.6204399	2.818736
450	-210.987	-378.7611	167.774	0.1027393	1.493409	0.5823631	0.7871229	2.904385
456	-212.4299	-379.8708	167.4409	0.09041621	1.768451	1.25714	0.8948588	2.497428
462	-220.42	-388.268	167.8479	0.1026477	1.621112	0.7265522	1.137714	2.493759
468	-226.8474	-394.0984	167.251	0.09559453	1.860628	1.072494	1.035034	2.58836
474	-223.9273	-391.7208	167.7934	0.1007333	1.544766	0.647427	1.075764	2.655452
480	-218.7999	-385.8291	167.0291	0.08377925	1.058579	1.146348	0.9153982	3.214098
486	-212.1693	-379.04	166.8707	0.06434856	0.9079875	0.8629295	0.8757396	3.595347
492	-216.4157	-382.5162	166.1005	0.06434856	0.8864494	1.141561	0.8085548	3.930427
498	-206.0221	-372.5357	166.5136	0.06434856	0.877174	0.7697933	0.7732255	3.930427
504	-224.9494	-388.4755	163.5261	0.06682626	1.560874	1.335195	0.7732255	4.922985
510	-218.9312	-384.188	165.2568	0.06682626	0.9274138	0.7119509	0.5217577	4.783934
516	-231.0238	-395.8985	164.8747	0.05987199	0.8914977	1.034544	0.6299976	4.783934
522	-229.6082	-392.0223	162.4141	0.05448609	1.213816	2.076666	0.6299976	5.43906
528	-218.9046	-382.1549	163.2503	0.05448609	1.213816	1.101215	0.6905373	5.43906
534	-216.7932	-382.0485	165.2554	0.05183771	1.213816	0.9722536	0.9794583	4.232354
540	-213.9464	-379.5061	165.5597	0.05183771	0.8919954	0.8314424	1.135246	4.232354
546	-209.7331	-373.7452	164.0121	0.05313651	0.8281825	1.368166	0.9872256	4.921348
552	-220.5502	-383.5696	163.0194	0.05333709	1.222163	0.9867702	0.9081484	5.505372
558	-231.8187	-395.0818	163.2631	0.06243533	1.188664	0.9867702	0.6883525	5.505372
564	-223.2392	-388.0224	164.7832	0.06243533	0.9114047	1.316917	0.6883525	4.634085
570	-229.8766	-395.0031	165.1265	0.06243533	1.664745	1.406078	1.063846	3.763801
576	-213.3611	-378.7698	165.4087	0.07160633	1.451644	0.5402599	0.5706491	4.460923
582	-226.6572	-395.9002	169.2429	0.09355688	1.141087	0.5402599	0.9202411	2.141916
588	-232.7778	-402.5363	169.7585	0.178601	0.87207	0.7139765	0.7367216	1.946665
594	-223.6212	-392.7029	169.0818	0.1650235	0.6728543	0.9013108	1.457387	1.932014
600	-216.1839	-385.457	169.2731	0.1000368	0.6312781	0.9013108	1.375733	1.926479
606	-215.9035	-384.8453	168.9418	0.1144128	0.5431719	0.8066563	0.8280048	2.587949
612	-208.1385	-376.4292	168.2908	0.1526204	0.8887431	0.8066563	0.6584368	2.875233
618	-218.2801	-386.4012	168.1212	0.08841718	0.7240796	0.848307	1.121321	2.808401
624	-217.4132	-385.463	168.0498	0.09496032	0.8901653	1.469476	0.6648543	2.655518
630	-205.4571	-372.9081	167.4509	0.08049048	0.8901653	1.033091	0.8863022	3.149745
636	-207.8362	-376.11	168.2738	0.08886481	0.6270413	1.033091	1.409537	2.476371
642	-216.7496	-384.7667	168.0171	0.09526398	1.514091	0.7920814	1.040133	2.476371
648	-213.6501	-381.4684	167.8183	0.08348205	1.345573	1.238971	1.068999	2.412615
654	-212.7637	-379.1836	166.4199	0.05868353	1.345573	0.9745985	0.8187065	3.57765
660	-231.3248	-398.086	166.7612	0.08056952	0.8619798	0.962598	0.8187065	3.651469
666	-218.9982	-387.4155	168.4173	0.08056952	0.6588471	1.144152	0.9148345	2.614036
672	-221.7043	-388.8619	167.1576	0.06982054	0.9403387	1.352512	0.9773944	3.059459
678	-238.3571	-404.1003	165.7433	0.0608984	0.9358642	0.6312276	0.484694	4.571348
684	-231.4145	-395.3552	163.9407	0.05844076	1.128633	0.5050283	0.6005216	5.455964
690	-228.2494	-396.0872	167.8378	0.4188222	0.7719647	1.029562	0.8689547	2.795861
696	-226.7905	-392.5242	165.7337	1.049817	1.200721	1.416566	0.9546394	3.146488
702	-227.2244	-395.1233	167.8988	0.2074274	0.9694282	0.9140753	1.193147	2.640708
708	-208.4042	-376.011	167.6068	0.09119238	1.070851	1.222497	1.193147	2.640708
714	-209.5019	-376.1659	166.664	0.06711919	1.108658	1.560326	0.8418191	3.218556
720	-211.8215	-379.9288	168.1073	0.09024672	0.5245701	1.710406	0.9336613	2.521705
726	-214.4297	-382.6499	168.2203	0.09038975	0.8538906	0.8528155	0.7954269	2.866139
732	-220.3586	-388.1776	167.819	0.09565958	0.7346598	0.8374121	0.8378009	3.156438
738	-220.5872	-387.7377	167.1505	0.08903399	1.161385	1.400339	0.5362246	3.156438
744	-212.9764	-380.7299	167.7534	0.09471354	1.078828	1.42099	0.6746633	2.744125
750	-200.5815	-369.5149	168.9334	0.09810222	1.200706	0.7924163	0.980753	2.119006
756	-210.1705	-378.3299	168.1594	0.09234005	1.335341	0.630871	0.8367966	2.713284
762	-219.7605	-389.1088	169.3483	0.1041757	0.7846507	0.8810578	1.11355	1.968089
768	-223.2794	-390.7432	167.4638	0.09045912	1.64328	1.09028	1.156561	2.492899
774	-229.9566	-397.1302	167.1736	0.07760106	0.9754741	1.485968	0.8216836	3.041424
780	-235.4917	-401.7121	166.2204	0.07551627	1.562057	1.200504	0.5991206	3.561893
786	-223.1474	-389.8653	166.718	0.0778044	1.981855	1.200504	0.6727563	3.003639
792	-217.525	-383.8922	166.3672	0.0778044	1.169278	2.038208	1.00673	3.003639
798	-212.9219	-382.0284	169.1065	0.1948844	1.464173	0.765192	0.9741457	1.788555
804	-211.8505	-381.1806	169.33	0.1136512	1.452255	0.9187568	0.8515143	1.676744
810	-216.859	-385.6594	168.8004	0.1640207	0.7727875	1.683662	1.335568	1.622699
816	-214.6776	-383.8925	169.2148	0.1640207	1.012526	1.166145	1.18974	1.612168
822	-218.7462	-387.8228	169.0766	0.1429504	1.081472	0.905058	1.200529	1.851332
828	-208.8913	-378.1708	169.2795	0.09336904	1.079746	0.8266521	0.5203215	2.252415
834	-204.2852	-372.3565	168.0714	0.09159092	1.755163	0.8535387	1.14298	2.200609
840	-203.4528	-371.2983	167.8455	0.09159092	1.42403	1.216684	1.002505	2.398672
846	-214.7075	-383.5117	168.8043	0.1364195	0.8311235	1.113557	0.9450537	2.232707
852	-205.4834	-373.921	168.4376	0.09946905	0.8913713	0.8407819	0.8559876	2.67565
858	-206.3714	-374.7916	168.4201	0.09946905	0.8275723	1.521487	0.9177438	2.269636
864	-219.2669	-387.356	168.0892	0.1049679	1.442537	1.61068	1.303787	1.771875
870	-212.4742	-381.6486	169.1744	0.09399988	0.895842	0.7268165	0.9089998	2.249367
876	-209.5246	-377.7271	168.2025	0.08825458	0.895842	0.9019369	0.8422389	2.795061
882	-211.6489	-379.6052	167.9564	0.08312135	1.437494	0.5336121	1.040005	2.705679
888	-224.0302	-392.8342	168.804	0.118403	0.6292533	1.499818	0.8073911	2.213241
894	-210.9117	-379.811	168.8993	0.1359672	0.7816925	1.164718	0.8780239	2.213241
900	-211.5575	-379.6309	168.0734	0.0815242	1.128426	1.065324	1.398379	2.286963
906	-211.8595	-379.3824	167.5229	0.08723607	1.779948	1.240436	1.398379	2.129707
912	-203.9217	-372.6213	168.6995	0.1070303	0.8631311	1.139774	1.180392	2.129707
