Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-889.5119	-1060.102	170.5904	0.1027901	0.9319441	2.260947
6	-890.5338	-1061.333	170.7994	0.03781307	1.135801	2.034206
12	-888.6145	-1058.962	170.3475	0.791473	1.034821	1.899575
18	-887.9624	-1058.183	170.2205	0.584701	1.265646	1.968996
24	-887.7247	-1058.522	170.7971	0.2925036	0.9064028	2.018895
30	-899.3783	-1069.033	169.6543	0.546231	0.7507095	2.683574
36	-885.482	-1055.678	170.1957	0.3455115	1.095776	2.253348
42	-897.9241	-1068.369	170.4452	0.8183566	1.023758	1.821947
48	-901.8854	-1072.267	170.3816	0.5317897	1.004735	2.070443
54	-902.6221	-1071.83	169.2082	0.7196711	0.9029432	2.75738
60	-887.7336	-1057.599	169.8658	0.1814272	0.7835293	2.75738
66	-889.5785	-1059.829	170.2509	0.6249937	1.110481	2.025299
72	-896.7199	-1066.544	169.8246	0.456629	0.941123	2.515781
78	-903.0263	-1073.241	170.2143	0.2533858	1.056573	2.325456
84	-891.3399	-1061.817	170.4774	0.1525604	0.9221497	2.307725
90	-893.9787	-1064.266	170.287	0.6501438	0.9477589	2.092327
96	-885.7827	-1055.883	170.1002	0.09913849	1.171718	2.42251
102	-884.7183	-1055.038	170.3197	0.1082649	1.08044	2.335544
108	-887.5137	-1058.02	170.5064	0.285693	0.9434436	2.189779
114	-887.7028	-1057.928	170.2255	0.4813418	0.7577366	2.36342
120	-883.6027	-1054.042	170.439	0.4813418	0.9061323	2.130587
126	-885.7124	-1056.153	170.441	0.06492505	0.8270238	2.446482
132	-885.9588	-1056.047	170.0882	0.1728768	0.8973901	2.555552
138	-888.5948	-1058.629	170.034	0.1728768	0.7838236	2.659349
144	-883.3019	-1052.995	169.6936	0.3931119	0.9729014	2.616823
150	-896.4878	-1066.845	170.3572	0.1362736	0.98536	2.354374
156	-898.1532	-1068.497	170.3441	0.2301572	1.222447	2.149998
162	-890.2108	-1060.567	170.3558	0.4219154	0.8537779	2.256881
168	-894.2511	-1064.827	170.5763	0.5921168	1.154651	1.79726
174	-903.8349	-1074.061	170.226	0.7364394	1.360587	1.79726
180	-898.7825	-1068.948	170.1658	0.1553279	0.9819086	2.465285
186	-894.2364	-1064.55	170.3135	0.2228762	1.181832	2.200976
192	-884.4448	-1054.615	170.1707	0.4195467	1.236679	2.130342
198	-882.9255	-1053.097	170.1711	0.4925868	1.145487	2.141928
204	-884.175	-1055.037	170.8622	0.1685995	1.036109	1.971594
