Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-2048.07	-2219.308	171.2377	0.1139453	0.7849848	1.041307	1.212373
6	-2049.06	-2220.125	171.0644	0.1116345	0.9496754	1.079997	1.190531
12	-2062.047	-2232.973	170.9253	0.1263139	1.097781	1.033762	1.209931
18	-2055.024	-2226.186	171.1618	0.1118723	0.8502585	1.058875	1.209587
24	-2054.447	-2225.209	170.7615	0.1383097	1.223922	1.202455	1.084287
30	-2055.954	-2226.988	171.0337	0.09787285	0.9937723	1.001371	1.257281
36	-2058.047	-2229.372	171.3254	0.1174955	0.7407077	1.041723	1.169823
42	-2049.279	-2220.226	170.9471	0.09298464	0.9594189	1.096755	1.282418
48	-2059.121	-2229.987	170.8653	0.1057258	0.9945735	1.189435	1.233664
54	-2052.233	-2222.905	170.6727	0.07985983	1.141931	1.160197	1.316491
60	-2057.304	-2228.216	170.9122	0.08638019	0.8333335	0.9357854	1.536645
66	-2049.524	-2220.236	170.7125	0.08768096	1.157109	0.8720782	1.491703
72	-2062.583	-2233.228	170.6452	0.07793836	0.9652046	1.140503	1.491703
78	-2059.33	-2229.737	170.4072	0.06578299	1.051272	1.089837	1.649329
84	-2056.075	-2225.969	169.8933	0.06602527	1.07264	1.040996	2.0217
90	-2051.413	-2221.487	170.0743	0.06602527	1.07264	1.068825	1.88131
96	-2043.575	-2213.796	170.2211	0.06602527	1.068923	0.9978367	1.831943
102	-2055.063	-2224.974	169.9111	0.06602527	1.169677	1.149445	1.871812
108	-2053.032	-2223.095	170.0627	0.06403699	1.190011	1.117733	1.776829
114	-2054.06	-2224.327	170.2669	0.06785356	1.190011	1.071099	1.663042
120	-2051.675	-2222.027	170.3513	0.06563176	0.9834939	1.101033	1.729284
126	-2061.986	-2232.342	170.3563	0.0682215	0.9698728	1.107104	1.729284
132	-2064.55	-2235.353	170.8031	0.07360524	0.9384796	0.9310881	1.553125
138	-2060.698	-2230.824	170.1258	0.06518609	1.231932	1.117742	1.702752
144	-2058.372	-2229.554	171.1818	0.129331	0.8872621	1.171952	1.040916
150	-2052.747	-2223.515	170.7676	0.09868728	1.051288	1.370798	1.117606
156	-2051.334	-2222.092	170.7585	0.1042466	1.210773	1.215999	1.117606
162	-2050.624	-2221.483	170.8594	0.124265	1.108466	0.9233671	1.347759
168	-2052.649	-2223.566	170.9163	0.1067219	1.014199	1.016085	1.317358
174	-2052.212	-2222.754	170.5427	0.1131448	1.432731	1.079179	1.230073
180	-2048.872	-2219.808	170.9357	0.1131448	1.017456	0.9846455	1.319195
186	-2052.571	-2223.697	171.1263	0.1106486	0.8915889	0.7917017	1.421973
192	-2069.423	-2237.928	168.5046	0.05226763	1.275695	0.9548114	2.834736
198	-2053.959	-2222.776	168.8169	0.05226763	1.103357	0.9807598	2.732177
204	-2065.779	-2235.607	169.828	0.05226763	0.854683	1.07868	2.191261
210	-2054.403	-2224.065	169.6614	0.05761568	1.023091	1.050818	2.205085
216	-2040.327	-2210.256	169.9291	0.05761568	1.023091	1.061358	2.022858
222	-2045.71	-2214.837	169.1264	0.05761568	1.389113	1.017164	2.339123
228	-2041.612	-2211.11	169.4983	0.05771731	1.10653	1.030021	2.269812
234	-2039.651	-2208.98	169.3291	0.0561231	1.10653	0.9309778	2.441099
240	-2048.63	-2218.164	169.5336	0.0561231	1.10653	1.027394	2.249869
246	-2052.805	-2222.109	169.3034	0.05574437	1.142543	1.006849	2.387181
252	-2055.214	-2225.104	169.8903	0.05574012	1.080499	1.061776	2.011481
258	-2059.467	-2229.489	170.0227	0.05822722	1.080499	1.124198	1.87868
264	-2051.964	-2222.248	170.2846	0.07631015	1.081724	0.7968083	1.910032
270	-2059.597	-2230.341	170.7447	0.09224338	0.9503158	0.9390702	1.567847
276	-2051.961	-2222.824	170.8635	0.1252208	1.111608	0.9402226	1.327736
282	-2056.074	-2226.752	170.6779	0.1320175	1.111608	0.9204391	1.481974
288	-2050.074	-2220.755	170.6805	0.09449578	1.113689	1.181205	1.304099
294	-2057.654	-2228.572	170.9188	0.1262652	1.00232	0.9310196	1.376907
300	-2064.53	-2235.02	170.4899	0.07767818	1.062532	1.261846	1.443847
306	-2060.911	-2231.71	170.7991	0.07615662	1.062532	1.16026	1.281011
312	-2052.295	-2223.334	171.039	0.1068577	0.9235214	1.028464	1.281011
318	-2048.957	-2219.513	170.5558	0.1109488	1.227807	0.979358	1.458759
324	-2052.068	-2223.06	170.9917	0.1491092	0.9492337	0.979358	1.304253
330	-2045.626	-2216.507	170.8805	0.08807076	0.9492337	0.9864234	1.434405
336	-2045.263	-2216.001	170.7377	0.08807076	1.165382	1.098263	1.288533
342	-2046.599	-2217.563	170.964	0.08807076	0.8515658	0.8709261	1.531767
