Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-6.969543	-176.3054	169.3358	2.136191	0.4511118	0.6746097	1.09745	0.6232556
6	-11.77773	-181.1082	169.3304	0.3043902	1.223462	1.497467	0.612115	1.458167
12	-8.47828	-179.742	171.2637	0.4850083	0.2879333	0.3250462	0.9889181	0.6201488
18	-13.73909	-183.039	169.2999	0.498561	1.165323	1.356865	1.430591	0.352218
24	-13.37833	-182.4146	169.0362	1.295332	0.9103182	0.9665797	1.586752	0.5512088
30	-14.16142	-178.7369	164.5755	0.4927576	4.96639	2.353594	2.222996	0.175021
36	-7.003378	-174.7497	167.7463	0.2657741	2.597431	0.5652194	2.44348	0.1916049
42	-1.243479	-168.7282	167.4847	0.57985	1.752258	2.560051	1.617306	0.6019031
48	2.542734	-166.5328	169.0756	0.2789003	1.194634	2.671837	0.7830605	0.5423012
54	0.1420406	-169.0405	169.1826	1.062259	1.073394	1.331066	0.895004	0.9521965
60	-5.406371	-175.2443	169.838	1.306895	0.3684941	1.331066	0.8131049	0.4172875
66	-5.646526	-174.8657	169.2192	1.314428	0.5197274	1.822589	0.7800518	0.8214925
72	-3.992844	-174.6826	170.6897	1.389217	0.4939247	0.5534781	0.4859879	0.7704175
78	-11.15007	-179.0938	167.9438	2.353184	0.4939247	2.014647	0.5971867	1.104959
84	-2.388765	-169.1615	166.7727	2.634534	1.107333	0.9163436	0.5329251	2.146822
90	-6.131502	-175.2507	169.1192	0.6265478	2.613312	0.5693536	0.8991633	0.8105695
96	-7.039914	-177.7118	170.6719	1.143518	0.3621783	0.9605118	0.2276842	0.9895724
102	-8.401678	-178.3532	169.9516	0.8160831	1.175889	1.247855	0.3086793	0.995989
108	-12.98195	-182.8409	169.8589	1.592517	0.7681633	0.616334	0.6417948	0.995989
114	-7.54279	-179.3248	171.782	0.06304842	0.6974131	0.4257744	0.6997396	0.6556172
120	-6.998835	-176.5431	169.5443	0.1424689	2.787285	0.7993531	0.7329317	0.3889989
126	-8.474632	-177.9573	169.4827	0.9205936	1.897332	1.098595	0.329762	0.790869
132	-9.970128	-180.3611	170.391	0.1068708	1.573786	1.098595	0.273405	1.065332
138	-11.08197	-180.1743	169.0924	1.653611	1.134626	1.092667	0.8202791	0.5623391
144	-13.84731	-181.5676	167.7203	0.7197903	1.985685	3.35621	0.367267	0.7970603
150	-16.52883	-188.1045	171.5757	0.5133878	0.2381388	0.726683	0.1492482	0.9259545
156	-4.413143	-176.6833	172.2702	0.213182	0.5414101	0.3740172	0.1693782	0.7156754
162	-0.6608639	-171.337	170.6762	1.00783	0.8029814	0.1514626	0.3568547	0.6955481
168	0.9170108	-169.88	170.797	0.5518221	0.5768996	1.150324	0.6634302	0.6485528
174	-2.42713	-171.7465	169.3194	0.1089798	1.164387	2.174427	0.6359021	1.173415
180	1.486745	-169.7999	171.2867	0.1089798	0.6339499	0.6112744	0.7210623	1.095399
186	-4.420713	-175.9968	171.5761	0.119956	0.5705255	0.6112744	0.5330696	1.038347
192	-4.370581	-173.9021	169.5316	0.7550596	1.192963	1.585123	0.735562	0.6047916
198	-4.986475	-174.2332	169.2467	1.424287	1.223126	0.9200859	0.9663217	0.6098478
204	-5.010328	-176.9182	171.9078	0.08114821	0.946989	0.4675347	0.3180412	0.5993923
210	-15.53096	-185.4604	169.9295	0.3416625	1.982569	0.1435416	0.4838633	0.8672697
216	-9.373373	-179.1972	169.8238	0.6214489	1.871097	0.6806863	0.7025696	0.8135739
222	-1.512978	-169.8838	168.3708	1.722311	1.920782	0.8500252	0.9422891	0.6720228
228	-5.836639	-175.6583	169.8217	0.4036556	2.260312	0.3675406	0.9040102	0.6147274
234	-17.91679	-187.0423	169.1256	0.6939708	1.172713	1.389751	0.6844137	1.377063
240	-11.61051	-182.0567	170.4462	1.704306	0.3633304	0.5500433	0.4685423	0.7584533
246	-19.08499	-187.8151	168.7302	0.8029276	1.598779	0.8381722	0.7247733	1.662846
252	-12.40983	-183.5465	171.1367	0.5552548	0.5357839	0.40138	0.9359356	0.7549698
258	-11.88363	-180.1922	168.3085	1.458766	1.311199	1.565169	0.9605284	0.9047437
264	-6.285177	-176.8693	170.5842	0.9965579	1.072792	0.7360598	0.4002596	0.4470844
270	-7.731023	-178.8199	171.0889	0.7025646	0.3180547	0.5917091	0.833847	0.6778764
276	-3.121213	-173.4161	170.2949	0.245392	0.6945511	1.28243	1.222191	0.686835
282	-16.10025	-185.3639	169.2637	0.9457196	0.7583518	0.9709243	1.721174	0.8093779
288	-8.848482	-180.4804	171.6319	0.3105466	0.6538237	0.4663107	0.5725796	0.7458591
294	-24.16928	-192.9745	168.8052	1.897286	0.3506627	0.3255062	2.062001	0.6257609
300	-19.96488	-189.7053	169.7404	0.6162055	0.7925043	1.255478	1.276837	0.7850155
306	-5.822374	-175.3498	169.5275	1.25534	0.7859288	1.255478	0.7015873	0.9669279
312	-15.93762	-184.8005	168.8629	0.3759419	1.833018	0.6957364	2.036099	0.3827139
318	-9.669246	-178.7513	169.0821	0.9502658	0.6070442	1.451613	1.69662	0.4580331
324	-8.635747	-177.3087	168.6729	0.9890729	0.6612345	3.26835	0.5675896	0.4230536
330	-8.678096	-177.3584	168.6803	0.265885	0.6993359	3.46751	1.058188	0.7162216
336	-5.563714	-173.1287	167.565	2.364584	1.175034	1.439417	0.8053196	1.14415
342	-3.991738	-174.748	170.7562	0.5559288	0.6467863	0.642578	0.5147979	1.311402
348	-2.31267	-172.8435	170.5308	0.06688446	0.94695	1.286329	0.874823	0.7541186
354	-1.766334	-172.8742	171.1079	0.09093248	0.5348449	0.7035863	0.7771806	1.216626
360	-6.733085	-174.5819	167.8488	0.5433779	4.749882	0.6908261	0.8331191	0.7646157
366	-7.305953	-176.3948	169.0888	2.202279	0.777192	0.5099193	1.175908	0.4891723
372	-5.069472	-173.2073	168.1379	1.834162	0.4488952	2.596064	0.8031041	0.3114603
378	1.882024	-167.1641	169.0461	0.3811171	2.912837	0.619176	1.096821	0.5058084
384	-6.650537	-175.5579	168.9074	0.98826	2.421009	0.6869166	0.9345029	0.5058084
390	-2.070306	-172.6826	170.6123	0.6478874	1.095991	0.6866274	0.6856731	0.7005115
396	0.8686554	-167.6296	168.4983	1.038954	2.109328	1.738634	0.5314557	0.5174961
402	-7.555681	-177.663	170.1074	0.3157728	2.040416	0.2522404	0.8275988	0.5774163
408	-2.08499	-173.0639	170.9789	0.03070862	1.202893	0.8319109	0.7557119	0.490081
414	-10.49027	-179.1606	168.6704	2.074339	1.202893	1.081599	0.4680841	0.9972919
420	-2.882537	-173.5969	170.7144	0.9991654	0.567682	0.8977022	0.4680841	0.795525
426	-4.040198	-173.9333	169.8931	0.1901408	1.676411	0.8977022	1.042355	0.795525
432	-3.349246	-172.4595	169.1102	1.409557	1.11541	0.2373596	1.56583	0.4595009
438	-9.548848	-178.464	168.9151	0.6592551	2.421605	0.8785721	0.9932362	0.3274282
444	-15.09018	-182.4989	167.4087	1.415285	2.10166	1.745011	1.143018	0.762456
450	-8.672469	-176.8832	168.2108	2.320314	1.141259	0.8026403	1.117945	0.893039
456	-14.1677	-182.0111	167.8434	0.5386716	1.141259	2.232511	2.148169	0.4591336
462	-10.37839	-179.2061	168.8277	0.0007811237	1.350283	2.094627	1.594355	0.6046326
468	-5.958286	-175.423	169.4647	0.177977	1.198011	1.545243	1.423186	0.5639249
474	-10.74945	-179.7313	168.9819	1.2373	0.9821981	1.700703	0.7780459	0.8244673
480	-15.80058	-186.1668	170.3662	0.2039341	0.6173796	1.143375	1.01506	1.124099
486	-3.882469	-173.7651	169.8827	0.06041611	1.388719	1.143375	0.8938564	1.124099
492	-9.465299	-179.1553	169.69	0.003829805	1.084592	1.718594	0.9464133	1.077706
498	-3.474952	-173.6587	170.1838	0.0009991002	1.37211	0.8298067	1.405268	0.5849478
504	-6.116789	-176.3025	170.1857	0.0009991002	1.573291	0.7695022	1.261213	0.618102
510	-11.70795	-179.2171	167.5092	1.235552	5.000913	0.6231231	0.4988838	0.5841601
516	-8.151663	-175.124	166.9723	0.5376947	3.746847	1.967337	1.176867	0.4197681
522	-5.686306	-171.6923	166.006	1.900435	4.058571	0.7408548	1.387634	0.1807007
528	-9.722621	-178.6299	168.9073	1.752827	0.7308085	1.177443	1.007481	0.9091594
