Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-680.198	-850.0926	169.8946	0.258861	1.553132	0.7259668	1.371689	0.5607921
6	-689.6354	-860.8355	171.2001	0.160026	0.7897753	0.7839656	0.7295596	0.8032926
12	-679.102	-850.4081	171.3062	0.119395	0.8742883	0.7309396	0.7141839	0.6754745
18	-677.0052	-846.5917	169.5864	0.08077335	1.459047	1.491344	1.06133	0.8170635
24	-682.0773	-851.8706	169.7932	0.07672328	1.082567	1.491344	1.338473	0.6321698
30	-678.0689	-848.5157	170.4468	0.2617274	1.082567	0.8760216	1.13252	0.5129626
36	-680.979	-851.9716	170.9926	0.1958705	0.7898699	0.7263572	1.080985	0.5636526
42	-677.562	-847.1101	169.548	0.5548404	0.7898699	1.486072	1.430694	0.4911756
48	-675.5119	-845.9472	170.4353	0.6072069	0.5943608	0.9343118	1.162927	0.6660656
54	-674.8598	-844.3278	169.468	0.8999492	1.376413	0.5732935	1.315105	0.823772
60	-671.7792	-841.7358	169.9566	0.9690658	0.7873946	0.9974596	0.7697359	1.010936
66	-682.0589	-851.8219	169.763	0.8886404	0.9875117	0.9712956	0.9574507	0.9223158
72	-688.1298	-853.9482	165.8184	3.757827	0.8107935	1.395179	1.711946	1.004477
78	-687.8999	-857.3095	169.4096	1.370526	0.636175	0.8852975	1.228039	0.9482429
84	-673.4414	-841.028	167.5866	2.30488	1.101468	1.374437	1.048175	1.080766
90	-682.6162	-851.3054	168.6892	1.898848	0.8623336	1.011042	1.018219	1.013185
96	-676.8729	-845.6185	168.7457	1.707065	0.7649937	1.166771	1.178627	0.9249325
102	-675.8529	-845.9688	170.1159	0.7877691	0.8132592	0.9461592	1.106861	0.6300518
108	-677.6007	-847.16	169.5593	0.6452176	1.665781	0.778958	1.106861	0.7059547
114	-677.0123	-846.6026	169.5903	0.6978836	0.5579674	1.717301	1.106861	0.8019855
120	-674.4859	-842.8851	168.3992	2.023757	0.5972251	1.186943	1.524037	0.6747743
126	-675.6142	-844.6986	169.0844	1.159114	0.8535283	0.9662426	1.713645	0.6141987
