Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-153.7512	-323.0305	169.2793	0.2630283	3.50381	1.256887
6	-152.2665	-321.0622	168.7957	0.2276452	3.732453	1.485662
12	-172.5741	-341.33	168.756	0.1335031	2.810965	2.212491
18	-165.6218	-335.053	169.4312	0.2493548	2.752102	1.720665
24	-154.5441	-324.6817	170.1376	0.3305171	2.603972	1.235213
30	-158.2527	-327.4305	169.1779	0.4976124	2.96721	1.569734
36	-157.3708	-326.4089	169.0382	0.1376391	4.156648	0.9988397
42	-155.5518	-325.0164	169.4646	0.5761469	2.958556	1.295392
48	-153.4935	-321.5415	168.048	0.5761469	4.375154	1.295392
54	-148.0537	-316.6899	168.6362	0.3396163	4.388996	0.9658474
60	-155.3521	-323.6728	168.3207	0.2436939	4.915449	0.836372
66	-156.1496	-323.1416	166.992	0.61194	5.964047	0.7112772
72	-151.4804	-317.4277	165.9474	0.1249718	7.471639	0.7494527
78	-153.2253	-320.0705	166.8452	0.6660215	5.333384	1.417911
84	-147.7025	-313.5347	165.8322	2.520868	4.040047	1.748479
90	-151.8548	-317.766	165.9112	2.520868	3.977117	1.737201
96	-151.5026	-320.253	168.7504	0.2729857	2.869552	2.087018
102	-147.766	-317.5183	169.7523	0.0844218	3.377088	1.111708
108	-144.8932	-314.2861	169.3929	0.1435247	3.457989	1.299351
114	-144.4576	-313.4853	169.0277	0.1422998	4.302881	0.8450026
120	-141.9484	-310.8096	168.8612	0.2373296	3.961929	1.24495
126	-148.1437	-317.1421	168.9984	0.09867004	4.031718	1.18695
132	-154.8429	-323.9114	169.0685	0.1237691	4.031718	1.102362
138	-153.22	-322.2384	169.0184	0.4662584	3.739387	1.102362
144	-147.0171	-316.5355	169.5184	0.1213282	3.377864	1.280455
150	-143.6253	-312.3056	168.6803	0.2408027	4.000696	1.357627
156	-144.1986	-311.3895	167.1909	0.3699241	5.581669	1.175059
162	-149.6954	-318.2299	168.5345	0.1057453	4.42381	1.241955
168	-157.4203	-325.6857	168.2654	0.5356291	4.42381	1.101588
174	-161.969	-331.0452	169.0762	0.2803362	2.75692	1.940357
180	-149.3311	-318.067	168.7359	0.3633597	2.86774	2.038174
186	-150.2584	-319.3793	169.1209	0.2567892	1.904589	2.478303
192	-147.004	-315.7642	168.7601	0.161376	3.670748	1.606561
198	-152.5117	-322.2133	169.7016	0.1065685	3.348569	1.162563
204	-141.9445	-311.0369	169.0924	0.2472107	3.348569	1.536187
210	-155.772	-324.8152	169.0432	0.09748387	4.026215	1.153707
216	-166.522	-334.3117	167.7897	0.5078997	5.027243	1.006408
222	-163.456	-331.9327	168.4767	0.1540206	4.540477	1.14985
228	-160.2703	-328.7224	168.4521	0.09532335	4.540477	1.221897
234	-161.4235	-329.5795	168.156	0.2762781	4.586865	1.27916
240	-158.9826	-327.1783	168.1957	0.4473758	4.544859	1.134986
246	-161.8605	-330.6834	168.8229	0.9503317	3.320888	1.216623
