Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-1397.5	-1567.164	169.6638	0.7827005	1.153139	1.160404	0.6062486	1.121351
6	-1390.955	-1560.436	169.481	1.473497	0.9550626	1.003779	0.7342659	0.8293274
12	-1397.881	-1568.498	170.6174	0.4740163	0.7756508	0.7806507	1.00777	0.8128768
18	-1401.05	-1570.203	169.1534	0.8657537	1.099529	1.497036	0.9639086	0.922915
24	-1391.394	-1561.433	170.0397	0.5086684	0.9526051	0.8889584	0.8824343	1.202611
30	-1405.004	-1575.131	170.1274	0.01803584	1.408164	0.9108293	0.8601137	1.163941
36	-1381.3	-1551.579	170.2792	0.02073061	0.8961468	1.13513	1.061607	1.096375
42	-1382.318	-1552.285	169.9666	0.3034603	0.936288	1.417466	0.9586241	0.914769
48	-1383.178	-1552.78	169.6013	0.6038262	1.080536	1.334884	0.9586241	0.914769
54	-1377.134	-1547.396	170.2617	0.08949559	0.9877926	1.091989	1.047359	1.015095
60	-1379.313	-1549.963	170.6504	0.3571214	0.7689883	0.9532355	0.8207499	0.9380134
66	-1387.889	-1557.875	169.9859	0.1871333	1.0534	1.23676	0.803847	1.208925
72	-1386.174	-1553.083	166.91	2.631309	0.9915179	0.855938	0.952904	1.895254
78	-1390.891	-1557.616	166.7247	2.552411	0.8609852	0.7781307	0.7702942	2.32348
84	-1381.331	-1548.472	167.141	2.552411	1.177097	0.6990918	1.073803	1.681802
90	-1389.787	-1556.877	167.0902	2.552411	0.7286008	1.055643	1.204568	1.691313
96	-1385.073	-1551.869	166.7954	2.552411	1.276688	1.13427	1.187243	1.466676
102	-1399.832	-1570.372	170.5404	0.001461662	0.6938463	1.040814	0.9922333	1.199592
108	-1397.465	-1567.746	170.2802	0.06089789	1.131025	0.9046299	0.9146459	1.186628
114	-1405.124	-1574.207	169.0832	0.8586886	1.220577	1.462952	0.9344577	0.9433758
120	-1397.626	-1564.623	166.9969	2.560041	1.234916	1.008376	0.9748188	1.592702
126	-1387.124	-1553.891	166.7669	2.560041	1.081744	1.256003	0.9748188	1.690551
132	-1383.534	-1550.688	167.154	2.560041	0.9753467	0.6726451	0.8355823	1.98633
138	-1383.446	-1550.244	166.7982	2.560041	1.185537	0.7951518	0.750109	2.06397
144	-1387.698	-1554.814	167.1163	2.560041	0.86555	1.261755	0.9833747	1.584026
150	-1380.213	-1550.624	170.4101	0.0347799	0.8664926	1.172854	0.9264764	1.079879
156	-1381.656	-1552.053	170.3972	0.1047967	0.9655959	0.9581012	0.8377646	1.210464
162	-1392.615	-1562.733	170.1188	0.1684903	0.9655959	1.050785	0.5424002	1.539333
168	-1386.377	-1557.234	170.857	0.2248093	0.8285623	0.7388605	0.8155155	1.023011
174	-1382.931	-1553.282	170.3513	0.3051876	1.125126	0.8133846	0.8155155	1.078799
180	-1399.301	-1566.465	167.1641	2.505233	1.026111	1.069538	0.959414	1.628282
186	-1391.157	-1558.352	167.1948	2.505233	1.014188	1.093903	0.9163501	1.628282
192	-1403.007	-1570.443	167.4361	2.505233	1.014188	0.8120831	1.089271	1.530274
198	-1398.115	-1564.88	166.765	2.505233	1.207289	1.189252	0.8484033	1.777855
204	-1380.452	-1550.381	169.9295	0.4093208	1.199172	1.091518	0.9197342	0.9436809
210	-1380.993	-1550.684	169.691	0.4796886	0.9091935	1.213643	0.6454953	1.470575
