Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	gain_loss_ratio	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	tree_length
0	-697.7991	-869.6488	171.8497	0.00180485	0.0040259	0.0593357	0.0249652	0.0136468	0.0100077	0.000501272	0.0016304	0.0333128	0.00594436	0.0140747	0.0102011	0.0118012	0.00709976	0.00881009	0.00018227	0.0274725	0.00803738	0.0114358	0.0174178	0.0259408	0.0120421	0.00128536	0.00488883	0.0117524	0.00817307	0.0493119	0.0250904	0.00124983	0.00640725	0.0183702	0.00161982	0.0190963	0.020748	0.00189724	0.000383795	0.00776643	0.00505515	0.0378729	0.014209	0.0114567	0.031852	0.00138857	0.000274206	0.0130311	0.00576535	0.0092962	0.0201708	0.00870794	0.00314291	0.00781033	0.0410076	0.0290258	0.00780696	0.0192595	0.0130084	0.00840346	0.0101071	0.0106075	0.00884626	0.00901702	0.0118068	5.20948e-05	0.0333167	0.00159462	0.0211266	0.0163332	0.00680197	0.0101454	0.0100115	0.00145829	0.0165779	0.0411668	0.00696677	0.00726674	0.0070844	0.00732029	0.00159551	0.0142417	0.00548958	0.0308606	0.00414132	0.0017094	0.0168683	0.00638556	0.00240581	0.010233	0.0102694	0.0120182	0.0315254	0.0444583	0.103661	0.0232197	0.0516978	0.00560162	0.030384	0.0018321	1.070156	0.0012688	0.0028302	0.0417128	0.0175504	0.00959363	0.0070354	0.000352393	0.00114617	0.0234187	0.00417886	0.0098945	0.00717131	0.00829619	0.00499111	0.00619346	0.000128135	0.0193131	0.00565025	0.00803933	0.0122447	0.0182363	0.00846556	0.000903602	0.00343683	0.00826189	0.00574564	0.0346661	0.0176385	0.000878625	0.00450428	0.0129142	0.00113872	0.0134246	0.0145858	0.00133375	0.000269807	0.00545978	0.00355375	0.0266245	0.00998885	0.00805405	0.0223919	0.000976157	0.000192766	0.0091608	0.00405302	0.0065352	0.01418	0.00612165	0.00220945	0.00549063	0.0288282	0.0204051	0.00548827	0.0135393	0.00914488	0.0059076	0.00710528	0.00745704	0.00621889	0.00633894	0.00830014	3.66225e-05	0.0234215	0.00112101	0.0148519	0.0114822	0.00478176	0.00713218	0.00703807	0.00102517	0.0116542	0.0289401	0.00489761	0.00510849	0.00498031	0.00514614	0.00112164	0.0100118	0.00385916	0.0216949	0.00291133	0.0012017	0.0118583	0.00448902	0.00169128	0.00719374	0.00721935	0.00844872	0.0221622	0.031254	0.0728732	0.0163234	0.0363434	0.00393792	0.0213599	0.00128796	1.422482
36	-682.2436	-854.4519	172.2083	0.00131154	0.00873463	0.0314692	0.0111523	0.0119391	0.0153007	0.000428387	0.0113393	0.00687506	0.0181894	0.0178266	0.00229794	0.00613041	0.00906108	0.0101034	0.00194506	0.0605703	0.000947798	0.00599278	0.00853463	0.0230922	0.00173642	0.00159977	0.0182205	0.00228918	0.0186712	0.0261424	0.0191923	0.008725	0.0132389	0.0199512	0.000600171	0.0105687	0.00675612	0.0122032	0.000461995	0.00178371	0.000316513	0.0469278	0.0407302	0.00400595	0.0341265	0.0211211	0.00273243	0.0449106	0.00214585	0.00227885	0.00382588	0.0246365	0.00371553	0.015566	0.00851644	0.00424024	0.0639744	0.014714	0.0133008	0.0112754	0.00235766	0.00856976	0.00509073	0.0127215	0.0335267	0.00361851	0.000588224	0.00835354	0.039122	0.00620515	0.0574528	0.0200217	0.000971246	0.0247271	0.0300636	0.0449749	0.00198582	0.00235962	0.0064651	0.0016142	0.0253931	0.0184294	0.00361766	0.00919558	0.00424609	0.00223306	0.00359428	0.00871591	0.00157535	0.000744361	0.0289263	0.0270444	0.032008	0.00146074	0.028357	0.0157587	0.00178161	0.00889146	0.0455192	0.0126336	0.7639329	0.000950832	0.00633238	0.0228144	0.00808515	0.00865557	0.0110926	0.00031057	0.00822067	0.00498424	0.0131868	0.0129238	0.00166595	0.00444439	0.00656905	0.00732472	0.00141012	0.0439119	0.000687129	0.00434461	0.00618738	0.0167412	0.00125886	0.00115979	0.0132094	0.0016596	0.0135361	0.0189526	0.0139139	0.0063254	0.00959789	0.0144641	0.000435109	0.00766202	0.00489801	0.00884703	0.000334934	0.00129314	0.000229464	0.0340214	0.0295284	0.00290421	0.0247408	0.0153122	0.00198094	0.0325591	0.00155568	0.00165211	0.00277367	0.0178608	0.00269366	0.011285	0.0061742	0.00307406	0.0463798	0.0106672	0.00964274	0.00817438	0.00170925	0.00621286	0.00369065	0.00922276	0.024306	0.00262332	0.000426447	0.0060561	0.0283625	0.00449857	0.0416518	0.0145152	0.000704128	0.0179265	0.0217953	0.0326056	0.00143967	0.00171066	0.00468703	0.00117025	0.0184094	0.0133608	0.00262271	0.00666656	0.00307831	0.00161891	0.00260576	0.00631881	0.00114209	0.000539643	0.0209708	0.0196065	0.0232049	0.001059	0.0205581	0.0114247	0.00129162	0.00644608	0.0330002	0.00915902	1.379359
72	-686.3864	-858.6983	172.3119	0.00207592	0.00212752	0.0357114	0.0141805	0.0319356	0.0144804	0.00342081	0.0127354	0.00829385	0.0123924	0.0195046	0.00187156	0.00893984	0.0070562	0.00823586	0.00403523	0.045517	0.00380414	0.01286	0.0122802	0.0256396	0.00729328	0.00762227	0.0199799	0.00810735	0.0115471	0.0344432	0.0245712	0.00253683	0.00395413	0.0198276	0.00946561	0.0242423	0.0162744	0.0155578	0.00107561	0.000592003	0.000297945	0.0175881	0.0135457	0.00509681	0.0230566	0.0152247	0.00404557	0.0334132	0.01143	0.00158398	0.00458066	0.000475614	0.00606973	0.0166731	0.00113996	0.0152366	0.07849	0.0034835	0.0127146	0.00209599	0.00753083	0.0259727	0.00335371	0.00892062	0.00862759	0.0369587	0.02056	0.00382179	0.0399339	0.0179606	0.0536213	0.0168813	0.00116665	0.0409146	0.00895198	0.0480552	0.00142318	0.0185883	0.0095148	0.00269317	0.0317468	0.0273949	0.000345857	0.0169982	0.00764292	0.00268987	0.00419768	0.000595405	0.00322742	0.000992948	0.0174282	0.011107	0.0313327	0.00127539	0.0336561	0.00690001	0.00651043	0.00340525	0.0310171	0.0232822	0.6244744	0.00148532	0.00152224	0.0255514	0.0101461	0.0228498	0.0103607	0.00244758	0.00911217	0.00593423	0.00886676	0.0139555	0.0013391	0.00639644	0.00504869	0.00589274	0.0028872	0.0325673	0.00272185	0.00920131	0.00878643	0.0183451	0.00521833	0.00545371	0.0142956	0.00580079	0.00826194	0.024644	0.0175807	0.0018151	0.00282917	0.0141866	0.00677262	0.0173453	0.0116443	0.0111316	0.000769596	0.000423576	0.000213179	0.0125843	0.0096919	0.00364676	0.016497	0.0108933	0.0028946	0.0239071	0.00817817	0.00113333	0.00327745	0.000340301	0.00434288	0.0119295	0.000815642	0.0109018	0.0561594	0.00249243	0.00909725	0.00149967	0.00538829	0.0185834	0.00239957	0.00638268	0.00617302	0.0264438	0.0147107	0.00273448	0.0285726	0.0128508	0.0383659	0.0120785	0.000834739	0.0292743	0.00640512	0.0343834	0.00101828	0.0132999	0.00680782	0.00192696	0.0227147	0.019601	0.00024746	0.0121622	0.00546849	0.0019246	0.00300343	0.000426011	0.00230921	0.000710452	0.0124699	0.00794705	0.0224185	0.000912542	0.0240809	0.00493694	0.0046582	0.00243645	0.0221927	0.0166583	1.397629
108	-700.1864	-872.1746	171.9883	0.00958706	0.00447725	0.0555672	0.0228927	0.0268103	0.0115841	0.0161367	0.0260999	0.0369606	0.00279902	0.0170827	0.00519979	0.0106548	0.00527397	0.00780009	0.00430799	0.0476413	0.00520847	0.00845769	0.0117675	0.0176898	0.0037466	0.00627436	0.00862774	0.0119615	0.0207482	0.0121536	0.0228411	0.00198482	0.0103567	0.042517	0.0060094	0.0316466	0.0161599	0.00473599	0.00148897	0.00637132	0.00107316	0.0138617	0.00755326	0.0123126	0.0413923	0.00386879	0.00389515	0.0269155	0.00213357	0.00096697	0.00942269	0.016456	0.000709266	0.0274438	0.00373513	0.00808574	0.0607511	0.00838746	0.0187661	0.0100384	0.00691208	0.00373304	0.00218562	0.00279427	0.0414953	0.00756274	0.0105852	0.00291942	0.0336243	0.00465184	0.0398449	0.0125608	0.0077714	0.010585	0.00938984	0.0395738	0.000782788	0.00437392	0.00568415	0.0204457	0.0254324	0.00887918	0.00327952	0.00934891	0.0296189	0.01052	0.0518658	0.0206015	0.00602757	0.00238796	0.0223268	0.0378926	0.0541164	0.00561604	0.0121866	0.00161597	9.11023e-05	0.0125127	0.037705	0.011274	0.8686407	0.00652107	0.0030454	0.0377966	0.0155715	0.0182362	0.00787944	0.0109761	0.017753	0.0251404	0.00190388	0.0116196	0.00353687	0.00724735	0.00358733	0.00530558	0.00293028	0.0324054	0.00354278	0.00575288	0.00800418	0.0120325	0.00254842	0.00426779	0.00586855	0.00813617	0.0141128	0.00826683	0.0155364	0.00135007	0.0070446	0.0289198	0.00408757	0.0215258	0.0109919	0.00322139	0.00101279	0.00433374	0.000729961	0.00942866	0.00513769	0.00837495	0.0281548	0.00263153	0.00264946	0.0183078	0.00145124	0.000657728	0.00640927	0.0111933	0.000482439	0.0186671	0.00254062	0.00549988	0.0413226	0.00570511	0.0127646	0.00682805	0.00470156	0.0025392	0.00148665	0.00190065	0.0282249	0.00514414	0.0072	0.00198578	0.0228711	0.00316416	0.0271023	0.00854379	0.00528607	0.00719986	0.00638692	0.0269179	0.000532448	0.00297512	0.00386633	0.0139071	0.017299	0.00603958	0.00223071	0.00635908	0.0201467	0.00715566	0.0352788	0.0140131	0.00409993	0.00162428	0.0151866	0.0257744	0.0368097	0.00382	0.00828924	0.00109918	6.19673e-05	0.00851105	0.0256467	0.00766853	1.470166
144	-691.6188	-863.8427	172.2239	0.000991553	0.00420361	0.0449163	0.0215838	0.0113882	0.00596913	0.009255	0.00334286	0.0126457	0.00744634	0.00561427	0.00555963	0.0147388	0.00165335	0.0100428	0.00511873	0.0397868	0.000637392	0.00721856	0.0118366	0.0149001	0.000832182	0.0112184	0.0298256	0.0149807	0.0227979	0.0255006	0.00729115	0.00148243	0.00726159	0.00773708	0.0091878	0.0117358	0.003466	4.48834e-05	0.00166106	0.0107569	0.00256202	0.0157045	0.0389356	0.00677186	0.0172297	0.00473865	0.000422442	0.0759744	0.00337089	0.00533095	0.00664323	0.00460314	0.00216476	0.0288802	0.00227635	0.0146412	0.0409542	0.0176593	0.00675353	0.0200097	0.00157239	0.0105793	0.0107497	0.00120203	0.0224759	0.00168091	0.0140739	0.0069589	0.0233399	0.0120703	0.00642495	0.0107695	0.00240086	0.0375881	0.00884103	0.0567221	0.00566337	0.00372625	0.0155144	0.0162098	0.0199541	0.0159317	0.000359099	0.00453679	0.0117074	0.000382495	0.0322799	0.00237362	0.000361468	0.000867309	0.00781599	0.0458452	0.0130307	0.00866292	0.00210898	0.000645681	2.71518e-05	0.0012987	0.0262226	0.0286283	0.9569074	0.000818208	0.00346873	0.037064	0.0178105	0.00939728	0.0049256	0.00763703	0.00275846	0.010435	0.00614455	0.00463278	0.00458768	0.0121621	0.00136431	0.00828708	0.00422386	0.0328312	0.000525962	0.0059566	0.0097673	0.0122953	0.000686698	0.00925716	0.0246114	0.0123617	0.0188123	0.0210425	0.0060165	0.00122327	0.00599211	0.00638447	0.00758157	0.00968412	0.00286007	3.70368e-05	0.00137067	0.00887638	0.00211412	0.012959	0.0321288	0.00558799	0.0142176	0.00391023	0.00034859	0.0626924	0.00278158	0.00439898	0.00548185	0.00379841	0.00178631	0.0238313	0.00187839	0.0120816	0.0337945	0.014572	0.00557287	0.0165116	0.0012975	0.00872977	0.00887041	0.000991892	0.0185466	0.00138705	0.0116135	0.00574233	0.0192596	0.00996018	0.00530173	0.00888674	0.00198114	0.0310169	0.00729542	0.0468058	0.00467329	0.00307482	0.0128021	0.013376	0.0164657	0.0131465	0.000296321	0.00374366	0.00966069	0.000315626	0.0266367	0.00195866	0.000298275	0.000715684	0.00644959	0.0378304	0.0107526	0.00714845	0.00174028	0.000532802	2.2405e-05	0.00107166	0.0216383	0.0236234	1.21186
180	-687.1733	-859.1439	171.9706	0.00118721	0.00460973	0.0699221	0.0220665	0.00938429	0.0219167	0.00236656	0.00589196	0.00712703	0.0152785	0.0038038	0.0034484	0.0126421	0.0154435	0.0145809	0.00818362	0.0277216	0.00794063	0.00475777	0.0213803	0.0238687	0.000355488	0.00457073	0.0201904	0.0139459	0.0195403	0.0495526	0.0313156	0.000837248	0.00780372	0.0179347	0.00422945	0.00653206	0.0079897	0.00144967	0.00710069	0.000499404	0.0163725	0.0227104	0.014374	0.00967623	0.0217645	0.00283874	0.000986584	0.0796625	0.00429839	0.00711821	0.0191413	0.013597	0.0128324	0.0356358	0.00531241	0.0163628	0.0499157	0.00473473	0.0065475	0.00654457	0.00178521	0.0115205	0.0225564	0.0186402	0.0192457	0.00841325	0.0515483	0.000114459	0.0195648	0.00892266	0.00486085	0.0525603	0.0106024	0.0379812	0.00758349	0.087743	0.000808253	0.00204323	0.00679569	0.00815054	0.0260179	0.0288734	0.000397896	0.00668179	0.0146333	0.00406392	0.0614268	0.0035293	0.00234091	0.00164054	0.0244535	0.0342068	0.0190058	0.00310816	0.0125282	0.00184102	0.00114585	0.0113664	0.0247568	0.00619897	0.8226525	0.000782369	0.00303781	0.0460786	0.0145418	0.00618424	0.0144431	0.00155956	0.0038828	0.00469671	0.0100685	0.0025067	0.00227249	0.00833112	0.0101772	0.00960879	0.00539299	0.0182685	0.00523286	0.00313537	0.0140896	0.0157295	0.000234266	0.0030121	0.0133055	0.00919031	0.012877	0.0326551	0.0206369	0.000551745	0.00514264	0.0118189	0.0027872	0.00430462	0.00526521	0.00095533	0.00467935	0.000329107	0.0107894	0.0149661	0.00947244	0.00637663	0.0143428	0.00187073	0.000650158	0.0524975	0.00283263	0.00469089	0.0126141	0.00896041	0.00845652	0.0234839	0.00350087	0.0107831	0.0328944	0.00312018	0.0043148	0.00431286	0.00117645	0.00759202	0.0148646	0.0122839	0.0126829	0.00554432	0.0339703	7.54283e-05	0.0128932	0.00588002	0.0032033	0.0346372	0.006987	0.0250296	0.00499751	0.0578225	0.000532638	0.00134649	0.00447835	0.0053712	0.0171458	0.0190275	0.000262213	0.00440329	0.00964335	0.00267812	0.0404802	0.00232581	0.00154266	0.00108111	0.0161148	0.0225422	0.0125248	0.00204828	0.00825608	0.00121323	0.000755113	0.00749042	0.0163147	0.00408512	1.517453
216	-697.8699	-869.6357	171.7658	0.00387217	0.00234571	0.0337875	0.0511266	0.0580519	0.00349228	0.00434462	0.00373623	0.00577453	0.00031054	0.00540523	0.000125739	0.0121423	0.000118825	0.0249079	0.0150295	0.0296071	0.000126795	0.00334675	0.00738938	0.0139736	0.00356558	0.00585987	0.0282916	0.00606634	0.00526777	0.0697704	0.0273597	0.000528019	0.017736	0.00890263	0.00170434	0.035044	0.0109521	0.00654053	0.00448643	0.0034842	0.0124621	0.0264239	0.0310673	0.00248428	0.0332462	0.00200528	0.00253562	0.0407198	0.0484488	0.00196592	0.00202851	0.0104608	0.00161427	0.0137626	0.0052005	0.023953	0.0610568	0.00237412	0.00296608	0.00977253	0.00160107	0.0143062	0.00697018	0.00610755	0.0267897	0.0017207	0.0159728	0.000978537	0.0340472	0.00183552	0.0187818	0.0207542	0.00302927	0.0138453	0.00874154	0.0726105	0.00307762	0.00643686	0.000823345	0.0100732	0.0168269	0.017898	0.00151112	0.00626022	0.0271745	0.0368288	0.0333834	0.00414288	0.00233296	0.00797237	0.00479729	0.0393759	0.0104847	0.0162304	0.0213984	0.0113604	0.00853821	0.0136687	0.0279996	0.00254643	1.146803	0.00271093	0.00164224	0.0236548	0.035794	0.0406424	0.00244496	0.00304169	0.00261575	0.00404278	0.000217411	0.00378423	8.80306e-05	0.00850085	8.31897e-05	0.0174382	0.0105222	0.0207281	8.87696e-05	0.00234308	0.00517334	0.00978297	0.00249628	0.00410252	0.0198071	0.00424707	0.00368799	0.0488466	0.0191547	0.000369669	0.012417	0.00623277	0.00119322	0.0245345	0.0076676	0.00457906	0.00314097	0.0024393	0.00872479	0.0184995	0.0217504	0.00173926	0.0232758	0.00140391	0.0017752	0.0285081	0.0339192	0.00137635	0.00142017	0.00732364	0.00113016	0.00963526	0.00364089	0.0167696	0.0427462	0.00166213	0.00207656	0.00684179	0.00112091	0.0100159	0.00487986	0.00427593	0.0187556	0.00120467	0.0111827	0.000685079	0.0238366	0.00128506	0.0131492	0.0145301	0.00212081	0.00969318	0.00611999	0.050835	0.00215466	0.00450647	0.000576428	0.00705233	0.0117806	0.0125305	0.00105794	0.00438281	0.019025	0.025784	0.0233719	0.00290045	0.00163331	0.00558149	0.00335861	0.0275673	0.0073404	0.011363	0.0149811	0.00795344	0.00597764	0.00956954	0.0196027	0.00178277	1.428357
252	-688.7115	-860.5609	171.8494	0.0154873	0.000842048	0.0350385	0.0180765	0.0121706	0.0102738	0.00851747	0.0129468	0.00220925	0.0144655	0.0159154	0.00431656	0.00375837	1.03217e-05	0.0320056	0.000660422	0.0412402	0.00244578	0.0198319	0.0472029	0.0140021	0.000662845	6.12979e-05	0.0244389	0.0151375	0.00555621	0.021837	0.0268942	0.00214738	0.0121033	0.0337485	0.0104611	0.0120604	0.0448922	0.00902756	0.025492	0.00545485	0.00845719	0.0172488	0.0082182	0.0141812	0.0391455	0.00359803	0.00664675	0.0535708	0.00804149	0.00258997	0.000176	0.0345374	0.00658487	0.0212318	0.0125722	0.00521982	0.0469683	0.0120125	0.0055845	0.0043959	0.00421764	0.00243947	0.00614401	0.0193859	0.0288119	0.000526794	0.00731968	0.00298737	0.0222367	0.00426838	0.0341866	0.0594165	0.00575572	0.0518312	0.00198976	0.0380785	0.0145314	0.00249101	0.00759725	0.00641893	0.00315609	0.0279488	0.0133509	0.0167063	0.0214797	0.0208998	0.0437943	0.00762935	0.00103449	0.00802941	0.0135069	0.0364994	0.0160401	0.00839088	0.0228585	0.00246303	0.00667855	0.0173754	0.0500517	0.0198201	0.9000251	0.00998717	0.000543004	0.0225949	0.0116568	0.00784832	0.00662514	0.00549259	0.00834887	0.00142466	0.00932822	0.0102632	0.00278358	0.00242362	6.65604e-06	0.0206392	0.00042588	0.0265942	0.00157719	0.0127888	0.0304393	0.00902943	0.000427443	3.95286e-05	0.0157597	0.00976155	0.00358298	0.0140818	0.017343	0.00138476	0.00780497	0.0217631	0.00674596	0.00777728	0.0289493	0.00582152	0.0164388	0.00351762	0.00545371	0.0111231	0.0052996	0.00914491	0.0252434	0.00232023	0.00428623	0.0345457	0.00518564	0.00167017	0.000113495	0.0222718	0.00424633	0.0136915	0.00810731	0.00336606	0.030288	0.00774637	0.00360122	0.00283474	0.00271979	0.00157312	0.00396203	0.0125012	0.0185797	0.000339709	0.00472017	0.00192644	0.0143396	0.00275251	0.0220456	0.0383153	0.00371164	0.0334239	0.00128312	0.0245553	0.00937074	0.00160635	0.00489917	0.00413932	0.00203524	0.0180231	0.00860947	0.0107732	0.0138514	0.0134775	0.0282412	0.00491987	0.000667102	0.00517785	0.00871006	0.023537	0.0103436	0.00541095	0.0147406	0.00158831	0.00430673	0.0112047	0.0322764	0.0127812	1.550722
288	-683.6	-855.4619	171.862	0.001393	0.00109928	0.0255003	0.0167234	0.00862643	0.0243311	0.0191941	0.0348181	0.00502583	0.00646715	0.0137644	0.0169246	0.00504491	0.000735748	0.0137139	0.00443942	0.0347649	0.00277213	0.00634395	0.0086495	0.0326193	0.00635421	0.000517378	0.0130361	0.00465199	0.0115256	0.0276181	0.0304629	0.00595561	0.0146378	0.0244955	0.00495055	0.00597793	0.0461473	0.00178165	0.00716419	0.00363073	0.0138114	0.00595356	0.0103271	0.0100012	0.0483553	0.0164586	0.0011023	0.0463559	0.0191469	3.56259e-05	0.0121068	0.0241492	0.0022302	0.0464785	0.0150422	0.0149512	0.084823	0.0103112	0.0196175	0.0151628	0.00266259	0.00703	0.000793071	0.0121531	0.0143275	0.00230715	0.00903614	0.00968774	0.0473425	0.0155827	0.0144959	0.0209623	0.00490493	0.0275284	0.00157456	0.0996873	0.00543997	0.0280476	0.00348176	0.0186827	0.0027	0.0347436	0.00537551	0.0013057	0.0298758	0.023232	0.0425824	0.00784264	0.00263754	0.0114037	0.0114007	0.0326291	0.00321151	0.00366011	0.0286131	0.000751763	0.0129736	0.00880222	0.0287485	0.00989825	0.8796227	0.000895016	0.000706298	0.0163842	0.010745	0.00554257	0.015633	0.0123324	0.022371	0.00322915	0.00415521	0.00884374	0.0108742	0.0032414	0.000472726	0.00881133	0.00285238	0.0223368	0.00178112	0.00407605	0.00555739	0.0209582	0.00408264	0.000332421	0.00837582	0.00298895	0.00740532	0.0177449	0.0195727	0.00382654	0.00940492	0.0157386	0.00318078	0.00384088	0.0296501	0.00114473	0.00460307	0.00233278	0.00887395	0.00382523	0.00663527	0.00642587	0.0310688	0.0105748	0.000708242	0.0297841	0.0123021	2.289e-05	0.00777875	0.0155161	0.00143293	0.0298629	0.00966478	0.00960628	0.0544997	0.00662506	0.0126044	0.00974227	0.00171074	0.00451685	0.000509556	0.0078085	0.00920556	0.00148237	0.00580581	0.00622447	0.0304181	0.010012	0.00931374	0.0134685	0.00315147	0.0176873	0.00101167	0.0640502	0.00349524	0.0180209	0.00223707	0.0120039	0.00173478	0.0223231	0.00345382	0.000838925	0.0191955	0.0149268	0.0273596	0.00503898	0.00169465	0.00732698	0.00732509	0.0209645	0.00206343	0.00235166	0.0183842	0.000483015	0.00833565	0.00565552	0.0184712	0.00635973	1.556395
324	-684.185	-856.2437	172.0588	0.00228345	0.000599296	0.0753524	0.0140843	0.0270365	0.0118924	0.00264646	0.023191	0.0131448	0.0112358	0.00867747	0.00416291	0.0118584	0.00338934	0.0110313	0.00787409	0.0434377	0.00353923	0.0105815	0.00989481	0.0122158	0.00413218	0.000844279	0.0145774	0.00542212	0.00477593	0.0489708	0.021111	0.00240702	0.00618125	0.0142914	0.00155505	0.0150887	0.015224	0.00414045	0.0126763	0.00429095	0.0100455	0.0185151	0.0254166	0.0127248	0.0319131	0.00125239	0.001018	0.0328006	0.00695882	8.45407e-05	0.00637381	0.0154444	0.000547281	0.0333215	0.010213	0.00482856	0.0644711	0.0193288	0.0337241	0.0266763	0.0051406	0.00622521	0.00208823	0.00141544	0.0163069	0.015332	0.00263854	0.000259784	0.0332998	0.0137861	0.0071072	0.040377	0.00440583	0.0464176	0.00625801	0.051807	0.00735845	0.00974353	0.00250106	0.00900146	0.0044349	0.0171543	0.00534395	0.0139465	0.0152292	0.00762433	0.0362799	0.0043322	0.00196788	0.0118213	0.00438199	0.0323187	0.024159	0.00322961	0.0312118	0.00396155	0.00943892	0.00510994	0.0273587	0.0158363	0.8948633	0.00163561	0.000429269	0.053974	0.0100884	0.0193659	0.0085184	0.00189563	0.0166114	0.00941549	0.00804809	0.00621556	0.00298184	0.00849405	0.00242774	0.00790155	0.00564012	0.0311139	0.0025351	0.00757941	0.00708753	0.00875005	0.00295983	0.000604747	0.0104416	0.0038838	0.00342094	0.0350772	0.0151216	0.00172412	0.00442755	0.0102367	0.00111387	0.0108078	0.0109048	0.00296575	0.00907986	0.00307356	0.0071955	0.0132621	0.0182056	0.00911459	0.022859	0.000897075	0.000729182	0.0234947	0.00498452	6.05554e-05	0.00456548	0.0110626	0.000392011	0.0238678	0.00731544	0.00345864	0.0461799	0.013845	0.0241562	0.0191079	0.00368215	0.00445904	0.00149578	0.00101386	0.0116805	0.0109821	0.00188995	0.00018608	0.0238523	0.0098748	0.0050908	0.0289216	0.00315584	0.0332484	0.00448254	0.0371087	0.00527077	0.00697917	0.00179148	0.00644764	0.00317667	0.0122874	0.0038278	0.00998972	0.0109085	0.00546122	0.0259868	0.0031031	0.00140957	0.00846746	0.00313877	0.0231495	0.0173048	0.00231333	0.0223566	0.00283761	0.00676098	0.00366019	0.0195967	0.0113433	1.396087
