Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1729.892	-1894.348	164.4563	0.3389514	1.366015	5.882369	0.355697	0.2094886	1.780945	0.8474453	0.8813671
6	-1731.984	-1896.776	164.792	0.4526661	1.355725	5.962717	0.2950089	0.2816527	1.780945	0.54197	0.7035878
12	-1739.681	-1903.925	164.2436	0.4006751	1.939975	6.25777	0.5481985	0.1833403	1.646376	0.2848059	0.6592317
18	-1731.677	-1894.55	162.8734	0.6193405	1.328254	6.25777	0.5995784	0.3665129	3.194948	0.3111426	0.629886
24	-1738.089	-1902.547	164.4584	0.3979931	1.003946	5.194043	1.09115	0.3665129	2.486701	0.4138978	0.7182485
30	-1745.759	-1910.268	164.5088	0.3922428	1.301965	5.116567	1.09115	0.3665129	2.428766	0.06711687	0.9001214
36	-1732.187	-1896.479	164.2917	0.4105052	1.458218	4.675353	0.8291136	0.6642755	2.492682	0.580073	0.7645887
42	-1745.704	-1905.68	159.9757	0.590192	1.347465	5.584061	0.7022984	1.018685	5.367016	0.8854163	0.7645887
48	-1741.937	-1904.428	162.4907	0.4744562	1.529238	5.085979	0.8895612	1.019081	3.584463	0.4187325	0.6867364
54	-1737.74	-1896.33	158.5902	0.4912002	1.529238	7.662877	0.3369949	1.492896	4.677724	0.7635769	0.577661
60	-1738.819	-1897.114	158.2953	0.3890145	1.164064	7.884194	1.098565	0.6814679	5.489142	0.4767212	0.5285088
66	-1743.145	-1903.235	160.0903	0.4729941	1.763153	6.338236	0.8524559	0.6814679	4.512413	0.8567681	0.4797007
72	-1746.052	-1907.018	160.9666	0.4836151	1.370247	5.836707	1.519749	0.697535	4.512413	0.1552277	0.4709218
78	-1754.101	-1913.285	159.184	0.4588839	1.422942	6.728627	0.4939412	1.44641	5.529711	0.2699755	0.5023061
84	-1748.528	-1910.344	161.8156	0.4030113	1.451728	6.803511	0.519747	0.8586879	3.115531	0.5323922	0.5102528
90	-1744.322	-1906.111	161.7889	0.38407	1.429645	6.565485	0.3461259	0.6032342	3.265713	1.099791	0.5172475
96	-1736.022	-1897.374	161.3522	0.5758339	1.442248	6.349718	0.7196967	0.5412865	3.678101	0.9141151	0.4606543
102	-1769.585	-1925.941	156.3567	0.4679386	1.400882	7.530025	0.2427372	1.670189	7.179742	0.686472	0.4606543
108	-1766.52	-1930.343	163.8236	0.3985771	1.205302	4.56537	0.3038772	1.138777	3.343128	0.686472	0.6160407
114	-1766.484	-1929.269	162.7855	0.8350213	1.346757	5.112666	0.6635059	0.8211371	3.343128	0.624878	0.6994087
120	-1754.508	-1919.362	164.8546	0.5429736	1.104482	5.179541	0.4472773	0.3131654	2.073516	1.029291	0.5901639
126	-1752.884	-1915.637	162.753	0.5505016	1.162271	6.805701	0.5557708	0.3131654	2.51866	0.9005938	0.5343028
132	-1742.896	-1904.638	161.7427	0.4662389	1.135373	5.916819	1.185732	0.2282806	4.125353	0.7205775	0.434177
138	-1751.789	-1913.055	161.2654	0.4897175	1.4876	4.67898	3.300122	0.7220271	2.84446	0.7549808	0.4355624
144	-1736.968	-1903.088	166.1195	0.4969872	1.103767	4.304539	0.2764665	0.2242517	2.527099	0.4336545	0.3488027
150	-1759.082	-1921.639	162.5577	0.416111	0.9891112	5.555477	3.804397	0.3867455	0.4660712	1.322368	0.4649753
156	-1756.475	-1919.974	163.4993	0.3439028	1.502776	7.411696	1.694957	0.518302	0.3258705	0.1297993	0.4075239
162	-1744.238	-1909.188	164.9495	0.3439028	1.428025	5.679941	1.778731	0.7894314	0.2785489	0.1553624	0.3738962
168	-1741.339	-1906.187	164.8475	0.49126	1.314433	5.770737	1.778731	0.6943219	0.2839019	0.3426641	0.4032447
174	-1742.554	-1906.468	163.9143	0.5094857	1.314433	6.072342	2.125309	0.6943219	0.2811199	0.5876117	0.3540843
180	-1732.154	-1896.787	164.6332	0.2616763	1.314433	6.300008	1.801651	0.4088865	0.1306818	0.3955544	0.3540843
186	-1736.589	-1900.694	164.1051	0.4799517	1.632931	7.051675	1.349249	0.4132025	0.2907176	0.233669	0.4655965
192	-1730.437	-1897.176	166.7393	0.3482842	1.409603	5.471896	0.9340277	0.1159364	0.2683415	0.1209269	0.3748037
198	-1730.543	-1897.702	167.1593	0.3753787	1.256719	5.282473	0.9340277	0.1431932	0.2407455	0.07338419	0.4560979
204	-1735.856	-1901.887	166.031	0.3461655	1.433979	6.262154	0.8624172	0.3394983	0.1030558	0.05722263	0.4344412
210	-1732.622	-1898.103	165.4801	0.5708955	1.431359	6.221028	1.222379	0.2386423	0.1419378	0.2637558	0.4531426
216	-1739.956	-1907.418	167.4621	0.6394281	1.438702	4.154063	1.115209	0.233437	0.418452	0.111823	0.5891916
222	-1733.975	-1900.571	166.5953	0.7796101	1.286548	5.115689	1.115209	0.2205959	0.2965528	0.1680949	0.5912738
228	-1736.809	-1903.744	166.9344	0.5677746	1.049835	5.115689	1.115209	0.1799714	0.2794785	0.2558721	0.7066484
234	-1745.794	-1913.302	167.5074	0.4814092	1.273288	4.367291	1.115209	0.193667	0.347663	0.2134578	0.6558885
240	-1740.564	-1907.32	166.7554	0.9860427	1.502082	4.635351	1.115209	0.193667	0.2632924	0.1130239	0.6558885
246	-1739.751	-1906.693	166.9417	0.5226039	1.19062	3.972491	2.063469	0.2346058	0.50403	0.04766848	0.7222816
252	-1742.897	-1908.789	165.8923	0.5012167	1.162391	4.696081	2.379696	0.4117567	0.4287654	0.04352451	0.6333397
258	-1740.369	-1906.969	166.6	0.5319553	1.738839	4.538825	1.077583	0.2211301	0.6435014	0.184763	0.6789681
264	-1738.689	-1905.557	166.8674	0.7043312	1.63084	4.307593	1.306261	0.3387567	0.3608578	0.04650761	0.665438
270	-1741.921	-1908.298	166.3769	0.410933	1.450408	4.701279	1.54834	0.6395855	0.2000868	0.09451924	0.7341915
276	-1747.734	-1914.52	166.7856	0.381106	1.470446	3.628693	1.81534	0.449598	0.4875391	0.3125987	0.8286804
282	-1738.544	-1903.388	164.8438	0.8435133	1.308168	4.351331	2.492468	0.9541593	0.197003	0.537365	0.7058666
288	-1735.501	-1901.157	165.6553	0.7709162	1.51808	4.351331	2.060417	0.8129009	0.1656564	0.234794	0.6405241
294	-1739.779	-1904.217	164.4377	0.456895	1.683863	4.112376	3.006516	0.6448392	0.4120758	0.7923211	0.5561527
300	-1744.658	-1910.326	165.6678	0.3344541	1.341509	4.224875	0.4159616	0.2278097	2.467488	0.7430498	0.5432253
306	-1743.512	-1906.764	163.2524	0.5480655	1.489835	4.533225	0.4727074	0.4948485	3.56242	1.218782	0.4966648
312	-1739.586	-1904.016	164.4306	0.6643335	1.193764	5.078394	0.2267631	0.4902733	2.575479	0.9143588	0.4369085
318	-1749.038	-1911.683	162.6454	0.5466901	1.115197	5.277322	0.6833166	0.6914745	3.729653	0.8705037	0.4794579
324	-1748.035	-1909.471	161.4357	0.4523398	1.204921	5.121428	0.8635892	1.122405	4.422885	0.8672687	0.381276
330	-1747.918	-1910.529	162.6108	0.6202536	1.729065	3.960593	4.369355	0.88816	0.5715191	0.683173	0.856171
336	-1742.458	-1905.628	163.1702	0.7423915	1.484504	3.906747	4.057197	0.1522162	0.8488812	0.9342293	0.996109
342	-1745.926	-1909.178	163.2523	0.6783189	1.588748	4.394603	1.203491	0.8841699	3.20385	0.3112717	0.7354187
