Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-2087.259	-2255.888	168.6289	0.1832953	0.8580528	0.9266943	0.8995486	2.445189
6	-2095.146	-2262.737	167.5908	0.3084826	1.162656	0.8858765	0.9347232	2.824788
12	-2099.901	-2269.131	169.2308	0.09116974	0.8107377	0.7810866	0.9965382	2.179046
18	-2099.587	-2267.938	168.3507	0.1493649	1.225731	1.065349	1.083817	2.205441
24	-2095.406	-2264.125	168.719	0.4243066	0.8488592	1.065349	1.02282	2.069967
30	-2095.559	-2263.673	168.1143	0.2628815	1.0133	0.9941379	0.831264	2.620422
36	-2091.14	-2259.469	168.3286	0.2420288	0.9011626	0.8837208	0.7173016	2.708176
42	-2101.613	-2269.778	168.1659	0.1849778	0.9187584	1.096918	0.880494	2.601209
48	-2099.757	-2268.045	168.2881	0.07346862	1.084297	0.9190713	0.9208683	2.577127
54	-2096.864	-2264.996	168.1315	0.2867782	0.8595204	1.124548	0.8836809	2.576799
60	-2108.914	-2277.394	168.48	0.3412711	0.7412951	1.124548	1.138978	2.233495
66	-2096.88	-2265.081	168.2013	0.3474985	1.078589	1.131118	0.8453676	2.378111
72	-2095.104	-2263.011	167.9069	0.3640208	1.309324	1.14898	0.8860209	2.373153
78	-2087.147	-2255.213	168.066	0.3766926	0.9913024	0.8346861	0.9911557	2.592682
84	-2090.102	-2257.377	167.2749	0.3272752	1.205967	1.024532	0.7548499	3.003388
90	-2085.034	-2253.022	167.9886	0.2719237	1.026643	0.896491	0.9336842	2.681026
96	-2092.216	-2259.517	167.3014	0.4822052	0.9967555	1.096193	0.8511348	2.918452
102	-2091.875	-2259.986	168.1114	0.295213	0.9110378	1.074984	0.9268343	2.55621
108	-2092.783	-2260.887	168.1043	0.1199774	1.105086	1.033449	0.9569157	2.55621
114	-2088.508	-2256.803	168.2951	0.1867328	1.035259	0.867631	0.8794592	2.590267
120	-2086.809	-2254.683	167.8739	0.1867328	1.035259	1.035928	1.004105	2.66973
126	-2085.884	-2253.925	168.0405	0.2124354	1.101503	1.004826	0.8848276	2.603098
132	-2092.643	-2260.982	168.3391	0.05802822	1.081727	0.8849043	0.7842028	2.662185
138	-2106.266	-2274.155	167.8889	0.2333372	0.8866157	0.8835577	0.7690077	2.957928
144	-2096.521	-2264.217	167.6961	0.1358294	0.9811652	1.191304	0.794458	2.87593
150	-2092.433	-2260.926	168.4936	0.114332	0.818927	0.8643541	0.7571203	2.722435
156	-2090.111	-2258.441	168.3303	0.2202839	1.036652	0.7921569	0.7837561	2.651769
162	-2087.057	-2254.767	167.7096	0.3042358	1.076286	0.9551133	0.6810361	2.919243
168	-2082.768	-2250.655	167.8869	0.3482203	0.9289897	0.8497401	0.9948928	2.747249
174	-2082.338	-2250.146	167.8086	0.0869579	0.9432399	1.441272	0.9056837	2.644543
180	-2085.183	-2252.683	167.4997	0.2788673	1.144143	1.160058	0.8533389	2.79261
186	-2074.826	-2243.021	168.1952	0.101013	0.9119465	0.9138527	0.9475633	2.710307
192	-2083.029	-2250.729	167.6992	0.4087975	0.9740757	1.127487	1.254628	2.466053
198	-2078.678	-2246.741	168.063	0.4087975	1.07911	0.9350512	0.9779457	2.466053
204	-2090.739	-2258.636	167.8969	0.468457	1.157193	1.141472	0.7984208	2.467542
210	-2085.048	-2253.175	168.1273	0.2515019	1.025795	0.8115146	0.8308998	2.723418
216	-2072.793	-2241.419	168.6257	0.2515019	0.7709104	0.9234109	0.8704331	2.478048
222	-2075.68	-2243.204	167.5243	0.3721047	1.073321	1.106126	0.9644196	2.728593
228	-2097.138	-2265.039	167.9016	0.1526872	1.176601	0.8736143	0.7773541	2.825235
234	-2098.35	-2266.241	167.8907	0.3624776	1.102443	0.9414004	0.9908951	2.57589
240	-2088.516	-2256.455	167.9387	0.1443791	1.203292	0.996246	0.8845507	2.65115
246	-2075.857	-2243.289	167.4325	0.1909583	1.329941	1.101708	0.812276	2.836461
252	-2080.679	-2249.01	168.331	0.1401143	0.8575368	0.8954959	0.812276	2.730314
258	-2072.65	-2240.306	167.656	0.3048208	1.108718	0.9491765	0.812276	2.855991
264	-2075.077	-2243.179	168.1017	0.2213812	0.9293247	0.9271543	0.7989171	2.766149
270	-2087.665	-2256.37	168.7057	0.08894353	0.8847624	0.7867321	0.9448929	2.497643
276	-2097.557	-2265.675	168.1183	0.3019775	0.8682315	1.093923	1.030719	2.497643
282	-2087.098	-2255.187	168.0883	0.2048113	1.02606	0.9595935	0.9861246	2.590096
288	-2076.15	-2244.438	168.2885	0.2721541	0.8768809	1.030342	0.9944787	2.466783
294	-2086.322	-2254.107	167.7849	0.2895257	0.9399937	1.073402	1.121648	2.624421
300	-2084.802	-2253.411	168.6096	0.1614049	0.7835673	1.124286	1.231007	2.180553
306	-2082.287	-2249.613	167.3257	0.278473	1.065391	1.124286	0.7563477	3.025266
312	-2076.351	-2244.051	167.6991	0.3468096	1.104429	1.333353	1.029888	2.437619
318	-2082.629	-2250.554	167.9246	0.2967157	1.01189	1.072043	0.9611998	2.589197
324	-2089.659	-2257.702	168.0436	0.09708586	1.118284	1.280966	0.834969	2.523566
330	-2093.755	-2261.769	168.0138	0.09027888	0.8974942	1.051933	0.8108885	2.835552
336	-2084.574	-2252.321	167.7472	0.2300399	0.8974942	1.051933	0.7991023	2.919436
342	-2090.596	-2258.517	167.9213	0.2689947	0.9506962	0.9467018	0.912686	2.7528
348	-2089.74	-2258.176	168.4355	0.2004158	0.9707022	1.068909	0.8879107	2.403481
354	-2082.63	-2250.333	167.7029	0.191777	1.060034	1.00533	0.8643352	2.859935
360	-2085.813	-2253.709	167.8963	0.045424	1.060034	1.295568	0.8648067	2.655537
366	-2089.357	-2257.463	168.1067	0.2139989	1.220882	0.8700599	0.8552768	2.589443
372	-2079.368	-2247.548	168.1799	0.3515855	0.7247495	1.080639	0.8885197	2.611439
378	-2085.353	-2253.45	168.0969	0.3523585	0.9947287	1.286813	0.9161023	2.35238
384	-2084.968	-2253.146	168.1777	0.2848107	0.8648444	1.199099	0.9631021	2.450304
390	-2086.627	-2254.581	167.9535	0.3572045	1.301438	1.0675	0.9392945	2.370434
396	-2083.141	-2251.043	167.9023	0.4205228	0.920511	1.268331	1.010561	2.430846
