Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-1805.48	-1969.944	164.4637	0.8255873	8.533868	0.7855268	0.822488	0.177512	0.455151	0.544849	1.971905
6	-1811.903	-1976.305	164.4024	0.7135819	7.791996	1.009681	0.797304	0.202696	0.449647	0.550353	2.092106
12	-1816.334	-1981.765	165.4302	0.9897667	6.053355	0.7168046	0.871819	0.128181	0.563794	0.436206	2.036346
18	-1824.541	-1988.333	163.792	0.8921122	9.200257	0.7526767	0.871819	0.128181	0.562599	0.437401	2.321767
24	-1807.489	-1972.36	164.8709	0.46178	6.937674	0.9400277	0.829889	0.170111	0.483827	0.516173	2.263322
30	-1814.275	-1979.115	164.8399	0.6450997	7.895815	1.045278	0.850233	0.149767	0.499095	0.500905	1.870663
36	-1805.68	-1971.009	165.3293	0.438054	7.895815	0.762921	0.850233	0.149767	0.499095	0.500905	1.870663
42	-1798.988	-1964.331	165.3439	0.6064406	7.611277	0.8275565	0.891083	0.108917	0.499095	0.500905	1.870663
48	-1805.48	-1971.216	165.7358	0.2992612	7.611277	0.8461801	0.909118	0.090882	0.499095	0.500905	1.855083
54	-1810.356	-1975.956	165.6	0.7140063	6.663917	1.002076	0.885022	0.114978	0.426117	0.573883	1.762392
60	-1804.622	-1970.038	165.4163	0.4759546	6.663917	0.7136292	0.892	0.108	0.426117	0.573883	2.254256
66	-1806.696	-1972.455	165.7594	0.3642864	6.134528	0.6192017	0.860308	0.139692	0.518175	0.481825	2.24035
72	-1802.741	-1967.415	164.674	0.5951408	7.387487	0.7213559	0.795796	0.204204	0.422922	0.577078	2.286994
78	-1798.999	-1964.006	165.0064	0.5951408	5.682526	0.5914393	0.79653	0.20347	0.493052	0.506948	2.625868
84	-1806.706	-1970.733	164.0272	0.5870928	7.83722	0.6470231	0.79653	0.20347	0.493052	0.506948	2.625868
90	-1809.026	-1974.567	165.5415	0.4091226	6.201773	0.824483	0.78982	0.21018	0.439184	0.560816	2.098917
96	-1811.503	-1975.912	164.4094	0.9098723	7.710709	0.6701969	0.79615	0.20385	0.513767	0.486233	2.197284
102	-1822.708	-1986.891	164.1833	0.7366069	9.419879	0.7824205	0.79615	0.20385	0.442347	0.557653	1.97649
108	-1820.026	-1985.274	165.2481	0.5494007	7.395454	0.8186075	0.813982	0.186018	0.513197	0.486803	1.888691
114	-1819.966	-1985.634	165.6682	0.4645163	5.712187	0.8367145	0.813982	0.186018	0.460615	0.539385	2.148738
120	-1814.06	-1978.898	164.8381	0.8002316	8.755816	0.9596048	0.907643	0.092357	0.521484	0.478516	1.746194
126	-1815.294	-1980.724	165.4294	0.4256334	6.891571	0.9596048	0.807358	0.192642	0.502566	0.497434	1.886707
132	-1811.279	-1976.101	164.8227	0.6566977	7.31126	0.8809139	0.855705	0.144295	0.410604	0.589396	2.159788
138	-1802.067	-1966.656	164.5892	0.6941816	7.31126	0.6592552	0.821331	0.178669	0.49221	0.50779	2.362183
144	-1805.631	-1970.738	165.1065	0.5721245	6.239708	0.7665121	0.83329	0.16671	0.49221	0.50779	2.353337
150	-1811.842	-1976.971	165.1293	0.5984269	6.316435	0.7942562	0.843163	0.156837	0.431704	0.568296	2.303941
156	-1798.9	-1963.9	164.9995	0.6098988	6.777693	0.6348155	0.843163	0.156837	0.496495	0.503505	2.345648
162	-1796.001	-1961.005	165.004	0.7195689	5.248638	0.6669302	0.824673	0.175327	0.502932	0.497068	2.671313
