Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-601.7773	-769.9201	168.1429	0.197458	1.277986	3.479989
6	-617.2484	-784.7154	167.4669	0.168242	1.341055	3.851796
12	-620.8455	-786.9114	166.0659	0.06304479	0.8119336	4.999908
18	-614.1926	-781.3059	167.1132	0.173151	0.7989449	4.359108
24	-604.9763	-772.1351	167.1588	0.08929348	0.6982159	4.437536
30	-608.9988	-774.3871	165.3883	0.2271492	0.6995411	5.34635
36	-606.7559	-774.592	167.8362	0.2205773	0.7797392	3.931978
42	-618.7818	-785.0436	166.2618	0.5901075	0.6330967	4.696576
48	-619.6165	-785.4003	165.7837	0.5901075	1.111119	4.696576
54	-622.6836	-789.3125	166.6289	0.5901075	0.8268093	4.381416
60	-616.9585	-784.6395	167.6811	0.2638035	1.107803	3.807834
66	-614.301	-781.797	167.496	0.5406437	1.050003	3.788251
72	-616.3082	-785.0348	168.7265	0.2601731	1.147792	3.17624
78	-617.7192	-783.2631	165.5439	0.6283045	1.3244	4.690075
84	-605.0894	-771.2023	166.1128	0.4431662	0.9893641	4.662756
90	-605.8241	-772.1257	166.3016	0.5345744	0.9674688	4.517829
96	-607.5133	-774.1637	166.6504	0.3266678	0.8265783	4.517829
102	-605.3889	-771.6723	166.2835	0.08900996	0.6647817	4.946319
108	-600.5059	-767.2419	166.736	0.2597788	0.8052201	4.519342
114	-597.4093	-764.4132	167.0038	0.18608	0.6418525	4.502012
120	-596.8955	-763.585	166.6895	0.199176	0.9430866	4.502012
126	-599.5736	-766.2052	166.6316	0.4725416	0.9557194	4.373498
132	-605.571	-772.4244	166.8534	0.3333043	0.8912015	4.363317
138	-606.5736	-774.3826	167.809	0.3493164	0.7546991	3.888074
144	-600.7947	-767.297	166.5022	0.3634912	0.7603406	4.617541
150	-598.82	-766.1911	167.3711	0.2350736	0.9541567	4.089706
156	-599.2305	-765.008	165.7774	0.2180002	0.9677745	4.987502
162	-593.419	-759.0049	165.5859	0.1720024	0.8106516	5.206289
168	-594.4669	-760.4022	165.9353	0.3836212	0.8106516	4.894968
174	-598.4277	-764.1901	165.7624	0.5564886	0.8106516	4.894968
180	-604.2129	-770.6054	166.3925	0.3395629	1.092901	4.505827
186	-604.8489	-770.5094	165.6605	0.4458533	0.6437588	5.105765
192	-604.06	-769.3077	165.2477	0.1684318	0.7634255	5.420997
198	-601.7802	-768.3103	166.5301	0.117694	0.6492221	4.801616
204	-593.9902	-760.4426	166.4524	0.1248827	0.6492221	4.840972
210	-598.5962	-764.5199	165.9236	0.1526858	0.9025995	4.978786
216	-605.9128	-772.2176	166.3048	0.6096136	0.7738677	4.582613
222	-603.2822	-770.0607	166.7785	0.07640919	0.7160832	4.648408
228	-604.025	-769.8846	165.8596	0.08486781	0.7160832	5.155403
234	-598.4189	-765.4455	167.0266	0.2330885	0.9137086	4.309358
240	-607.1454	-774.465	167.3195	0.6257802	1.022868	3.856415
246	-606.0287	-771.9141	165.8854	0.6257802	0.6802094	4.860531
252	-612.8627	-780.2609	167.3981	0.6257802	0.8058452	3.935816
258	-613.7657	-780.5985	166.8328	0.843901	1.153037	3.935816
264	-599.5451	-767.0444	167.4993	0.495172	0.9208182	3.886782
270	-605.9903	-773.072	167.0817	0.04781132	0.90406	4.388336
276	-606.3585	-772.7386	166.3801	0.3371835	0.9162566	4.613361
282	-613.0175	-779.6778	166.6603	0.07074332	0.9010134	4.614171
288	-601.9951	-768.7373	166.7422	0.4655471	0.9010134	4.345884
294	-612.1546	-779.9371	167.7824	0.04659888	0.8815702	4.003985
300	-599.6378	-765.6633	166.0255	0.56515	0.9335665	4.674585
306	-599.7427	-766.3294	166.5868	0.1417454	0.9086104	4.611342
312	-596.7173	-763.4528	166.7355	0.1366441	0.7649589	4.611342
318	-605.6161	-771.2547	165.6385	0.1691743	0.8627135	5.149923
324	-597.4031	-763.231	165.8279	0.05163088	0.9310312	5.072247
330	-593.3762	-761.6107	168.2346	0.2370575	0.9132537	3.615873
336	-593.8357	-761.0499	167.2141	0.4849072	0.9546742	4.03646
342	-591.957	-759.0981	167.1411	0.04372102	0.8689945	4.376923
348	-599.8295	-766.5295	166.7001	0.01170835	1.012761	4.562291
354	-597.0434	-763.7597	166.7163	0.08036866	0.9278753	4.562291
360	-600.8595	-767.8235	166.964	0.3232765	0.9865414	4.252477
366	-593.2235	-760.1508	166.9273	0.04624986	0.9312573	4.460895
372	-604.9285	-771.8146	166.8861	0.1027818	0.9159387	4.460895
378	-610.8689	-776.5767	165.7078	0.1816799	0.9362635	5.063856
384	-615.0255	-780.8847	165.8593	0.3561042	0.8740339	4.917323
390	-611.3535	-778.1003	166.7468	0.4575488	1.006946	4.287872
396	-605.4113	-772.4053	166.994	0.210393	1.006946	4.287872
402	-610.7045	-776.6744	165.9699	0.1083939	0.887119	4.986289
408	-613.1049	-780.3509	167.246	0.3062976	0.9033862	4.149262
414	-599.727	-767.7995	168.0725	0.1538356	0.8713618	3.781895
420	-599.5684	-765.757	166.1886	0.7387327	0.6711321	4.633016
426	-598.1991	-764.0103	165.8112	0.5081576	0.5438332	5.043045
