Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-211.9165	-378.1083	166.1917	2.795501	0.8361145	4.17924	0.3778275
6	-212.4085	-377.6361	165.2276	5.396466	0.9307787	3.45566	0.3261423
12	-209.1619	-372.7654	163.6035	7.587475	1.099734	3.979672	0.3749924
18	-222.4111	-386.2684	163.8573	4.866125	1.421006	4.640543	0.3517534
24	-215.1255	-380.2244	165.0989	3.587011	0.8820207	4.637487	0.3180761
30	-217.4539	-383.0155	165.5616	5.68591	0.5324152	3.421414	0.4826749
36	-221.0142	-388.2322	167.218	3.510989	1.698924	1.662211	0.8918801
42	-223.3434	-392.8857	169.5422	1.878551	0.5060864	1.746018	0.8025059
48	-220.4611	-389.5669	169.1058	1.878551	0.8754857	1.971027	0.601929
54	-218.0984	-385.624	167.5256	2.312958	0.9159649	3.129546	0.3730781
60	-209.8223	-375.7604	165.9381	3.424044	2.244508	2.72487	0.4218301
66	-208.2392	-373.9777	165.7385	3.470192	1.738698	3.33654	0.4792269
72	-207.5291	-374.9114	167.3824	2.799786	1.355451	2.484138	0.6173245
78	-213.2667	-380.4773	167.2106	2.626071	1.072457	3.081687	0.5460777
84	-206.9837	-375.4964	168.5127	2.145336	1.038384	2.180085	0.5899679
90	-212.288	-380.3946	168.1067	3.238744	0.9664623	1.846923	0.5899679
96	-207.4132	-375.7905	168.3773	2.754096	1.291485	1.536162	0.7145817
102	-213.0936	-382.4857	169.3921	1.446907	1.090917	1.87304	0.5597428
108	-209.7958	-379.3472	169.5514	1.567397	1.063918	1.617464	0.5983556
114	-213.6069	-381.5154	167.9085	3.247939	0.7246732	2.287418	0.5369035
120	-213.5216	-380.8496	167.328	4.145553	0.6559419	2.369413	0.5362911
126	-208.1327	-375.6494	167.5166	3.452835	0.9392632	2.334809	0.5362911
132	-212.9317	-380.2198	167.288	3.452835	1.099316	2.393164	0.5846714
138	-203.7461	-373.0743	169.3283	2.277782	0.6641826	1.62254	0.5846714
144	-213.0001	-380.2552	167.2551	2.087981	0.7545381	3.681419	0.3095982
150	-212.1039	-376.2126	164.1087	5.874318	0.6777732	4.594017	0.3327395
156	-213.9532	-379.051	165.0978	3.222763	2.019516	3.824941	0.3327395
162	-220.55	-382.0052	161.4553	9.662222	1.192906	5.168608	0.2774874
168	-206.7492	-374.1873	167.4381	1.944705	0.5955379	3.840791	0.408726
174	-208.6582	-375.0236	166.3654	3.858568	0.7813509	3.370215	0.408726
180	-221.6372	-390.1485	168.5113	1.100888	1.016847	3.168719	0.464448
186	-215.0459	-382.6991	167.6532	2.538034	0.8164043	2.959175	0.4516658
192	-221.4298	-388.6223	167.1925	3.407493	1.664594	1.978468	0.4255046
198	-214.4893	-381.3855	166.8962	4.309778	0.8232766	2.516016	0.6454776
204	-214.9524	-384.5318	169.5793	1.725668	0.6395893	1.86724	0.5580915
210	-213.5044	-380.5654	167.0611	5.353051	0.6914224	1.86724	0.7399286
216	-222.5012	-392.2193	169.7182	1.610476	0.8586769	1.442566	0.8748067
222	-221.0581	-390.5872	169.5291	1.531556	0.9626025	1.700785	0.7440804
228	-214.4771	-384.1581	169.681	1.11912	0.8634304	2.080387	0.6866739
234	-209.35	-377.2036	167.8537	2.522524	1.727546	1.792617	0.764696
240	-215.6818	-385.913	170.2311	1.139987	1.005286	1.271134	0.8299202
246	-229.3539	-395.9716	166.6177	4.041628	0.6551513	3.142361	0.4709387
252	-220.3338	-388.5102	168.1764	2.773695	1.054784	1.971744	0.6878655
258	-215.3438	-384.8054	169.4616	1.058282	1.419026	1.824074	0.6656083
264	-221.8109	-390.7619	168.9511	2.381397	0.9454169	1.388921	0.9631307
270	-218.968	-389.4799	170.512	0.7990672	0.7949789	1.658575	0.6373692
276	-220.813	-390.0558	169.2428	1.297082	1.280936	1.79209	0.8782541
282	-214.4361	-383.8047	169.3686	1.297082	1.280936	1.835853	0.6167202
288	-210.9418	-380.4311	169.4892	0.8511114	1.344502	2.06205	0.688978
294	-212.6559	-381.5378	168.8819	2.429753	0.7551821	1.820477	0.688978
300	-211.7976	-379.4912	167.6936	3.637463	1.018379	1.816116	0.8223284
306	-210.869	-378.2794	167.4104	3.666611	0.9033686	2.336437	0.5593086
312	-212.2819	-380.2427	167.9608	1.891791	1.332682	2.663804	0.5593086
318	-214.4173	-379.3661	164.9488	6.040691	1.652322	2.73526	0.3333828
324	-222.5126	-388.7419	166.2293	2.517915	1.551943	3.676166	0.4362002
330	-211.9655	-376.82	164.8545	4.669561	1.077198	4.108314	0.3842659
336	-224.4612	-390.4016	165.9404	2.250995	1.077198	4.636381	0.4480516
342	-214.6967	-382.7657	168.069	1.145707	1.123679	3.457691	0.4519584
348	-215.4164	-382.0848	166.6684	2.040386	1.72937	3.425308	0.3696715
354	-213.3348	-381.8617	168.5269	1.880747	0.7974812	2.642119	0.5203099
360	-218.0755	-386.6315	168.5561	0.9218175	0.7391746	3.573584	0.4504851
366	-225.9209	-394.6298	168.709	1.729732	0.6519913	2.625505	0.7638191
372	-232.3952	-400.8353	168.4401	2.727402	0.931905	1.921295	0.5101378
378	-221.5199	-391.2108	169.6909	1.681933	0.6171303	1.736504	0.7337023
384	-236.6047	-406.4899	169.8852	1.410515	0.7653419	1.666983	0.7220367
390	-222.193	-391.7623	169.5694	0.4112663	1.186411	2.529306	0.5733999
396	-224.0145	-391.8245	167.81	1.698886	1.521571	2.806427	0.4488973
402	-211.5702	-378.9841	167.4139	2.419661	1.26586	2.84248	0.4460759
408	-214.355	-382.7717	168.4167	2.006393	1.438762	1.980868	0.641923
414	-217.5156	-386.6915	169.1759	2.06819	0.8199328	1.572095	0.931059
420	-234.3266	-404.0504	169.7238	1.149457	1.36185	1.243304	1.020556
426	-227.5018	-397.0437	169.5419	1.552447	0.5828053	2.104128	0.5809695
432	-217.3742	-388.1252	170.7509	1.184314	0.5448578	1.226571	0.6975744
438	-218.1413	-386.8823	168.741	1.464187	0.6702569	2.834891	0.7437753
444	-216.6045	-385.3105	168.706	1.260035	1.56085	2.247031	0.6654146
450	-217.4131	-384.9266	167.5135	3.87524	0.7148333	2.269272	0.619591
456	-214.9366	-383.1123	168.1757	3.088572	0.7009542	2.128459	0.619591
462	-219.8907	-387.7695	167.8788	3.088572	1.003152	2.128459	0.6234985
468	-217.0008	-384.7168	167.716	3.944242	1.113397	1.536701	0.7872731
474	-217.0639	-385.6994	168.6355	2.958799	0.5273541	1.926754	0.5045505
480	-225.4789	-393.1833	167.7044	2.937864	0.519272	2.878007	0.5045505
486	-214.5401	-381.8829	167.3428	2.429491	1.260743	2.878007	0.6534243
492	-208.191	-377.2646	169.0736	1.955355	0.9637139	1.787771	0.7271361
498	-217.0793	-386.2819	169.2026	1.569301	1.531071	0.9603543	1.237226
