Iteration	Posterior	Likelihood	Prior	tree_length
0	-1385.138	-1558.241	173.1035	1.208616
6	-1379.182	-1552.464	173.2818	1.048359
12	-1377.356	-1550.861	173.5045	0.8048234
18	-1369.889	-1543.339	173.4501	0.8722385
24	-1373.348	-1546.728	173.38	0.9499702
30	-1386.426	-1559.709	173.2821	1.048035
36	-1375.566	-1548.94	173.3741	0.956219
42	-1364.969	-1538.315	173.3463	0.9848448
48	-1365.995	-1539.358	173.363	0.9677586
54	-1365.493	-1538.81	173.3164	1.014759
60	-1365.469	-1538.816	173.3478	0.9833719
66	-1361.337	-1534.678	173.3417	0.9895435
72	-1360.092	-1533.482	173.3903	0.9390321
78	-1354.376	-1527.733	173.3573	0.9736295
84	-1371.07	-1544.412	173.3422	0.9890621
90	-1366.347	-1539.41	173.0631	1.242776
96	-1358.125	-1531.448	173.3229	1.008395
102	-1364.654	-1538.015	173.3613	0.9694991
108	-1375.268	-1548.63	173.3613	0.9694991
114	-1375.094	-1548.456	173.3613	0.9694991
120	-1371.203	-1544.474	173.2713	1.058351
126	-1367.916	-1541.153	173.2378	1.089731
132	-1360.841	-1534.298	173.457	0.8641037
138	-1368.26	-1541.476	173.2155	1.110134
144	-1364.451	-1537.666	173.2155	1.110134
150	-1367.756	-1541.109	173.3526	0.9784187
156	-1365.751	-1539.066	173.3149	1.016217
162	-1362.135	-1535.374	173.2395	1.088087
168	-1361.136	-1534.516	173.3808	0.9491011
174	-1368.931	-1542.311	173.3808	0.9491011
180	-1365.552	-1538.829	173.2762	1.053662
186	-1363.091	-1536.536	173.445	0.8782145
192	-1360.758	-1534.106	173.3479	0.983261
198	-1361.313	-1534.68	173.3669	0.9637591
204	-1364.133	-1537.542	173.4083	0.9195286
210	-1358.189	-1531.426	173.2368	1.090631
216	-1367.857	-1541.082	173.2254	1.101111
222	-1367.909	-1541.255	173.3462	0.9849645
228	-1375.295	-1548.737	173.4412	0.8825438
234	-1374.381	-1547.612	173.2304	1.096472
240	-1380.279	-1553.411	173.1311	1.184898
246	-1381.483	-1554.791	173.3082	1.022822
252	-1366.658	-1539.877	173.2194	1.10657
258	-1366.211	-1539.478	173.2677	1.06179
264	-1373.291	-1546.559	173.2677	1.06179
270	-1368.327	-1541.672	173.3453	0.9858771
276	-1367.289	-1540.686	173.3972	0.9316122
282	-1366.563	-1539.867	173.3045	1.026424
288	-1362.766	-1536.071	173.3045	1.026424
294	-1370.761	-1544.086	173.3252	1.006043
300	-1365.659	-1538.984	173.3252	1.006043
306	-1374.472	-1547.646	173.1743	1.147094
312	-1370.018	-1543.394	173.3758	0.9543774
318	-1380.47	-1553.751	173.2814	1.048751
324	-1371.891	-1545.081	173.1901	1.133015
330	-1372.625	-1546.02	173.3944	0.9346907
336	-1374.373	-1547.635	173.2614	1.067737
342	-1376.183	-1549.56	173.377	0.9531809
348	-1370.029	-1543.426	173.3972	0.9316679
354	-1374.633	-1547.919	173.2861	1.044196
360	-1381.993	-1555.199	173.2055	1.119155
366	-1386.917	-1559.959	173.0416	1.260685
372	-1382.536	-1555.826	173.2899	1.040627
378	-1369.037	-1542.232	173.1951	1.128582
384	-1378.465	-1551.558	173.0931	1.217487
390	-1366.015	-1539.366	173.3506	0.9805208
396	-1362.721	-1536.04	173.3182	1.012994
402	-1362.259	-1535.555	173.2955	1.03516
408	-1358.353	-1531.659	173.3065	1.024443
414	-1368.964	-1542.349	173.3849	0.9447723
420	-1357.951	-1531.354	173.4029	0.9254644
426	-1361.106	-1534.377	173.2713	1.058336
432	-1367.616	-1540.88	173.2636	1.065606
438	-1369.24	-1542.519	173.2789	1.051143
444	-1364.996	-1538.268	173.2726	1.057107
450	-1364.171	-1537.587	173.4159	0.9111675
456	-1366.706	-1540.167	173.4611	0.8592026
462	-1370.802	-1544.141	173.3391	0.9921657
468	-1363.233	-1536.662	173.429	0.8965584
474	-1370.419	-1543.734	173.315	1.016136
480	-1364.254	-1537.759	173.5052	0.8039469
486	-1370.843	-1544.083	173.24	1.087664
492	-1374.682	-1547.982	173.2993	1.031528
498	-1358.28	-1531.51	173.2308	1.096143
504	-1358.959	-1532.335	173.3755	0.9547186
510	-1354.599	-1527.986	173.3865	0.9431183
516	-1362.138	-1535.489	173.3506	0.9804661
522	-1365.836	-1539.187	173.3509	0.9801744
528	-1367.656	-1541.016	173.3598	0.9710798
534	-1355.487	-1528.76	173.2729	1.05681
540	-1366.45	-1539.925	173.4744	0.8431492
546	-1369.25	-1542.615	173.3653	0.9653709
552	-1366.176	-1539.375	173.1997	1.124425
558	-1363.066	-1536.266	173.1997	1.124425
564	-1365.661	-1538.951	173.2902	1.040261
570	-1377.439	-1550.725	173.2859	1.044383
576	-1381.914	-1555.2	173.2859	1.044383
582	-1377.076	-1550.344	173.2679	1.061519
588	-1362.548	-1535.93	173.3827	0.9470868
594	-1374.171	-1547.353	173.1817	1.140574
600	-1365.626	-1539.045	173.419	0.9077776
606	-1371.066	-1544.521	173.4549	0.8665648
612	-1375.831	-1549.279	173.4473	0.8755408
618	-1374.077	-1547.396	173.3193	1.011893
624	-1373.559	-1546.992	173.4331	0.8918577
630	-1377.382	-1550.74	173.3581	0.9728243
636	-1379.453	-1552.759	173.3058	1.025219
642	-1359.244	-1532.702	173.4579	0.8630603
648	-1351.028	-1524.44	173.4125	0.9149803
654	-1359.922	-1533.287	173.3653	0.9653706
660	-1366.364	-1539.644	173.2796	1.050473
666	-1366.837	-1540.12	173.2824	1.047809
672	-1358.832	-1532.238	173.4057	0.9224383
678	-1357.584	-1530.968	173.3838	0.9459474
684	-1368.554	-1541.676	173.1226	1.192281
690	-1368.709	-1542.191	173.4815	0.8343495
696	-1369.51	-1542.886	173.3764	0.9537334
702	-1362.443	-1535.828	173.3856	0.944083
708	-1369.261	-1542.644	173.3829	0.9469006
714	-1361.151	-1534.579	173.4283	0.8973361
720	-1360.708	-1534.036	173.3284	1.002891
726	-1371.528	-1544.8	173.2715	1.058158
732	-1367.808	-1541.076	173.2686	1.060941
738	-1373.593	-1546.833	173.2407	1.086982
744	-1362.749	-1536.034	173.2844	1.045817
750	-1368.51	-1541.683	173.1735	1.147815
756	-1366.602	-1539.964	173.362	0.9687486
762	-1377.426	-1550.825	173.3988	0.9299353
768	-1383.615	-1556.946	173.3307	1.000564
774	-1376.617	-1549.862	173.2446	1.08337
780	-1370.335	-1543.58	173.2446	1.08337
786	-1371.573	-1544.969	173.3964	0.9325309
792	-1386.086	-1559.55	173.4633	0.8566477
798	-1375.496	-1548.821	173.3245	1.006739
804	-1379.632	-1553.004	173.3715	0.9588817
810	-1360.234	-1533.648	173.4136	0.9136909
816	-1368.545	-1541.761	173.2161	1.109623
822	-1353.156	-1526.324	173.1678	1.152861
828	-1365.721	-1538.923	173.2023	1.122097
834	-1371.141	-1544.244	173.1027	1.20932
840	-1365.282	-1538.385	173.1027	1.20932
846	-1357.462	-1530.819	173.357	0.9739669
852	-1358.572	-1531.871	173.2983	1.032515
858	-1363.131	-1536.371	173.2396	1.087988
864	-1367.356	-1540.736	173.3799	0.9500447
870	-1359.649	-1532.949	173.2992	1.031607
876	-1370.115	-1543.621	173.5057	0.8031912
882	-1366.775	-1540.226	173.4517	0.8704052
888	-1376.512	-1549.913	173.4007	0.9278847
894	-1376.318	-1549.694	173.3757	0.9545589
900	-1372.829	-1546.035	173.2056	1.119064
906	-1370.457	-1543.776	173.3185	1.012668
912	-1362.783	-1536.146	173.3633	0.9674181
918	-1368.128	-1541.479	173.3508	0.98029
924	-1374.591	-1547.902	173.3102	1.020886
930	-1373.481	-1546.92	173.4392	0.8848571
936	-1366.218	-1539.654	173.4357	0.8888649
942	-1353.859	-1527.272	173.4123	0.9151313
948	-1368.118	-1541.53	173.4123	0.9151313
954	-1368.314	-1541.704	173.39	0.939378
960	-1376.726	-1550.116	173.39	0.939378
966	-1369.104	-1542.29	173.1858	1.13687
972	-1360.59	-1534.056	173.4661	0.8532626
978	-1370.923	-1544.176	173.2534	1.075145
984	-1358.46	-1531.549	173.089	1.220957
990	-1358.101	-1531.431	173.3293	1.002019
996	-1362.023	-1535.179	173.1568	1.162527
1002	-1374.259	-1547.612	173.3531	0.977981
1008	-1377.96	-1551.233	173.2729	1.056804
1014	-1364.545	-1537.851	173.3058	1.025144
1020	-1363.024	-1536.362	173.3378	0.9934271
1026	-1366.518	-1539.774	173.2557	1.073037
1032	-1368.742	-1542.163	173.4208	0.9057277
1038	-1363.295	-1536.342	173.047	1.256202
1044	-1367.257	-1540.612	173.3552	0.9758138
1050	-1360.956	-1534.288	173.3326	0.9986862
1056	-1354.954	-1528.266	173.312	1.019147
1062	-1365.603	-1538.942	173.3399	0.9913121
1068	-1370.06	-1543.404	173.3434	0.9878468
1074	-1372.247	-1545.536	173.289	1.041408
1080	-1380.034	-1553.309	173.275	1.054859
1086	-1376.099	-1549.365	173.2654	1.06389
1092	-1387.022	-1560.301	173.2785	1.051471
1098	-1372.902	-1546.242	173.3396	0.9915985
1104	-1380.765	-1554.232	173.4671	0.851992
1110	-1380.694	-1554.1	173.4054	0.9226969
1116	-1385.829	-1559.172	173.3428	0.9883848
1122	-1371.544	-1544.888	173.3437	0.9875401
1128	-1369.061	-1542.384	173.323	1.008282
1134	-1362.882	-1536.205	173.323	1.008282
