Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1719.389	-1885.778	166.3888	5.349845	1.496268	1.950187	0.1378529	1.055588	0.1726664	0.2161506	0.7628316
6	-1713.047	-1880.041	166.9942	4.523983	1.206133	1.833993	0.1378529	1.201407	0.1792295	0.288597	0.7628316
12	-1716.309	-1882.555	166.2464	5.238125	1.821768	1.804092	0.08128016	1.270221	0.08972245	0.1848585	0.7706897
18	-1709.036	-1873.733	164.6962	6.007084	1.821768	2.510981	0.1765697	1.624805	0.07567837	0.2630234	0.7022373
24	-1709.857	-1874.143	164.2854	7.235359	1.769442	2.169762	0.1969783	1.863513	0.1720759	0.2109339	0.6142251
30	-1720.352	-1883.851	163.4986	5.987051	1.477851	2.281112	0.557393	2.829909	0.1780239	0.3424279	0.6687814
36	-1734.732	-1899.133	164.4013	4.457773	1.435024	2.188598	0.6131397	2.96884	0.1964473	0.1728953	0.5841991
42	-1743.901	-1909.528	165.6266	3.911135	1.314935	1.868689	0.6131397	2.39563	0.1751573	0.2680218	0.6544208
48	-1726.594	-1890.55	163.9559	3.911135	0.9567553	2.127257	0.6102884	3.719974	0.3429657	0.5598387	0.6208534
54	-1719.246	-1882.513	163.2677	4.158185	1.846195	1.881475	0.719146	3.727626	0.1825011	0.5598387	0.5818501
60	-1728.709	-1892.295	163.5859	5.251714	1.313462	1.567989	0.3799043	3.727626	0.2344741	0.7402413	0.5818501
66	-1733.801	-1896.66	162.8587	5.528937	1.585584	1.695784	0.4265287	3.921123	0.2092404	0.7312053	0.5747093
72	-1736.581	-1898.679	162.0983	6.202761	1.707119	1.399913	0.2359109	4.16587	0.782573	0.7312053	0.5747093
78	-1737.283	-1897.242	159.9591	9.814247	1.831086	2.294702	0.4146774	4.16587	0.3426599	0.7312053	0.4555942
84	-1738.004	-1898.936	160.9321	5.784791	2.049156	2.128955	0.4541455	4.61656	0.4518919	0.7312053	0.4444073
90	-1734.597	-1895.364	160.7672	6.183179	1.898822	2.128955	0.3447923	4.464148	0.7823143	0.7312053	0.3643698
96	-1717.517	-1879.658	162.141	4.874538	1.736971	1.677204	0.4898548	4.464148	0.5972648	0.6395994	0.3719029
102	-1733.17	-1895.349	162.1792	3.969817	1.602557	1.330496	0.3902712	5.169456	0.9665176	0.6440535	0.4961975
108	-1726.969	-1888.46	161.491	4.227946	1.600894	1.978736	0.5400736	5.160944	0.8366718	0.5084258	0.4211758
114	-1727.366	-1889.349	161.9835	5.861863	1.600894	1.915979	0.4687365	3.982237	0.6636285	0.6590754	0.4500287
120	-1727.481	-1891.418	163.9369	5.088057	1.675889	2.319155	0.3061755	2.606936	0.4923295	0.3188961	0.5803008
126	-1724.209	-1888.853	164.6441	4.027862	1.675889	1.739369	0.3633974	2.945169	0.4823326	0.3769197	0.6259993
132	-1732.628	-1896.437	163.8089	4.173724	1.682748	1.661243	0.4323259	3.614015	0.6043869	0.2740896	0.7456249
138	-1736.055	-1899.845	163.7903	4.315949	1.752391	1.527427	0.2902582	3.666756	0.4353893	0.5881046	0.6632622
144	-1727.565	-1892.424	164.8588	5.253483	1.615472	1.414054	0.3256463	2.686164	0.1608617	0.5159485	0.5231152
150	-1739.729	-1901.987	162.2577	8.100719	1.726258	2.084787	0.634389	3.01887	0.1608617	0.4251843	0.3788831
156	-1726.976	-1888.782	161.8062	6.345651	1.307654	2.697323	0.7443587	3.634487	0.4708322	0.3417108	0.374497
162	-1723.185	-1886.661	163.4753	10.13944	1.552325	2.756441	0.2772048	1.222697	0.1999424	0.1036006	0.4042608
168	-1718.199	-1882.208	164.0088	8.671464	1.66068	2.73475	0.1644065	1.200471	0.2151272	0.1095168	0.3869859
174	-1717.858	-1882.643	164.7849	8.938981	1.604185	2.222306	0.05370272	1.039455	0.1709446	0.1225021	0.397209
