Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-1390.991	-1556.699	165.7077	1.07107	0.9601953	4.599741
6	-1392.299	-1558.547	166.2489	0.9605499	1.061794	4.299812
12	-1395.57	-1561.022	165.4522	0.8589399	0.9971471	4.840233
18	-1401.798	-1566.855	165.0572	0.9967809	1.002415	4.980749
24	-1388.973	-1554.328	165.3557	1.094473	0.8538645	4.842984
30	-1390.043	-1555.379	165.3365	1.003412	0.9884193	4.829338
36	-1388.798	-1555.181	166.383	0.877445	1.030901	4.288262
42	-1390.328	-1556.901	166.5736	0.9497386	1.030901	4.13932
48	-1396.208	-1562.41	166.202	1.110537	1.241907	4.13932
54	-1401.55	-1568.849	167.2991	1.076807	1.266809	3.513074
60	-1397.723	-1565.075	167.3518	0.9721004	1.23065	3.5644
66	-1390.61	-1557.399	166.7895	1.193833	1.23065	3.762177
72	-1387.28	-1553.09	165.8099	1.52139	1.039135	4.251475
78	-1400.707	-1567.932	167.2252	1.062855	1.305954	3.541435
84	-1392.052	-1559.266	167.2139	0.7351662	1.283338	3.748379
90	-1393.192	-1560.046	166.8537	1.159195	1.232915	3.743562
96	-1392.084	-1558.77	166.6855	1.156016	1.403115	3.744206
102	-1394.372	-1559.86	165.4875	1.156016	0.9578478	4.677105
108	-1387.504	-1553.012	165.5077	1.12286	0.9821558	4.670564
114	-1389.655	-1555.572	165.9165	1.089303	1.047638	4.422911
120	-1390.407	-1556.243	165.836	0.793422	0.9375662	4.694945
126	-1383.506	-1548.928	165.4224	1.013987	0.9136676	4.817252
132	-1389.475	-1555.745	166.2706	1.032021	0.9791631	4.293857
138	-1403.305	-1568.54	165.235	1.260254	0.9791631	4.749034
144	-1392.102	-1557.014	164.9129	1.352632	0.9188174	4.912369
150	-1406.1	-1570.927	164.8272	1.316309	1.091936	4.883228
156	-1389.935	-1556.274	166.339	1.052132	1.031025	4.214376
162	-1385.735	-1552.207	166.4716	1.115327	0.9443143	4.152492
168	-1385.622	-1552.111	166.4892	1.191059	1.04543	4.042164
174	-1389.824	-1555.432	165.6073	1.301582	1.069413	4.467025
180	-1398.569	-1564.039	165.4702	1.135554	1.069413	4.635677
186	-1396.1	-1562.453	166.3532	1.239357	0.9769212	4.131634
192	-1383.042	-1548.926	165.8839	1.239357	0.9768038	4.397509
198	-1396.892	-1561.971	165.079	1.200387	1.047952	4.83049
204	-1392.559	-1557.426	164.8666	1.034857	0.9911512	5.071726
