Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-2850.11	-3013.788	163.6777	0.04987611	2.115497	1.134683	5.407899	1.923983
6	-2841.83	-3005.84	164.0094	0.0476185	1.985972	1.00003	5.349622	1.90483
12	-2849.428	-3013.452	164.0243	0.04897808	1.953178	1.196667	5.37419	1.761414
18	-2842.655	-3006.986	164.3309	0.0490117	1.584964	1.146841	5.37419	1.809756
24	-2851.947	-3015.918	163.9714	0.0490117	2.269877	1.146841	5.16947	1.792555
30	-2850.337	-3014.819	164.4822	0.049124	1.987287	1.078578	5.158885	1.652073
36	-2854.79	-3018.984	164.1931	0.05431961	1.944036	1.247547	5.378994	1.604071
42	-2868.607	-3032.096	163.4889	0.0455158	1.827893	1.169831	5.395909	2.198283
48	-2853.337	-3016.988	163.6508	0.04535913	2.05117	0.9783842	5.395909	2.092397
54	-2859.508	-3024.102	164.5936	0.05523547	1.916262	1.105658	4.872211	1.794988
60	-2851.612	-3016.157	164.5445	0.04800192	1.432543	1.105658	5.13629	1.951956
66	-2848.236	-3012.02	163.7838	0.04800192	1.730013	1.095307	5.614332	1.964511
72	-2847.41	-3011.875	164.4645	0.04844074	1.674127	1.036926	5.252386	1.821319
78	-2843.194	-3007.138	163.9438	0.04707731	2.00367	1.037215	4.93528	2.188383
84	-2845.498	-3008.484	162.986	0.04438377	2.00367	1.219072	5.705461	2.194736
90	-2845.374	-3008.672	163.2977	0.04438377	1.68748	1.125644	5.705461	2.231518
96	-2848.021	-3011.876	163.8553	0.04519259	1.827239	1.049553	5.219978	2.152847
102	-2836.217	-3000.085	163.8679	0.04613846	1.827239	1.049553	5.187988	2.164868
108	-2835.522	-2998.894	163.3724	0.04545986	2.034569	1.231622	5.440125	2.090025
114	-2835.308	-2998.819	163.5113	0.04545986	1.858249	1.085693	5.875053	1.904232
120	-2858.585	-3020.855	162.2694	0.04247509	2.651641	1.11078	6.346748	1.977778
126	-2869.695	-3031.548	161.8525	0.04217882	2.651641	1.11078	6.763894	1.977778
132	-2844.677	-3008.615	163.9378	0.05106349	1.921979	1.166674	5.48849	1.779855
138	-2853.292	-3016.985	163.6933	0.05106349	1.921979	1.129603	6.126408	1.523889
144	-2850.537	-3014.09	163.5534	0.04529144	1.966273	1.111632	5.85469	1.808059
