Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-257.8967	-425.7335	167.8367	0.03885417	4.477359
6	-256.7718	-423.4345	166.6627	0.08537653	5.106891
12	-247.2446	-414.5643	167.3198	0.01771414	4.779017
18	-252.2408	-419.7808	167.54	0.03016274	4.648894
24	-258.5213	-426.3127	167.7914	0.1921195	4.416576
30	-249.2383	-418.0226	168.7843	0.1921195	3.851694
36	-248.0502	-415.3331	167.2829	0.1868098	4.705136
42	-264.6482	-431.9392	167.2909	0.2943806	4.640378
48	-262.3577	-429.6984	167.3407	0.2446387	4.640378
54	-237.9717	-405.5022	167.5305	0.0548608	4.640378
60	-244.9881	-412.5376	167.5495	0.2106973	4.542277
66	-248.9152	-416.4332	167.518	0.2514344	4.537061
72	-262.1534	-431.1763	169.0228	0.07594711	3.781287
78	-261.6528	-429.6718	168.019	0.2063914	4.279929
84	-252.8966	-420.0427	167.146	0.2533771	4.744435
90	-258.0731	-423.242	165.1689	0.2330558	5.847668
96	-237.5184	-405.4627	167.9443	0.1409368	4.359151
102	-256.9183	-421.9123	164.994	0.5341343	5.778668
108	-251.9157	-418.2439	166.3282	0.2277791	5.213251
114	-245.4373	-412.2417	166.8045	0.003142437	5.073899
120	-247.6531	-416.2835	168.6304	0.004373434	4.047302
126	-255.9771	-424.6027	168.6255	0.009216916	4.047302
132	-251.3133	-416.4548	165.1416	0.3630616	5.791511
138	-257.0785	-424.0344	166.9559	0.2112224	4.874019
144	-258.3285	-423.8374	165.5088	0.4816705	5.525038
150	-256.0167	-423.6798	167.663	0.1653865	4.503895
156	-254.0779	-420.95	166.8721	0.06170424	5.003819
162	-248.168	-415.5833	167.4153	0.002348796	4.734219
168	-252.2897	-418.5271	166.2375	0.07954526	5.345246
174	-256.2416	-424.3211	168.0796	0.2360642	4.228774
180	-254.037	-420.8601	166.823	0.3957695	4.845231
186	-261.6578	-428.2408	166.583	0.2965322	5.034008
192	-265.5177	-430.6406	165.1229	0.4227054	5.769108
198	-259.191	-426.671	167.48	0.6395543	4.339776
204	-271.1108	-438.595	167.4842	0.1763261	4.59823
