Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	-1278.185	-1543.665	265.4797	0.882213	0.00393739	0.000256456	0.000425949	0.00172483	0.000469071	0.000875679	0.000858005	0.00592406	0.00610291	0.00047967	3.78994e-05	0.0027673	0.00178897	0.00272087	0.00275782	0.00435244	0.00014219	0.0161242	0.000723637	0.000336189	0.00470903	0.00126687	0.01362	0.000629144	0.0017902	0.00668002	0.000281027	0.00665695	0.000621153	0.0083377	0.00223784	0.00509055	0.00273755	0.00957651	0.000746751	0.2074585
6	-1288.944	-1554.402	265.4577	0.879876	0.00392696	0.000255776	0.000416711	0.00172026	0.000467828	0.000873359	0.000855732	0.00590837	0.00608675	0.000478399	7.13704e-06	0.00275997	0.00178424	0.00271366	0.00275052	0.00434091	0.000141813	0.0160815	0.00072172	0.000409839	0.00469656	0.00126351	0.0135839	0.000627477	0.00178546	0.00666232	0.000280283	0.00487219	0.00018343	0.00831562	0.00223191	0.00507707	0.0027303	0.0143678	0.000744773	0.1998866
12	-1292.232	-1557.711	265.4797	0.888552	0.00117545	0.00162997	0.00167367	0.00115724	0.000160306	0.00119497	0.00042047	0.00301791	0.0019109	0.0123051	0.0001876	0.00230837	0.0067989	0.00298371	0.00411462	0.0039803	0.000178414	0.0165476	0.000244954	0.000365553	0.00514567	0.00277745	0.00379252	0.00113022	0.00353743	0.00551425	4.80897e-05	0.00136819	0.00054771	0.0136031	0.00198161	0.00152901	0.00210316	0.00480978	0.0012035	0.2074392
18	-1289.654	-1555.061	265.4068	0.890092	0.00117748	0.00163279	0.00167657	0.00115924	0.000160583	0.00475816	0.000421199	0.00330703	0.00191421	0.00450271	0.000187925	0.00231237	0.00681068	0.00298888	0.00412175	0.00547767	0.000168258	0.0165763	0.000245379	0.000579294	0.00515458	0.00333492	0.0037991	0.00113218	0.00354356	0.00552381	4.81731e-05	0.00137056	0.000548659	0.0136267	0.00198505	0.00153166	0.0021068	0.00481811	0.00120558	0.184053
24	-1288.821	-1554.417	265.5958	0.889006	0.00117605	0.0016308	0.00242434	0.00115783	0.000164218	0.00111846	0.000420685	0.00330299	0.0040725	0.00449722	0.000187695	0.00230955	0.00680237	0.00298523	0.00411672	0.00547099	0.000168053	0.0165561	0.00024508	0.000578588	0.00514829	0.00333085	0.00379446	0.00249923	0.00353924	0.00551707	4.81143e-05	0.00136889	0.00054799	0.0136101	0.00255396	0.00152979	0.00210423	0.00481223	0.00120411	0.2575565
30	-1279.316	-1544.753	265.4366	0.89019	0.00397299	0.000258774	0.00299361	0.00174042	0.000163749	0.000381041	0.000865763	0.000893799	0.00447976	0.000229798	7.2207e-06	0.00254924	0.00180515	0.00274547	0.00278276	0.00597941	0.000143476	0.01627	0.00073018	0.000649795	0.00398944	0.000508018	0.00637222	0.000369588	0.00180639	0.00674042	0.000283568	0.00492931	0.000185581	0.00841309	0.0033816	0.00513658	0.0027623	0.0145362	0.000753503	0.1930517
36	-1291.012	-1556.538	265.5257	0.897804	0.00400698	0.00204745	0.00301922	0.00175531	4.49417e-05	0.00263022	0.000873168	0.000901444	0.00451808	0.000231764	7.28247e-06	0.00257104	0.00182059	0.000649917	0.00280656	0.00603056	0.000144703	0.0164092	0.000736426	0.000655353	0.00402356	0.000512364	0.00642673	0.000372749	0.00182184	0.00679808	0.000285994	0.00497147	0.000187168	0.00848506	0.00341052	0.00518052	0.00278593	0.00431348	0.000759948	0.2249421
42	-1288.257	-1553.7	265.4426	0.897915	0.00400747	0.0020477	0.00301959	0.00175552	3.01406e-05	0.00263054	0.000873276	0.000901555	0.00451864	0.000231792	3.73256e-05	0.00257136	0.00182082	0.000649997	0.00280691	0.0060313	0.000144721	0.0164112	0.000736517	0.000655434	0.00402406	0.000512427	0.00642752	0.000372795	0.00182206	0.00679891	0.000402888	0.00497208	0.000187191	0.0116242	0.00341094	0.00178778	0.00278628	0.00431401	0.000760042	0.1949646
48	-1293.541	-1559.117	265.5756	0.908462	0.00405454	0.00207175	0.00305506	0.00177614	3.04946e-05	0.00266144	0.000883533	0.000912145	0.00589823	0.000502771	3.7764e-05	0.0022248	0.0018422	0.000657631	0.00283988	0.00610214	0.000146421	0.000838049	0.000745168	0.000663133	0.00670114	0.000808335	0.00650301	0.000377174	0.00184346	0.00687877	0.00040762	0.00415247	0.00010651	0.0117607	0.00345101	0.00265209	0.002819	0.00436468	0.000768969	0.2472567
54	-1294.946	-1560.522	265.5756	0.900001	0.00401678	0.00205246	0.00302661	0.0017596	3.02106e-05	0.00258604	0.000875304	0.00360831	0.0058433	0.000498088	3.74123e-05	0.00220408	0.00182504	0.000651507	0.00281343	0.00604531	0.000145057	0.000830244	0.000730037	0.000656957	0.00663873	0.000800807	0.00644245	0.000606356	0.0018263	0.00681471	0.000403824	0.0041138	0.000105518	0.0154181	0.0060869	0.00262739	0.00279275	0.00432403	0.000761807	0.2472567
60	-1277.568	-1543.029	265.4617	0.893013	0.00742105	0.00257513	0.00223974	0.00135917	1.36231e-05	0.0016975	0.000422581	0.0041109	0.0052389	0.00451749	0.000950004	0.00197392	0.00683303	0.000705346	0.00413528	0.0103104	0.000168811	0.000842029	0.000242082	0.000581196	0.0051715	0.00514783	0.00381156	0.00402318	0.00355519	0.00554194	6.75148e-05	0.00113566	0.000308489	0.00897744	0.00479006	0.0016078	0.000466688	0.00483393	0.00120954	0.2012464
66	-1278.001	-1543.44	265.4392	0.892016	0.00741276	0.00257225	0.00223724	0.00135765	1.36079e-05	0.00169561	0.000422109	0.00410631	0.00523305	0.00451244	0.000948943	0.00139114	0.0068254	0.000704559	0.00413066	0.0102989	0.00106248	0.000841089	0.000241812	0.000580547	0.00516572	0.00514208	0.00380731	0.00401868	0.00355122	0.00553575	6.74394e-05	0.0011344	0.000440837	0.00896741	0.00478471	0.00225367	0.000489503	0.00482853	0.00120819	0.1938739
72	-1276.941	-1542.464	265.5229	0.893715	0.00742688	0.00257715	0.0022415	0.00136024	1.36338e-05	0.00169884	0.000422913	0.00411413	0.00524302	0.00452104	0.00095075	0.00139379	0.0068384	0.000705901	0.00413853	0.0103185	0.0010645	0.000842691	0.000242273	0.000581653	0.00517557	0.00515188	0.00381456	0.00288209	0.00355799	0.00355522	6.75679e-05	0.00113656	0.000441677	0.0089845	0.00479382	0.00225797	0.00172066	0.00483773	0.00121049	0.2238329
78	-1281.328	-1546.851	265.5229	0.896235	0.00744782	0.00258442	0.00224782	0.00136407	1.36722e-05	0.00170363	0.000424105	0.00396336	0.0052578	0.00453379	0.00100223	0.000674208	0.00323296	0.00135581	0.00415019	0.0103476	0.0010675	0.000845066	0.000170814	0.000583292	0.00519015	0.0051664	0.00382531	0.00289021	0.00356802	0.00356524	6.77584e-05	0.00113976	0.000191641	0.00900982	0.00480734	0.00226433	0.00172551	0.00485136	0.00253236	0.2238329
84	-1287.693	-1553.236	265.5434	0.892486	0.00398324	0.00224597	0.00194197	0.00203732	2.99583e-05	0.00463404	0.000867996	0.00357818	0.00579451	0.000493929	0.000168987	0.00073886	0.000985399	0.00122451	0.00278994	0.00599484	0.000968398	0.000823312	0.000723942	0.000651471	0.0065833	0.00168658	0.00296599	0.00162467	0.0145984	0.00430753	0.000694124	0.00114787	0.000241451	0.0152894	0.00603608	0.00361973	0.00219434	0.00428793	0.00155954	0.2324072
90	-1279.333	-1544.81	265.4776	0.906836	0.00753592	0.00261499	0.00227441	0.00138021	1.3834e-05	0.00199192	0.000429122	0.00401024	0.0031795	0.00458742	0.00101408	0.000682183	0.0032712	0.00137185	0.00419929	0.00351278	0.00118302	0.000855063	5.93099e-05	0.000590192	0.00316242	0.00522752	0.00180224	0.0029244	0.00361022	0.00360742	0.000117717	0.000325855	0.000575005	0.0091164	0.0048642	0.00229112	0.00174593	0.00490875	0.0041278	0.2067098
96	-1279.095	-1544.573	265.4776	0.908874	0.00755285	0.00262087	0.00227952	0.00138331	1.3865e-05	0.00199639	0.000430086	0.00401925	0.00318665	0.00459772	0.00101636	0.00120613	0.00327855	0.00137493	0.00167579	0.00352068	0.00118568	0.00144976	0.000226466	0.000591518	0.00316953	0.00523926	0.00180629	0.00293097	0.00262228	0.00361552	0.000117982	0.000326587	0.000576297	0.00913689	0.00487513	0.00229626	0.00174985	0.00491978	0.00413707	0.2067098
102	-1277.754	-1543.226	265.4726	0.908132	0.00754669	0.00261873	0.00227766	0.000516814	3.60967e-05	0.00282035	0.00057862	0.00401597	0.00318404	0.00459397	0.00101553	0.00120515	0.00327587	0.00137381	0.00094142	0.0035178	0.00118471	0.00144858	0.000226281	0.00209499	0.00316694	0.00523499	0.00180482	0.00292858	0.00262014	0.00361257	0.000117886	0.000240377	0.000575827	0.00912943	0.00487115	0.00229439	0.00174842	0.00491576	0.00413369	0.20495
108	-1285.471	-1550.89	265.4198	0.904877	0.00751964	0.00217333	0.0028976	0.000514962	3.59673e-05	0.00281024	0.000576546	0.00400157	0.00317263	0.0045775	0.00101189	0.000119941	0.00326413	0.0025521	0.000938045	0.00350519	0.00118046	0.00144339	0.000245931	0.00208748	0.00315559	0.00521622	0.00429962	0.00291808	0.00261075	0.00359962	0.000885846	0.000239516	0.000573763	0.0090967	0.00485369	0.00228616	0.00174215	0.00489814	0.00411888	0.1878932
114	-1284.252	-1549.76	265.5084	0.90676	0.00753529	0.00217785	0.00290363	0.000516034	3.60422e-05	0.00281609	0.000577746	0.0040099	0.00317924	0.00458703	0.001014	0.000120191	0.00327093	0.00255741	0.000939998	0.00245765	0.00118292	0.00144639	0.000105683	0.00215727	0.00316216	0.00522708	0.00430857	0.00292416	0.00261618	0.00360712	0.00088769	0.000240014	0.000574957	0.00911564	0.00391228	0.00229092	0.00174578	0.00490834	0.00412745	0.2180819
120	-1276.92	-1542.463	265.543	0.913698	0.00407791	0.00190599	0.00251926	0.000778655	0.000166528	0.00474418	0.00118576	0.00366322	0.00355355	0.000347556	0.000173004	0.000132098	0.00100882	0.00356678	0.000639357	0.00425769	0.000991414	0.00159464	0.00136048	0.00238613	0.00406236	0.00172667	0.00303648	0.00168116	0.0105856	0.00440991	0.000749601	0.000860515	0.00045977	0.000579566	0.00617954	0.00370576	0.00224649	0.00438984	0.00257566	0.2322415
126	-1271.854	-1537.278	265.4247	0.921611	0.00411323	0.0019225	0.00254108	0.000785399	0.00016797	0.00478527	0.00119603	0.000444204	0.00358432	0.000244458	0.000174502	0.000133242	0.00101756	0.00359768	0.000644894	0.00429456	0.001	0.00160845	0.00137226	0.00180647	0.00409754	0.00174162	0.00306278	0.00169572	0.00717244	0.0044481	0.000756093	0.000867968	0.000463752	0.000584585	0.00623306	0.00373786	0.00226595	0.00322901	0.00259797	0.1893931
132	-1262.807	-1528.3	265.493	0.923812	0.00375806	0.00175649	0.00232166	0.00352301	0.000153466	0.00437207	0.00109276	0.000405848	0.00327483	0.000223349	0.00017534	0.000121737	0.000424022	0.00328703	0.00114515	0.00392374	0.000913653	0.00325576	0.00125377	0.00165049	0.00374373	0.00159124	0.00279832	0.0015493	0.00655312	0.00406402	0.000650237	0.000793021	0.000423708	0.000485246	0.00569485	0.0034151	0.00207029	0.00295019	0.00237364	0.2122668
138	-1260.689	-1526.24	265.551	0.922833	0.00375408	0.00175463	0.0023192	0.00351928	0.000153304	0.00436744	0.0010916	0.000405418	0.00327136	0.000223113	0.000175154	0.000121608	0.000423573	0.00328354	0.00114393	0.00391958	0.000912685	0.00325231	0.00125244	0.00164874	0.00373976	0.00158955	0.00192032	0.00154765	0.00654618	0.00405971	0.000649548	0.00100017	0.00214989	0.000484732	0.00568882	0.00341149	0.0020681	0.00294706	0.00237113	0.2357414
