Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	-1281.36	-1546.915	265.5548	0.891722	8.83292e-05	0.00219082	0.000386096	0.00260946	0.00268176	0.0097737	0.000705229	0.00183837	0.00138922	0.00418448	0.0025449	0.00697373	0.0106912	0.00166986	0.00111692	0.0020776	0.00020599	0.00427526	0.0028127	0.00280184	0.00923266	0.00268035	0.00362971	0.00495594	0.00043604	0.00310492	0.00594039	0.000126326	0.00457244	0.000355413	0.000763838	0.000336941	0.00975394	0.00128604	8.53475e-05	0.2374898
6	-1279.199	-1544.775	265.5762	0.889403	4.37725e-05	0.00218513	0.000385092	0.00260267	0.00267478	0.00365431	0.00129142	0.00183359	0.0013856	0.0111315	0.00253828	0.00671529	0.0106634	0.00166551	0.00111402	0.0020722	0.000205455	0.00426414	0.00280539	0.00279455	0.00920865	0.00267338	0.00362028	0.00494306	0.00186801	0.00309685	0.00592494	0.000125998	0.00456055	0.000354489	0.000761851	0.000336065	0.00972857	0.00128269	8.51255e-05	0.2475337
12	-1278.157	-1543.639	265.4828	0.891697	4.3613e-05	0.00217716	0.000383689	0.00259319	0.00266504	0.00482555	0.00128671	0.00198815	0.00138056	0.011091	0.00110639	0.00669082	0.0106245	0.00165945	0.00110996	0.00206464	0.000204706	0.0042486	0.00279516	0.00278437	0.0091751	0.00266364	0.00360708	0.00492505	0.0018612	0.00127212	0.00590335	0.000125539	0.00454393	0.000353197	0.000759075	0.00033484	0.00969312	0.00127802	8.48154e-05	0.208555
18	-1282.158	-1547.58	265.4215	0.890474	4.17954e-05	0.00217418	0.000383163	0.00258963	0.00266138	0.00481893	0.00128495	0.00198543	0.00137866	0.0110757	0.00110487	0.00676085	0.0106099	0.00165717	0.00110844	0.00206181	0.000204425	0.00424277	0.00279133	0.00278055	0.00916251	0.00365368	0.00360214	0.00491829	0.00185865	0.00127037	0.00589526	0.000244857	0.0045377	0.000352713	0.00086876	0.000334381	0.00967983	0.00127627	0.000154788	0.1884041
24	-1288.839	-1554.394	265.5547	0.89382	3.77861e-06	0.00189565	2.13069e-05	0.00535512	0.00087952	0.00451943	0.00047355	0.00176346	0.000192883	0.0195261	0.00105758	0.00201927	0.0135973	0.00466924	0.000980433	0.00087546	0.000177974	0.00601486	0.00139324	0.0018416	0.00765679	0.000686001	0.00422764	0.00665714	0.00122247	0.000648717	0.00189768	0.00194584	0.00169011	0.00186702	0.00133793	0.000300735	0.00790877	0.000601069	0.000273961	0.2374195
30	-1288.238	-1553.684	265.446	0.896397	3.78951e-06	0.00190111	2.13683e-05	0.0087307	0.000882055	0.00453246	0.000563188	0.00176854	0.000193439	0.0195823	0.00146053	0.00202509	0.00230842	0.0046827	0.000983259	0.000877984	0.000178487	0.0060322	0.00139725	0.00184691	0.0120174	0.000687978	0.00423982	0.00667633	0.00122599	0.000650587	0.00190315	0.00195144	0.00169498	0.0018724	0.00134179	0.000560452	0.00793157	0.000602802	0.000274751	0.1960514
36	-1289.348	-1554.849	265.5004	0.889904	5.09935e-05	0.00188734	2.12136e-05	0.00866747	0.000875666	0.00449963	0.000493125	0.00175573	0.000180973	0.0194405	0.00144995	0.00201042	0.0022917	0.0136751	0.000976137	0.00139633	0.000177194	0.00598851	0.000670537	0.000302008	0.0135179	0.000682995	0.00420911	0.00501024	0.00121711	0.000645875	0.00188937	0.00193731	0.0016827	0.00185884	0.00133207	0.000556393	0.00787412	0.000598436	0.000272761	0.2150159
42	-1290.819	-1556.204	265.3857	0.883379	0.000367872	0.00245575	1.60151e-05	0.00772123	0.000322826	0.000837319	0.000147676	0.00102218	0.00114891	0.0107294	0.00170636	0.00479256	0.0122848	0.0173338	0.00104708	0.00374391	0.000300103	0.00684314	0.000921562	0.000296665	0.0102116	0.00105345	0.0044854	0.00374175	0.000544569	0.000613268	0.00324488	4.60811e-05	0.0066761	0.00157866	0.00193073	0.00355239	0.00377061	0.0010026	0.000129914	0.1780559
48	-1293.388	-1558.935	265.5472	0.883431	0.000271525	0.00245589	1.60161e-05	0.00772168	0.000129304	0.000645203	3.54085e-05	0.000535048	0.00114898	0.0107301	0.00170646	0.00479284	0.0122856	0.0173348	0.00104714	0.00374413	0.000300121	0.00684354	0.000921616	0.00041883	0.0102122	0.00105352	0.00448566	0.00374197	0.000544601	0.000613304	0.00324507	4.60838e-05	0.00667649	0.00157875	0.00193084	0.0035526	0.00377083	0.00190305	0.000129922	0.2340801
54	-1287.083	-1552.565	265.4816	0.883892	9.82027e-06	0.00187459	1.03742e-05	0.00860891	0.000348051	0.00873274	0.00122977	0.000910243	0.000179751	0.0219287	0.00144015	0.00199684	0.00227621	0.0124895	0.000969542	0.0012188	0.000175997	0.00324091	0.000666007	0.00042014	0.0134266	0.00067838	0.00418067	0.00497639	0.00169601	0.000641511	0.0018766	0.00192422	0.00290121	0.00172219	0.00125966	0.000955436	0.00939207	0.00111775	0.000632644	0.2081262
60	-1288.115	-1553.636	265.5203	0.896772	0.000275626	0.00249298	1.6258e-05	0.00125777	0.000131257	0.000654947	5.91013e-05	0.000543128	0.00192108	0.0124772	0.00173223	0.00486522	0.00771812	0.0175966	0.00106296	0.00380067	0.000304653	0.00378671	0.000935534	0.000425155	0.0103665	0.00106943	0.0045534	0.00160049	0.000836942	0.000622566	0.00329407	4.67797e-05	0.00677731	0.0016026	0.00196	0.00360625	0.00382778	0.000875088	0.000131884	0.2227776
66	-1290.68	-1556.172	265.492	0.8755	0.000958841	0.00329593	2.14944e-05	0.00166288	0.00113238	0.000957926	7.8137e-05	0.000718061	0.00253983	0.00214414	0.00229015	0.00643224	0.010204	0.0232642	0.00140532	0.00502481	0.000402777	0.00500635	0.00123685	0.000562091	0.0144357	0.00141387	0.00601998	0.00211599	0.00110651	0.000823085	0.00435505	6.18467e-05	0.00896018	0.00211877	0.00259128	0.00476777	0.00506065	0.00115694	0.000174362	0.2119081
72	-1284.686	-1550.077	265.391	0.877847	4.13737e-05	0.00240783	1.18425e-05	0.00212581	0.00039731	0.0108623	0.00140381	0.00103907	0.000339786	0.0250321	0.004544	0.00259837	0.00327504	0.00349195	0.00110676	0.00413173	0.000351733	0.00369958	0.000788223	0.000383035	0.0160654	0.000774389	0.00477235	0.00238898	0.000779526	0.000732302	0.00675053	0.00219655	0.00331181	0.00196592	0.00143793	0.00109066	0.0107213	0.000578946	0.000554229	0.179547
78	-1289.694	-1555.265	265.5712	0.880035	4.14768e-05	0.00156986	1.1872e-05	0.00213111	0.000398299	0.0108894	0.00140731	0.00104166	0.000340632	0.0250945	0.00455533	0.00260484	0.0032832	0.00350065	0.00110952	0.00319456	0.00035261	0.0037088	0.000790187	0.000383989	0.0161054	0.000776319	0.00478424	0.00239493	0.000781468	0.000734127	0.00676735	0.00220202	0.00356973	0.00217418	0.00637018	0.00109337	0.00466623	0.000580388	0.00055561	0.245099
84	-1290.72	-1556.275	265.555	0.878613	0.000192654	0.00156732	1.18528e-05	0.00212766	0.000397656	0.0108718	0.00140503	0.00103997	0.000340082	0.025054	0.00454797	0.00260063	0.00327789	0.003495	0.00110772	0.00205486	0.00035204	0.00370281	0.00078891	0.000383369	0.0160794	0.000276897	0.00477651	0.00239106	0.000780205	0.00383033	0.00675642	0.00219846	0.00356396	0.00217067	0.00635988	0.00109161	0.00465869	0.00057945	0.000554712	0.2375405
90	-1296.639	-1562.124	265.4847	0.889719	0.000974414	0.0137881	2.18435e-05	0.00168989	0.00115077	0.000973484	7.9406e-05	0.00208002	0.00258108	0.00217897	0.00232735	0.0065367	0.0036753	0.0056842	0.00142814	0.00467102	0.0020761	0.000570788	0.00129459	0.000457073	0.0146702	0.000512927	0.00611776	0.00215036	0.00029893	0.00558946	0.000498526	0.000255906	0.00965527	0.00235989	0.00263337	0.0048452	0.00514284	0.00117573	0.000135544	0.2092234
96	-1285.055	-1550.543	265.4875	0.892927	0.000977927	0.0138378	2.19222e-05	0.00169598	0.00115492	0.000976994	7.96923e-05	0.00208751	0.00259039	0.00218682	0.00233574	0.00656027	0.00165621	0.00570469	0.00143329	0.00468786	0.00208359	0.000572846	0.00129925	0.000458721	0.0147231	0.000514776	0.00613981	0.00215811	2.77333e-05	0.00430894	0.000500324	0.000256829	0.00969008	0.0023684	0.00264286	0.00486267	0.00516138	0.00117997	0.000136033	0.2102529
102	-1283.038	-1548.418	265.3797	0.890859	0.000975662	0.0138058	3.00299e-05	0.00169206	0.00115225	0.000974731	7.95077e-05	0.00208268	0.00258439	0.00218176	0.00233033	0.00654508	0.00165237	0.0055705	0.00142997	0.004677	0.00207876	0.000571519	0.00129624	0.000457659	0.014689	0.000513584	0.00855438	0.00215311	2.7669e-05	0.00429897	0.000499165	0.000256234	0.00966764	0.00236291	0.00263674	0.00485141	0.00514942	0.00117724	0.000135718	0.1764003
108	-1279.165	-1544.569	265.4041	0.899724	0.000985372	0.0139432	3.03287e-05	0.00170889	0.00116371	0.000984431	8.0299e-05	0.00210341	0.00445297	0.00220347	0.000309281	0.00661021	0.00254587	0.00562593	0.0014442	0.00472354	0.00209945	0.000577207	0.00130914	0.000462213	0.00448062	0.00024595	0.00863951	0.00217454	2.79444e-05	0.00434175	0.000504132	0.000258784	0.00976385	0.00238643	0.00266298	0.00489969	0.00520067	0.00118895	0.000137068	0.1832629
114	-1276.097	-1541.572	265.4751	0.899731	0.00098538	0.0139433	3.0329e-05	0.00170891	0.00116372	0.000984439	8.02996e-05	0.00210342	0.00445301	0.00220349	0.000309284	0.00661026	0.00254589	0.00562598	0.00144421	0.00472358	0.00209946	0.000577211	0.00130915	0.000462217	0.00448065	0.000245951	0.00863958	0.00217455	2.01419e-05	0.00434178	0.000504136	0.000258786	0.00976392	0.00238645	0.002663	0.00489973	0.00520071	0.00118896	0.000137069	0.205848
120	-1268.837	-1534.313	265.4751	0.90051	0.000986233	0.0139554	3.03552e-05	0.00171039	0.00116473	0.000985291	8.03691e-05	0.00210524	0.00445686	0.00220539	0.000309551	0.00661598	0.00254809	0.00563085	0.000313305	0.00472767	0.00210128	0.000577711	0.00131029	0.000453334	0.00448453	0.000246164	0.00864706	0.00217644	2.01593e-05	0.00434554	0.000799188	0.00025901	0.00977237	0.00236973	0.00266531	0.00490397	0.00520521	0.00118999	0.000137188	0.205848
126	-1277.444	-1542.919	265.4751	0.904184	0.000990256	0.0140123	3.16461e-05	0.000804287	0.00116948	0.000989311	8.0697e-05	0.00103175	0.00447504	0.00361125	0.000361648	0.00664298	0.00255849	0.00222692	0.000314583	0.00474696	0.00210985	0.000580068	0.00131563	0.000455184	0.00450283	0.000247169	0.00868234	0.00218532	2.02415e-05	0.00436327	0.000802449	0.000153317	0.00981225	0.0023794	0.00267618	0.00492398	0.00522645	0.00119485	0.000137748	0.205848
132	-1275.249	-1540.763	265.5141	0.904239	0.000990317	0.0140131	3.1648e-05	0.000804336	0.00116955	0.000989371	8.57695e-05	0.00103181	0.00447532	0.00361147	0.00036167	0.00664338	0.00255864	0.00222706	0.000248764	0.00474725	0.00210998	0.000580103	0.00131571	0.000455212	0.0045031	0.000247184	0.00868287	0.00218545	2.02428e-05	0.00436353	0.000802498	0.000153326	0.00981284	0.00237955	0.00267635	0.00492428	0.00522677	0.00119492	0.000137756	0.2203147
