Iteration	Posterior	Likelihood	Prior	tree_length
0	-45.52374	-218.7916	173.2679	1.061605
6	-48.71154	-221.9727	173.2612	1.067872
12	-50.8992	-224.2608	173.3616	0.9692165
18	-60.37928	-233.455	173.0758	1.232136
24	-50.63805	-223.5859	172.9478	1.336893
30	-59.96357	-232.5701	172.6065	1.596205
36	-56.55182	-229.4845	172.9327	1.348977
42	-57.08964	-230.3615	173.2718	1.057848
48	-57.92839	-230.329	172.4007	1.743164
54	-60.04725	-232.2738	172.2266	1.863626
60	-60.51727	-233.2449	172.7277	1.506801
66	-58.55755	-231.1817	172.6241	1.583367
72	-60.48853	-233.6497	173.1611	1.158735
78	-51.38337	-223.8791	172.4957	1.676003
84	-54.47816	-226.998	172.5199	1.65873
90	-52.03165	-225.4601	173.4284	0.897176
96	-52.00197	-224.7686	172.7666	1.477537
102	-50.07765	-222.9348	172.8571	1.408256
108	-52.50177	-224.7905	172.2887	1.820985
114	-54.08168	-226.5609	172.4793	1.687689
120	-59.65713	-232.1694	172.5123	1.664141
126	-57.70219	-230.3586	172.6564	1.559678
132	-55.35597	-228.638	173.282	1.048128
138	-55.64176	-229.1839	173.5421	0.7522405
144	-49.56698	-222.3776	172.8106	1.444048
150	-56.42363	-229.2896	172.866	1.401388
156	-53.40581	-226.4019	172.9961	1.297993
162	-49.32515	-222.3213	172.9961	1.297993
168	-59.97028	-232.5683	172.598	1.602375
174	-51.9701	-224.7423	172.7722	1.47331
180	-56.77714	-229.5493	172.7722	1.47331
186	-69.90448	-242.6594	172.7549	1.486352
192	-67.44473	-239.7829	172.3382	1.786732
198	-61.00707	-234.1984	173.1914	1.131913
204	-47.5917	-220.3766	172.7849	1.463624
210	-44.75443	-217.7028	172.9483	1.336499
216	-41.27612	-213.7895	172.5134	1.663393
222	-50.43174	-222.7222	172.2904	1.819795
228	-54.25963	-226.6348	172.3752	1.761001
234	-58.33485	-230.6315	172.2966	1.815516
240	-58.98875	-232.379	173.3902	0.939132
246	-63.00976	-236.4539	173.4441	0.8792347
252	-59.98382	-232.3754	172.3916	1.749506
258	-58.61462	-231.0881	172.4734	1.691825
264	-59.54671	-232.1546	172.6078	1.595232
270	-61.75558	-234.2866	172.531	1.650735
276	-60.40733	-232.7131	172.3057	1.80922
282	-51.65699	-224.3605	172.7035	1.524845
288	-50.35724	-223.012	172.6547	1.560903
294	-50.59006	-223.8311	173.2411	1.086654
300	-54.98927	-227.8552	172.866	1.401386
306	-56.1378	-228.5873	172.4495	1.708778
312	-52.98749	-225.8426	172.8551	1.409789
318	-53.66755	-226.8624	173.1948	1.128807
324	-56.99929	-229.5539	172.5546	1.633788
330	-55.29785	-228.6021	173.3043	1.026647
336	-54.68411	-227.684	172.9999	1.294888
342	-66.10768	-238.6587	172.551	1.636399
348	-64.92588	-238.0395	173.1136	1.200017
354	-54.31636	-227.1839	172.8675	1.40016
360	-60.07934	-233.1427	173.0633	1.242549
366	-61.13976	-234.053	172.9133	1.364355
372	-65.4854	-238.4094	172.924	1.355847
378	-58.42529	-231.2666	172.8413	1.420509
384	-52.26033	-225.0558	172.7954	1.455642
390	-62.52866	-235.3241	172.7954	1.455642
396	-54.29133	-226.8755	172.5842	1.612394
402	-66.63912	-239.0973	172.4581	1.702664
408	-70.19875	-243.2437	173.0449	1.257885
414	-55.7567	-228.4673	172.7106	1.519532
420	-52.60069	-225.2669	172.6662	1.552457
426	-46.84835	-219.5146	172.6662	1.552457
432	-54.30433	-227.1091	172.8048	1.448528
438	-56.31534	-229.1157	172.8003	1.451931
444	-69.92157	-242.918	172.9965	1.297705
450	-63.38235	-236.2113	172.829	1.430005
456	-59.00399	-230.9195	171.9155	2.072183
462	-56.1874	-228.5303	172.3428	1.783508
468	-57.76588	-229.1793	171.4134	2.395805
474	-59.94078	-233.1	173.1592	1.160408
480	-65.32555	-238.3501	173.0246	1.274731
486	-58.33765	-231.1879	172.8502	1.413606
492	-49.73334	-222.545	172.8117	1.443252
498	-64.34617	-235.5995	171.2534	2.496385
504	-51.65514	-224.2065	172.5514	1.636124
510	-46.19656	-218.8793	172.6827	1.540248
516	-47.0497	-219.7319	172.6822	1.540629
522	-47.40907	-220.0913	172.6822	1.540629
528	-55.59168	-228.7122	173.1205	1.1941
534	-69.45076	-242.1523	172.7015	1.526321
540	-51.08191	-223.9559	172.874	1.395156
546	-50.77116	-223.7058	172.9346	1.34741
552	-48.00494	-220.9255	172.9205	1.358616
558	-53.60559	-226.7492	173.1437	1.174036
564	-60.02398	-232.0568	172.0328	1.994416
570	-57.64383	-230.327	172.6832	1.539916
576	-57.74605	-230.5621	172.816	1.439926
582	-51.5244	-224.2599	172.7355	1.500965
588	-51.54725	-224.319	172.7717	1.473636
594	-51.61841	-224.2139	172.5955	1.604182
600	-53.21966	-226.4475	173.2278	1.09889
606	-54.9863	-227.9335	172.9472	1.337438
612	-47.28363	-220.4093	173.1257	1.189624
618	-51.03126	-224.2841	173.2528	1.07573
624	-67.68348	-239.8658	172.1823	1.893777
630	-68.17968	-240.4576	172.2779	1.828384
636	-68.07271	-240.8513	172.7786	1.468426
642	-64.18374	-237.391	173.2072	1.117633
648	-64.51269	-236.5611	172.0484	1.983982
654	-75.82695	-248.0091	172.1822	1.893854
660	-61.39485	-234.5345	173.1396	1.177547
666	-57.46888	-230.8319	173.3631	0.9676882
672	-45.62902	-218.936	173.307	1.024028
678	-56.02679	-228.4514	172.4247	1.726307
684	-55.60959	-227.9077	172.2981	1.814492
690	-51.7199	-224.6027	172.8828	1.388233
696	-44.01185	-216.7437	172.7319	1.503667
702	-56.81142	-229.1791	172.3677	1.766238
708	-57.43642	-230.1404	172.704	1.524462
714	-64.22338	-236.7921	172.5687	1.623615
720	-59.91314	-232.5467	172.6335	1.576466
726	-59.11553	-231.7519	172.6363	1.574418
732	-52.18	-225.0873	172.9073	1.36905
738	-46.93542	-220.4338	173.4984	0.8128779
744	-47.25505	-220.5586	173.3036	1.02733
750	-65.7197	-237.8186	172.0989	1.950168
756	-63.3633	-235.9921	172.6288	1.579943
762	-56.20012	-228.8789	172.6787	1.543203
768	-63.15909	-235.4617	172.3026	1.81139
774	-60.84458	-232.8237	171.9791	2.030154
780	-61.13293	-234.007	172.8741	1.395086
786	-53.60932	-225.9015	172.2921	1.818612
792	-56.08221	-228.0313	171.9491	2.050029
798	-54.39807	-227.7996	173.4015	0.9269432
804	-48.98445	-222.149	173.1646	1.155733
810	-47.59313	-221.1013	173.5082	0.7999293
