Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-2953.974	-3120.246	166.2728	0.9892566	4.821139
6	-2961.093	-3127.202	166.1086	0.9578118	4.930114
12	-2952.351	-3117.95	165.5987	0.8516627	5.271632
18	-2968.153	-3133.73	165.5765	0.8738881	5.271632
24	-2960.241	-3125.906	165.6655	0.9551503	5.177487
30	-2958.733	-3125.528	166.7945	1.015364	4.514313
36	-2959.467	-3126.23	166.7631	1.109408	4.479098
42	-2961.348	-3127.885	166.5374	1.024596	4.65342
48	-2947.412	-3113.885	166.4734	1.070423	4.663638
54	-2950.356	-3116.619	166.2629	1.001134	4.820001
60	-2954.202	-3120.307	166.1044	0.9637038	4.929182
66	-2947.729	-3113.093	165.3646	0.9089901	5.369199
72	-2944.472	-3110.461	165.9891	0.8325583	5.066099
78	-2946.44	-3112.722	166.2819	0.9593798	4.832689
84	-2955.923	-3122.183	166.2604	0.9623258	4.843048
90	-2957.703	-3123.3	165.5971	0.9590416	5.213155
96	-2944.182	-3110.587	166.4052	0.9535415	4.767154
102	-2941.335	-3107.535	166.1998	1.10168	4.799134
108	-2946.021	-3113.204	167.1825	1.073078	4.262802
114	-2945.112	-3111.686	166.5732	1.092113	4.595512
120	-2950.543	-3116.364	165.8217	0.8649303	5.140934
126	-2946.713	-3113.156	166.4422	0.9909307	4.725549
132	-2956.355	-3122.762	166.4066	1.045011	4.715228
138	-2956.077	-3121.851	165.7733	0.9738299	5.107425
144	-2947.388	-3113.252	165.864	0.9074363	5.093956
150	-2952.832	-3118.905	166.0731	0.9517605	4.953219
156	-2955.145	-3121.166	166.0205	1.004405	4.953219
162	-2951.43	-3118.152	166.7212	1.164683	4.47156
168	-2957.804	-3123.616	165.8119	0.9594847	5.093978
174	-2947.636	-3113.789	166.1531	0.9874464	4.88886
180	-2950.563	-3116.443	165.88	0.8942843	5.09237
186	-2943.748	-3109.594	165.8465	0.927768	5.09237
192	-2944.168	-3110.118	165.9496	0.9868656	5.002356
198	-2949.512	-3115.975	166.4636	0.9581378	4.731962
204	-2954.959	-3121.56	166.6006	1.062308	4.596891
210	-2952.435	-3118.778	166.3435	0.9797979	4.786921
216	-2943.385	-3109.204	165.8189	0.889853	5.12869
222	-2948.08	-3113.473	165.3932	0.8733463	5.373086
228	-2943.532	-3109.42	165.8877	0.8733463	5.099738
234	-2950.575	-3116.72	166.1447	0.8696152	4.95911
240	-2952.868	-3118.405	165.537	0.7980953	5.33524
246	-2949.91	-3115.954	166.0441	1.055777	4.91147
252	-2944.16	-3109.446	165.2858	0.860553	5.43929
258	-2945.46	-3111.691	166.2312	0.9720245	4.853943
264	-2939.109	-3105.111	166.0022	0.9954598	4.968353
270	-2938.992	-3104.846	165.8534	0.8576246	5.127424
276	-2945.558	-3111.525	165.9676	0.9801852	4.99609
282	-2944.253	-3109.735	165.4823	0.9044138	5.306785
288	-2957.659	-3123.559	165.9006	0.8691559	5.094879
294	-2963.955	-3129.721	165.7657	1.004105	5.094879
300	-2958.927	-3124.927	165.9994	1.01166	4.960898
306	-2951.545	-3117.51	165.9651	0.9386822	5.020522
312	-2955.269	-3120.931	165.6621	0.9458303	5.18449
