Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-2723.215	-2883.828	160.6134	2.166956	7.126232	3.31096
6	-2725.138	-2886.09	160.9511	2.061377	6.418548	3.589066
12	-2726.166	-2887.671	161.5052	2.085	5.601112	3.727884
18	-2724.328	-2884.227	159.8992	2.285798	6.51566	4.009642
24	-2716.638	-2876.074	159.4362	2.209064	7.055436	4.009642
30	-2720.734	-2879.658	158.9238	2.146227	8.21052	3.676321
36	-2727.295	-2886.439	159.1432	2.146227	8.245646	3.528552
42	-2713.976	-2873.666	159.6897	2.204693	7.99951	3.31843
48	-2724.72	-2883.906	159.1862	2.223483	7.99951	3.601776
54	-2722.41	-2883.307	160.8967	2.182733	6.53747	3.480838
60	-2732.814	-2893.025	160.2115	2.082334	8.335024	2.880137
66	-2732.832	-2894.146	161.3134	1.982669	6.892292	3.144259
72	-2723.995	-2885.048	161.0536	2.037376	6.313521	3.604475
78	-2729.751	-2891.194	161.4436	2.02117	6.232408	3.433887
84	-2723.87	-2885.309	161.4395	2.080202	5.646539	3.742402
90	-2719.117	-2880.103	160.9855	2.12129	7.039184	3.169441
96	-2716.148	-2877.238	161.0903	2.051329	6.515069	3.457598
102	-2710.852	-2871.766	160.9139	2.113298	7.057455	3.20579
108	-2710.563	-2871.299	160.736	2.113298	6.658136	3.544619
114	-2719.344	-2878.818	159.4736	2.0528	8.539091	3.217141
120	-2716.801	-2877.166	160.3658	2.016063	8.090168	2.97468
126	-2721.655	-2884.178	162.5237	1.876083	5.64993	3.226498
132	-2720.684	-2881.207	160.5234	2.039931	7.486342	3.226498
138	-2730.068	-2890.23	160.1616	2.039931	8.560689	2.799193
144	-2722.977	-2885.296	162.319	1.927224	6.730168	2.66812
150	-2728.706	-2892.3	163.5934	1.756126	5.291995	2.872493
156	-2724.495	-2888.096	163.6006	1.73203	5.36675	2.837394
162	-2717.011	-2879.212	162.2013	1.740654	7.003697	2.687041
168	-2728.365	-2889.51	161.1452	2.0701	7.003697	3.126016
174	-2736.458	-2896.9	160.4412	2.18994	5.804575	4.160605
180	-2740.149	-2902.515	162.3657	1.898295	6.707879	2.670886
186	-2730.79	-2891.748	160.9588	1.958009	8.055071	2.670886
192	-2735.139	-2893.64	158.5015	2.089388	9.455926	3.22819
198	-2727.653	-2886.77	159.1171	2.053434	9.711639	2.725955
204	-2725.833	-2886.199	160.3658	2.08783	8.058908	2.950306
210	-2716.378	-2876.205	159.8279	2.08783	8.624649	2.933547
216	-2707.198	-2868.257	161.0586	1.999527	6.932165	3.261613
222	-2725.572	-2885.7	160.128	2.207484	6.363335	4.010744
228	-2718.04	-2878.412	160.372	2.207484	6.266367	3.926585
234	-2713.453	-2874.239	160.7866	2.079601	5.861283	3.994351
240	-2728.34	-2888.546	160.2065	2.191723	7.210611	3.485551
246	-2730.911	-2890.289	159.378	2.203143	8.5135	3.199854
252	-2730.041	-2891.455	161.4138	2.07943	6.21362	3.428218
258	-2719.847	-2880.757	160.9107	1.860658	7.842264	2.889373
