Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-3432.973	-3595.03	162.0578	1.773978	0.8750777	6.290512
6	-3429.296	-3591.258	161.9621	2.08387	0.8631133	6.204278
12	-3432.259	-3594.285	162.026	1.912433	0.9221333	6.216442
18	-3426.452	-3588.422	161.97	1.969795	0.9289235	6.216442
24	-3435.783	-3598.033	162.2495	1.732458	0.8723948	6.20786
30	-3442.162	-3604.362	162.1995	1.682145	0.8722784	6.259674
36	-3448.535	-3610.586	162.0509	1.643505	0.8695101	6.360921
42	-3446.699	-3608.592	161.8934	1.494332	0.9082065	6.500077
48	-3440.598	-3602.782	162.1842	2.23446	0.8829858	6.005324
54	-3439.806	-3602.564	162.7588	1.795132	0.8971145	5.886393
60	-3439.005	-3600.833	161.8281	1.795132	0.9294513	6.375508
66	-3436.461	-3598.157	161.6964	1.795132	0.9148384	6.454876
72	-3438.237	-3599.741	161.5035	2.34392	0.9148384	6.310835
78	-3434.451	-3596.19	161.739	2.101564	0.9350202	6.2785
84	-3443.433	-3605.22	161.7869	1.876652	0.9460718	6.350138
90	-3439.772	-3601.671	161.8991	1.856657	0.9460718	6.298636
96	-3433.855	-3595.638	161.7831	1.991574	0.9460718	6.298636
102	-3425.18	-3587.063	161.8827	1.991574	0.846469	6.298636
108	-3438.209	-3599.852	161.6436	1.815695	0.8199129	6.525069
114	-3422.822	-3584.562	161.7407	1.832151	0.8634503	6.441043
120	-3421.763	-3584.053	162.2899	1.638513	1.003083	6.160948
126	-3428.047	-3589.95	161.9032	1.700869	0.8477714	6.424656
132	-3431.832	-3593.441	161.6083	1.976792	0.9011476	6.424656
138	-3424.397	-3586.266	161.869	1.931613	0.9264615	6.29042
144	-3432.457	-3594.504	162.0468	1.931613	0.8947006	6.211075
150	-3422.484	-3584.24	161.7559	2.062936	0.9091221	6.300871
156	-3432.51	-3594.587	162.0767	1.847125	0.8912889	6.236405
162	-3443.195	-3605.393	162.1987	1.780055	0.935911	6.177902
168	-3426.209	-3588.563	162.354	1.780055	0.9549775	6.083004
174	-3424.914	-3586.788	161.8747	1.983685	0.9044015	6.275131
180	-3432.596	-3594.78	162.1844	1.462557	0.8967209	6.364779
186	-3427.073	-3588.69	161.6173	1.61461	0.8967209	6.595394
192	-3429.235	-3590.734	161.4996	1.87315	0.8255217	6.572781
198	-3431.415	-3592.849	161.4343	1.99318	0.7878162	6.572781
204	-3442.602	-3603.929	161.3276	1.936067	0.8628361	6.616267
210	-3430.91	-3592.204	161.294	2.012056	0.8977568	6.58056
216	-3430.292	-3592.506	162.2133	1.671571	0.9426713	6.219108
222	-3433.541	-3596.032	162.4911	1.573869	0.9587074	6.107852
228	-3431.339	-3593.616	162.2767	1.90827	0.9194257	6.083414
234	-3431.822	-3593.473	161.6506	1.982303	0.8359646	6.434551
240	-3430.377	-3592.265	161.8875	1.875466	0.9879072	6.273348
246	-3446.562	-3608.385	161.8229	2.150376	0.8202811	6.273348
252	-3434.506	-3595.91	161.4036	1.740981	0.8202811	6.690472
258	-3430.853	-3592.403	161.5508	2.110204	0.8720355	6.410933
264	-3425.077	-3586.836	161.7595	1.72014	0.869518	6.481366
270	-3433.546	-3596.111	162.5647	1.550699	0.861551	6.132361
276	-3428.456	-3589.549	161.0929	1.66642	0.8186871	6.895249
282	-3432.507	-3594.652	162.1454	2.049153	0.9457734	6.075328
288	-3433.897	-3596.454	162.5565	1.5545	0.9457734	6.089053
294	-3429.901	-3591.748	161.8467	2.123901	0.9869393	6.181646
300	-3442.33	-3604.633	162.3035	1.682984	0.8896451	6.193328
306	-3423.271	-3585.685	162.4134	2.041718	0.9930442	5.906701
312	-3416.007	-3578.814	162.8075	1.606972	0.980635	5.906701
318	-3428.428	-3591.69	163.2629	1.576711	1.009144	5.657125
324	-3423.33	-3585.316	161.9854	2.05268	0.9372508	6.165471
330	-3420.519	-3582.261	161.7421	2.047719	0.9228767	6.307808
336	-3435.257	-3597.696	162.4391	1.749401	0.9228767	6.068942
342	-3435.24	-3596.462	161.2226	2.058016	0.8686254	6.614078
348	-3421.194	-3583.175	161.9809	1.945437	0.8508401	6.26428
354	-3419.587	-3581.881	162.2936	1.945437	0.8687695	6.084391
360	-3431.568	-3593.383	161.8147	1.796274	0.8915389	6.402773
366	-3434.444	-3596.725	162.2807	1.987766	0.9872714	6.007172
372	-3437.871	-3600.487	162.6164	1.958074	0.9378056	5.86468
378	-3443.725	-3604.996	161.2708	1.938595	0.9378056	6.605254
384	-3445.545	-3608.572	163.0269	1.674501	0.9830714	5.751766
390	-3447.805	-3609.624	161.8189	1.679181	0.8685801	6.469658
396	-3453.802	-3614.877	161.075	1.879931	0.9011458	6.758223
402	-3438.368	-3600.307	161.939	2.050168	0.937125	6.19193
408	-3434.674	-3596.415	161.7409	1.692691	0.8716168	6.503695
414	-3438.305	-3599.66	161.3545	2.198092	0.7985131	6.51808
420	-3439.506	-3601.236	161.7305	1.904821	0.9409859	6.370218
426	-3433.732	-3595.918	162.1866	1.745761	0.8419326	6.252147
432	-3438.743	-3600.607	161.8642	2.009471	0.9353732	6.252147
438	-3437.678	-3599.683	162.0058	1.795676	0.9223899	6.282626
444	-3441.481	-3602.909	161.4286	2.065466	0.8795485	6.493267
450	-3438.147	-3599.662	161.515	1.963126	0.8795485	6.493267
456	-3439.81	-3601.843	162.0325	2.089445	0.9571563	6.11228
462	-3433.026	-3595.061	162.0357	1.966321	0.9024777	6.196702
468	-3423.927	-3585.117	161.1899	1.938365	0.8600159	6.691195
474	-3439.617	-3600.885	161.2687	1.814419	0.8600159	6.706737
480	-3419.456	-3581.193	161.7368	1.814419	0.8529635	6.457301
486	-3427.004	-3588.959	161.9545	1.960584	0.8328949	6.281338
492	-3430.789	-3592.871	162.0828	1.884528	0.8242202	6.251892
498	-3434.823	-3595.633	160.8097	2.006698	0.8530677	6.868751
504	-3434.18	-3596.161	161.9812	2.129753	0.899798	6.153254
510	-3421.946	-3583.835	161.8895	1.681866	0.8956481	6.415411
516	-3430.881	-3593.184	162.3026	1.681866	0.8568164	6.212185
522	-3433.927	-3595.634	161.7067	1.769563	0.8402194	6.501956
528	-3436.244	-3597.912	161.6685	1.828499	0.8808849	6.472434
534	-3439.659	-3601.043	161.3833	1.784422	0.8383879	6.670818
540	-3435.25	-3597.4	162.1503	1.712577	0.9071204	6.252594
546	-3433.884	-3595.621	161.7372	1.712577	0.8765464	6.493348
552	-3426.563	-3588.803	162.2399	1.807998	0.8765464	6.174377
558	-3434.323	-3596.637	162.3134	1.76864	0.8378531	6.174377
564	-3427.063	-3588.913	161.8497	1.92163	0.8836525	6.328779
570	-3439.897	-3601.743	161.8452	1.960106	0.8836525	6.31337
576	-3433.059	-3595.986	162.9275	1.960106	0.9286174	5.698497
582	-3434.427	-3597.222	162.7956	1.749474	0.9422595	5.863794
588	-3428.926	-3590.798	161.872	2.14281	0.8749544	6.220366
594	-3429.902	-3590.843	160.941	2.14281	0.8858999	6.718927
600	-3434.994	-3595.795	160.8012	2.133024	0.9014143	6.790406
606	-3434.087	-3596.167	162.0797	1.81839	0.8703203	6.259905
612	-3434.417	-3596.059	161.6423	1.784033	0.8817482	6.507392
618	-3435.759	-3597.626	161.8665	1.965071	0.8516552	6.316868
624	-3435.033	-3596.87	161.8364	1.705375	0.8612404	6.451363
630	-3430.803	-3592.586	161.7832	1.582411	0.8690153	6.536616
636	-3425.485	-3587.916	162.4315	2.153158	0.9732733	5.857078
642	-3428.217	-3591.004	162.787	1.717014	0.9921808	5.857078
648	-3424.196	-3585.936	161.7405	1.73902	0.9248887	6.452529
654	-3428.883	-3590.754	161.871	1.885189	0.8960448	6.327574
