Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1660.976	-1826.793	165.8178	3.120071	0.6724394	0.1509246	2.287015	1.059469	2.603565	0.8059807
6	-1665.727	-1829.052	163.3252	3.947923	0.852382	0.2802588	1.97233	1.059469	4.585318	0.7864611
12	-1656.576	-1820.442	163.8662	4.691277	0.913187	0.3590768	1.629589	0.8678239	4.025403	0.7715981
18	-1663.892	-1827.796	163.9035	3.859374	0.7541512	0.315122	2.414895	0.6934103	4.081504	0.7369273
24	-1651.504	-1814.742	163.2379	4.867971	1.06874	0.7652455	3.7473	1.032236	0.7040877	1.660231
30	-1656.358	-1819.607	163.2491	5.314535	1.06874	0.5428187	3.393424	1.596846	0.5026022	1.639755
36	-1652.902	-1815.632	162.7304	5.073534	0.971116	1.974013	3.569297	0.4088972	1.047594	1.473995
42	-1653.669	-1818.527	164.858	3.912069	0.6134271	1.678182	2.804911	0.2612362	0.5214242	1.909743
48	-1661.682	-1827.648	165.9662	4.108859	1.505063	1.147749	2.019453	0.289392	0.3485461	1.440509
54	-1657.24	-1823.996	166.7562	4.621183	1.035345	0.4746097	1.687988	0.4429148	0.2638068	1.679948
60	-1663.218	-1831.327	168.1093	3.832259	1.084149	0.3178396	0.7689131	0.1355298	1.036873	1.432537
66	-1659.467	-1827.075	167.6077	4.559409	0.691886	0.7090511	0.442001	0.07176888	1.628014	1.338577
72	-1658.429	-1826.236	167.8076	3.572875	0.691886	0.4705226	0.2106639	0.7800932	2.060339	1.094699
78	-1661.371	-1829.156	167.7849	4.477873	0.691886	0.5063936	0.2158878	0.2229396	2.060339	1.094699
84	-1646.378	-1813.521	167.1432	4.884835	0.9094545	0.568023	0.3623524	0.5356314	2.060339	0.7398822
90	-1651.505	-1818.22	166.7142	3.710635	1.037093	0.5677224	0.4257344	0.7036972	2.7884	0.7628754
96	-1653.953	-1819.979	166.0267	3.512307	1.037093	0.6141956	0.2790077	1.229257	3.141478	0.8102876
102	-1651.737	-1817.748	166.011	4.446435	0.8428465	0.6141956	0.2396497	1.000557	3.141478	0.6863947
108	-1657.585	-1824.378	166.7927	3.361368	1.178332	0.4338432	0.5310983	0.8582276	2.729877	0.6543174
114	-1642.179	-1809.096	166.9172	4.129339	0.7172414	0.6057865	0.7922495	0.4613936	2.373877	0.9082722
120	-1640.503	-1807.824	167.3214	3.72724	0.6472846	0.6060749	0.4181553	0.514071	2.674703	0.8236359
126	-1644.57	-1811.905	167.3349	4.697175	0.7564198	0.2950295	0.5276041	0.2971262	2.447001	0.771614
132	-1659.53	-1826.387	166.8566	3.921661	0.7564198	0.4041551	0.6611665	0.843029	2.447001	0.9331903
138	-1656.629	-1822.42	165.791	3.921661	0.9233325	1.134942	0.3991497	0.5989167	3.063549	0.9929966
144	-1659.253	-1823.335	164.0818	6.277473	1.242228	0.8806198	0.5120977	0.6318537	3.53809	0.7582232
150	-1647.636	-1812.952	165.3161	4.424984	0.7951106	0.8806198	0.3603844	0.4832568	3.982145	0.7582232
156	-1645.794	-1810.804	165.0106	4.424984	0.7959461	0.4669409	1.07388	0.4880982	3.982145	0.7582232
162	-1647.7	-1812.982	165.2822	4.865584	0.7727907	0.1409176	0.6176542	0.7996492	3.982145	0.730298
168	-1645.014	-1809.038	164.0235	4.96023	0.7323076	1.381222	0.2522457	0.7996492	4.155357	0.9757499
174	-1654.807	-1818.111	163.3049	5.509732	0.8183274	1.359273	0.60394	0.7996492	3.636389	1.442801
180	-1658.514	-1824.709	166.1947	5.741246	0.7436415	0.3832859	0.6504081	0.1670238	2.484483	1.273876
186	-1645.126	-1812	166.8748	5.881891	0.9137948	0.3260459	0.4326881	0.2727453	1.708119	1.297228
192	-1655.539	-1824.012	168.4728	3.626303	0.6749085	0.7541123	0.3365041	0.2443381	1.708119	0.8886381
198	-1651.075	-1816.805	165.7294	5.312802	0.7473049	0.7541123	0.6366152	0.2746809	3.091597	0.900293
204	-1657.821	-1824.89	167.0685	3.563941	0.552678	0.4418818	0.8994111	2.521139	0.09487955	1.464307
210	-1656.36	-1822.261	165.9009	5.054264	0.415111	0.4418818	0.3339626	2.521139	0.7743962	1.71029
216	-1639.616	-1806.293	166.6771	3.795945	0.6434623	0.4064279	0.5947278	2.521139	0.3451241	1.645201
222	-1647.656	-1812.686	165.0303	3.115479	1.183927	0.8483347	1.020443	2.600269	0.9462312	1.645201
228	-1650.623	-1815.277	164.6541	4.08862	0.8301031	0.5448339	1.020179	2.697763	1.278333	1.635521
234	-1652.667	-1819.682	167.0146	4.08862	0.7910415	0.556223	1.626044	0.7551602	0.3993858	1.550128
240	-1638.587	-1804.307	165.7192	5.121159	0.8424526	0.6976194	2.695625	0.4451205	0.3993123	1.379615
246	-1654.58	-1821.811	167.2316	5.121159	0.8650794	0.6817625	1.262879	0.1011241	0.4570406	1.531867
252	-1646.81	-1809.974	163.1638	4.391458	0.9880491	3.452442	1.444543	1.082765	0.2871713	1.935717
258	-1648.724	-1811.728	163.0031	5.318976	0.7789622	4.018497	1.043072	0.9583881	0.360382	1.773338
264	-1641.625	-1806.465	164.8399	3.975428	0.6199213	2.968206	1.000569	0.8604262	0.2476601	2.018668
270	-1639.048	-1804.498	165.4501	2.903649	0.7487664	2.968206	0.8183173	0.8577656	0.5697068	1.899317
276	-1646.899	-1811.967	165.0677	3.271046	0.5374114	3.284684	0.3759208	0.6102096	0.6897242	2.289761
282	-1649.454	-1816.41	166.9563	4.917228	0.4856569	1.907011	0.3862836	0.3895341	0.3513223	1.698234
288	-1644.9	-1810.419	165.5184	4.302902	0.6351345	2.466498	0.7214525	0.5200947	0.6645903	1.89708
294	-1661.586	-1826.924	165.3376	4.52129	0.5753567	2.466498	0.9931101	0.3147963	0.3743015	2.124495
300	-1646.268	-1811.241	164.973	4.52129	0.5300745	2.82215	0.9931101	0.2604706	0.3049005	2.239874
306	-1645.51	-1811.156	165.6463	5.430657	0.8383746	1.843213	0.3125447	0.8874069	0.3049005	1.960486
312	-1652.378	-1817.958	165.5796	5.035924	0.7046131	1.928586	0.2863047	1.086883	0.4206642	1.978198
318	-1657.699	-1823.105	165.4056	5.035924	1.011555	1.928586	0.4501227	0.3581489	0.4206642	2.260976
324	-1661.277	-1826.109	164.8322	4.371263	0.9234092	0.4276012	1.026405	0.6339744	3.232281	1.477965
330	-1655.748	-1823.698	167.9504	3.766505	0.8045776	0.1029245	0.7655938	1.8805	0.3903029	1.099643
336	-1647.109	-1816.223	169.1135	5.317453	0.6409529	0.1275429	0.1243835	0.9935125	0.2724759	0.8525117
342	-1649.796	-1818.506	168.7102	4.399878	0.756197	0.3369223	0.07790275	1.525326	0.3968937	0.7979176
348	-1651.041	-1818.155	167.1139	6.202537	0.9650443	0.4394247	0.2391036	1.814816	0.3845134	0.7008167
354	-1656.341	-1821.743	165.4025	4.394886	0.6358987	2.486419	0.4476385	1.157773	0.2525962	1.958605
360	-1646.755	-1815.69	168.9352	3.34088	0.8031887	0.1957957	0.4385412	1.726544	0.4053013	0.715593
366	-1637.895	-1807.299	169.4043	3.34088	0.7528019	0.1920052	0.4496054	1.561634	0.1442152	0.715593
372	-1634.492	-1803.198	168.7061	4.137236	0.7616411	0.1920052	0.4496054	1.561634	0.3977963	0.588119
378	-1648.512	-1816.683	168.1706	5.337467	0.6654837	0.1962838	0.275276	1.69717	0.3977963	0.6356221
384	-1659.317	-1825.967	166.6494	8.616701	1.115947	0.4617158	0.1975942	1.234799	0.2886125	0.7431557
390	-1642.804	-1811.323	168.5184	5.385666	0.9284762	0.4617158	0.1720851	1.060789	0.096016	0.8534666
396	-1647.254	-1816.565	169.3107	4.17329	0.649111	0.413624	0.1244217	1.060789	0.04953699	1.137898
402	-1642.91	-1811.885	168.9753	4.17329	0.9694257	0.413624	0.2834863	0.9469972	0.08821816	1.075042
408	-1640.412	-1809.519	169.1069	4.643624	0.977416	0.1835926	0.2913748	0.8397754	0.08039405	1.010245
414	-1641.217	-1809.876	168.6591	4.568357	0.977416	0.2881142	0.1823754	0.8397754	0.2431291	1.302843
420	-1650.895	-1820.127	169.2325	4.025204	0.6461427	0.1028793	0.5458589	1.014053	0.1623191	1.130285
426	-1642.064	-1811.093	169.0295	4.163533	0.7702402	0.1895011	0.2931913	1.014053	0.3318204	1.12499
432	-1646.244	-1815.77	169.5255	3.210608	0.7702402	0.3094006	0.2216947	1.014053	0.3544307	1.151587
438	-1654.564	-1823.185	168.6211	4.733201	0.6604995	0.3961424	0.2153212	1.287039	0.2397334	1.02106
444	-1648.108	-1816.858	168.7496	3.937087	0.9222006	0.29761	0.3822166	1.18718	0.5998405	0.6987759
450	-1642.344	-1809.668	167.3237	6.001607	0.9222006	0.29761	0.3693406	1.88047	0.3098188	0.5743921
456	-1642.697	-1810.17	167.4728	4.847668	0.8992354	0.4584627	0.2488006	2.057909	0.5462575	0.5409048
462	-1659.922	-1822.476	162.5546	5.425292	0.9205402	4.822202	0.8769745	1.321922	0.33545	1.228703
468	-1665.287	-1829.677	164.3897	4.387084	0.6709339	4.822202	0.9782669	0.1733186	0.334331	1.238777
474	-1654.076	-1820.612	166.5366	4.25107	0.9242061	1.048966	0.6515669	1.733257	0.6460287	1.157908
480	-1648.802	-1814.914	166.1116	5.352434	0.9775792	1.716435	0.3754169	1.29075	0.4825723	1.154306
