Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-621.8749	-792.6959	170.821	1.572852	0.7474485	1.259633
6	-630.1214	-801.3024	171.181	1.152717	0.5999779	1.41212
12	-636.9895	-807.8154	170.8259	1.428261	1.227542	0.9368272
18	-629.1952	-800.4627	171.2675	1.058852	0.9392377	1.138086
24	-639.3447	-810.2809	170.9362	1.023855	0.6148462	1.677337
30	-628.7428	-800.265	171.5222	0.9653295	0.6164871	1.276054
36	-619.7619	-790.6048	170.843	1.436431	0.8437038	1.267483
42	-621.6363	-792.9442	171.3079	0.9916745	1.164357	0.9469153
48	-625.6863	-796.733	171.0468	0.9196251	0.8840127	1.47538
54	-635.2776	-806.3752	171.0976	1.172348	1.200592	0.940667
60	-629.1756	-800.5074	171.3319	0.780107	1.152304	1.137052
66	-632.0488	-803.2596	171.2108	1.04735	1.152304	1.00192
72	-622.6166	-793.8944	171.2778	1.088045	1.17011	0.8667535
78	-625.2297	-796.5537	171.324	1.088045	0.7673674	1.213122
84	-627.6664	-798.8001	171.1337	0.9933924	0.7318495	1.469022
90	-628.2359	-799.0588	170.8229	1.258012	0.9854001	1.308551
96	-636.4401	-807.7284	171.2883	1.155321	0.9677154	1.001512
102	-637.1423	-808.1272	170.9848	1.061503	1.021857	1.305325
108	-635.827	-806.7928	170.9658	0.9632326	1.32812	1.145535
114	-631.4642	-802.0062	170.542	1.588279	1.296105	1.004595
120	-636.352	-807.0193	170.6673	1.575166	1.182878	1.004595
126	-648.9279	-819.6749	170.747	1.575166	0.8399753	1.242439
132	-649.3483	-819.7745	170.4262	1.643441	1.424973	0.9389955
138	-641.4331	-812.3413	170.9081	1.674998	0.914435	0.9389955
144	-627.9262	-798.9444	171.0183	1.207054	0.9603892	1.208653
150	-622.914	-794.0177	171.1037	0.9674805	1.104804	1.21593
156	-638.2654	-808.5675	170.3021	1.861641	1.149557	1.137455
162	-635.6647	-806.6927	171.028	1.221285	1.216318	0.946654
168	-635.0172	-806.1611	171.1439	1.221285	1.100475	0.946654
174	-632.7522	-803.4864	170.7342	1.377975	1.025829	1.252897
180	-634.0789	-805.0272	170.9483	0.8662025	1.11928	1.411333
186	-624.4532	-795.9066	171.4534	0.7696661	0.8421789	1.305427
192	-639.5653	-810.7779	171.2125	1.072219	0.9045692	1.204624
198	-637.8549	-808.8642	171.0092	1.378792	0.9245609	1.10097
204	-628.77	-800.0667	171.2967	0.9194633	1.06191	1.126789
210	-629.7885	-800.8534	171.0649	1.185602	1.110506	1.050913
216	-630.8134	-800.6594	169.846	2.25955	1.36011	1.057233
222	-620.0179	-790.5498	170.5319	1.667103	1.179935	1.057233
228	-617.2882	-788.7328	171.4446	1.066561	0.8560327	1.044232
234	-626.3329	-797.3836	171.0507	1.257143	0.9156285	1.17696
240	-626.6134	-796.8428	170.2293	2.282465	1.082941	0.9318673
246	-630.9009	-800.8756	169.9747	2.216777	1.386125	0.9364637
252	-625.6218	-796.12	170.4982	1.40461	1.661634	0.8408216
258	-634.621	-804.706	170.0851	1.837976	1.547399	0.9858839
264	-638.6574	-809.7341	171.0767	1.244566	1.350979	0.6729551
270	-623.2642	-794.1257	170.8616	1.184822	1.212648	1.144618
276	-629.4924	-800.5747	171.0822	1.184822	1.049754	1.092357
282	-634.6398	-805.4019	170.7621	1.325864	1.015382	1.279875
288	-632.3726	-803.3069	170.9343	1.462612	1.215979	0.7815159
294	-620.6416	-791.2059	170.5643	1.059184	1.894628	0.8874348
300	-626.2884	-796.6892	170.4008	1.224098	1.894628	0.8874348
306	-625.3583	-795.9185	170.5601	1.489141	1.129748	1.223231
312	-631.3768	-802.5512	171.1744	0.9553522	1.129748	1.143453
318	-636.9258	-807.5735	170.6477	1.538735	1.056194	1.171415
324	-641.8871	-812.7655	170.8784	1.308258	1.259937	0.9686666
330	-636.493	-807.2546	170.7616	1.096642	1.537673	1.016399
336	-652.1296	-822.7185	170.5889	1.126174	1.954941	0.6741652
342	-635.8807	-805.2768	169.3962	2.482431	1.923851	0.7220126
348	-643.2599	-812.657	169.3972	1.873866	2.492251	0.5494717
354	-647.4802	-816.5131	169.0329	2.314644	2.492251	0.5371528
360	-628.3134	-797.6734	169.36	2.320394	2.097447	0.7038238
366	-621.8821	-791.7348	169.8527	2.320394	1.484617	0.869675
372	-629.863	-801.1517	171.2888	0.8822719	1.484617	0.6994461
378	-638.1366	-808.2054	170.0688	1.802536	1.756458	0.8015268
384	-644.7093	-815.3034	170.5942	1.311167	1.729201	0.7403704
390	-642.8524	-814.2558	171.4035	1.089066	1.067058	0.838134
396	-624.9281	-794.6221	169.6939	2.466627	1.520307	0.8798278
402	-637.2881	-806.9282	169.6402	2.610491	1.230525	1.115555
408	-616.1668	-787.0355	170.8687	1.360543	1.202266	0.9859496
414	-631.5435	-802.5365	170.993	1.283605	0.9342117	1.188457
420	-619.6453	-790.6591	171.0139	1.247328	1.190192	0.9621206
426	-632.3035	-803.1096	170.8061	1.30612	1.185823	1.111893
432	-630.4272	-801.1684	170.7412	1.292512	1.030218	1.311203
438	-631.3492	-802.264	170.9147	1.327939	0.8716677	1.270921
444	-636.9256	-807.5138	170.5882	1.73459	0.8126964	1.276582
450	-637.9236	-808.6365	170.713	1.560031	1.123552	1.031757
456	-649.9606	-820.0541	170.0935	1.919672	1.412018	1.041177
462	-635.702	-806.5713	170.8693	1.210387	1.159147	1.162788
468	-626.9006	-797.6915	170.7909	1.478358	1.159147	0.9949428
474	-620.4238	-791.8155	171.3917	0.969322	0.9972213	1.05274
480	-630.7926	-802.0677	171.2751	0.9809043	0.9903979	1.155073
486	-638.0493	-809.3079	171.2586	0.9186772	0.9903979	1.222885
492	-640.0307	-810.2733	170.2427	1.891303	1.294181	1.034574
498	-634.0495	-805.1079	171.0584	1.402621	0.9421901	1.01608
504	-637.4356	-808.6714	171.2358	0.9969778	1.141568	1.037307
510	-634.6814	-805.7242	171.0428	1.000993	1.366281	1.002237
516	-630.7835	-801.9266	171.1431	1.098238	1.03899	1.124939
522	-637.4408	-807.8537	170.4129	2.162097	1.039423	0.8844062
528	-627.3856	-798.1797	170.7942	1.251052	1.462412	0.9014881
534	-632.0451	-802.7959	170.7508	1.55508	1.176542	0.944409
540	-636.5932	-806.872	170.2787	1.893171	1.352356	0.9372527
546	-637.3927	-808.6679	171.2752	0.9730605	1.150054	1.013896
552	-634.9253	-805.9389	171.0136	1.181519	0.9223476	1.265644
558	-633.0899	-803.7762	170.6863	1.569503	0.9751901	1.183472
564	-624.3969	-795.5247	171.1278	0.8998728	1.335712	1.047665
570	-647.9115	-818.0503	170.1388	2.189995	1.335712	0.8304366
576	-638.9691	-809.6328	170.6637	1.697714	0.9465463	1.125432
582	-642.7285	-813.9606	171.2321	0.9414214	1.31079	0.9250726
588	-645.1801	-816.0191	170.8391	1.336501	1.361701	0.8702222
594	-650.0258	-819.7693	169.7435	2.357275	1.564263	0.8702222
600	-657.7641	-827.9344	170.1703	1.900807	1.582213	0.7838868
606	-653.1039	-823.8061	170.7022	1.001275	1.582213	1.119952
612	-640.1208	-810.8861	170.7653	1.333061	1.463215	0.8408115
618	-635.2385	-805.7276	170.4891	1.428689	1.55665	0.9446474
624	-641.5175	-811.0441	169.5266	2.017454	2.164097	0.7281206
630	-627.7236	-798.7925	171.0688	0.8504726	1.575374	0.9129576
636	-630.899	-801.3869	170.4879	1.687082	1.433621	0.810483
642	-628.9798	-799.5085	170.5287	1.535458	1.281564	1.078382
648	-640.8997	-811.9314	171.0318	0.9254355	1.596971	0.8445985
654	-632.7558	-802.6346	169.8787	2.015254	1.797764	0.7528229
660	-628.7058	-799.4704	170.7646	1.266578	1.407981	0.9752572
666	-629.8068	-800.922	171.1152	1.067295	1.333665	0.889616
672	-637.2402	-807.9423	170.7021	1.326924	1.357361	1.029575
678	-643.0297	-813.4143	170.3846	1.208512	2.016575	0.7734753
684	-638.2651	-808.5713	170.3062	1.455688	1.858443	0.7704762
690	-638.6566	-809.7253	171.0686	0.8122334	1.663829	0.8544953
696	-644.0019	-814.9925	170.9906	0.8122334	1.448014	1.149822
702	-646.2093	-817.313	171.1037	0.8170203	1.638321	0.8370897
708	-633.611	-804.9198	171.3088	0.9827058	1.193417	0.9243681
714	-643.9266	-815.5663	171.6397	0.8091776	1.128454	0.813572
720	-628.1758	-798.8359	170.66	1.416364	1.126888	1.199192
726	-628.2156	-799.2427	171.0271	1.320154	0.7778059	1.26186
732	-626.1322	-797.1562	171.024	0.9442661	1.002352	1.382954
738	-621.1397	-791.9972	170.8575	1.191688	1.3907	0.9730312
744	-634.8469	-806.1213	171.2744	0.6048742	1.636079	0.8687793
750	-630.7105	-802.0603	171.3498	0.4901084	1.767037	0.6959544
756	-631.21	-801.126	169.9159	2.138449	1.604811	0.825351
762	-630.5944	-801.52	170.9256	1.495079	1.035348	0.9678354
768	-631.4012	-802.3589	170.9576	0.848282	1.233531	1.327893
774	-625.6161	-796.5836	170.9675	1.280417	1.070071	1.092944
780	-628.3061	-799.172	170.8659	0.9966897	1.561206	0.988444
786	-621.2903	-791.6953	170.4049	2.001406	1.057867	1.014869
792	-619.4724	-790.4888	171.0164	1.008019	1.13772	1.227671
798	-629.2637	-800.2332	170.9695	1.008019	1.549796	0.8767496
804	-625.1498	-796.1912	171.0414	0.936317	1.150456	1.256066
810	-636.0742	-806.4431	170.3689	1.98735	0.8340318	1.258201
816	-635.5355	-806.425	170.8895	1.079433	1.104856	1.300824
822	-638.9785	-808.9068	169.9283	2.34563	1.500985	0.7176407
828	-636.5911	-807.9538	171.3627	0.9078116	0.9399529	1.186284
834	-635.7148	-807.1886	171.4738	0.8104103	0.7582459	1.324874
840	-636.9441	-807.5797	170.6357	1.924914	0.908074	0.9992707
846	-628.5465	-799.5686	171.0222	1.142551	1.191152	1.055396
852	-630.4543	-801.9099	171.4556	0.8538108	0.9142146	1.174442
858	-636.6772	-807.686	171.0088	0.8586323	1.075992	1.403787
864	-638.6898	-809.8291	171.1393	0.8586323	0.8075987	1.50878
870	-642.8714	-813.0686	170.1972	1.640583	1.587082	1.010422
876	-637.3905	-807.982	170.5915	1.780234	1.144725	0.9304731
882	-626.8691	-798.2824	171.4132	1.028361	0.9856905	0.9849588
888	-622.9314	-794.1083	171.1768	1.069327	1.18118	0.9849588
894	-624.4983	-795.2788	170.7806	1.22199	1.4898	0.9178443
900	-624.2466	-795.1339	170.8873	1.537356	1.039997	0.9617742
906	-632.9225	-803.845	170.9225	1.307992	1.19619	0.9890799
912	-623.8375	-795.0921	171.2546	1.019671	1.086793	1.050105
918	-629.9947	-801.0784	171.0837	1.067664	1.086793	1.16229
924	-642.3761	-813.6646	171.2886	0.9163892	1.17657	1.030273
930	-640.233	-811.0828	170.8498	1.139082	1.17657	1.225201
936	-642.5311	-813.2301	170.699	1.547853	1.17657	1.004464
942	-636.5026	-807.2815	170.7789	1.180346	1.282256	1.160069
948	-639.8032	-810.4599	170.6567	1.347111	1.467715	0.9439288
954	-643.3145	-814.3244	171.0099	1.021438	1.203079	1.165563
960	-633.1164	-804.2139	171.0974	0.924059	0.8663455	1.446949
966	-644.9472	-816.3909	171.4437	0.8443487	0.8585796	1.240055
972	-642.2964	-813.1312	170.8348	1.294877	1.005783	1.252608
978	-647.0209	-817.6192	170.5982	1.629264	1.093737	1.107691
984	-645.983	-815.8294	169.8463	2.325183	1.325531	1.039923
990	-637.9738	-808.7015	170.7277	1.064393	1.752979	0.8557866
996	-625.6789	-796.2451	170.5662	1.43759	1.589728	0.8058259
