Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-2042.449	-2205.417	162.9678	0.06445043	11.08524	1.249808	3.00946	0.8992605
6	-2040.048	-2202.859	162.8111	0.06312876	10.8214	1.096818	3.456152	0.8333523
12	-2040.96	-2203.345	162.3845	0.06322406	12.2289	1.096818	3.422063	0.8809179
18	-2045.353	-2208.068	162.7153	0.0628307	12.15567	1.155967	2.980478	0.9612913
24	-2047.47	-2210.576	163.1056	0.0628307	9.994984	0.9981158	3.458711	0.9121437
30	-2052.188	-2216.142	163.9536	0.06966947	8.980655	0.9456243	2.948653	0.9711763
36	-2054.19	-2217.843	163.6526	0.07728672	10.84522	0.9057398	2.703791	0.9261307
42	-2049.415	-2213.129	163.7147	0.06159925	9.788833	0.7973407	3.072352	0.9615264
48	-2052.676	-2216.276	163.6004	0.07093014	9.788833	0.8762547	3.072352	0.9897195
54	-2040.9	-2204.823	163.9231	0.06828312	9.788833	1.185155	2.451308	0.9830355
60	-2038.75	-2202.912	164.1628	0.07563183	9.473007	1.175489	2.320797	0.9830355
66	-2032.307	-2197.066	164.7584	0.07160251	8.124944	1.038935	2.322021	1.013039
72	-2056.902	-2222.285	165.3831	0.08223993	6.494193	1.094863	2.434989	0.8676918
78	-2040.398	-2205.603	165.2052	0.08727622	6.918678	1.026295	2.492478	0.8676918
84	-2046.595	-2210.577	163.9828	0.08134851	9.294273	1.365461	2.443709	0.9063346
90	-2050.89	-2214.318	163.4289	0.08363426	10.82852	1.361423	2.614427	0.7545728
96	-2057.131	-2221.196	164.0651	0.0969989	10.13827	1.111349	2.274848	0.9447539
102	-2048.202	-2212.245	164.0431	0.06437489	8.517683	1.25018	2.690981	1.010135
108	-2052.37	-2216.401	164.0303	0.07091202	8.813429	0.9868572	2.850822	1.010135
114	-2037.682	-2201.591	163.9096	0.0776883	9.210557	1.104945	2.846689	0.8581923
120	-2037.853	-2202.307	164.4539	0.0803469	8.791049	0.8651202	2.565821	0.9914445
126	-2038.364	-2202.966	164.6024	0.07099957	7.976877	1.28658	2.34598	0.9567647
132	-2029.254	-2194.14	164.8861	0.08247693	7.691873	1.104476	2.399758	0.8933196
138	-2035.188	-2199.492	164.304	0.08158528	9.005974	1.205144	2.375868	0.9104648
144	-2039.047	-2203.154	164.1069	0.07404511	9.523736	1.149445	2.525755	0.8272231
150	-2041.449	-2204.651	163.2015	0.06841406	12.56436	1.153025	2.394654	0.9409788
156	-2032.392	-2196.972	164.5799	0.08124032	8.351783	1.208068	2.32098	0.9266484
162	-2039.828	-2204.043	164.2149	0.08525381	8.072246	1.511977	2.641172	0.744374
168	-2044.109	-2208.52	164.4112	0.09405677	8.002663	1.211491	2.745781	0.752815
174	-2030.907	-2194.828	163.9206	0.08673883	9.922808	1.018239	2.745781	0.7595161
180	-2031.953	-2194.819	162.8662	0.08673883	11.46107	1.160321	3.191637	0.7319058
186	-2022.225	-2185.976	163.7503	0.0812015	9.277577	1.160321	3.012066	0.7404809
192	-2034.457	-2197.251	162.7942	0.07213925	11.06348	1.039886	3.495418	0.7671565
198	-2045.586	-2209.411	163.825	0.08414897	9.655105	1.09432	2.861971	0.7533133
204	-2051.999	-2215.544	163.5458	0.09514982	9.012931	1.374298	3.050633	0.7926378
210	-2045.124	-2210.129	165.0051	0.102988	7.111136	1.132321	2.5726	0.7607875
216	-2041.187	-2204.952	163.7651	0.09175559	9.537023	1.066164	2.983086	0.7522748
222	-2047.051	-2210.466	163.4152	0.09024024	10.85418	1.122996	2.886297	0.6906039
228	-2053.088	-2217.216	164.128	0.0994401	9.166554	0.9805825	2.864062	0.6906039
234	-2046.993	-2210.865	163.873	0.0907964	9.652572	1.064293	2.864062	0.712448
240	-2043.881	-2207.622	163.7406	0.083632	10.30772	1.001202	2.864062	0.6876772
246	-2043.178	-2205.887	162.7095	0.0874485	11.19573	1.30751	3.336263	0.6327577
252	-2045.77	-2208.496	162.7254	0.1011865	11.81227	1.182894	3.259337	0.590989
258	-2045.89	-2208.76	162.8697	0.1011865	11.31639	1.264933	3.193864	0.5414633
