Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-954.8655	-1118.827	163.9614	4.923575	2.807199	0.1632701	3.61155	0.6152222	0.3327033	0.8324528
6	-966.3858	-1130.245	163.8587	4.921333	2.377706	0.3527352	2.6035	0.602051	0.7073574	1.67822
12	-959.7402	-1123.188	163.4482	7.821991	3.971939	0.2324042	1.703412	0.1569141	0.2034995	1.281736
18	-959.231	-1123.885	164.6536	6.017134	2.763107	0.2303281	1.703412	0.1795093	0.8131022	1.394239
24	-954.4917	-1119.694	165.202	4.900563	2.637804	0.2058734	2.158013	0.1285834	0.5632959	1.394239
30	-957.1059	-1120.174	163.0684	5.516929	4.43502	0.1935685	2.052364	0.2276151	0.6341483	1.371334
36	-956.5618	-1119.278	162.7161	6.082192	3.141117	0.401014	2.733223	0.1341525	1.43799	1.189499
42	-956.4193	-1120.302	163.8827	8.920024	2.117406	0.5564757	1.95556	0.150554	0.1419783	1.662579
48	-957.4422	-1122.284	164.8417	5.571523	3.323497	0.5554895	1.570825	0.08203653	0.2553382	1.336021
54	-956.5375	-1117.405	160.867	8.95991	3.075447	0.8013207	3.436599	0.2810607	0.4650212	1.563997
60	-950.7187	-1114.413	163.6938	5.079891	2.317441	0.3375346	2.551845	0.09443422	0.995827	1.973464
66	-956.0987	-1118.296	162.1968	5.729967	2.062736	0.5327608	3.881252	0.1264184	1.039576	1.857012
72	-958.4366	-1119.174	160.7374	7.327357	2.718252	0.645344	4.564848	1.018194	0.4251632	1.113954
78	-964.3163	-1126.459	162.1425	7.327357	3.581048	1.157143	2.602152	0.2571217	0.5455534	0.9419768
84	-962.4056	-1123.35	160.9446	6.964047	2.873451	1.301332	4.635603	0.2335019	0.5616802	0.8089508
90	-974.3399	-1139.053	164.7129	3.120576	1.917329	1.016587	3.415365	0.5381004	0.7628287	1.054037
96	-970.0162	-1133.989	163.9726	5.600125	2.063066	0.6771605	3.415365	0.3569713	0.6769119	0.8159095
102	-950.5647	-1113.562	162.9968	5.428527	2.423008	1.040997	3.78858	0.7181646	0.2953466	0.7940221
108	-959.4877	-1123.213	163.7253	3.710976	3.412059	0.3865719	3.388252	0.8655324	0.4017307	0.8390471
114	-948.0658	-1111.302	163.2366	4.90901	3.152021	0.8784743	3.777176	0.2886204	0.295317	0.6227387
120	-948.2538	-1111.221	162.9676	7.559074	2.349514	0.7159171	3.777176	0.06398676	0.5438088	0.6189755
126	-972.0937	-1134.102	162.0081	5.678309	2.892979	0.6827012	4.443158	0.235396	1.003693	0.4874224
132	-954.074	-1118.152	164.0784	5.191273	2.892979	0.6872033	2.760818	0.4757951	0.2525567	1.051773
138	-970.5256	-1133.349	162.8236	6.845179	2.052137	1.402922	3.265017	0.2534855	0.5109942	1.116087
144	-970.6072	-1132.848	162.2405	4.048438	2.266993	1.402922	4.964459	0.6072449	0.2950522	1.049718
150	-981.6234	-1144.314	162.6906	8.407963	2.891017	0.7855901	2.770432	0.4787611	0.2918189	0.893916
156	-969.4271	-1133.939	164.512	4.339872	2.055063	0.231027	3.852638	0.5670379	0.5019034	0.9372354
162	-958.2325	-1124.84	166.6072	4.067341	1.994006	0.1115955	2.409569	0.5302278	0.2665002	0.8914463
168	-959.1223	-1125.581	166.4582	3.810612	1.887354	0.8087458	2.409569	0.3205983	0.1891578	0.8914463
174	-951.9219	-1117.449	165.5273	5.704883	2.114115	0.6241984	2.409569	0.3881821	0.1203745	0.7107793
180	-953.8527	-1119.785	165.9327	6.935915	2.255957	0.6862278	1.498515	0.1045199	0.1942661	0.6243438
186	-945.2974	-1112.275	166.9776	5.896745	1.991793	0.05856876	1.594165	0.2655519	0.06747695	0.8942595
192	-958.5972	-1123.466	164.8687	2.839426	2.571358	0.5338926	3.538022	0.6722066	0.1200412	1.278838
198	-972.7101	-1133.915	161.2046	5.507227	1.77387	0.9608193	5.720314	1.197868	0.09766674	1.084219
204	-965.3586	-1127.493	162.1343	3.800995	1.480917	1.189467	5.409342	1.56702	0.2626777	0.9312045
210	-961.8224	-1124.368	162.5452	6.083954	1.337509	1.100139	4.314457	0.9854144	0.2949565	1.176595
216	-961.2879	-1124.436	163.1478	6.083954	1.228812	0.5218225	4.027428	0.9078223	0.194959	1.606959
222	-952.8802	-1115.857	162.9766	4.525326	3.079273	0.4321302	3.280155	0.5740449	0.7372677	1.409221
228	-970.501	-1131.626	161.1249	4.859282	4.754366	0.2747771	3.611347	0.2829168	0.8641106	1.398164
234	-957.7357	-1121.546	163.8106	5.24869	2.858997	0.7381788	3.276452	0.08809964	0.6286589	0.7234865
240	-959.7352	-1119.375	159.6397	11.25102	4.104374	0.3827059	4.271733	0.0281789	0.7339897	0.4844065
246	-954.1143	-1115.329	161.2148	8.153709	3.400193	0.6097112	4.155841	0.0100017	0.8140973	0.5570512
252	-950.3004	-1114.07	163.77	7.466037	3.066021	0.3527818	2.470796	0.08824644	0.6831915	0.6728779
258	-952.612	-1115.858	163.2461	6.914159	3.087177	0.4120296	2.552788	0.3227803	0.5617922	1.200706
264	-964.2734	-1124.871	160.5977	6.572793	3.709539	0.9599232	3.865303	0.5762439	0.1794917	1.548863
270	-967.4203	-1125.431	158.011	4.287828	3.709539	1.616779	5.284083	1.758766	0.5983325	1.585543
276	-962.1852	-1121.18	158.9952	6.886355	2.21408	1.078603	4.161532	1.706303	0.5510428	2.261004
282	-955.7732	-1115.254	159.4807	4.247989	2.274388	1.202738	6.40637	1.25031	0.08025096	1.803205
288	-958.6238	-1115.522	156.8985	6.495786	2.688042	2.607979	6.572532	0.9973711	0.3827303	1.377832
294	-961.2882	-1118.786	157.4982	7.433287	2.125688	2.574249	5.72189	0.6837776	0.4611114	1.874927
300	-966.2822	-1125.686	159.4034	5.828782	1.954927	1.483005	5.72189	0.5382557	0.4611114	2.012067
306	-957.443	-1119.812	162.3688	4.117709	2.081021	1.294494	3.574999	0.8748411	0.4158078	1.912969
312	-956.5166	-1119.8	163.2834	3.716164	1.560905	0.7247721	3.920748	1.015124	0.3134375	1.936073
318	-957.1896	-1120.823	163.6338	3.716164	2.25843	0.7824407	3.336585	0.378674	0.2443014	2.058863
324	-960.7757	-1125.016	164.2399	3.131678	1.52922	0.337796	3.232791	0.5817029	0.7631058	2.273962
330	-937.9947	-1102.786	164.7914	5.539405	1.894534	0.1224439	2.395094	0.2152563	0.6759522	1.744282
336	-946.7919	-1114.104	167.3121	4.690049	1.926836	0.1906171	1.132786	0.116694	0.2394313	1.463378
342	-951.3321	-1118.951	167.619	3.625159	2.281415	0.2531153	1.085664	0.2376223	0.2232004	1.339648
348	-949.9803	-1116.916	166.9359	3.249068	2.24558	0.2609805	2.006117	0.5591774	0.1866606	1.129347
354	-956.2243	-1122.081	165.8569	7.222862	2.330445	0.2767496	1.15987	0.272576	0.06393705	1.278771
360	-956.505	-1124.341	167.8355	5.427826	1.383722	0.09202532	0.875634	0.2089785	0.3014177	1.337841
366	-954.187	-1122.261	168.0739	4.295807	1.4398	0.09202532	1.105691	0.2962935	0.2078857	1.403856
372	-961.3109	-1129.646	168.3351	3.649006	1.904689	0.01896742	1.481864	0.1659477	0.3263018	0.820686
378	-961.0694	-1129.088	168.0185	3.69244	1.700509	0.3244866	1.160935	0.1786577	0.2805508	1.334913
384	-954.0033	-1121.445	167.4421	4.542444	2.022781	0.4430648	1.160935	0.1361622	0.123929	1.198906
390	-958.8133	-1126.783	167.9693	4.230558	1.652672	0.4430648	1.110046	0.1109256	0.1087132	1.291233
396	-960.1661	-1125.653	165.4867	4.846138	1.683013	0.8844587	2.006158	0.2839031	0.1144834	1.737006
402	-954.9853	-1118.293	163.3079	4.846138	2.72997	0.8844587	3.333427	0.391661	0.2004867	1.453221
408	-966.3443	-1129.55	163.2062	5.159713	1.879478	0.5337629	3.893649	0.6744733	0.4515054	1.487538
414	-966.4236	-1131.199	164.7758	5.398904	3.015359	0.3576665	0.5511538	0.2421247	2.231688	0.9190476
420	-960.6239	-1125.524	164.9001	6.548094	2.618338	0.09739635	0.6827702	0.18423	2.231688	0.8280443
426	-964.4909	-1129.231	164.7405	6.548094	2.315354	0.3232839	0.5319147	0.4333831	2.30867	0.9008716
432	-957.4901	-1122.148	164.6579	6.603083	2.315354	0.5689024	0.39039	0.209379	2.461262	0.9294134
438	-958.795	-1125.07	166.2748	5.428087	2.10458	0.4562947	0.292965	0.05474375	1.967341	0.9284085
444	-952.5281	-1117.897	165.369	5.57445	2.959706	0.5056161	0.4632365	0.03455286	1.967341	0.5987446
450	-944.9291	-1109.241	164.3124	6.314507	4.014001	0.2627923	0.3516967	0.05864689	1.967341	0.4609026
456	-958.5148	-1123.096	164.5817	5.401876	4.014001	0.3218508	0.405535	0.09408441	1.972078	0.4253896
462	-969.5093	-1130.223	160.7139	4.654586	2.023554	1.519656	0.5028983	6.326568	0.4451497	0.9507634
468	-971.9283	-1133.049	161.1204	3.48703	1.783335	1.519656	0.4689857	6.779781	0.4179262	1.081736
474	-963.6951	-1122.544	158.8486	4.784183	2.781314	0.4505565	1.419492	6.779781	1.152808	0.9809188
480	-959.0829	-1121.06	161.9766	8.612829	2.428463	0.2078349	0.8369135	0.6484844	3.560413	1.071423
486	-963.6881	-1125.478	161.7901	5.844743	2.428463	0.6473801	0.8244775	0.3756361	4.497177	1.282954
492	-963.0134	-1125.283	162.2695	5.209179	3.835385	0.7400618	0.3738277	0.3440642	3.345245	1.255676
498	-961.2915	-1124.476	163.1849	6.273139	2.592139	0.4177401	0.3776085	0.5770176	3.110978	1.367051
504	-957.5773	-1121.489	163.9121	6.273139	2.801466	0.2303107	0.5233212	0.07649604	2.227979	1.728836
510	-965.9683	-1125.196	159.2279	5.86796	3.172345	1.348927	4.752406	0.5448583	0.4396494	2.05049
516	-963.98	-1125.246	161.2656	5.86796	4.256475	0.3197254	2.888306	0.8737671	0.7671607	1.426648
522	-959.0934	-1117.695	158.6012	11.8382	4.727538	0.3463335	3.785927	0.1788106	0.8126782	1.207577
528	-943.4761	-1105.856	162.3804	7.215459	3.318506	0.1637004	3.118711	0.2130544	0.8126782	1.242684
534	-946.1218	-1110.107	163.9855	8.176352	2.828177	0.1467409	1.547066	0.487703	0.2186084	1.564538
540	-948.1278	-1112.174	164.0463	7.71887	2.959391	0.4843072	1.785017	0.3385266	0.1742328	1.256267
546	-955.4766	-1119.188	163.7111	7.276266	2.959391	0.4639347	2.249905	0.2419418	0.3395061	1.256267
552	-957.5999	-1118.616	161.0157	8.423678	3.12428	0.9907656	3.551013	0.4672216	0.4581177	1.180729
558	-962.7414	-1119.966	157.2244	6.88953	3.115509	1.900473	6.110268	0.7000488	0.4581177	1.723611
564	-956.5488	-1121.401	164.8524	4.899122	3.460637	0.1219438	0.3935863	0.1223192	1.916146	1.416992
570	-954.4772	-1119.982	165.5048	6.719277	2.157758	0.3362121	0.4495171	0.1046892	1.629241	1.271166
576	-954.8369	-1119.113	164.2764	6.521033	2.806182	0.154887	0.2667274	0.6478039	2.322234	1.092937
582	-974.4066	-1136.926	162.5194	8.309212	2.806182	0.5721804	0.4320528	0.9368839	2.322234	1.232698
588	-956.543	-1121.546	165.003	5.239716	2.393366	0.111062	0.4978858	0.3314987	1.041829	2.319478
594	-962.6407	-1127.512	164.8708	5.239716	2.162092	0.07164571	0.3794772	0.1294388	1.765136	2.319478
600	-949.0312	-1110.709	161.6774	5.633359	2.138206	0.6183802	4.304758	0.1908383	0.9137662	1.886213
606	-954.0831	-1114.007	159.9235	7.784292	2.370878	1.184786	4.853588	0.6306836	0.8558002	1.208108
612	-954.4726	-1114.708	160.2358	5.013565	2.282557	1.80078	5.246598	0.6306836	0.8340488	1.23757
618	-949.66	-1108.474	158.8145	7.504533	2.578297	0.5143177	5.246598	1.938196	0.9160997	1.140464
624	-957.0011	-1117.097	160.0957	8.296633	2.578297	0.3231721	4.730766	0.8289136	1.148659	1.135881
630	-960.9115	-1119.319	158.4075	5.586985	3.127297	1.560847	5.651098	0.3584166	1.498969	1.349732
636	-957.9032	-1119.078	161.1745	5.288686	3.2343	1.345481	4.200056	0.3817524	0.5345366	1.253289
642	-956.2053	-1118.735	162.5297	6.441065	1.79221	1.353358	3.721988	0.490822	0.3620821	1.315244
648	-950.9125	-1113.385	162.4721	6.890205	1.684656	0.9421272	3.970718	0.1891935	0.8410412	1.278695
654	-951.3178	-1116.563	165.2448	3.666778	1.462572	0.5406095	3.183709	0.5739944	0.9309732	1.117616
660	-958.5721	-1124.394	165.822	3.03101	1.769145	0.4855631	2.877094	0.471554	0.9309732	1.117616
666	-946.9224	-1109.951	163.0282	8.276274	2.824799	0.3391961	2.410343	0.6792363	0.4632731	1.10711
672	-958.8806	-1123.709	164.8287	5.632595	2.315014	0.1224312	1.922092	0.6233832	0.4694759	1.578487
678	-954.1114	-1118.819	164.7075	5.632595	3.308334	0.6040693	1.922092	0.2697996	0.220408	0.9479094
684	-960.4521	-1124.773	164.3207	5.632595	3.275096	0.1688492	2.471187	0.4043469	0.5674811	0.7286648
690	-955.6875	-1117.704	162.0163	6.229831	3.626759	0.7369933	3.643591	0.137427	0.6419703	0.8921472
696	-954.2318	-1116.089	161.8577	5.228223	3.159437	1.042829	4.12832	0.5661164	0.2811569	1.137823
702	-972.6182	-1134.823	162.2049	4.614289	2.844028	0.508115	3.835884	1.362704	0.7470079	1.003126
708	-963.5405	-1129.107	165.566	4.247356	1.876536	0.4812786	2.509697	0.7939618	0.2653591	1.201211
714	-949.7643	-1114.822	165.0572	4.247356	2.116407	0.2488264	3.457167	0.4343421	0.5767489	0.7973928
720	-958.0124	-1121.737	163.7246	7.276014	2.494976	0.7579435	2.724031	0.2504199	0.4770869	0.7973928
726	-948.9746	-1114.567	165.5928	4.176247	2.494976	0.2613845	2.598586	0.6801744	0.4317342	0.5126934
732	-944.7331	-1109.959	165.2262	4.602576	2.385228	0.3133156	2.598586	0.8540174	0.4317342	0.5741657
738	-945.6939	-1111.499	165.8055	4.869333	2.622612	0.2754305	2.029699	0.3933904	0.5428609	0.5550567
744	-951.9273	-1117.12	165.1931	4.126789	2.965218	0.2831916	2.463579	0.3143887	0.864953	0.4547228
750	-951.1332	-1116.845	165.712	5.056401	2.803678	0.4593821	2.074462	0.2327165	0.2805055	0.5894341
756	-944.4412	-1109.266	164.8247	5.372234	3.264117	0.5509418	2.259305	0.1764965	0.2927036	0.6716551
762	-954.2268	-1118.848	164.621	5.070546	2.200284	0.09419052	3.825194	0.5346117	0.2478218	0.6686339
768	-946.9514	-1112.365	165.4135	5.238195	2.116704	0.5770168	2.623379	0.3030697	0.2971988	0.8297386
774	-959.1354	-1125.437	166.3019	5.238195	1.40471	0.7100832	2.400521	0.2590318	0.2546764	0.8297386
780	-957.8907	-1124.126	166.2355	4.355747	1.772061	0.3695718	2.759209	0.4545416	0.3481253	0.6002536
786	-958.1291	-1123.514	165.3847	5.067577	1.943211	0.3695718	3.117359	0.232331	0.524066	0.4990189
792	-960.0776	-1123.7	163.6219	6.278545	2.506933	1.045662	3.008199	0.2615056	0.524066	0.6008566
798	-946.1208	-1109.218	163.0973	8.443898	2.441395	0.131427	2.84589	0.5081323	0.9764248	0.7597341
804	-950.4268	-1114.476	164.049	5.565358	2.374128	0.1693997	3.290032	0.413669	0.9764248	0.6722306
810	-952.6169	-1115.254	162.6367	8.02442	2.599693	0.2909423	3.290032	0.4529119	0.9152471	0.7187521
816	-959.2087	-1122.228	163.019	5.724221	2.587562	0.5667066	3.65223	0.4569898	0.8967855	0.7025095
822	-951.3954	-1115.137	163.7418	4.63737	2.031173	0.4652478	3.65223	0.4261154	1.095592	1.078074
828	-960.7934	-1124.984	164.1901	6.232821	1.952955	0.4191995	3.449188	0.1837081	0.3712552	1.126344
834	-960.6374	-1125.829	165.1914	5.378411	2.322919	0.606391	2.63511	0.513118	0.1041323	0.6555441
840	-954.69	-1119.379	164.6894	6.160039	1.911762	0.7022871	2.848379	0.5183949	0.3296651	0.6555441
846	-966.3382	-1128.544	162.2055	7.749477	2.414352	1.102526	3.34873	0.6127736	0.5686031	0.7788771
852	-951.3808	-1115.061	163.6801	6.541346	2.656535	1.102526	2.743838	0.3293637	0.2422582	0.7788771
