Iteration	Posterior	Likelihood	Prior	acrv_sd	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	tree_length
0	-3093.22	-3259.793	166.573	0.03403638	0.0709686	0.0350021	0.00786633	0.0298797	0.00952304	0.00451073	0.00184632	0.0101135	0.0140908	0.00219925	0.0328404	0.13189	0.0364239	0.0462284	0.0964601	0.0224422	0.00640435	0.0588192	0.106957	0.119379	0.0880203	0.00214183	0.0332402	0.162821	0.0322076	0.039464	0.155606	0.00499781	0.194985	0.00240522	0.117563	0.0102549	0.0679014	0.0322314	0.0382846	0.0817663	0.0575268	0.0299241	0.00120285	0.0232728	0.078972	0.0105518	0.0742608	0.0891004	0.0368152	0.073426	0.0273645	0.0145318	0.217942	0.162232	0.00649411	0.0316401	0.00524769	0.0130521	0.017321	0.0609737	0.138484	0.0444226	0.173681	0.104253	0.0621777	0.00800924	0.188295	0.000567714	0.0267547	0.0640076	0.0124499	0.029306	0.086615	0.00932637	0.0621199	0.0927776	0.00771264	0.0338408	0.0563432	0.0405783	0.0140697	0.0229704	0.0700236	0.163835	0.169947	0.0179486	0.0196602	0.0513557	0.0539143	0.0103307	0.0708095	0.0435991	0.0271998	0.000363869	0.0750926	0.0007973	0.00157734	0.135962	0.0106861	0.00926321	0.0342876	0.0136873	0.00675064	0.00151713	0.00576271	0.00183665	0.000869957	0.000356088	0.00195052	0.00271762	0.000424155	0.00633373	0.0254368	0.00702485	0.00891579	0.0186037	0.00432828	0.00123517	0.0113441	0.0206282	0.0230239	0.0169759	0.000413082	0.00641084	0.0314022	0.00621169	0.00761119	0.0300107	0.000963897	0.0376055	0.00046388	0.0226737	0.00197781	0.0130957	0.00621627	0.00738372	0.0157698	0.0110949	0.00577128	0.000231987	0.00448849	0.0152309	0.00203507	0.0143222	0.0171843	0.00710032	0.0141612	0.00527763	0.00280266	0.0420332	0.0312887	0.00125248	0.00610223	0.00101209	0.00251728	0.0033406	0.0117596	0.0267086	0.00856752	0.0334968	0.0201066	0.0119918	0.00154469	0.0363153	0.000109491	0.00516001	0.0123448	0.00240113	0.00565207	0.0167049	0.00179872	0.0119807	0.0178935	0.00148749	0.00652667	0.0108666	0.00782609	0.00271353	0.00443016	0.013505	0.0315978	0.0327767	0.00346164	0.00379174	0.00990466	0.0103981	0.00199241	0.0136566	0.00840869	0.00524585	7.01772e-05	0.0144826	0.00015377	0.000304213	0.0262222	0.00206096	0.00178654	0.00661285	0.961046	0.98864	1.01032	1.03933	5.185004
36	-3094.572	-3261.52	166.9479	0.00684884	0.0874947	0.0768636	0.0225275	0.0288642	0.00733786	0.00234955	0.00645894	0.00392819	0.0220582	0.00345239	0.0197552	0.0618884	0.00622713	0.0371233	0.102472	0.0235544	0.00198452	0.0938715	0.0787031	0.066509	0.0993535	0.0116249	0.0859159	0.165297	0.035492	0.0202503	0.13917	0.0206715	0.217104	0.00767213	0.0925196	0.000839722	0.0744061	0.0403926	0.023171	0.0796029	0.0366663	0.0124836	0.00262094	0.0287157	0.0302177	0.0497116	0.0460918	0.112192	0.0185503	0.0728776	0.00695366	0.00722139	0.0971508	0.152057	0.0083348	0.0222858	0.00432088	0.00579952	0.0212636	0.0913356	0.104299	0.0193037	0.141863	0.058828	0.0188651	0.00488163	0.169751	0.0360361	0.0149643	0.0817454	0.0181219	0.0302594	0.0666313	0.017399	0.085712	0.235397	0.0142711	0.03065	0.0890761	0.0292621	0.0167026	0.0218057	0.0863357	0.119318	0.134695	0.0292629	0.0667141	0.0382608	0.0985602	0.0162856	0.060053	0.0459544	0.030328	0.000387749	0.0651677	0.0035124	0.00113028	0.159291	0.00956047	0.00535775	0.022445	0.0175263	0.0153967	0.00451254	0.00578186	0.00146986	0.000470643	0.0012938	0.000786865	0.00441853	0.000691556	0.00395722	0.012397	0.00124737	0.00743626	0.0205264	0.00471824	0.000397523	0.0188036	0.0157652	0.0133226	0.0199017	0.00232862	0.01721	0.0331111	0.00710948	0.00405638	0.0278774	0.00414075	0.0434886	0.00153682	0.0185328	0.000168207	0.0149045	0.00809113	0.00464144	0.0159454	0.00734471	0.00250061	0.000525006	0.00575212	0.00605298	0.00995785	0.00923275	0.0224735	0.00371585	0.0145983	0.0013929	0.00144653	0.0194605	0.0304589	0.00166956	0.00446413	0.000865525	0.00116172	0.00425936	0.0182956	0.0208923	0.00386676	0.028417	0.011784	0.00377891	0.00097785	0.0340033	0.00721848	0.00299754	0.0163746	0.00363003	0.00606133	0.0133471	0.00348523	0.0171692	0.0471529	0.00285867	0.00613958	0.017843	0.00586155	0.00334574	0.00436794	0.0172941	0.0239008	0.0269811	0.00586172	0.0133636	0.00766412	0.0197428	0.00326221	0.0120294	0.00920524	0.00607507	7.76708e-05	0.0130539	0.000703577	0.000226409	0.031908	0.00191508	0.00107322	0.004496	0.992129	0.997797	1.00216	1.00789	4.992204
72	-3094.797	-3260.829	166.0326	0.2115268	0.061823	0.0460838	0.00667939	0.00585662	0.0161793	0.00355289	0.00949845	0.00380583	0.0168623	0.0174316	0.0201581	0.115096	0.00715066	0.0317413	0.122297	0.0419792	0.00512103	0.0368137	0.091922	0.0424844	0.122145	0.0119617	0.0461101	0.148232	0.0375032	0.0320264	0.0705819	0.00616831	0.152063	0.015176	0.110416	0.0076968	0.0588419	0.0395674	0.0338874	0.0812425	0.0374215	0.0584413	0.00180605	0.0406484	0.0552687	0.0507355	0.05312	0.150071	0.0229751	0.078395	0.0247874	0.0102019	0.147222	0.210695	0.0117135	0.0222175	0.00719667	0.0121363	0.0449235	0.0725432	0.0631695	0.0525214	0.142125	0.0686991	0.100416	0.00667957	0.157008	0.0764371	0.0436697	0.0949466	0.0225746	0.112637	0.046029	0.0563545	0.0696454	0.274259	0.016584	0.016203	0.00587996	0.0392244	0.000384213	0.0101855	0.0968317	0.185223	0.127758	0.0401556	0.0714797	0.0546191	0.0577614	0.0055031	0.0371545	0.0521133	0.0251014	0.0363945	0.0800244	0.0303291	0.00577082	0.140332	0.0407914	0.00334488	0.0304248	0.0114797	0.00855713	0.00124027	0.0010875	0.00300427	0.000659723	0.00176373	0.000706691	0.0031311	0.00323681	0.00374308	0.0213718	0.00132778	0.00589394	0.0227089	0.00779497	0.000950906	0.00683581	0.0170687	0.00788878	0.0226806	0.00222113	0.00856202	0.0275247	0.00696383	0.00594687	0.0131061	0.00114537	0.028236	0.00281798	0.0205027	0.00142919	0.0109261	0.00734714	0.00629243	0.0150856	0.00694867	0.0108518	0.000335358	0.00754785	0.0102626	0.0094209	0.00986367	0.0278662	0.00426617	0.0145569	0.00460269	0.00189436	0.0273371	0.0391233	0.00217504	0.00412549	0.00133632	0.00225354	0.00834169	0.0134703	0.0117297	0.00975251	0.0263908	0.0127565	0.018646	0.00124031	0.0291543	0.0141933	0.00810887	0.0176303	0.0041918	0.0209151	0.00854696	0.0104643	0.0129322	0.0509262	0.00307943	0.00300867	0.00109183	0.00728344	7.13432e-05	0.00189131	0.0179803	0.0343933	0.023723	0.00745635	0.0132728	0.010142	0.0107255	0.00102185	0.00689909	0.00967674	0.00466098	0.00675797	0.0148595	0.00563169	0.00107156	0.0260578	0.00757442	0.000621099	0.00564947	0.766668	0.914139	1.04606	1.24727	5.385423
108	-3088.866	-3255.764	166.8981	0.0565657	0.0581301	0.0361517	0.00930481	0.0132619	0.00176074	0.0034885	0.00863263	0.00267918	0.0130117	0.0153907	0.0462213	0.0603084	0.0126941	0.0396573	0.0918294	0.0280582	0.00549562	0.0404604	0.113039	0.137302	0.0670092	0.0060014	0.0436012	0.145849	0.0153526	0.015344	0.0941879	0.0012502	0.152543	0.00328928	0.0940551	0.00430193	0.0364571	0.0362999	0.0244212	0.0705447	0.0128272	0.0197865	0.0182244	0.0643735	0.0662661	0.0264712	0.0739661	0.12518	0.0131876	0.0914243	0.0417213	0.0130808	0.207404	0.158627	0.00760128	0.0705829	0.00703328	0.00508137	0.044263	0.0421158	0.0623747	0.0175416	0.138929	0.0569612	0.0627	0.00429728	0.122031	0.0564106	0.0630192	0.0955067	0.0100185	0.0496195	0.0418693	0.00530896	0.10615	0.126408	0.0123111	0.020699	0.0257859	0.0351635	0.0212226	0.0164943	0.110389	0.212504	0.116113	0.0252751	0.0221904	0.0362081	0.118175	0.00507977	0.0660658	0.0609615	0.0425535	0.00278567	0.0504805	0.0481384	0.000502249	0.188375	0.0158014	0.00939349	0.0538568	0.011644	0.00724152	0.00186384	0.00265648	0.000352693	0.00069878	0.0017292	0.000536665	0.00260637	0.00308291	0.00925857	0.0120803	0.00254274	0.00794374	0.0183943	0.00562032	0.00110082	0.00810459	0.0226427	0.0275029	0.0134226	0.00120214	0.00873374	0.029215	0.00307528	0.00307355	0.0188667	0.000250428	0.0305558	0.000658874	0.0188401	0.000861718	0.0073027	0.00727122	0.00489179	0.0141308	0.00256941	0.00396342	0.00365052	0.0128946	0.0132737	0.00530244	0.0148161	0.0250748	0.00264161	0.0183132	0.00835718	0.00262022	0.0415451	0.0317744	0.00152261	0.0141384	0.00140883	0.00101785	0.00886629	0.0084362	0.0124942	0.00351375	0.0278288	0.0114099	0.0125594	0.000860786	0.024444	0.0112996	0.0126234	0.0191309	0.0020068	0.00993925	0.00838683	0.00106344	0.0212629	0.0253207	0.00246603	0.00414621	0.00516516	0.00704359	0.00425109	0.00330396	0.0221119	0.0425666	0.0232585	0.00506284	0.00444496	0.00725282	0.0236716	0.00101753	0.0132336	0.0122112	0.00852386	0.000557996	0.0101117	0.00964258	0.000100605	0.0377333	0.00316517	0.00188161	0.010788	0.935504	0.980567	1.01656	1.06553	4.992274
144	-3095.929	-3263.16	167.2307	0.03497395	0.0579438	0.0342762	0.0108786	0.00709169	0.0109804	0.00497387	0.0132263	0.00609128	0.00992886	0.0150995	0.0478046	0.0698615	0.00703472	0.0690129	0.0875875	0.0508794	0.0091318	0.0909075	0.0780807	0.0775603	0.0652629	0.00741058	0.0317026	0.075363	0.00491691	0.0415771	0.0900278	0.000242692	0.142103	0.0101938	0.139501	0.00315986	0.0401881	0.0355314	0.040977	0.0266474	0.0432401	0.0174944	0.0107635	0.0375229	0.068212	0.031683	0.0464265	0.0947472	0.0288093	0.0692563	0.0178267	0.0158556	0.160296	0.170911	0.0107621	0.0238896	0.00979359	0.0102391	0.0214241	0.0415517	0.0618484	0.00942271	0.0860385	0.0534618	0.0363108	0.00645833	0.187365	0.0634443	0.0339679	0.10183	0.0354816	0.061978	0.0112305	0.0222177	0.080243	0.262306	0.0179173	0.0130614	0.00302851	0.0351687	0.0236847	0.0328721	0.131945	0.201604	0.132197	0.00995477	0.0312688	0.0554531	0.100074	0.00889623	0.0302158	0.0957091	0.0343301	0.000569921	0.101718	0.0269893	0.000641884	0.147713	0.00465154	0.00410804	0.0178308	0.0120238	0.00711263	0.0022574	0.00147159	0.00227853	0.00103212	0.00274458	0.00126399	0.00206033	0.00313328	0.00991987	0.0144969	0.00145977	0.0143208	0.0181752	0.0105579	0.00189493	0.0188641	0.0162024	0.0160945	0.0135426	0.00153776	0.00657857	0.0156385	0.0010203	0.00862762	0.0186816	5.03607e-05	0.0294877	0.00211531	0.0289476	0.000655699	0.00833939	0.00737309	0.00850309	0.00552958	0.0089727	0.00363025	0.00223351	0.00778634	0.0141546	0.0065745	0.00963391	0.0196609	0.00597818	0.0143713	0.0036992	0.00329018	0.0332629	0.0354655	0.00223323	0.0049573	0.00203226	0.00212471	0.00444569	0.00862235	0.0128341	0.0019553	0.0178538	0.0110938	0.00753482	0.00134016	0.03888	0.0131652	0.00704865	0.0211306	0.00736274	0.012861	0.00233042	0.00461038	0.0166511	0.0544308	0.003718	0.00271036	0.000628443	0.00729783	0.00491479	0.00682125	0.0273798	0.0418346	0.027432	0.0020657	0.00648856	0.011507	0.0207663	0.00184605	0.00627005	0.0198605	0.00712381	0.000118264	0.0211075	0.00560052	0.000133197	0.0306518	0.000965236	0.000852455	0.00370004	0.959979	0.988313	1.01059	1.04042	4.81907
180	-3097.765	-3265.114	167.3482	0.05681631	0.104853	0.034911	0.0153763	0.00427439	0.00090422	0.00518426	0.0102098	0.00704121	0.0156689	0.0101821	0.00152386	0.0897784	0.00827227	0.0345498	0.0618966	0.0333748	0.00131853	0.101454	0.0955027	0.10358	0.0872912	0.00452763	0.0497826	0.128663	0.0105019	0.0257595	0.0735188	0.000505158	0.159066	0.0158326	0.0724065	0.00820335	0.0427246	0.0464801	0.0195781	0.0530423	0.0283874	0.0213909	0.0021093	0.0227059	0.0836863	0.0256945	0.0298427	0.0860408	0.0405209	0.0632096	0.00707383	0.0189621	0.130849	0.193959	0.00728574	0.0689192	0.014246	0.00647002	0.0242787	0.0315722	0.0601527	0.0382506	0.0871902	0.0526096	0.0272952	0.00809419	0.169614	0.0792732	0.0777378	0.0911496	0.00206475	0.0610388	0.0210762	0.0156837	0.107906	0.12339	0.0407005	0.00671242	0.00765852	0.0463856	0.00593743	0.00677208	0.0994422	0.155712	0.14776	0.00842309	0.00839018	0.0607456	0.14107	0.0223868	0.0791082	0.0677543	0.0162929	0.00851728	0.0976991	0.0187744	0.00392073	0.154949	0.0167683	0.010183	0.0417326	0.022115	0.00736323	0.00324308	0.00090153	0.000190713	0.00109343	0.00215339	0.00148509	0.0033048	0.00214756	0.000321403	0.0189355	0.00174474	0.00728705	0.0130549	0.00703922	0.000278098	0.0213981	0.0201429	0.0218464	0.018411	0.000954941	0.0104999	0.0271368	0.002215	0.00543305	0.0155062	0.000106545	0.0335493	0.00333933	0.0152715	0.0017302	0.00901122	0.00980331	0.0041293	0.0111874	0.0059873	0.00451164	0.00044488	0.00478899	0.0176506	0.00541932	0.00629425	0.0181472	0.00854642	0.0133318	0.00149197	0.00399937	0.0275978	0.0409086	0.00153666	0.014536	0.00300468	0.00136462	0.00512071	0.00665901	0.0126871	0.00806758	0.0183896	0.0110961	0.00575695	0.00170718	0.0357741	0.0167198	0.016396	0.0192247	0.000435485	0.0128739	0.00444527	0.00330792	0.0227589	0.0260248	0.00858432	0.00141574	0.00161529	0.00978338	0.00125229	0.00142833	0.0209738	0.0328418	0.0311647	0.00177655	0.00176961	0.0128121	0.0297536	0.0047217	0.016685	0.0142903	0.0034364	0.00179641	0.0206061	0.00395978	0.000826938	0.032681	0.00353667	0.00214773	0.008802	0.935221	0.980475	1.01663	1.06582	4.741266
216	-3096.784	-3263.522	166.7379	0.05245873	0.100855	0.0427479	0.0406195	0.0115391	0.0014052	0.0121557	0.0153679	0.0113713	0.00182425	0.00241566	0.0387633	0.074371	0.0137679	0.0004575	0.112466	0.042665	0.0101393	0.05394	0.126337	0.10792	0.135492	0.00211924	0.0331272	0.0969678	0.017432	0.026585	0.0979034	0.00649549	0.16117	0.0168468	0.185139	0.0013815	0.0575513	0.0415384	0.0442716	0.0436722	0.0156504	0.0154641	0.00146917	0.0501158	0.105643	0.0172212	0.0471759	0.106545	0.0228077	0.122844	0.00964886	0.0214705	0.095282	0.221327	0.0125324	0.127495	0.0139971	0.00866137	0.0174784	0.0789551	0.00633243	0.00340337	0.0303952	0.0539995	0.0553033	0.0341109	0.142786	0.0268515	0.0575965	0.0627928	0.00659388	0.0164036	0.0306064	0.157776	0.0359672	0.0209758	0.0168127	0.0325739	0.0166384	0.0387458	0.00979641	0.0417243	0.100578	0.00288907	0.0207716	0.154339	0.0053561	0.165683	0.0107875	0.092481	0.104913	0.0817324	0.0245058	0.00375003	0.102784	0.109647	0.00647856	0.173292	0.0432392	0.0534346	0.0280131	0.0198398	0.0084092	0.00799051	0.00226993	0.000276426	0.00239122	0.00302312	0.00223692	0.000358859	0.000475199	0.00762537	0.01463	0.00270836	8.99977e-05	0.0221239	0.00839289	0.00199457	0.0106109	0.0248525	0.0212297	0.0266534	0.000416889	0.00651666	0.0190751	0.00342915	0.0052297	0.0192592	0.00127777	0.0317048	0.00331405	0.0364198	0.000271764	0.0113213	0.00817127	0.00870894	0.00859103	0.00307868	0.00304204	0.000289009	0.0098586	0.0207817	0.00338768	0.00928026	0.0209591	0.00448665	0.0241655	0.00189809	0.00422359	0.0187435	0.0435385	0.00246532	0.0250804	0.00275345	0.00170383	0.00343829	0.0155318	0.00124569	0.000669498	0.00597924	0.0106226	0.010879	0.00671016	0.0280884	0.00528212	0.0113302	0.0123524	0.00129712	0.00322686	0.00602078	0.0310371	0.00707533	0.00412628	0.00330732	0.0064078	0.00327305	0.00762192	0.00192711	0.00820784	0.0197853	0.000568326	0.0040861	0.0303609	0.00105363	0.0325925	0.00212207	0.0181925	0.020638	0.0160781	0.00482068	0.000737691	0.0202193	0.0215693	0.00127444	0.0340894	0.00850586	0.0105115	0.00551063	0.940144	0.982071	1.01546	1.06074	5.083467
252	-3075.026	-3241.96	166.9341	0.07667937	0.0987659	0.0387364	0.0343712	0.0278055	0.00586963	0.00553353	0.000661999	0.00110917	0.00719314	0.00267694	0.0216766	0.101823	0.00229893	0.0402686	0.0668466	0.0478849	0.00113226	0.0391226	0.118663	0.0867141	0.119098	0.0120038	0.0219948	0.108893	0.0147951	0.00674761	0.120447	0.00294113	0.209754	0.0160617	0.124568	0.00268152	0.0490667	0.0409851	0.0413083	0.0496807	0.0199563	0.0141011	0.00476594	0.040664	0.0538715	0.026927	0.0291677	0.101216	0.0194371	0.0904971	0.0324515	0.0130524	0.193152	0.1251	0.0220808	0.108699	0.0251857	0.0544317	0.0322331	0.0502799	0.0404557	0.0052938	0.0213223	0.0597588	0.0374061	0.0285928	0.149313	0.0102684	0.0685892	0.139708	0.0278848	0.0357235	0.0647226	0.143243	0.0326626	0.0140339	0.0113433	0.0147456	0.00817497	0.0367779	0.00261533	0.0163502	0.125347	0.00955623	0.023203	0.164985	0.00157632	0.116322	0.021551	0.0885608	0.0839579	0.124532	0.0104199	0.00549155	0.0892879	0.121915	0.000294587	0.147255	0.0510602	0.0333841	0.0259264	0.0199082	0.00780809	0.00692819	0.00560474	0.00118314	0.00111539	0.000133439	0.000223575	0.00144992	0.00053959	0.00436934	0.0205245	0.000463394	0.00811693	0.0134742	0.00965215	0.00022823	0.00788593	0.0239189	0.0174789	0.0240066	0.00241961	0.00443349	0.0219495	0.00298225	0.00136011	0.0242785	0.000592843	0.0422801	0.00323755	0.0251092	0.000540513	0.00989035	0.00826135	0.0083265	0.0100141	0.00402258	0.00284235	0.000960668	0.00819664	0.0108589	0.00542767	0.00587931	0.0204021	0.00391794	0.0182415	0.00654124	0.00263096	0.0389336	0.0252164	0.00445081	0.0219104	0.00507667	0.0109718	0.00649721	0.0101349	0.00815463	0.00106707	0.00429793	0.0120456	0.00753994	0.00576344	0.030097	0.00206979	0.0138255	0.0281609	0.00562072	0.00720077	0.0130461	0.0288734	0.00658378	0.00282881	0.00228647	0.00297227	0.00164783	0.00741331	0.000527171	0.00329571	0.0252661	0.00192625	0.00467703	0.033256	0.000317739	0.023447	0.00434402	0.0178512	0.0169234	0.0251019	0.00210034	0.00110693	0.0179977	0.0245744	5.93797e-05	0.0296822	0.0102922	0.00672922	0.00522598	0.912883	0.972998	1.02173	1.08901	4.961065
288	-3092.443	-3258.467	166.0237	0.2530725	0.0396528	0.0736626	0.0029515	0.0129912	0.010027	0.00831312	0.0143889	8.93311e-05	0.00245977	0.0200152	0.00778644	0.133675	0.0105326	0.070355	0.0642212	0.0367883	0.00137398	0.0396655	0.180237	0.10167	0.0793082	0.0227521	0.0497539	0.123791	0.0128145	0.0175192	0.161328	0.00364615	0.153122	0.00126987	0.0808593	0.00942937	0.0548232	0.0356105	0.0351871	0.0753625	0.0288588	0.019642	0.000961383	0.0225728	0.0317257	0.0157163	0.0765336	0.103035	0.0276258	0.105665	0.0148537	0.0361286	0.195779	0.134534	0.00809393	0.0246867	0.00806958	0.0322746	0.136421	0.028192	0.075199	0.0550519	0.155868	0.0557279	0.0418547	0.0478366	0.220155	0.0767244	0.0816945	0.0729617	0.00344481	0.0285612	0.0576713	0.0147445	0.108032	0.145871	0.00224242	0.0599848	0.0353903	0.0142942	0.0462932	0.0181657	0.123952	0.1369	0.197341	0.0154394	0.0254448	0.0627322	0.0801923	0.00449692	0.0346081	0.0830337	0.0311319	0.00757248	0.00604404	0.0151266	0.00966473	0.193895	0.0478238	0.0208631	0.0546074	0.00738765	0.013724	0.000549889	0.00242037	0.00186811	0.00154881	0.00268078	1.66431e-05	0.000458276	0.003729	0.00145068	0.0249047	0.00196231	0.0131077	0.0119649	0.00685396	0.000255983	0.00739002	0.0335797	0.018942	0.0147758	0.00423891	0.00926958	0.0230633	0.00238744	0.00326398	0.0300567	0.000679309	0.028528	0.000236588	0.0150648	0.00175677	0.010214	0.00663454	0.00655565	0.0140407	0.00537663	0.00365947	0.000179114	0.0042055	0.00591077	0.00292808	0.0142589	0.0191963	0.00514692	0.0196863	0.00276738	0.00673106	0.0364752	0.0250648	0.00150797	0.00459934	0.00150343	0.00601304	0.0254165	0.00525241	0.0140102	0.0102566	0.0290396	0.0103826	0.00779788	0.00891237	0.0410168	0.0142944	0.0152204	0.0135934	0.000641798	0.00532119	0.0107446	0.00274702	0.0201274	0.027177	0.000417781	0.0111757	0.00659352	0.00266314	0.00862481	0.00338443	0.0230933	0.0255056	0.0367663	0.00287649	0.00474058	0.0116875	0.0149405	0.000837813	0.00644779	0.0154699	0.00580014	0.00141082	0.00112605	0.00281822	0.00180062	0.0361242	0.00890997	0.00388697	0.0101738	0.723869	0.893453	1.04982	1.29576	5.367442
324	-3091.351	-3258.137	166.7857	0.1219414	0.0908374	0.0347677	0.0113225	0.00838009	0.00514196	0.0117634	0.0203874	1.4063e-05	0.00807229	0.00277978	0.0246196	0.0709218	0.0172083	0.0363145	0.0516764	0.0159618	0.000132022	0.0885175	0.119438	0.0813831	0.104421	0.0198194	0.0498628	0.155203	0.00926047	0.0276271	0.120755	0.00842669	0.197312	0.00237943	0.112248	0.00365807	0.0549921	0.0392079	0.0592491	0.0491712	0.0245855	0.0135617	0.00121842	0.0275136	0.071901	0.0317463	0.0475075	0.115478	0.0287931	0.0820646	0.00538333	0.0178466	0.16378	0.167359	0.00242458	0.0436661	0.016351	0.0104959	0.082254	0.0417465	0.0231322	0.0265663	0.148038	0.0384189	0.0737919	0.00987262	0.144546	0.0901906	0.0601671	0.087819	0.00778838	0.0628626	0.038698	0.0208972	0.107274	0.193827	0.00732224	0.023027	0.0240702	0.0251099	0.0711062	0.00176424	0.123226	0.123056	0.144583	0.02218	0.026779	0.0446726	0.0385716	0.0187512	0.0645909	0.0720845	0.0158412	0.00528287	0.0987147	0.037028	0.0118533	0.0622085	0.0330673	0.00875178	0.0719559	0.0181009	0.00692806	0.00225619	0.00166987	0.00102462	0.00234406	0.00406254	2.80229e-06	0.00160854	0.000553917	0.00490587	0.0141324	0.00342904	0.00723627	0.0102974	0.00318066	2.63075e-05	0.0176386	0.0238	0.016217	0.0208076	0.00394936	0.00993601	0.0309268	0.0018453	0.00550517	0.0240624	0.00167916	0.0393178	0.000474142	0.0223673	0.000728932	0.0109581	0.00781283	0.0118064	0.0097982	0.00489908	0.00270239	0.000242791	0.00548255	0.0143275	0.00632598	0.00946668	0.023011	0.00573751	0.0163528	0.00107272	0.00355624	0.0326358	0.033349	0.000483139	0.00870121	0.00325821	0.00209148	0.0163905	0.00831869	0.00460948	0.00529379	0.0294992	0.00765561	0.0147043	0.00196729	0.0288033	0.017972	0.0119893	0.0174994	0.00155197	0.0125264	0.00771123	0.00416411	0.0213761	0.0386234	0.00145908	0.00458853	0.0047964	0.00500358	0.0141691	0.000351555	0.0245548	0.0245209	0.0288105	0.00441975	0.00533617	0.00890178	0.00768604	0.00373649	0.0128708	0.0143641	0.00315663	0.0010527	0.0196706	0.00737845	0.00236196	0.0123961	0.00658922	0.00174394	0.0143384	0.862681	0.954765	1.03192	1.14207	5.018395
