Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	tree_length
0	-402.1412	-571.0792	168.938	0.2475653	1.459577	1.377747	2.061378
6	-388.7843	-558.2913	169.507	0.4544228	1.35626	1.078159	1.806498
12	-391.3366	-561.1455	169.8088	0.4952906	0.8946742	1.078159	1.884378
18	-400.2459	-570.0287	169.7828	1.216931	0.8163624	1.138637	1.39436
24	-402.8687	-572.6913	169.8226	0.4278428	0.6040542	1.346966	1.922899
30	-404.7145	-573.8502	169.1357	0.3832442	1.419345	1.63829	1.681698
36	-393.6311	-562.7715	169.1405	0.4351706	1.246807	1.686981	1.725013
42	-387.3196	-555.7971	168.4775	0.1652915	1.613725	1.398078	2.307253
48	-381.3929	-550.6536	169.2607	0.1092897	1.110992	1.153153	2.307253
54	-386.1062	-554.5584	168.4522	0.3837382	1.097275	0.9316603	2.786118
60	-397.4434	-565.6716	168.2281	0.5179892	1.258552	0.5248651	2.990142
66	-396.6369	-565.5616	168.9247	0.1406107	1.083124	0.805012	2.731981
72	-390.5852	-559.3536	168.7683	0.3824882	1.083124	0.9429961	2.594428
78	-399.9522	-569.3403	169.3881	0.1825666	1.386627	1.03726	2.077687
84	-402.4831	-570.7607	168.2776	0.3356806	1.573289	1.021146	2.586106
90	-388.1617	-556.8023	168.6406	0.05558335	1.573289	1.082122	2.496529
96	-398.3732	-567.5478	169.1746	0.820491	0.8520458	1.196706	2.040514
102	-393.1333	-562.907	169.7737	0.1616155	0.8037193	1.728552	1.751922
108	-393.4636	-563.7893	170.3257	0.2666446	0.7195798	1.363871	1.600765
114	-395.0962	-564.6504	169.5542	0.04484812	1.2357	1.235274	2.024684
120	-400.5379	-570.1765	169.6385	0.07678436	1.2357	1.363335	1.860172
126	-401.0194	-569.5273	168.5078	0.4891274	0.996027	1.041963	2.681966
132	-387.0761	-555.9096	168.8334	0.4891274	0.996027	1.249859	2.348922
138	-385.8214	-555.2786	169.4571	0.333582	1.000739	1.364668	1.966148
144	-393.7466	-563.0126	169.266	0.1253264	1.574749	1.253469	1.935318
150	-408.943	-578.7092	169.7662	0.04315694	1.003614	1.491047	1.866078
156	-398.2069	-566.7983	168.5914	0.03421996	1.019376	0.8915136	2.984681
162	-401.5136	-570.4858	168.9722	0.5234247	1.216789	1.01816	2.246173
168	-398.0067	-566.9037	168.8969	0.3667769	1.765321	0.973818	2.091425
174	-402.1741	-570.7451	168.571	0.503857	1.371944	0.719122	2.604728
180	-385.5739	-554.7121	169.1383	0.2947969	0.9437591	1.167888	2.363957
186	-385.6205	-554.3798	168.7593	0.3901949	1.027772	1.027569	2.577103
192	-381.3523	-550.0907	168.7384	0.3251574	1.192423	0.6490386	2.762129
198	-390.2577	-558.8331	168.5754	0.2594095	1.939349	0.8069337	2.377464
204	-387.4293	-556.338	168.9087	0.06969504	1.323584	0.7681275	2.662799
210	-399.7999	-567.5262	167.7263	0.01238364	1.667966	0.892244	3.141875
216	-386.5638	-555.9402	169.3763	0.004124515	1.280125	0.9853749	2.30125
222	-386.3262	-555.0225	168.6963	0.1146895	1.898958	0.9853749	2.30125
228	-389.7018	-558.746	169.0442	0.3001368	1.149118	0.8390431	2.49787
234	-395.8601	-564.6916	168.8316	0.3073646	1.05217	1.069474	2.542463
240	-396.0081	-565.2378	169.2297	0.3073646	1.040266	1.318822	2.138055
246	-406.605	-575.8653	169.2603	0.224357	1.121055	1.059222	2.28757
252	-401.0165	-570.2262	169.2097	0.19647	1.001968	1.088665	2.394297
258	-393.8248	-562.3124	168.4876	0.8530119	1.501703	0.9024703	2.244162
264	-388.9881	-557.8656	168.8775	0.7554255	0.9833625	1.116109	2.244162
270	-391.6058	-560.697	169.0912	0.1872639	0.9833625	1.470536	2.244162
276	-391.6309	-561.5207	169.8898	0.1507716	1.031959	1.307219	1.814089
282	-398.7324	-567.6076	168.8752	0.1188303	1.582562	1.446242	2.066848
288	-405.4754	-574.5727	169.0973	0.569671	1.238981	1.523923	1.780537
294	-398.3632	-567.4785	169.1153	0.0982074	1.238981	1.05016	2.391739
300	-400.9523	-568.8496	167.8973	0.4312791	1.624806	0.9933691	2.749268
306	-395.1881	-563.9393	168.7512	0.06549923	1.380303	1.15154	2.491357
312	-399.5288	-568.1282	168.5995	0.4417772	1.592792	1.164195	2.213926
318	-402.9553	-569.896	166.9407	0.4706717	1.48457	1.202784	3.252159
324	-395.6736	-564.5355	168.8618	0.4706717	1.062316	0.9257051	2.505082
330	-388.9047	-557.3686	168.4639	0.6430806	1.241774	1.193932	2.366408
336	-390.4322	-559.627	169.1947	0.6430806	0.8485955	1.457952	1.973553
342	-398.5675	-568.4563	169.8887	0.195659	0.8485955	0.7495612	2.275687
348	-391.6379	-560.6752	169.0373	0.2414452	1.09589	1.254648	2.310275
354	-390.1864	-559.3455	169.1592	0.4453143	1.111717	1.074293	2.206802
360	-399.7586	-569.172	169.4134	0.07617588	1.111717	1.189199	2.206802
366	-390.8223	-560.0147	169.1924	0.5628931	1.111717	1.189199	2.032887
372	-400.4873	-569.7906	169.3033	0.4620581	1.111717	1.891423	1.536921
378	-407.6589	-576.6668	169.0079	0.2546627	1.111717	1.676319	2.036617
384	-390.8023	-559.396	168.5937	0.1856424	1.415126	0.8078437	2.706699
390	-404.1972	-572.8148	168.6177	0.08814521	1.345459	0.7176889	2.847217
396	-398.5905	-567.7969	169.2064	0.1603699	0.8269025	0.8066508	2.702535
402	-396.8459	-565.7967	168.9508	0.2396277	0.8269025	0.9830599	2.702535
408	-395.3223	-563.81	168.4876	0.1498487	1.500298	0.9830599	2.636682
414	-393.8651	-563.7813	169.9161	0.2519696	0.965891	1.07888	1.927967
420	-399.1846	-569.2733	170.0887	0.1714089	0.8905596	1.071686	1.921365
426	-408.7041	-578.3465	169.6424	0.07064457	0.8918613	1.854683	1.758457
432	-398.3977	-566.0874	167.6897	0.9814046	1.175831	0.9956725	2.800054
438	-400.3216	-570.1781	169.8566	0.1736388	0.715876	1.180132	2.114628
444	-398.6877	-568.2804	169.5928	0.09919505	1.059906	1.180132	2.114628
450	-385.6226	-554.6409	169.0183	0.07138868	1.360657	1.227612	2.282477
456	-399.0673	-567.0825	168.0152	0.3333007	0.9126884	1.015008	3.140129
462	-388.8564	-557.6213	168.7649	0.369289	0.9180196	1.01532	2.661889
468	-400.2945	-568.3589	168.0644	0.5011117	1.691071	0.8386903	2.661889
474	-399.0666	-568.5823	169.5158	0.4358487	0.743711	0.791925	2.397812
480	-392.8282	-562.6888	169.8606	0.4358487	0.6249293	1.473965	1.792582
486	-390.4178	-559.5101	169.0924	0.4556545	1.249252	1.031572	2.183093
492	-399.1788	-568.5531	169.3743	0.02911166	0.8963872	1.592264	2.14058
498	-402.5759	-571.2093	168.6334	0.01285725	2.643993	1.27706	1.822022
504	-389.1978	-559.0859	169.8881	0.003374397	0.7247885	1.191085	2.192441
510	-389.6068	-559.607	170.0002	0.00210662	1.103872	1.330214	1.774975
516	-390.8862	-560.6633	169.7771	0.02331971	0.9443287	1.038004	2.211627
522	-390.1374	-558.3728	168.2354	0.05404596	1.699393	0.8947179	2.792021
528	-390.1139	-559.4977	169.3837	0.0699678	1.369136	0.8631946	2.277507
534	-410.4977	-579.2952	168.7975	0.4029642	0.7980214	0.939776	2.740149
540	-397.7313	-566.0012	168.2699	0.5071336	0.9776074	1.216836	2.72093
546	-391.0904	-560.055	168.9645	0.1470715	1.769912	1.834011	1.602055
552	-389.3461	-558.5996	169.2535	0.2277603	1.417484	1.840822	1.563797
558	-399.3414	-569.5826	170.2412	0.03750586	1.064908	1.655392	1.36069
564	-393.8243	-563.1963	169.372	0.6789059	0.605711	1.213754	2.142709
570	-383.1531	-552.1298	168.9766	0.3351095	1.419191	1.274331	2.071618
576	-397.7111	-568.227	170.5159	0.3892534	0.5597559	1.205561	1.588037
582	-390.482	-559.8152	169.3332	0.03666139	1.119876	1.026764	2.382035
588	-389.4828	-558.6756	169.1929	0.1011446	1.419508	1.026764	2.244112
594	-403.4525	-572.3986	168.9461	0.1718703	1.483319	1.790913	1.813311
600	-388.5915	-558.3262	169.7347	0.4832997	0.520635	1.803644	1.672283
606	-394.9559	-565.1795	170.2236	0.06098134	0.6327156	2.088676	1.343735
612	-397.8288	-567.6839	169.855	0.42753	0.8645873	1.11355	1.895242
618	-405.1433	-574.5912	169.4479	0.4791952	0.9614569	0.9519248	2.174276
624	-405.7987	-575.1885	169.3898	0.4791952	1.155999	1.164883	1.943816
630	-405.3496	-574.9239	169.5743	0.3463068	0.8277279	1.098056	2.169751
636	-404.2543	-573.2099	168.9556	0.3836324	0.8995723	1.092705	2.498068
642	-402.6471	-572.1021	169.4551	0.2772017	0.8068992	1.445137	2.079236
648	-393.5181	-561.9171	168.399	0.3772646	1.874036	1.639236	1.909065
654	-394.5397	-562.2685	167.7288	0.2323091	2.116778	0.805486	2.826962
660	-388.6749	-557.9688	169.2939	0.2351683	1.171839	0.9903259	2.271006
666	-400.1702	-569.0082	168.838	0.4838804	1.521718	1.14832	2.084293
672	-391.0505	-559.3508	168.3003	0.2400352	1.521718	0.9220695	2.721582
678	-387.1637	-554.8513	167.6876	0.533903	2.071268	0.9519654	2.600677
684	-385.493	-554.2745	168.7815	0.1768895	1.518267	1.164221	2.311452
690	-391.1432	-560.2471	169.104	0.6431148	1.190293	0.7936998	2.245572
696	-389.7758	-558.3551	168.5793	0.06079241	1.190293	0.876161	2.882723
702	-389.0823	-558.5072	169.4249	0.1888818	0.8985158	0.8397821	2.485212
708	-400.6376	-569.5956	168.9581	1.305785	1.219472	0.7652433	1.904748
714	-392.4544	-562.7281	170.2737	0.01474095	1.011146	1.274577	1.677852
720	-390.1837	-559.8938	169.7102	0.3848521	1.011146	1.438178	1.699021
726	-390.1356	-559.5003	169.3647	0.04637218	1.068638	1.071016	2.360237
732	-389.4849	-559.0918	169.607	0.02688877	0.9583284	1.179593	2.218755
738	-391.9303	-560.7983	168.868	0.4876409	1.169653	1.247149	2.218755
744	-388.6098	-558.0259	169.416	0.08724363	1.104626	1.05519	2.288697
750	-386.265	-555.8598	169.5947	0.05184644	1.104626	1.066709	2.189023
756	-399.6301	-569.0931	169.4631	0.3632732	0.9685381	0.8887121	2.275462
762	-401.8164	-570.1058	168.2894	0.4898589	1.484072	0.979958	2.560283
768	-401.5028	-570.0397	168.5369	0.1384013	1.565005	0.9714989	2.583164
774	-407.6177	-576.7147	169.097	0.1329713	1.228483	0.904216	2.479685
780	-401.3542	-571.4077	170.0534	0.01531378	1.157494	0.956123	1.948886
786	-391.6571	-560.7055	169.0484	0.3041216	1.087882	1.027714	2.412521
792	-388.7906	-557.583	168.7924	0.161283	1.444017	1.079327	2.412521
798	-394.3869	-562.4579	168.071	0.3742614	1.221377	1.137814	2.823653
804	-399.9564	-567.2418	167.2854	1.060955	2.077779	0.7907321	2.619811
810	-380.0166	-549.679	169.6624	0.3333068	1.135064	0.9800936	1.996667
816	-388.8071	-558.2946	169.4874	0.4273901	1.042622	1.024173	2.082046
822	-400.7187	-569.7874	169.0686	0.6538321	0.873564	0.9426203	2.367589
828	-401.841	-570.9401	169.0991	0.07202353	1.288951	0.9563232	2.446845
834	-402.9303	-571.1129	168.1826	0.4505347	1.288951	0.8253782	2.85916
840	-398.9697	-566.949	167.9793	0.06203271	1.590346	0.7656337	3.079237
846	-394.3501	-564.2736	169.9235	0.1117959	1.092988	0.6958982	2.184911
852	-398.0901	-567.0178	168.9277	0.06972215	1.368652	0.8715689	2.5602
858	-399.7827	-568.5461	168.7634	0.4167018	1.305057	0.9267305	2.449952
864	-407.0395	-576.5421	169.5026	0.4167018	0.7950802	0.888753	2.32565
870	-405.2264	-575.3257	170.0993	0.3844006	0.6099535	1.045356	1.96562
876	-404.5961	-574.395	169.799	0.1197715	0.9841067	1.442323	1.837896
882	-403.4367	-572.0045	168.5678	0.6774131	1.319466	1.312997	2.152601
888	-398.0935	-566.9401	168.8466	0.3118012	1.336594	1.12682	2.31776
894	-402.9113	-573.1449	170.2336	0.148892	0.6157249	1.09787	1.995003
900	-393.7947	-562.5167	168.722	0.05204896	1.033525	1.142296	2.734168
906	-399.4586	-567.9835	168.525	0.04155555	1.239372	1.142296	2.736234
912	-399.1385	-569.3792	170.2407	0.003534747	0.7728933	1.251766	1.888193
918	-405.2059	-574.5407	169.3348	0.03184728	0.8502757	1.192332	2.449082
924	-401.4759	-571.2435	169.7675	0.1504215	0.6223697	1.488407	2.040466
930	-408.7061	-577.4216	168.7155	0.04964814	1.871852	1.098826	2.273012
936	-415.144	-584.4144	169.2705	0.04964814	1.118832	1.087255	2.375881
942	-405.9066	-574.611	168.7044	0.08171264	1.640361	1.126202	2.373507
948	-411.2038	-580.6859	169.4821	0.5495417	0.8372935	1.09107	2.095624
954	-405.1908	-574.5286	169.3377	0.2617671	1.10557	1.07088	2.216171
960	-391.195	-560.4103	169.2153	0.4692021	1.101493	1.228209	2.060688
966	-399.8859	-569.9464	170.0605	0.2187749	1.08192	1.310832	1.60754
972	-399.6565	-569.0082	169.3517	0.3320857	1.023928	1.391372	2.004258
978	-396.7285	-565.8421	169.1135	0.3320857	1.099584	1.088118	2.30771
