Iteration	Posterior	Likelihood	Prior	tree_length
0	-3232.028	-3398.788	166.7593	5.100685
6	-3231.024	-3397.644	166.6192	5.178296
12	-3229.234	-3396.304	167.0696	4.928347
18	-3223.523	-3390.229	166.7056	5.130431
24	-3224.476	-3391.635	167.1596	4.878234
30	-3222.506	-3388.852	166.3459	5.329322
36	-3228.324	-3395.423	167.0987	4.912146
42	-3232.131	-3399.32	167.1889	4.861922
48	-3236.553	-3402.836	166.2825	5.364247
54	-3226.985	-3393.738	166.7531	5.104117
60	-3232.757	-3398.818	166.0606	5.486489
66	-3229.001	-3395.616	166.6145	5.180863
72	-3224.893	-3392.193	167.2991	4.800455
78	-3234.665	-3401.502	166.8367	5.057756
84	-3218.596	-3385.433	166.8367	5.057756
90	-3226.021	-3393.524	167.5026	4.686703
96	-3219.119	-3386.325	167.206	4.852387
102	-3221.981	-3388.968	166.9869	4.974333
108	-3235.185	-3402.172	166.9869	4.974333
114	-3239.059	-3406.401	167.3414	4.776838
120	-3248.469	-3414.544	166.0747	5.478743
126	-3244.256	-3410.33	166.0747	5.478743
132	-3239.064	-3406.15	167.0861	4.91914
138	-3239.879	-3406.068	166.1888	5.415931
144	-3247.499	-3414.273	166.774	5.092534
150	-3235.402	-3402.658	167.2569	4.824
156	-3232.888	-3399.983	167.0945	4.91447
162	-3223.663	-3390.013	166.35	5.327054
168	-3226.165	-3393.38	167.2151	4.847285
174	-3236.549	-3403.488	166.9385	5.001206
180	-3235.782	-3402.54	166.7571	5.101908
186	-3230.688	-3397.445	166.7571	5.101908
192	-3230.204	-3397.153	166.9494	4.995166
198	-3242.652	-3409.601	166.9494	4.995166
204	-3247.003	-3414.178	167.1751	4.869584
210	-3247.708	-3414.127	166.4195	5.288698
216	-3240.044	-3406.632	166.5882	5.195453
222	-3241.647	-3408.297	166.6503	5.161074
228	-3231.391	-3397.793	166.4012	5.298759
234	-3234.307	-3402.01	167.7026	4.574588
240	-3242.949	-3409.16	166.2108	5.403795
246	-3236.638	-3403.757	167.1187	4.900991
252	-3229.114	-3396.277	167.1622	4.876805
258	-3239.944	-3407.563	167.6187	4.621649
264	-3228.242	-3395.486	167.2442	4.831074
270	-3220.805	-3387.716	166.9109	5.016576
276	-3223.423	-3390.503	167.08	4.922554
282	-3229.462	-3395.768	166.3057	5.351467
288	-3228.154	-3395.662	167.5089	4.683193
