"scenario","modelID","metric","rho","lower","upper","p.value","n"
"mk","model6","mean_mse_rate_loss",NA,NA,NA,NA,0
"mk","model6","cov_error_rate_loss",NA,NA,NA,NA,0
"mk","model6","cov_error_cgr",0.0116498300219908,-0.224630838736675,0.236500339221397,0.927202701781951,64
"mk","model7","mean_rhat_max",-0.567887692608162,-0.730040304083866,-0.359569857034136,9.87915185464356e-07,64
"mk","model7","mean_ess_min",0.456405883690615,0.151868886106252,0.71739595283307,0.000150338609739749,64
"mk","model7","mean_asdsf",0.540395572309491,0.336377818578319,0.691716469408981,4.04230767279657e-06,64
"mk","model7","pass_rate",0.647676423478309,0.473218093329703,0.77601730526675,7.27634217557593e-09,64
"mk","model7","mse_tree_len",0.0772026430739161,-0.159158795322845,0.306367040805187,0.544279454222836,64
"mk","model7","cov_error_tree_len",0.298150710241192,0.0107049474807464,0.523218857110479,0.0167160302437102,64
"mk","model7","mean_mse_rate_loss",0.0266373440431924,-0.327324884694065,0.365506342928942,0.88493673072569,32
"mk","model7","cov_error_rate_loss",-0.120750738336318,-0.450995939800595,0.261830748547925,0.510340115262827,32
"mk","model7","cov_error_cgr",-0.272142246644125,-0.518714280300492,-0.0337225639515549,0.0295949881602849,64
"mk","model8","mean_rhat_max",0.567680574023237,0.342570156843283,0.758590022436999,9.98936028425693e-07,64
"mk","model8","mean_ess_min",0.385361147254787,0.094539952076676,0.591915670081687,0.00166349641426114,64
"mk","model8","mean_asdsf",-0.652959015576222,-0.814800244528798,-0.459798388390054,4.99261773075005e-09,64
"mk","model8","pass_rate",NA,NA,NA,NA,64
"mk","model8","mse_tree_len",0.59975188447797,0.36618201335538,0.748236593398965,1.63118342930142e-07,64
"mk","model8","cov_error_tree_len",-0.0386855992524253,-0.286580480719569,0.178982548450601,0.761509818320887,64
"mk","model8","mean_mse_rate_loss",NA,NA,NA,NA,0
"mk","model8","cov_error_rate_loss",NA,NA,NA,NA,0
"mk","model8","cov_error_cgr",-0.173727143793667,-0.416771482952225,0.0659931257247549,0.169786523341535,64
"mk","model9","mean_rhat_max",-0.663301506051418,-0.747549310270599,-0.540995751143324,2.33669170702925e-09,64
"mk","model9","mean_ess_min",0.772448320686535,0.675584863141189,0.834397326102693,7.70744740468711e-14,64
"mk","model9","mean_asdsf",0.595874560824103,0.445132214256218,0.703655290721846,2.05222435704029e-07,64
"mk","model9","pass_rate",0.373037781745831,0.20266842138484,0.530449090945607,0.00239829746481541,64
"mk","model9","mse_tree_len",0.116947932351312,-0.151020962552137,0.36129474249742,0.357412290718325,64
"mk","model9","cov_error_tree_len",0.346495431117939,0.0887065452120265,0.548651020204628,0.00503500409293555,64
"mk","model9","mean_mse_rate_loss",NA,NA,NA,NA,0
"mk","model9","cov_error_rate_loss",NA,NA,NA,NA,0
"mk","model9","cov_error_cgr",-0.112159133111701,-0.360076897009716,0.112064454372438,0.377572866072708,64
"nt","model1","mean_rhat_max",0.885325394026531,0.826864771652541,0.918954757248668,4.22042984145776e-65,192
"nt","model1","mean_ess_min",0.0308880177956216,-0.109776249123264,0.179204067419226,0.67061535772878,192
"nt","model1","mean_asdsf",-0.925216341589127,-0.938483404724448,-0.902166461464456,6.80083624026105e-82,192
"nt","model1","pass_rate",-0.187502975235058,-0.284440759050534,-0.101181466127241,0.00920645295012754,192
"nt","model1","mse_tree_len",-0.407673344546022,-0.528958209843943,-0.282789615347056,4.38516105709909e-09,192
"nt","model1","cov_error_tree_len",-0.70454151192554,-0.772507791910172,-0.621414927621157,4.08982355234348e-30,192
"nt","model1","mean_mse_rate_loss",NA,NA,NA,NA,0
"nt","model1","cov_error_rate_loss",NA,NA,NA,NA,0
"nt","model1","cov_error_cgr",-0.698106682104522,-0.768111642370456,-0.613186707312431,2.23088318613801e-29,192
"nt","model10","mean_rhat_max",0.426615101863657,0.286754042340133,0.554824092130168,6.82120182166936e-10,192
"nt","model10","mean_ess_min",0.280586224669723,0.141375962662793,0.405048002728687,8.08010778126593e-05,192
"nt","model10","mean_asdsf",-0.52259040230041,-0.627282357189925,-0.406071197421576,7.55188786618564e-15,192
"nt","model10","pass_rate",0.157749926798675,-0.0378079776387636,0.2972549608514,0.0288687133823732,192
"nt","model10","mse_tree_len",-0.623887773648374,-0.716304860714178,-0.52169532085652,4.18199977857857e-22,192
"nt","model10","cov_error_tree_len",-0.504481520125956,-0.616980643849291,-0.385907796962503,8.6137338945605e-14,192
"nt","model10","mean_mse_rate_loss",-0.333333333333333,-1,0.615384615384616,0.419753086419753,8
