"scenario","gridTag","modelID","median_cid","iqr_cid","n_reps","tree_length","gain_loss","n_char","n_taxa","part_rate","pass_rate","mean_rhat_max","mean_ess_min","mean_asdsf","mean_tree_ess","n_reps_conv","cov_tree_len","mse_tree_len","cov_error_tree_len","mean_cov_rate_loss","mean_mse_rate_loss","cov_error_rate_loss","mean_cgr_coverage","cov_error_cgr"
"mk","tl1.50_gl0.50_c200","model5",0.160472927069982,0.0374292593660761,10,1.5,0.5,200,50,NA,1,0.999260691240216,777.690414901746,0.00765515959031417,542.631835490261,10,0.8,0.0319175938662374,0.15,NA,NA,NA,0.4,0.55
"mk","tl1.50_gl0.50_c200","model6",0.161751341707529,0.0356661781098121,10,1.5,0.5,200,50,NA,1,0.999447895615441,783.626272616905,0.00662531678329788,565.273854162076,10,1,0.0271057717812662,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl0.50_c200","model7",0.161041577097677,0.0287856533707442,9,1.5,0.5,200,50,NA,0.9,0.999776580880719,436.498308128674,0.00404163186353994,587.206123365869,10,0.9,0.169777338089855,0.0499999999999999,0,1.08639626636152,0.95,0.296296296296296,0.653703703703704
"mk","tl1.50_gl0.50_c200","model8",0.161850468690738,0.0372815920353432,10,1.5,0.5,200,50,NA,1,0.999383797151675,713.966132253325,0.00725169611568953,542.530492515122,10,1,0.0295736452271603,0.05,NA,NA,NA,0.5,0.45
"mk","tl1.50_gl0.50_c200","model9",0.162147582172146,0.0354102542091812,10,1.5,0.5,200,50,NA,1,0.999765725393576,669.875370479096,0.00428021537522939,541.120723168446,10,0.9,0.106242546608374,0.0499999999999999,NA,NA,NA,0.45,0.5
"mk","tl1.50_gl0.50_c25","model1",0.582589916602909,0.0976711401343303,10,1.5,0.5,25,50,NA,1,0.99949115025243,729.343480180516,0.00562048370399907,523.092107364755,10,1,0.0317141762526112,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl0.50_c25","model10",0.586157228702323,0.097896600932735,10,1.5,0.5,25,50,NA,1,0.999525178340729,791.917571557566,0.00552504953260656,490.963151541344,10,1,0.102863755833264,0.05,NA,NA,NA,0.8,0.15
"mk","tl1.50_gl0.50_c25","model11",0.54858778044525,0.0996756271960434,10,1.5,0.5,25,50,NA,1,0.999358965344608,731.973406498002,0.00640380173823745,449.407007095931,10,0.8,0.114691617839447,0.15,NA,NA,NA,0.8,0.15
"mk","tl1.50_gl0.50_c25","model12",0.572367322595421,0.0971832353395096,10,1.5,0.5,25,50,NA,1,0.999581929230139,807.891742031642,0.00517763272334911,463.5705540294,10,0,1.05333423555764,0.95,NA,NA,NA,0,0.95
"mk","tl1.50_gl0.50_c25","model2",0.583706287172131,0.098103369116741,10,1.5,0.5,25,50,NA,1,0.999484317260385,740.071267534088,0.00577230829022629,507.776820948677,10,1,0.0429267214550845,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl0.50_c25","model3",0.582138983057527,0.0985202517664697,10,1.5,0.5,25,50,NA,1,0.999489306665334,735.037177324261,0.00577485115803345,486.717135190519,10,1,0.0506518215810742,0.05,0.4,1.11760098151556,0.55,0.7,0.25
"mk","tl1.50_gl0.50_c25","model4",0.583635576014629,0.09844468365073,10,1.5,0.5,25,50,NA,1,0.999490796341606,744.963927947555,0.00575434564237099,502.523207714992,10,1,0.0455345195758589,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl0.50_c25","model5",0.583031622688531,0.0994317207112944,10,1.5,0.5,25,50,NA,1,0.999484250603615,794.985440787552,0.00579034927008013,512.86623913957,10,1,0.0712990694921277,0.05,NA,NA,NA,0.8,0.15
"mk","tl1.50_gl0.50_c25","model6",0.584261478471921,0.0981649997642918,10,1.5,0.5,25,50,NA,1,0.999481844463119,759.078791118695,0.00577411691255372,491.445790169977,10,1,0.049334747910874,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl0.50_c25","model7",0.589657973239372,0.100221652958434,10,1.5,0.5,25,50,NA,1,0.999497852756093,733.712142430977,0.00566834952975433,508.769751241546,10,1,0.234378892465752,0.05,NA,NA,NA,0.8,0.15
"mk","tl1.50_gl0.50_c25","model8",0.58742430515935,0.100474778801176,10,1.5,0.5,25,50,NA,1,0.999540646153755,776.192261035662,0.00536573539650334,483.973647801179,10,1,0.0778369141387584,0.05,NA,NA,NA,0.8,0.15
"mk","tl1.50_gl0.50_c25","model9",0.587210814756007,0.0978323503204758,10,1.5,0.5,25,50,NA,1,0.999504996525664,740.723486220054,0.00557589189801016,468.728736698959,10,1,0.238516360426363,0.05,NA,NA,NA,0.8,0.15
"mk","tl1.50_gl0.50_c50","model1",0.414807384425406,0.050275638780189,10,1.5,0.5,50,50,NA,1,0.999342213582542,737.680621975054,0.0062119356939541,459.94513225209,10,1,0.0625654153564077,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl0.50_c50","model10",0.416359937996226,0.0428713088871723,10,1.5,0.5,50,50,NA,1,0.999460208625123,853.158606469422,0.00550813502737351,455.187472167941,10,1,0.185954643690773,0.05,NA,NA,NA,0.85,0.1
"mk","tl1.50_gl0.50_c50","model11",0.395449171340496,0.0557989751825598,10,1.5,0.5,50,50,NA,1,0.999294788516702,749.258124587458,0.00621906385302251,466.479572594222,10,0.6,0.116864092637148,0.35,NA,NA,NA,0.6,0.35
"mk","tl1.50_gl0.50_c50","model12",0.411401546561361,0.051518074457272,10,1.5,0.5,50,50,NA,1,0.999668172818502,708.16614136826,0.00434456460929201,488.630800334358,10,0,1.31686250263008,0.95,NA,NA,NA,0,0.95
"mk","tl1.50_gl0.50_c50","model2",0.416862101143853,0.0477148850413079,10,1.5,0.5,50,50,NA,1,0.999430018479047,830.592151119632,0.00573685308419077,478.171409894476,10,1,0.0817556233810263,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl0.50_c50","model3",0.41585224529944,0.0493028896445756,10,1.5,0.5,50,50,NA,1,0.999361866422668,762.451696752937,0.00599629394376934,494.04965419661,10,1,0.0751386444382592,0.05,0.3,0.905272313098019,0.65,0.65,0.3
"mk","tl1.50_gl0.50_c50","model4",0.416295378660727,0.0385368659132942,10,1.5,0.5,50,50,NA,1,0.99936666050202,756.430040993606,0.0060293176781087,444.491717746117,10,0.9,0.117703266489314,0.0499999999999999,NA,NA,NA,0.9,0.0499999999999999
"mk","tl1.50_gl0.50_c50","model5",0.417144070300229,0.0405142478558882,10,1.5,0.5,50,50,NA,1,0.999358141235834,727.504978312028,0.00605307006670314,473.993585908954,10,0.9,0.140304535668983,0.0499999999999999,NA,NA,NA,0.7,0.25
"mk","tl1.50_gl0.50_c50","model6",0.415187121405181,0.0417035320864115,10,1.5,0.5,50,50,NA,1,0.999388723318179,759.428086680534,0.00593754126180751,483.39944312745,10,1,0.137751853030174,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl0.50_c50","model7",0.419869401565706,0.0410244284077438,10,1.5,0.5,50,50,NA,1,0.999436732415817,793.264844011669,0.0056614720179608,489.745853611024,10,0.7,0.355466377312376,0.25,NA,NA,NA,0.7,0.25
"mk","tl1.50_gl0.50_c50","model8",0.418426297966318,0.0430567886698986,10,1.5,0.5,50,50,NA,1,0.999503402534293,845.151301291252,0.00535157771975149,510.086099170319,10,1,0.150446406074957,0.05,NA,NA,NA,0.85,0.1
"mk","tl1.50_gl0.50_c50","model9",0.417340211456904,0.0421533571154455,10,1.5,0.5,50,50,NA,1,0.999477915180886,774.71215667083,0.00543324653116915,431.061923228198,10,0.8,0.304143226889272,0.15,NA,NA,NA,0.75,0.2
"mk","tl1.50_gl1.00_c100","model1",0.267077784922002,0.0301997727966435,10,1.5,1,100,50,NA,1,0.99924162644113,742.112783259036,0.00714476038393677,458.347265883363,10,0.9,0.0225430669251113,0.0499999999999999,NA,NA,NA,0.9,0.0499999999999999
"mk","tl1.50_gl1.00_c100","model10",0.27053389690614,0.0345128604506258,10,1.5,1,100,50,NA,1,0.999471193347154,867.12687878596,0.0057525715741742,541.762427694225,10,0.8,0.0891923406143781,0.15,NA,NA,NA,0.85,0.0999999999999999
"mk","tl1.50_gl1.00_c100","model11",0.254631602217844,0.0225709093638011,10,1.5,1,100,50,NA,1,0.999276343489358,746.740372816823,0.00771091064852516,423.883378741496,10,0.8,0.0482387886624404,0.15,NA,NA,NA,0.8,0.15
"mk","tl1.50_gl1.00_c100","model12",0.264492505041541,0.0298645053641471,10,1.5,1,100,50,NA,1,0.999557768085861,678.539198594278,0.0056938244952961,501.610397512747,10,0,1.36215172791512,0.95,NA,NA,NA,0,0.95
"mk","tl1.50_gl1.00_c100","model2",0.266062673642785,0.0337983528189931,10,1.5,1,100,50,NA,1,0.999445073561422,941.568623512013,0.00588459635301727,508.383861055484,10,0.9,0.0353728872174215,0.0499999999999999,NA,NA,NA,0.9,0.0499999999999999
"mk","tl1.50_gl1.00_c100","model3",0.265176504210411,0.031763254492538,10,1.5,1,100,50,NA,1,0.999254513796138,754.289456182343,0.0071313296018828,485.54277034435,10,0.9,0.0272320098209738,0.0499999999999999,1,0.0342385421220615,0.05,0.95,0
"mk","tl1.50_gl1.00_c100","model4",0.267053966485612,0.0317425739226789,10,1.5,1,100,50,NA,1,0.999264918917556,745.097447900475,0.00714086273137857,510.814859975565,10,0.8,0.0620037084140689,0.15,NA,NA,NA,0.8,0.15
"mk","tl1.50_gl1.00_c100","model5",0.268300708349336,0.0321193013907045,10,1.5,1,100,50,NA,1,0.999238612395391,749.033296542286,0.0070437072015687,465.725765202115,10,0.8,0.0727539561655803,0.15,NA,NA,NA,0.9,0.0499999999999999
"mk","tl1.50_gl1.00_c100","model6",0.269265966407527,0.030830361185228,10,1.5,1,100,50,NA,1,0.999394014896814,726.550137163017,0.00618384830954164,514.181456669216,10,1,0.0698699161874426,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c100","model7",0.270312472171569,0.0341268566330687,10,1.5,1,100,50,NA,1,0.999636108972919,655.313824679125,0.00460698025769631,515.047790042188,10,0.7,0.284016861693561,0.25,NA,NA,NA,0.85,0.1
"mk","tl1.50_gl1.00_c100","model8",0.266864372566331,0.0324897712710304,10,1.5,1,100,50,NA,1,0.999453057992661,882.624965570689,0.00583384341172854,490.997519259221,10,1,0.0845925314093779,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c100","model9",0.266777823137516,0.0358403847819744,10,1.5,1,100,50,NA,1,0.99965582646111,760.899974585866,0.00468541808908454,554.895576594614,10,0.8,0.230913172961602,0.15,NA,NA,NA,0.9,0.0499999999999999
"mk","tl1.50_gl1.00_c200","model1",0.156592683109121,0.0403971956545762,10,1.5,1,200,50,NA,1,0.999218039579272,711.173870543616,0.00800051296261997,490.251684250353,10,0.9,0.0120544910437404,0.0499999999999999,NA,NA,NA,0.9,0.0499999999999999
"mk","tl1.50_gl1.00_c200","model10",0.161819169580903,0.034828115899866,10,1.5,1,200,50,NA,1,0.999309775636155,688.134998561664,0.00785344719333597,532.016193355191,10,1,0.031129289800687,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c200","model11",0.133363837653288,0.0495045577656192,10,1.5,1,200,50,NA,1,0.999203758668186,707.493877485859,0.0091617409021407,526.829185664019,10,0.8,0.0215923120107264,0.15,NA,NA,NA,0.8,0.15
"mk","tl1.50_gl1.00_c200","model12",0.155667161819821,0.0570569462471459,8,1.5,1,200,50,NA,0.8,0.999346357946907,792.328046810262,0.00808237371314783,495.147402159578,10,0,1.36266343979605,0.95,NA,NA,NA,0,0.95
"mk","tl1.50_gl1.00_c200","model2",0.160558079126933,0.0398437265004623,10,1.5,1,200,50,NA,1,0.999430521477944,862.740312207918,0.00690891616500833,552.457353743985,10,1,0.0147289031187549,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c200","model3",0.159650598790547,0.0373768782491776,10,1.5,1,200,50,NA,1,0.999205323626548,704.921001562936,0.00877517213709597,519.910083442733,10,0.9,0.0127477692743771,0.0499999999999999,1,0.00634521222637362,0.05,0.95,0
"mk","tl1.50_gl1.00_c200","model4",0.158383327542321,0.038673158899856,10,1.5,1,200,50,NA,1,0.999245186479277,767.618561204193,0.0081863456732752,547.72222415693,10,0.8,0.0315464889578875,0.15,NA,NA,NA,0.8,0.15
"mk","tl1.50_gl1.00_c200","model5",0.160472927069982,0.0374292593660761,10,1.5,1,200,50,NA,1,0.999260691240216,777.690414901746,0.00765515959031417,542.631835490261,10,0.8,0.0319175938662374,0.15,NA,NA,NA,0.9,0.0499999999999999
"mk","tl1.50_gl1.00_c200","model6",0.161751341707529,0.0356661781098121,10,1.5,1,200,50,NA,1,0.999447895615441,783.626272616905,0.00662531678329788,565.273854162076,10,1,0.0271057717812662,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c200","model7",0.160824043942187,0.028494679234348,9,1.5,1,200,50,NA,0.9,0.999774791313896,432.661971481605,0.00407869176183593,588.709544218886,10,0.9,0.169404049783136,0.0499999999999999,1,0.00612006956541558,0.05,0.962962962962963,0.012962962962963
"mk","tl1.50_gl1.00_c200","model8",0.161850468690738,0.0372815920353432,10,1.5,1,200,50,NA,1,0.999383797151675,713.966132253325,0.00725169611568953,542.530492515122,10,1,0.0295736452271603,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c200","model9",0.162218791030863,0.0355356221979046,10,1.5,1,200,50,NA,1,0.99976446444383,665.494556948072,0.00427832374841334,571.079175810809,10,0.9,0.106460874587071,0.0499999999999999,NA,NA,NA,0.95,0
"mk","tl1.50_gl1.00_c25","model1",0.582589916602909,0.0976711401343303,10,1.5,1,25,50,NA,1,0.99949115025243,729.343480180516,0.00562048370399907,523.092107364755,10,1,0.0317141762526112,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c25","model10",0.586157228702323,0.097896600932735,10,1.5,1,25,50,NA,1,0.999525178340729,791.917571557566,0.00552504953260656,490.963151541344,10,1,0.102863755833264,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c25","model11",0.54858778044525,0.0996756271960434,10,1.5,1,25,50,NA,1,0.999358965344608,731.973406498002,0.00640380173823745,449.407007095931,10,0.8,0.114691617839447,0.15,NA,NA,NA,0.8,0.15
"mk","tl1.50_gl1.00_c25","model12",0.572335911492855,0.097213056492846,10,1.5,1,25,50,NA,1,0.999581929230139,807.891742031642,0.00517763272334911,463.5705540294,10,0,1.05383926261304,0.95,NA,NA,NA,0,0.95
"mk","tl1.50_gl1.00_c25","model2",0.583706287172131,0.098103369116741,10,1.5,1,25,50,NA,1,0.999484317260385,740.071267534088,0.00577230829022629,507.776820948677,10,1,0.0429267214550845,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c25","model3",0.582138983057527,0.0985202517664697,10,1.5,1,25,50,NA,1,0.999489306665334,735.037177324261,0.00577485115803345,486.717135190519,10,1,0.0506518215810742,0.05,1,0.279736272695886,0.05,1,0.05
"mk","tl1.50_gl1.00_c25","model4",0.583635576014629,0.09844468365073,10,1.5,1,25,50,NA,1,0.999490796341606,744.963927947555,0.00575434564237099,502.523207714992,10,1,0.0455345195758589,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c25","model5",0.584968895860669,0.0886478874969137,10,1.5,1,25,50,NA,1,0.999547303809858,834.48523209281,0.00683909893785631,499.033278086143,10,1,0.0739723835225292,0.05,0.888888888888889,0.678420941967947,0.0611111111111111,0.92962962962963,0.0203703703703704
"mk","tl1.50_gl1.00_c25","model6",0.584261478471921,0.0981649997642918,10,1.5,1,25,50,NA,1,0.999481844463119,759.078791118695,0.00577411691255372,491.445790169977,10,1,0.049334747910874,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c25","model7",0.589657973239372,0.100221652958434,10,1.5,1,25,50,NA,1,0.999497852756093,733.712142430977,0.00566834952975433,508.769751241546,10,1,0.234378892465752,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c25","model8",0.58742430515935,0.100474778801176,10,1.5,1,25,50,NA,1,0.999540646153755,776.192261035662,0.00536573539650334,483.973647801179,10,1,0.0778369141387584,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c25","model9",0.587210814756007,0.0978323503204758,10,1.5,1,25,50,NA,1,0.999504996525664,740.723486220054,0.00557589189801016,468.728736698959,10,1,0.238516360426363,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c50","model1",0.414807384425406,0.050275638780189,10,1.5,1,50,50,NA,1,0.999342213582542,737.680621975054,0.0062119356939541,459.94513225209,10,1,0.0625654153564077,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c50","model10",0.416359937996226,0.0428713088871723,10,1.5,1,50,50,NA,1,0.999460208625123,853.158606469422,0.00550813502737351,455.187472167941,10,1,0.185954643690773,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c50","model11",0.395449171340496,0.0557989751825598,10,1.5,1,50,50,NA,1,0.999294788516702,749.258124587458,0.00621906385302251,466.479572594222,10,0.6,0.116864092637148,0.35,NA,NA,NA,0.6,0.35
"mk","tl1.50_gl1.00_c50","model12",0.411324740660241,0.0518976024236363,10,1.5,1,50,50,NA,1,0.999667968385221,708.336733265226,0.00435007239595206,494.889894637603,10,0,1.3167488056707,0.95,NA,NA,NA,0,0.95
"mk","tl1.50_gl1.00_c50","model2",0.416862101143853,0.0477148850413079,10,1.5,1,50,50,NA,1,0.999430018479047,830.592151119632,0.00573685308419077,478.171409894476,10,1,0.0817556233810263,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c50","model3",0.41585224529944,0.0493028896445756,10,1.5,1,50,50,NA,1,0.999361866422668,762.451696752937,0.00599629394376934,494.04965419661,10,1,0.0751386444382592,0.05,1,0.0227370343950516,0.05,1,0.05
"mk","tl1.50_gl1.00_c50","model4",0.416295378660727,0.0385368659132942,10,1.5,1,50,50,NA,1,0.99936666050202,756.430040993606,0.0060293176781087,444.491717746117,10,0.9,0.117703266489314,0.0499999999999999,NA,NA,NA,0.9,0.0499999999999999
"mk","tl1.50_gl1.00_c50","model5",0.417144070300229,0.0405142478558882,10,1.5,1,50,50,NA,1,0.999358141235834,727.504978312028,0.00605307006670314,473.993585908954,10,0.9,0.140304535668983,0.0499999999999999,NA,NA,NA,0.95,0
"mk","tl1.50_gl1.00_c50","model6",0.415187121405181,0.0417035320864115,10,1.5,1,50,50,NA,1,0.999388723318179,759.428086680534,0.00593754126180751,483.39944312745,10,1,0.137751853030174,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c50","model7",0.419869401565706,0.0410244284077438,10,1.5,1,50,50,NA,1,0.999436732415817,793.264844011669,0.0056614720179608,489.745853611024,10,0.7,0.355466377312376,0.25,NA,NA,NA,0.85,0.1
"mk","tl1.50_gl1.00_c50","model8",0.418426297966318,0.0430567886698986,10,1.5,1,50,50,NA,1,0.999503402534293,845.151301291252,0.00535157771975149,510.086099170319,10,1,0.150446406074957,0.05,NA,NA,NA,1,0.05
"mk","tl1.50_gl1.00_c50","model9",0.417340211456904,0.0421533571154455,10,1.5,1,50,50,NA,1,0.999477915180886,774.71215667083,0.00543324653116915,431.061923228198,10,0.8,0.304143226889272,0.15,NA,NA,NA,0.9,0.0499999999999999
"mk","tl2.50_gl0.10_c100","model1",0.256412992307183,0.0497490325779945,10,2.5,0.1,100,50,NA,1,0.999235501217534,713.801547431724,0.00718238532381413,453.866381539233,10,0.8,0.0668609044468466,0.15,NA,NA,NA,0.8,0.15
"mk","tl2.50_gl0.10_c100","model10",0.253812074929852,0.0484383023527063,10,2.5,0.1,100,50,NA,1,0.999330690788856,776.72156133379,0.00673503516788364,482.334094710087,10,0.8,0.153656185949866,0.15,NA,NA,NA,0.4,0.55
"mk","tl2.50_gl0.10_c100","model11",0.221151784550643,0.0474293332283851,10,2.5,0.1,100,50,NA,1,0.999320523823498,732.669305505242,0.00811969628994802,410.183092773691,10,0.4,0.145086902627914,0.55,NA,NA,NA,0.4,0.55
"mk","tl2.50_gl0.10_c100","model12",0.252039839186737,0.0465800053259802,10,2.5,0.1,100,50,NA,1,0.999390282319017,720.773616650932,0.00745403715007679,463.082111190878,10,0,3.79794110360675,0.95,NA,NA,NA,0,0.95
"mk","tl2.50_gl0.10_c100","model2",0.254469295683846,0.0443783235138866,10,2.5,0.1,100,50,NA,1,0.999215623903958,729.810638762805,0.00741840003641013,480.638491075731,10,1,0.0870598736118748,0.05,NA,NA,NA,1,0.05
"mk","tl2.50_gl0.10_c100","model3",0.256393213762276,0.0493176315336555,10,2.5,0.1,100,50,NA,1,0.999265192294937,746.052189320284,0.0070266989821234,460.429503413629,10,0.9,0.0694774011616083,0.0499999999999999,0,81.3666555066595,0.95,0.45,0.5
"mk","tl2.50_gl0.10_c100","model4",0.254875213358453,0.0461874387860455,10,2.5,0.1,100,50,NA,1,0.999221222173178,751.968757957866,0.00742189702576553,502.876772988208,10,0.8,0.108451414348475,0.15,NA,NA,NA,0.8,0.15
"mk","tl2.50_gl0.10_c100","model5",0.254973641458236,0.0473722019707739,10,2.5,0.1,100,50,NA,1,0.999300564358383,817.494861947124,0.00701570064345211,478.35968199414,10,0.8,0.122899154091145,0.15,NA,NA,NA,0.4,0.55
"mk","tl2.50_gl0.10_c100","model6",0.256195980392578,0.0468045907436543,10,2.5,0.1,100,50,NA,1,0.999289292280704,762.958476965124,0.00683353820208485,504.465202619082,10,0.9,0.137228578265807,0.0499999999999999,NA,NA,NA,0.9,0.0499999999999999
"mk","tl2.50_gl0.10_c100","model7",0.265967989116494,0.0355631025629494,8,2.5,0.1,100,50,NA,0.8,0.999757222190216,447.628257615304,0.00366040869999284,612.027698194361,10,0.7,0.7682947751133,0.25,0,82.3681752124737,0.95,0.208333333333333,0.741666666666667
"mk","tl2.50_gl0.10_c100","model8",0.257342343280001,0.0443899191378077,10,2.5,0.1,100,50,NA,1,0.999282633465083,802.639183208226,0.00685447011700315,479.187970726648,10,0.8,0.148248009874793,0.15,NA,NA,NA,0.4,0.55
"mk","tl2.50_gl0.10_c100","model9",0.256379030757744,0.0482662927180021,10,2.5,0.1,100,50,NA,1,0.999770660907096,700.374360789353,0.00369373528030914,550.026863561629,10,0.8,0.658939267212761,0.15,NA,NA,NA,0.4,0.55
"mk","tl2.50_gl0.10_c200","model1",0.159806319756648,0.0593488060813032,10,2.5,0.1,200,50,NA,1,0.999171893731508,751.476626073539,0.00863079407878939,493.197865498207,10,1,0.00898104178848107,0.05,NA,NA,NA,1,0.05
"mk","tl2.50_gl0.10_c200","model10",0.159542809498013,0.0583481392763565,10,2.5,0.1,200,50,NA,1,0.99923238235161,757.177609367904,0.00819309070652068,498.251602290439,10,1,0.0179207497139541,0.05,NA,NA,NA,0.5,0.45
"mk","tl2.50_gl0.10_c200","model11",0.127960535347986,0.0643438475127502,10,2.5,0.1,200,50,NA,1,0.999143941363522,715.450509403381,0.0103789919442513,417.796551064483,10,0.6,0.0599721094261516,0.35,NA,NA,NA,0.6,0.35
"mk","tl2.50_gl0.10_c200","model2",0.161120320130025,0.0596540305336376,10,2.5,0.1,200,50,NA,1,0.999251257870918,777.637446800189,0.00811431490155208,516.240096035299,10,1,0.0101840619380241,0.05,NA,NA,NA,1,0.05
"mk","tl2.50_gl0.10_c200","model3",0.160481577169522,0.0585390153976419,10,2.5,0.1,200,50,NA,1,0.999231222301297,740.096229994119,0.00849258285713333,521.083432334497,10,1,0.00976823185372653,0.05,0,80.9096864922286,0.95,0.5,0.45
"mk","tl2.50_gl0.10_c200","model4",0.159210203977639,0.0591801485883217,10,2.5,0.1,200,50,NA,1,0.999216093887752,714.698121157463,0.00866021947836328,556.136539019082,10,1,0.014748702769112,0.05,NA,NA,NA,1,0.05
"mk","tl2.50_gl0.10_c200","model5",0.16088460360621,0.058011062618958,10,2.5,0.1,200,50,NA,1,0.999290377265751,804.547172360488,0.0078765916976599,476.758859076905,10,1,0.0157269955656747,0.05,NA,NA,NA,0.5,0.45
"mk","tl2.50_gl0.10_c200","model6",0.160123957110793,0.0585360592409143,10,2.5,0.1,200,50,NA,1,0.999194368837382,756.745001378573,0.00845596033190894,495.037154721671,10,1,0.0160453146714289,0.05,NA,NA,NA,1,0.05
"mk","tl2.50_gl0.10_c200","model7",0.128400737290223,0.058352045390095,7,2.5,0.1,200,50,NA,0.7,0.999775893385041,324.109396294673,0.00396533246884414,593.589728878665,10,0.9,0.461918216568285,0.0499999999999999,0,79.8354576995665,0.95,0.285714285714286,0.664285714285714
"mk","tl2.50_gl0.10_c200","model8",0.160286137190181,0.0603765936243853,10,2.5,0.1,200,50,NA,1,0.999227611544175,744.348961673488,0.00852048424707551,473.177977721531,10,1,0.0170947479940568,0.05,NA,NA,NA,0.5,0.45
"mk","tl2.50_gl0.10_c200","model9",0.161558649381923,0.0596993833124621,10,2.5,0.1,200,50,NA,1,0.999773911750291,333.459239821722,0.00410944115299525,599.667192857422,10,1,0.324285602665582,0.05,NA,NA,NA,0.5,0.45
"mk","tl2.50_gl0.10_c25","model1",0.529446744815921,0.0361144867446216,10,2.5,0.1,25,50,NA,1,0.999422259141122,768.904819172185,0.00608057358231826,478.257002456154,10,1,0.0858381892893283,0.05,NA,NA,NA,1,0.05
"mk","tl2.50_gl0.10_c25","model10",0.527738838455671,0.0303509961587239,10,2.5,0.1,25,50,NA,1,0.999502877750349,800.642460216838,0.00556292186397199,519.534703970325,10,0.9,0.580912677712381,0.0499999999999999,NA,NA,NA,0.45,0.5
"mk","tl2.50_gl0.10_c25","model11",0.484136600073642,0.0549999992873344,10,2.5,0.1,25,50,NA,1,0.99940732184515,737.227471348861,0.00612880438493392,358.943687411121,10,0.7,0.390566531284528,0.25,NA,NA,NA,0.7,0.25
"mk","tl2.50_gl0.10_c25","model12",0.516969638571861,0.0353117830847667,10,2.5,0.1,25,50,NA,1,0.999542955576287,778.246455854337,0.00520246394279683,384.682932304763,10,0,3.0299668717486,0.95,NA,NA,NA,0,0.95
"mk","tl2.50_gl0.10_c25","model2",0.531791278355091,0.0324013144834581,10,2.5,0.1,25,50,NA,1,0.999471762611412,734.315224642293,0.00574016872865919,494.315424583555,10,1,0.130644814943662,0.05,NA,NA,NA,1,0.05
"mk","tl2.50_gl0.10_c25","model3",0.527197494003236,0.0325202439112867,10,2.5,0.1,25,50,NA,1,0.999441994931082,770.132661157271,0.00590812964693881,509.750101684167,10,1,0.120451880855678,0.05,0,76.9611367680129,0.95,0.5,0.45
"mk","tl2.50_gl0.10_c25","model4",0.526708381393478,0.0320419241208092,10,2.5,0.1,25,50,NA,1,0.999440505467062,778.945072726764,0.00590026237028846,485.87483674847,10,0.9,0.328412439502337,0.0499999999999999,NA,NA,NA,0.9,0.0499999999999999
"mk","tl2.50_gl0.10_c25","model5",0.528347831304724,0.031299793415583,10,2.5,0.1,25,50,NA,1,0.999480186019546,773.830132150387,0.00567515202101934,478.737158387139,10,0.9,0.454092124787194,0.0499999999999999,NA,NA,NA,0.45,0.5
"mk","tl2.50_gl0.10_c25","model6",0.530550907744925,0.0306304907832147,10,2.5,0.1,25,50,NA,1,0.999420727041249,787.234793182851,0.00612269611191651,453.936770231623,10,0.9,0.388827846428939,0.0499999999999999,NA,NA,NA,0.9,0.0499999999999999
"mk","tl2.50_gl0.10_c25","model7",0.531919788243471,0.0347476060914736,10,2.5,0.1,25,50,NA,1,0.999540127940937,869.341372639948,0.00533392131852042,466.977974129536,10,0.8,1.04272819988873,0.15,NA,NA,NA,0.4,0.55
"mk","tl2.50_gl0.10_c25","model8",0.530393887983688,0.0308979770134701,10,2.5,0.1,25,50,NA,1,0.999500577060426,819.356308759,0.00558602412085528,503.613664844631,10,0.9,0.491468609145953,0.0499999999999999,NA,NA,NA,0.45,0.5
