Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-1548.545	-1706.657	158.1128	1.194001	9.117324
6	-1557.272	-1718.946	161.6739	1.17573	7.229934
12	-1561.301	-1723.095	161.7943	1.128853	7.190439
18	-1562.657	-1721.099	158.4415	1.323243	8.874883
24	-1559.83	-1721.674	161.8439	1.036318	7.213529
30	-1557.51	-1719.654	162.144	1.318816	6.899996
36	-1565.887	-1725.789	159.9015	1.301522	8.110734
42	-1564.381	-1724.633	160.2514	1.027265	8.070406
48	-1556.544	-1717.697	161.154	1.312948	7.435307
54	-1555.839	-1716.617	160.7773	1.239542	7.67628
60	-1562.051	-1722.928	160.8769	1.13999	7.67628
66	-1574.369	-1736.836	162.4678	1.370495	6.697373
72	-1560.753	-1721.193	160.44	1.276754	7.836686
78	-1554.476	-1714.739	160.2635	1.45319	7.836686
84	-1572.829	-1734.784	161.9543	1.137998	7.099514
90	-1567.406	-1729.519	162.1135	1.280866	6.936904
96	-1565.37	-1728.469	163.0985	1.037877	6.536142
102	-1566.779	-1727.331	160.5516	1.184497	7.826349
108	-1565.254	-1725.626	160.3718	1.364299	7.826349
114	-1574.15	-1737.008	162.8585	1.026128	6.672291
120	-1567.326	-1727.668	160.3423	1.26397	7.895663
126	-1561.259	-1720.708	159.4491	1.35598	8.322613
132	-1558.611	-1721.849	163.2383	1.349404	6.291385
138	-1559.661	-1718.696	159.0353	1.525409	8.452536
144	-1565.161	-1727.46	162.2984	1.118489	6.924733
150	-1561.662	-1724.461	162.7993	1.165064	6.629218
156	-1570.759	-1734.571	163.8114	1.116146	6.106523
162	-1569.703	-1731.628	161.9244	1.348742	7.002171
168	-1560.037	-1722.041	162.0041	1.26905	7.002171
174	-1571.739	-1732.815	161.0758	1.473238	7.391269
180	-1579.126	-1738.875	159.7489	1.153252	8.270938
186	-1562.855	-1722.598	159.7432	1.424336	8.129648
192	-1565.183	-1726.458	161.2749	1.212655	7.424263
198	-1563.101	-1724.752	161.6506	1.469005	7.084819
204	-1575.556	-1737.425	161.8686	1.357215	7.027644
210	-1582.603	-1742.444	159.8409	1.127461	8.235689
216	-1571.433	-1730.799	159.3659	1.25486	8.420607
222	-1564.942	-1726.332	161.39	1.352227	7.287611
228	-1552.619	-1714.97	162.3515	1.219781	6.841489
234	-1567.496	-1727.51	160.0132	1.387598	8.005311
240	-1561.227	-1724.98	163.7525	1.187958	6.099501
246	-1559.032	-1718.896	159.8643	1.187958	8.191054
252	-1558.8	-1718.691	159.891	1.19084	8.175254
258	-1570.972	-1731.506	160.5337	1.381709	7.73053
264	-1557.337	-1717.836	160.4988	1.416552	7.73053
270	-1550.17	-1711.563	161.3926	1.347202	7.288933
276	-1557.86	-1719.252	161.3926	1.347202	7.288933
282	-1559.285	-1717.07	157.7857	1.171062	9.302413
288	-1563.924	-1723.509	159.5849	1.315132	8.272091
294	-1554.93	-1716.931	162.0011	1.041462	7.126237
300	-1569.543	-1731.759	162.2163	1.36581	6.835653
306	-1559.586	-1721.275	161.6892	1.062951	7.282289
312	-1569.496	-1729.393	159.8975	1.484745	8.015166
318	-1574.352	-1733.621	159.269	1.225524	8.487665
324	-1552.891	-1714.184	161.2927	1.225524	7.407817
330	-1553.566	-1714.859	161.2927	1.225524	7.407817
336	-1549.624	-1710.629	161.0052	1.225524	7.561846
342	-1564.686	-1722.412	157.7264	1.225524	9.304973
348	-1553.922	-1716.85	162.9287	1.225524	6.526459
354	-1555.078	-1716.771	161.6926	1.266888	7.170941
360	-1553.938	-1714.601	160.663	1.213927	7.751083
366	-1554.396	-1715.816	161.4199	1.159092	7.375234
372	-1549.147	-1708.967	159.8194	1.204602	8.206085
378	-1553.767	-1713.844	160.0764	1.231451	8.054828
384	-1561.822	-1721.898	160.0764	1.231451	8.054828
390	-1558.952	-1718.933	159.9811	1.326804	8.054828
396	-1552.549	-1714.797	162.2482	1.231999	6.890596
402	-1548.898	-1710.427	161.5293	1.430181	7.17094
408	-1553.54	-1716.179	162.6387	1.271287	6.658583
414	-1561.572	-1723.701	162.1294	1.263646	6.937615
420	-1553.648	-1715.693	162.0449	1.348094	6.937615
426	-1568.505	-1730.625	162.1199	1.485823	6.822936
432	-1565.795	-1727.066	161.2708	1.210567	7.427576
438	-1563.714	-1726.675	162.9615	1.179922	6.533402
444	-1557.482	-1715.304	157.8212	1.404192	9.160399
450	-1553.146	-1712.446	159.2992	1.279041	8.443198
456	-1550.37	-1709.929	159.5587	1.28345	8.30289
462	-1562.724	-1725.715	162.9906	1.369232	6.415054
468	-1562.289	-1723.103	160.8139	1.196948	7.679518
474	-1564.027	-1724.647	160.6193	1.123251	7.822881
480	-1562.191	-1723.29	161.0996	1.123251	7.566043
486	-1562.631	-1723.707	161.0767	1.146186	7.566043
492	-1556.573	-1718.087	161.5135	1.255727	7.273099
498	-1555.473	-1715.588	160.115	1.218129	8.0414
504	-1571.34	-1733.628	162.2873	1.46402	6.744334
510	-1568.265	-1730.466	162.2006	1.514072	6.764114
516	-1567.125	-1725.282	158.1572	1.546225	8.907344
522	-1571.248	-1729.947	158.6991	1.409855	8.692361
528	-1561.842	-1722.387	160.5453	1.274596	7.781547
534	-1563.021	-1724.055	161.0344	1.274596	7.519935
540	-1552.671	-1713.626	160.9553	1.260992	7.569547
546	-1558.379	-1718.04	159.6618	1.168245	8.309288
552	-1567.871	-1729.742	161.8706	1.181173	7.121302
558	-1551.702	-1713.493	161.7909	1.260849	7.121302
564	-1562.955	-1721.411	158.456	1.327706	8.864821
570	-1550.427	-1712.109	161.6821	1.218474	7.202557
576	-1551.111	-1712.586	161.4751	1.218474	7.313739
582	-1554.059	-1712.441	158.3825	1.350416	8.891724
588	-1548.959	-1710.817	161.8587	1.360744	7.031078
594	-1551.601	-1712.574	160.9729	1.153819	7.61753
600	-1574.836	-1735.475	160.6394	1.285724	7.725329
606	-1577.093	-1737.035	159.9427	1.083135	8.205077
612	-1558.705	-1720.447	161.7417	1.357249	7.095924
618	-1552.928	-1713.857	160.9291	1.124785	7.656466
624	-1557.885	-1717.556	159.6711	1.121664	8.329159
630	-1550.369	-1711.391	161.0218	1.172121	7.581515
636	-1551.408	-1707.88	156.4714	1.148901	10.00712
642	-1544.14	-1705.228	161.0877	1.331181	7.46105
648	-1547.529	-1705.961	158.4315	1.103266	8.99666
654	-1559.65	-1722.221	162.5703	1.263769	6.699617
660	-1560.064	-1721.343	161.279	1.279856	7.385999
666	-1559.262	-1718.686	159.4238	1.34583	8.341438
672	-1565.472	-1726.488	161.016	1.290444	7.521261
678	-1558.32	-1719.322	161.0027	1.255103	7.547315
684	-1557.651	-1720.613	162.9621	1.053602	6.60142
690	-1552.093	-1710.793	158.7005	1.162236	8.822959
696	-1547.032	-1710.447	163.4153	1.00686	6.381238
702	-1553.04	-1714.312	161.2723	1.197224	7.433881
708	-1556.185	-1718.563	162.3779	1.000655	6.945389
714	-1549.723	-1710.214	160.4909	1.213842	7.843073
720	-1548.218	-1707.506	159.2876	1.249299	8.465176
726	-1560.661	-1722.635	161.974	1.044237	7.139329
732	-1563.499	-1725.979	162.48	1.278316	6.740555
738	-1561.358	-1722.58	161.2212	1.22565	7.446033
744	-1558.868	-1718.152	159.2842	1.219847	8.482643
750	-1554.01	-1712.899	158.8889	1.445394	8.572791
756	-1548.778	-1708.544	159.7659	1.313934	8.176365
762	-1550	-1710.85	160.8498	1.150019	7.685388
768	-1552.354	-1713.03	160.6758	1.129067	7.789626
774	-1560.27	-1721.826	161.5564	1.151157	7.306243
780	-1562.698	-1724.871	162.1735	1.316461	6.885359
786	-1570.215	-1730.333	160.1186	1.172462	8.063825
792	-1554.059	-1713.16	159.1007	1.349522	8.511231
798	-1550.801	-1712.365	161.5636	1.1092	7.324861
804	-1556.252	-1717.108	160.8558	1.160794	7.676447
810	-1559.776	-1723.539	163.7629	1.085437	6.149697
816	-1546.649	-1707.503	160.8534	1.18349	7.665544
822	-1552.254	-1715.148	162.8937	1.280646	6.515548
828	-1552.496	-1713.19	160.6939	1.223555	7.729415
834	-1557.381	-1718.076	160.6943	1.360523	7.655979
840	-1551.693	-1712.039	160.3462	1.344678	7.850487
846	-1554.582	-1712.124	157.5421	1.422661	9.298194
852	-1554.447	-1716.226	161.7781	1.124892	7.201293
858	-1553.316	-1713.448	160.1328	1.051273	8.120814
864	-1556.985	-1717.676	160.6906	1.051273	7.823263
870	-1557.074	-1717.887	160.8128	1.1659	7.696687
