Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-967.7883	-1134.967	167.1783	0.3534596	0.8633427	0.8818619	1.120572	0.589383	0.410617	0.292964	0.707036	2.635633
6	-981.9462	-1148.698	166.752	0.1340182	1.018237	1.289668	1.148367	0.573386	0.426614	0.348318	0.651682	2.640527
12	-967.3306	-1134.938	167.607	0.08634206	0.6689922	0.8323863	1.148367	0.513358	0.486642	0.295188	0.704812	2.65191
18	-963.7247	-1131.179	167.4548	0.1305709	1.003339	1.014143	1.148367	0.46368	0.53632	0.347336	0.652664	2.378534
24	-964.6342	-1132.717	168.0826	0.2289462	0.525636	1.014143	1.147937	0.48824	0.51176	0.347336	0.652664	2.193913
30	-966.4674	-1134.254	167.7863	0.08207149	0.8255586	1.047165	1.263375	0.552021	0.447979	0.417045	0.582955	2.195147
36	-969.9184	-1137.34	167.4217	0.382238	0.8568767	1.032152	1.04997	0.462743	0.537257	0.475159	0.524841	2.35329
42	-967.0952	-1134.685	167.5894	0.3287183	1.129007	0.9205381	1.277153	0.642561	0.357439	0.319248	0.680752	2.100017
48	-965.3996	-1132.513	167.1134	0.357554	0.8373732	1.116109	1.123346	0.476368	0.523632	0.319248	0.680752	2.518262
54	-964.1829	-1131.87	167.6873	0.3714455	0.7052286	1.101343	1.29839	0.476368	0.523632	0.455533	0.544467	2.078428
60	-963.9919	-1131.271	167.2788	0.5707494	0.7052286	1.027185	1.194957	0.591456	0.408544	0.468847	0.531153	2.337409
66	-975.0066	-1142.525	167.5186	0.2180528	0.7822883	0.98127	1.201182	0.632847	0.367153	0.476444	0.523556	2.399789
72	-971.3818	-1139.446	168.0641	0.07714174	0.7822883	0.7683053	1.018044	0.481852	0.518148	0.3091	0.6909	2.419009
78	-971.8701	-1139.402	167.5317	0.5469685	0.8496744	0.9099244	1.027909	0.595532	0.404468	0.363975	0.636025	2.308392
84	-959.0928	-1126.246	167.1536	0.4810366	0.8838985	1.212441	1.317476	0.643851	0.356149	0.362479	0.637521	2.208877
90	-949.7334	-1117.241	167.5075	0.3047368	1.046787	0.807315	1.251056	0.499313	0.500687	0.370053	0.629947	2.261039
96	-961.7228	-1129.964	168.2415	0.1028452	0.7105298	0.7934939	1.259163	0.404083	0.595917	0.325819	0.674181	2.165317
102	-960.5356	-1128.074	167.5387	0.3146769	0.7388658	1.181434	1.453293	0.525371	0.474629	0.305805	0.694195	2.090023
108	-967.1186	-1134.81	167.6912	0.5304919	0.6343095	0.6936851	1.625627	0.450397	0.549603	0.353965	0.646035	2.090023
114	-971.3584	-1138.928	167.5693	0.5581332	0.8348358	1.015707	1.228154	0.615259	0.384741	0.411236	0.588764	2.079271
120	-967.986	-1135.42	167.4342	0.6658046	1.026808	1.074344	1.17888	0.4548	0.5452	0.474928	0.525072	1.93884
126	-961.0259	-1128.432	167.4058	0.3336836	0.6985424	1.165489	1.134463	0.490889	0.509111	0.512418	0.487582	2.350469
132	-955.4077	-1122.747	167.3395	0.4503072	0.6171928	1.053246	1.232769	0.510249	0.489751	0.354194	0.645806	2.400449
138	-958.9904	-1126.791	167.8005	0.2430468	0.9076166	0.7459287	1.051878	0.617497	0.382503	0.332314	0.667686	2.400449
144	-959.7879	-1128.351	168.5633	0.09956862	0.5954744	0.6865265	1.165851	0.456	0.544	0.332314	0.667686	2.136936
150	-963.8759	-1131.548	167.672	0.2992415	1.073063	0.8354094	1.215427	0.528794	0.471206	0.404364	0.595636	2.136936
156	-981.6052	-1149.294	167.689	0.2044308	0.8579411	1.006839	1.332058	0.505514	0.494486	0.295506	0.704494	2.186706
162	-970.5782	-1139.035	168.4569	0.2296161	0.7729453	0.7556917	1.262178	0.557912	0.442088	0.279443	0.720557	1.943002
168	-994.9606	-1162.551	167.5901	0.4638488	0.8152501	0.8564277	1.381757	0.525583	0.474417	0.528118	0.471882	2.116839
174	-973.7456	-1141.417	167.6711	0.2627383	0.8020591	1.110958	1.314669	0.554945	0.445055	0.318647	0.681353	2.129959
180	-978.1377	-1145.37	167.2319	0.5838381	0.5012079	0.8891857	1.151306	0.554945	0.445055	0.436563	0.563437	2.57249
186	-970.3094	-1137.999	167.69	0.2078108	0.8070953	1.103943	1.061009	0.580498	0.419502	0.436563	0.563437	2.28283
192	-969.6201	-1137.383	167.7631	0.3672446	0.8385625	1.073109	1.254297	0.506784	0.493216	0.509545	0.490455	1.991038
198	-974.0734	-1142.068	167.9949	0.1925776	0.8385625	0.7190811	1.356337	0.51024	0.48976	0.500153	0.499847	2.116069
204	-979.5514	-1147.178	167.627	0.5392151	0.6709919	0.9597577	1.071276	0.451736	0.548264	0.449271	0.550729	2.271269
210	-976.4438	-1144.379	167.9356	0.2011687	0.8383349	0.8397424	1.144874	0.525974	0.474026	0.356031	0.643969	2.239911
216	-992.0616	-1159.616	167.5548	0.07816173	0.6495714	1.150714	1.092113	0.368167	0.631833	0.432611	0.567389	2.509261
222	-973.6508	-1140.79	167.1388	0.1041401	1.293397	0.9341547	1.128162	0.44548	0.55452	0.272858	0.727142	2.520233
228	-979.4602	-1147.18	167.7196	0.03902835	1.28034	1.152715	1.19949	0.44548	0.55452	0.227157	0.772843	2.05186
234	-979.558	-1147.439	167.8808	0.05128214	0.9635305	0.6852058	1.285467	0.484705	0.515295	0.297181	0.702819	2.324875
240	-966.654	-1134.411	167.7574	0.2850283	0.814285	0.946855	1.217167	0.451856	0.548144	0.29146	0.70854	2.236633
246	-963.4963	-1130.619	167.1228	0.4845356	0.6946413	0.8597042	0.8840359	0.509433	0.490567	0.449147	0.550853	2.782688
252	-963.2904	-1130.97	167.6793	0.1462835	0.8161307	0.9783413	1.000434	0.650334	0.349666	0.413013	0.586987	2.467129
258	-967.8396	-1135.206	167.3664	0.3241248	0.8620154	1.013953	1.190576	0.319129	0.680871	0.300276	0.699724	2.441028
264	-973.1659	-1140.565	167.3992	0.3194976	1.450722	0.700775	0.9817842	0.46806	0.53194	0.272934	0.727066	2.358095
270	-971.3705	-1138.404	167.0334	0.4920751	1.064636	0.7666513	1.281468	0.676535	0.323465	0.358305	0.641695	2.483659
276	-960.4476	-1128.518	168.0708	0.1792375	0.5630603	0.8093811	1.277093	0.583823	0.416177	0.3816	0.6184	2.260094
282	-969.2964	-1137.665	168.3688	0.1737518	0.5533273	0.9323936	1.379809	0.482151	0.517849	0.265858	0.734142	1.97977
288	-973.2756	-1140.494	167.2185	0.4793273	0.8097843	1.191897	1.660388	0.573216	0.426784	0.265858	0.734142	2.038281
294	-961.3828	-1128.856	167.4735	0.4793273	0.5133222	1.265838	1.480052	0.482817	0.517183	0.465324	0.534676	2.022922
300	-973.5435	-1140.178	166.6344	0.7842432	0.9138087	1.273376	1.716896	0.425916	0.574084	0.410604	0.589396	1.99361
306	-963.507	-1131.111	167.6045	0.5218457	0.5584215	1.250729	1.664156	0.410124	0.589876	0.421125	0.578875	1.786633
312	-959.2903	-1126.976	167.6857	0.2784248	0.7487352	1.03764	1.134278	0.529087	0.470913	0.311168	0.688832	2.308476
318	-955.4742	-1123.381	167.907	0.1095447	0.8898634	1.057344	1.122	0.594589	0.405411	0.339217	0.660783	2.177673
324	-955.7112	-1123.804	168.0931	0.1486515	0.8565381	1.090138	1.193549	0.468148	0.531852	0.381024	0.618976	1.954567
330	-977.8845	-1145.333	167.4485	0.07690825	1.271339	0.6796528	0.9632414	0.537692	0.462308	0.427219	0.572781	2.546224
336	-967.3653	-1134.342	166.9764	0.2533537	0.7485017	1.089492	1.094089	0.587523	0.412477	0.427219	0.572781	2.727127
342	-970.5378	-1137.058	166.5203	0.787561	0.8973332	1.196509	0.7721772	0.40442	0.59558	0.382526	0.617474	2.735168
348	-964.7382	-1131.785	167.0471	0.4092978	0.7401007	1.085074	0.7721772	0.519156	0.480844	0.382526	0.617474	2.79461
354	-972.7832	-1139.75	166.9668	0.5624739	0.9367774	1.054336	0.9909295	0.55333	0.44667	0.266554	0.733446	2.577089
360	-974.069	-1141.493	167.424	0.09612216	0.7180676	0.8961642	0.966785	0.666317	0.333683	0.439603	0.560397	2.787149
366	-963.8722	-1131.753	167.881	0.192818	0.8180977	0.7408491	1.312855	0.548538	0.451462	0.39612	0.60388	2.235093
372	-961.7489	-1129.992	168.2435	0.06151714	0.7381311	0.5041448	0.948978	0.534673	0.465327	0.398832	0.601168	2.489822
378	-963.5072	-1130.946	167.4391	0.1820601	0.6732255	1.050616	1.080426	0.377985	0.622015	0.349657	0.650343	2.593199
