Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-452.3662	-620.9135	168.5474	0.1600737	2.438279	0.508959	2.389205
6	-457.3856	-623.255	165.8694	0.6991495	3.184115	0.9771806	3.081589
12	-455.9846	-624.2682	168.2836	0.391752	2.411673	0.9331187	2.151028
18	-458.9555	-626.6253	167.6699	0.335042	3.777486	0.9915407	1.930787
24	-472.2613	-639.5386	167.2772	0.7458011	3.022539	1.49324	1.913621
30	-467.1993	-632.0061	164.8068	0.8175611	5.11221	1.298172	2.773599
36	-468.2722	-636.3067	168.0345	0.3720114	2.351639	0.617711	2.552159
42	-448.484	-614.9859	166.502	0.7829538	2.026617	0.7258499	3.323359
48	-443.6126	-608.5532	164.9406	1.305346	3.377554	1.01742	3.172861
54	-441.1194	-607.9293	166.8098	0.5377487	3.441671	0.5704059	2.753784
60	-448.1037	-613.7667	165.6631	1.16903	2.939286	0.7350709	3.169722
66	-452.6072	-618.5266	165.9194	0.4996875	4.25786	0.6417891	2.97108
72	-454.6764	-620.2072	165.5308	1.07274	3.238756	0.8380111	3.121724
78	-460.8587	-626.6914	165.8327	1.555573	1.528614	0.6955132	3.538982
84	-452.6342	-617.9398	165.3057	0.8538536	1.683394	0.6955132	4.163639
90	-454.5327	-620.2687	165.736	0.8264115	2.518288	1.200622	3.236936
96	-451.7496	-618.9536	167.204	0.4489075	2.946409	0.9728383	2.523986
102	-445.6527	-613.4435	167.7908	0.3737778	3.368071	0.86528	2.082107
108	-446.6932	-614.7369	168.0437	0.2023248	3.63158	0.8367348	1.93395
114	-454.1061	-621.9561	167.8501	0.6927743	3.01835	1.388143	1.626418
120	-454.408	-620.6953	166.2873	0.6627128	4.862072	1.412024	1.940661
126	-454.3789	-619.8557	165.4767	0.9410313	4.20343	1.412024	2.519998
132	-456.8988	-624.051	167.1523	0.7034462	3.534681	0.7733871	2.272116
138	-443.2589	-611.316	168.0571	0.324402	3.408575	1.313876	1.606409
144	-445.8793	-612.9552	167.0758	0.5876773	4.448336	1.098775	1.821741
150	-451.6282	-619.0706	167.4424	0.4162021	3.951604	1.191844	1.821741
156	-442.8782	-611.7645	168.8864	0.2080927	2.743875	1.191844	1.509523
162	-443.2384	-611.2804	168.042	0.2096893	4.462178	1.085078	1.398432
168	-451.7362	-618.245	166.5088	0.5418531	5.197942	0.8775862	2.112707
174	-462.9621	-629.0112	166.0491	0.6862357	5.03276	0.9414866	2.32981
180	-469.507	-636.2839	166.7769	0.7533707	3.639319	0.8740596	2.372973
186	-460.5708	-628.6758	168.105	0.3570755	2.83098	1.071002	1.993573
192	-471.7494	-638.2146	166.4652	0.3570755	4.696648	2.25236	1.499944
198	-459.7499	-627.2285	167.4786	0.3213391	4.70925	1.360088	1.42999
204	-473.058	-639.3648	166.3068	0.327283	4.416346	1.10854	2.498521
210	-461.9727	-629.209	167.2363	0.3407594	3.223642	1.762345	1.940039
216	-461.9704	-628.3377	166.3673	0.9796904	3.223642	1.766675	2.090157
