Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-1463.738	-1620.665	156.9275	0.1099184	12.31654	1.032407	3.217587	4.526263
6	-1479.6	-1636.121	156.5208	0.1090053	12.31654	1.138627	3.388805	4.599579
12	-1479.676	-1636.943	157.2663	0.1161802	12.31654	1.094199	3.388805	4.199856
18	-1480.783	-1638.355	157.5715	0.113912	13.91671	0.9633383	3.315854	3.894343
24	-1488.876	-1645.016	156.1401	0.1084758	13.90116	1.142978	3.315854	4.609426
30	-1482.813	-1637.908	155.0948	0.1200665	9.360556	1.243716	2.477809	6.333642
36	-1477.252	-1634.415	157.1636	0.1348244	7.792589	1.030537	2.16219	5.799551
42	-1482.304	-1638.225	155.921	0.1305974	9.535357	1.284367	2.145171	6.005059
48	-1500.823	-1655.602	154.7793	0.1216311	12.71766	1.466651	2.731502	5.682847
54	-1490.222	-1647.982	157.7593	0.1485328	9.765804	1.466651	3.173149	4.265575
60	-1492.072	-1649.686	157.6144	0.1198041	10.77776	1.361735	2.865401	4.408644
66	-1480.352	-1637.766	157.4142	0.1250366	10.77776	1.305006	2.750306	4.613779
72	-1475.923	-1633.426	157.5032	0.1192812	11.97531	1.115669	3.355322	4.126206
78	-1490.25	-1646.928	156.6788	0.110687	10.96319	1.254188	3.205699	4.773895
84	-1485.267	-1641.6	156.3324	0.107003	12.42484	1.254188	3.123083	4.773895
90	-1483.029	-1639.236	156.2066	0.1109481	10.28395	1.154414	2.876232	5.392149
96	-1486.443	-1641.926	155.4836	0.1200023	10.53418	1.056512	2.104763	6.214331
102	-1472.192	-1627.862	155.6701	0.1200023	11.63125	1.099277	2.611354	5.628326
108	-1482.044	-1639.088	157.0434	0.1137167	9.030928	1.030345	2.704672	5.325858
114	-1489.585	-1647.42	157.8347	0.1113846	10.31334	1.215858	3.586017	4.044057
120	-1479.729	-1636.97	157.2407	0.1140947	9.435279	1.305788	3.374637	4.613704
126	-1482.156	-1639.672	157.5159	0.1249427	10.53926	1.183504	3.16561	4.432407
132	-1473.78	-1630.868	157.088	0.1222132	10.65418	1.175399	2.681626	4.928556
138	-1485.61	-1642.464	156.8534	0.1196186	11.37981	1.028512	2.841042	4.928556
144	-1496.492	-1653.921	157.4295	0.1196186	8.117836	1.193633	2.841042	5.12947
150	-1486.762	-1644.426	157.6646	0.1342335	11.51909	1.271021	2.524926	4.485659
156	-1498.931	-1657.044	158.1133	0.1281223	9.05732	1.155326	3.207329	4.36617
162	-1499.944	-1656.465	156.5212	0.1254589	13.43669	1.22543	2.682865	4.764116
168	-1473.533	-1628.882	155.3485	0.109552	11.07061	1.24346	3.066344	5.5756
174	-1468.031	-1624.86	156.8297	0.1148044	9.467168	1.073599	3.066344	5.135523
180	-1468.189	-1626.61	158.4211	0.1169826	9.640325	1.200548	3.074952	4.133396
186	-1468.038	-1626.504	158.4664	0.1386537	10.07541	1.1844	3.126779	3.991946
