Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-60.98723	-230.5905	169.6032	0.8500484	0.5305092	0.7235918	1.515237	1.209728
6	-63.76703	-233.5567	169.7897	0.1892715	0.5640129	0.6039693	1.613541	1.568394
12	-67.19728	-236.9967	169.7994	0.4642866	0.692004	0.6806495	1.559895	1.253377
18	-52.73712	-223.2622	170.5251	0.02964623	0.9817183	0.4657531	1.012872	1.362948
24	-61.04825	-231.7158	170.6675	0.0263688	0.855892	0.6225924	1.090612	1.196849
30	-83.84787	-251.5282	167.6803	2.119537	0.7428314	0.8204408	1.435766	1.570209
36	-72.66988	-241.4823	168.8124	0.9083884	0.3686931	1.092718	1.4123	1.627299
42	-67.22999	-236.5493	169.3193	0.8584474	0.3959277	0.4762682	2.397706	0.8731155
48	-73.17528	-242.8276	169.6524	0.1547321	0.1922707	0.6039087	2.397706	0.954184
54	-66.1993	-237.1399	170.9406	0.08351976	0.5117674	0.6894632	0.6259622	1.497749
60	-78.52447	-248.4467	169.9222	0.04709476	0.5117674	0.3634045	1.092259	2.046785
66	-71.04572	-240.8978	169.8521	0.3541162	0.2802188	1.372094	1.227645	1.146342
72	-71.18016	-241.0611	169.8809	0.3541162	0.4048197	0.7197047	1.227645	1.651238
78	-57.5413	-227.6484	170.1071	0.4353524	0.6483751	0.6351027	1.179938	1.398327
84	-58.53133	-228.6233	170.092	0.2498027	0.3700443	0.8211689	1.051057	1.634836
90	-73.66704	-240.5796	166.9126	2.365612	0.5072833	0.8211689	2.047638	1.645924
96	-81.69407	-251.2889	169.5948	0.5411119	0.4016201	0.3455222	1.602402	1.613975
102	-82.74093	-251.521	168.78	0.05032617	0.6144311	3.442964	1.104415	0.9233799
108	-76.02481	-245.8575	169.8327	0.06934297	0.4235141	0.9781403	1.723489	1.334031
114	-80.48028	-250.4793	169.999	0.01163483	0.3437336	0.9261167	1.136025	1.734473
120	-67.486	-237.5058	170.0198	0.05425163	1.049638	0.3604142	1.007633	1.694707
126	-69.9613	-239.7235	169.7622	0.4432523	0.4568787	0.2814737	2.354896	0.8635038
132	-65.41204	-235.6974	170.2853	0.2210402	0.4568787	0.2814737	1.621577	1.274271
138	-72.08628	-239.4777	167.3915	1.819359	0.4235565	0.5219479	2.546716	1.552219
144	-70.53383	-240.2895	169.7557	0.2923074	0.2469903	0.3997954	2.197472	1.15433
150	-61.67758	-232.2847	170.6071	0.1830357	0.2469903	0.3742386	1.673071	0.9493696
156	-76.96445	-247.113	170.1485	0.5180602	0.2273852	0.3750216	1.820253	0.8832593
162	-77.58264	-247.1455	169.5629	0.2985405	0.2835015	0.5469073	1.820253	1.5775
168	-75.33706	-244.8588	169.5218	0.6249598	0.2113207	0.2188077	1.35886	1.5775
174	-71.50987	-241.3828	169.8729	0.1961919	0.743515	0.2422761	1.528014	1.475128
180	-71.91556	-240.5743	168.6587	0.3421094	0.5779747	1.581398	1.790683	1.456134
186	-76.54345	-246.0939	169.5505	0.2050115	0.6448227	1.581398	0.9806344	1.456134
192	-76.49727	-245.5444	169.0472	0.1610516	0.1869682	1.44572	2.037849	1.078798
198	-73.68075	-243.7262	170.0454	0.2132966	0.1851276	0.7089851	2.037849	0.6803375
270	-68.97941	-238.6889	169.7095	0.4338214	0.1446339	0.6079361	1.676465	1.106388
276	-65.64683	-235.6604	170.0136	0.5399768	0.2439235	0.7256482	1.229439	1.346333
204	-62.15278	-233.0261	170.8734	0.005698202	0.403521	0.2507306	1.429782	1.101934
282	-81.39434	-250.2808	168.8864	0.3594289	0.5705068	1.075899	1.144434	2.082242
210	-67.74422	-237.9943	170.2501	0.007818946	0.7688278	0.7956979	1.272004	1.345515
288	-69.84442	-238.7701	168.9257	1.661125	0.2858055	0.5282618	1.519452	1.260787
216	-82.92744	-251.2335	168.3061	1.315183	0.7965937	0.1711321	1.843307	1.379708
222	-86.43884	-251.1368	164.698	2.613955	0.3774841	0.2487742	1.705211	3.296077
294	-79.73675	-249.3239	169.5872	0.2091512	0.5761653	1.095103	1.083159	1.734526
228	-72.30581	-241.3311	169.0253	0.9797039	0.3774841	0.2864477	2.386063	1.068437
300	-71.93911	-239.0806	167.1415	1.517928	0.1621607	2.759849	0.4196749	1.824957
234	-72.45281	-241.0197	168.5669	1.547076	0.6800325	0.7234444	2.092019	0.8590537
240	-88.54464	-257.8226	169.278	0.07113629	0.4494752	1.280509	2.438967	0.9023368
246	-85.71091	-254.6772	168.9662	0.165587	0.4494752	2.345032	1.748078	0.8684305
252	-69.97895	-238.7515	168.7725	0.2334906	0.534804	1.774424	1.352416	1.669912
258	-83.79245	-252.8952	169.1028	0.1468213	0.4455442	2.471771	0.805291	1.508426
264	-95.37121	-264.5121	169.1409	0.4924533	0.6234001	0.3085545	1.933066	1.630763
270	-64.00639	-231.8678	167.8614	1.065235	1.166619	0.914516	0.8866954	2.192145
276	-58.81029	-228.1883	169.378	0.3993905	0.467204	1.530549	1.141352	1.451088
282	-62.00603	-230.8358	168.8297	0.06009471	0.3597045	1.652765	2.535182	0.9374048
288	-60.41617	-229.8923	169.4761	0.0605048	0.3343542	2.401752	1.466069	0.6396115
294	-73.40772	-242.3994	168.9917	1.164717	0.2948933	0.9112173	1.396863	1.431516
300	-63.81866	-233.5472	169.7286	1.036952	0.4085191	0.5943692	1.204835	1.352068
306	-78.88659	-246.8732	167.9866	1.51622	0.2695271	2.128674	0.4841226	1.733762
