Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-65.11069	-235.2931	170.1825	1.102623	1.835995	1.262109
6	-67.94202	-237.9954	170.0534	0.6018821	2.115176	1.520947
12	-86.2614	-256.0817	169.8203	0.5502852	3.212461	0.7659258
18	-81.91379	-250.6204	168.7066	0.5502852	4.34868	0.7319572
24	-71.20114	-239.1951	167.9939	0.1934083	5.009234	0.5714779
30	-89.19987	-257.5435	168.3436	0.6035887	4.74367	0.5714779
36	-83.38766	-252.9035	169.5158	0.5613645	3.138601	1.157419
42	-79.32496	-249.7849	170.46	0.5613645	2.488111	0.8649107
48	-85.70157	-254.6877	168.9861	1.363848	2.750946	1.283002
54	-93.84354	-263.5777	169.7342	1.363848	2.047496	1.246109
60	-82.51871	-251.8637	169.345	0.3772292	3.67414	0.8857883
66	-83.69188	-253.5798	169.8879	0.8635623	2.902752	0.7015897
72	-81.85831	-250.7985	168.9402	1.179024	3.478012	0.790233
78	-71.24936	-241.5363	170.287	0.7037456	2.338543	1.073866
84	-92.75367	-262.5834	169.8297	0.6570359	2.850593	1.062004
90	-83.12254	-252.6635	169.5409	0.5523781	3.440837	0.8320426
96	-79.45391	-248.9566	169.5026	0.362943	3.440837	0.9682566
102	-74.58048	-245.0646	170.4841	0.578225	2.45749	0.8572028
108	-69.96395	-240.5044	170.5404	0.8547958	2.073453	0.9412546
114	-62.50181	-232.6692	170.1674	0.6431319	2.073453	1.440076
120	-73.97129	-243.6723	169.701	0.9345564	2.646939	1.12282
126	-77.78164	-247.8846	170.1029	0.4895969	2.701922	1.064623
132	-68.42236	-238.9633	170.5409	0.6157016	2.162538	1.073666
138	-85.83717	-256.1987	170.3615	0.7708405	2.399138	0.8686235
144	-82.42081	-252.2841	169.8633	0.4268303	3.267333	0.7235333
150	-93.00867	-261.7265	168.7178	0.6787202	4.144897	0.8494511
156	-83.80023	-252.3455	168.5453	0.3832085	4.604438	0.7088416
162	-71.65167	-241.2671	169.6154	0.6860388	3.303483	0.767033
168	-78.92872	-248.4926	169.5639	0.7273835	3.303483	0.7857912
174	-78.37822	-248.3578	169.9796	1.121608	2.356552	0.9537241
180	-73.64753	-242.3606	168.713	0.4286298	4.313348	0.8641351
186	-75.77507	-245.8695	170.0944	1.180422	1.845932	1.262874
192	-74.49245	-244.9543	170.4619	0.5146776	2.098843	1.265277
198	-74.33071	-245.0351	170.7044	0.379134	2.076467	1.123922
204	-85.66945	-255.8411	170.1717	0.6971261	2.076467	1.397173
210	-81.45838	-251.9537	170.4953	0.6635487	2.196893	1.045212
216	-85.10041	-255.7096	170.6092	0.7899082	1.900982	1.105066
222	-78.92556	-249.7935	170.868	0.3288774	1.68618	1.311563
228	-81.54423	-251.6283	170.0841	0.4382636	2.486031	1.291258
234	-72.82427	-243.18	170.3557	0.6945332	2.486031	0.8574201
240	-78.90768	-248.887	169.9793	0.6178379	2.986433	0.7851196
246	-75.44647	-243.7721	168.3256	1.845188	3.436173	0.8350519
252	-71.17798	-241.9536	170.7756	0.4793278	2.015651	1.082789
258	-73.4688	-242.9967	169.5279	0.9302792	2.868028	1.082789
264	-58.77113	-229.4	170.6288	0.8039199	2.026173	0.9505199
270	-81.23355	-251.9756	170.7421	0.4004427	1.411473	1.618277
276	-79.56094	-249.7757	170.2147	0.8186699	2.144295	1.213404
282	-85.15568	-255.4459	170.2902	0.787027	2.257703	1.0727
288	-82.63398	-252.5309	169.8969	0.5702206	2.844177	1.0727
294	-88.92587	-259.3129	170.3871	0.1942271	2.443536	0.8682236
300	-82.8371	-252.6092	169.7721	0.7132706	2.353109	1.479952
306	-87.46731	-257.9131	170.4458	0.3992148	1.91727	1.463332
312	-100.5733	-270.3696	169.7963	0.33209	2.564842	1.463332
318	-101.4283	-271.3575	169.9292	0.3216776	2.228356	1.611456
