Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-1579.489	-1750.729	171.2402	2.132424	0.9577903
6	-1579.405	-1750.555	171.1504	2.311854	0.8578947
12	-1582.041	-1753.066	171.0243	2.437876	0.8578947
18	-1583.873	-1754.914	171.0409	2.459031	0.8108293
24	-1577.436	-1748.615	171.179	2.350978	0.7698866
30	-1579.905	-1751.093	171.1879	2.233163	0.905449
36	-1586.712	-1758.178	171.4658	1.907354	0.9571902
42	-1592.668	-1764.171	171.503	1.723431	1.10015
48	-1582.549	-1754.271	171.7224	1.586473	1.022126
54	-1583.12	-1754.548	171.4271	1.796091	1.10313
60	-1578.208	-1749.451	171.2434	2.031544	1.054924
66	-1577.786	-1748.739	170.9525	2.527427	0.8362405
72	-1587.098	-1757.851	170.7533	2.82873	0.6867018
78	-1586.456	-1756.932	170.4758	3.043826	0.7844041
84	-1585.43	-1756.157	170.7261	2.791959	0.7865955
90	-1587.344	-1758.553	171.2092	2.320955	0.7696636
96	-1580.856	-1751.595	170.7389	2.79996	0.7570475
102	-1578.226	-1749.016	170.7898	2.753192	0.7508387
108	-1579.98	-1750.766	170.7863	2.751917	0.7579218
114	-1583.735	-1754.482	170.7472	2.783705	0.7685299
120	-1572.632	-1743.365	170.733	2.797986	0.7685299
126	-1584.409	-1755.886	171.4766	2.024299	0.8095911
132	-1577.853	-1748.728	170.8749	2.616002	0.8225158
138	-1582.259	-1753.229	170.9698	2.47281	0.8809179
144	-1574.071	-1745.041	170.9697	2.594344	0.7179979
150	-1575.259	-1746.589	171.3298	2.118255	0.8746231
156	-1578.13	-1749.594	171.4639	1.871168	0.9961978
162	-1587.255	-1758.17	170.9151	2.525329	0.8834497
168	-1587.241	-1758.475	171.2335	2.242019	0.8417811
174	-1591.724	-1762.958	171.2335	2.242019	0.8417811
180	-1592.508	-1763.66	171.1515	2.242019	0.9356257
186	-1597.265	-1768.345	171.0803	2.355913	0.8883758
192	-1579.096	-1750.262	171.1663	2.355913	0.7807774
198	-1574.691	-1745.806	171.1146	2.355913	0.8479245
204	-1573.657	-1744.829	171.172	2.113888	1.04447
210	-1574.503	-1745.682	171.1788	2.314746	0.8190781
216	-1585.967	-1756.861	170.8942	2.605718	0.8108096
222	-1582.422	-1753.404	170.9818	2.503715	0.8293346
228	-1586.034	-1756.558	170.5237	3.086248	0.6281785
234	-1569.745	-1739.441	169.6955	3.935786	0.5609921
240	-1571.155	-1741.368	170.2134	3.41119	0.5868611
246	-1582.932	-1752.691	169.7587	3.845635	0.641555
252	-1588.536	-1759.4	170.8634	2.683236	0.7453882
258	-1587.975	-1759.029	171.0544	2.486274	0.7544336
264	-1585.316	-1756.34	171.0243	2.481066	0.8036256
270	-1578.094	-1748.668	170.5741	2.979711	0.7343642
276	-1595.293	-1766.179	170.8862	2.722591	0.6312026
282	-1584.557	-1755.163	170.6063	2.935161	0.7531295
288	-1593.237	-1764.207	170.97	2.483338	0.8684114
294	-1585.213	-1755.659	170.4458	3.124856	0.7068553
300	-1580.996	-1751.241	170.2449	3.339324	0.6826479
306	-1585.311	-1756.207	170.8963	2.681374	0.6946028
312	-1582.8	-1753.666	170.8655	2.68891	0.7333896
318	-1594.984	-1766.029	171.0445	2.374402	0.9078217
324	-1582.583	-1753.476	170.8932	2.647993	0.7536357
330	-1577.889	-1748.865	170.9765	2.505537	0.8336461
336	-1571.582	-1742.692	171.1102	2.422765	0.765626
342	-1569.608	-1740.698	171.0894	2.422765	0.7945798
348	-1579.534	-1750.908	171.3741	1.979103	0.9778164
354	-1586.675	-1757.963	171.2883	1.999978	1.042122
360	-1579.079	-1750.314	171.2349	1.999978	1.092343
366	-1574.527	-1745.628	171.101	2.42743	0.7721385
372	-1569.933	-1740.8	170.8677	2.660679	0.7721385
378	-1589.845	-1760.379	170.5339	3.045581	0.6913092
384	-1595.983	-1766.521	170.5375	3.045581	0.6846958
390	-1587.211	-1757.848	170.637	2.948193	0.6807192
396	-1584.738	-1755.555	170.8162	2.687789	0.8055471
402	-1589.115	-1760.364	171.249	2.230269	0.8370788
408	-1590.278	-1761.368	171.0894	2.378327	0.8512668
414	-1578.272	-1749.044	170.7715	2.792155	0.7186203
420	-1575.814	-1746.407	170.5927	2.941774	0.7635101
426	-1567.898	-1738.907	171.0088	2.568031	0.6960982
432	-1569.94	-1740.154	170.2143	3.36318	0.6949699
438	-1576.665	-1746.898	170.2325	3.364427	0.6575971
444	-1589.376	-1760.16	170.7835	2.817005	0.6499268
450	-1593.869	-1764.505	170.6367	2.893161	0.7700921
456	-1597.034	-1767.413	170.3787	3.21138	0.6714636
462	-1593.003	-1762.898	169.8942	3.724729	0.6045637
468	-1585.583	-1755.354	169.7717	3.852227	0.5889881
474	-1577.413	-1746.768	169.3555	4.282217	0.5139848
480	-1567.999	-1738.124	170.125	3.464743	0.6721388
486	-1578.361	-1748.996	170.6353	2.923572	0.7263634
492	-1571.351	-1741.572	170.2206	3.381404	0.6466519
498	-1564.767	-1735.147	170.3796	3.229094	0.6314009
504	-1564.752	-1735.7	170.9479	2.586584	0.7634571
510	-1574.326	-1744.951	170.6249	2.872387	0.8142593
516	-1575.791	-1746.822	171.0316	2.384436	0.9110255
522	-1577.997	-1748.812	170.8148	2.754437	0.7092584
528	-1580.169	-1750.625	170.4562	3.173175	0.5690164
534	-1578.407	-1749.281	170.8744	2.710175	0.6819541
540	-1578.448	-1749.298	170.8502	2.710175	0.7238568
546	-1574.491	-1745.016	170.5254	3.051232	0.6964762
552	-1586.61	-1756.808	170.1978	3.392142	0.6717919
558	-1584.655	-1754.948	170.2934	3.332244	0.5831596
564	-1579.364	-1749.579	170.2157	3.361726	0.6950529
570	-1580.985	-1751.291	170.3055	3.260648	0.7145198
576	-1584.211	-1755.007	170.7959	2.701166	0.8144978
582	-1575.683	-1746.171	170.4889	3.078159	0.7129717
588	-1577.832	-1748.209	170.3771	3.214908	0.6676514
594	-1580.876	-1751.669	170.793	2.642167	0.8895363
600	-1583.005	-1754.169	171.1641	2.185639	0.9813534
606	-1583.653	-1754.464	170.8111	2.783171	0.6630119
612	-1581.83	-1752.732	170.9018	2.649685	0.7379831
618	-1586.212	-1757.171	170.9591	2.635597	0.6622111
624	-1588.051	-1757.932	169.8806	3.747006	0.5762068
630	-1587.98	-1758.736	170.7566	2.823787	0.6897729
636	-1588.27	-1759.031	170.7611	2.823787	0.6813644
642	-1582.399	-1752.88	170.4817	3.112616	0.6630488
648	-1574.422	-1744.588	170.166	3.454715	0.5992446
654	-1583.044	-1752.985	169.9409	3.639113	0.6903116
660	-1577.758	-1748.221	170.4625	3.164058	0.58007
666	-1569.534	-1739.982	170.4473	3.164058	0.6249006
672	-1571.444	-1741.904	170.4605	3.142699	0.6439755
678	-1573.203	-1743.65	170.4466	3.158998	0.6385126
684	-1584.485	-1754.721	170.2364	3.36116	0.6563085
690	-1587.683	-1758.652	170.969	2.43418	0.9251946
696	-1586.118	-1756.547	170.4285	3.12211	0.7392652
