Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	tree_length
0	-1148.723	-1302.932	154.2089	1.761907	0.9188869	0.8949974	10.00578
6	-1138.465	-1293.582	155.117	1.741866	0.7308572	1.179577	9.48493
12	-1147.018	-1301.717	154.6992	1.856228	1.059538	1.142026	9.493728
18	-1149.071	-1305.403	156.332	1.689909	0.8573955	0.7077667	9.051147
24	-1136.529	-1291.751	155.2222	1.833681	0.7716426	1.050592	9.428135
30	-1136.292	-1290.028	153.7352	1.798341	0.8805361	0.8381818	10.28535
36	-1156.26	-1315.254	158.9937	1.626297	0.8297898	1.02009	7.520021
42	-1145.61	-1304.592	158.9811	1.576489	0.7403559	0.9156509	7.655448
48	-1154.559	-1312.537	157.9778	1.69368	1.367662	0.9520868	7.779622
54	-1146.604	-1298.503	151.8993	1.7626	0.7565436	1.123867	11.18109
60	-1161.35	-1312.154	150.8042	2.090626	1.348511	1.310422	11.18109
66	-1140.531	-1293.192	152.6615	1.827156	0.9755656	1.10427	10.64511
72	-1141.658	-1298.154	156.4966	1.710852	1.028537	1.463271	8.470433
78	-1149.028	-1303.475	154.4471	1.645638	1.092958	1.362938	9.606318
84	-1155.084	-1309.364	154.2801	1.73196	1.145208	1.393003	9.606318
90	-1148.046	-1305.114	157.0678	1.629625	1.145208	1.119554	8.325614
96	-1152.047	-1307.232	155.1845	1.802449	0.9717603	0.8242163	9.479216
102	-1159.704	-1314.805	155.1016	1.825443	0.8505339	1.005846	9.479216
108	-1154.9	-1309.936	155.0362	1.672152	1.099535	0.9762908	9.479216
114	-1156.489	-1309.971	153.4827	1.907334	0.7756445	0.9762908	10.34256
120	-1154.83	-1310.973	156.1436	1.699255	0.8250633	1.144917	8.934938
126	-1159.397	-1315.712	156.3155	1.600733	0.9480246	0.9492279	8.934938
132	-1157.204	-1314.331	157.1267	1.710807	0.9170239	1.121605	8.371102
138	-1141.805	-1298.859	157.0541	1.599311	1.078778	1.506492	8.184913
144	-1142.15	-1297.082	154.9323	1.826145	0.8697694	0.8886121	9.619862
150	-1140.609	-1296.068	155.459	1.604912	0.8600202	1.114858	9.344532
156	-1138.699	-1293.377	154.6781	1.855175	0.743009	0.9861537	9.752173
162	-1150.3	-1301.286	150.9858	1.975681	0.6988581	0.9115771	11.68637
168	-1152.98	-1307.733	154.7534	1.655047	0.8647441	0.8278261	9.838588
174	-1152.478	-1309.178	156.7001	1.752947	0.8764907	1.20402	8.55346
180	-1157.121	-1310.303	153.1818	1.813137	1.196787	0.8382023	10.40287
186	-1170.179	-1323.8	153.621	1.914028	0.7106714	0.726376	10.42731
192	-1164.354	-1315.045	150.691	1.881967	1.224323	1.136421	11.50201
198	-1157.167	-1309.833	152.6654	1.92454	1.050815	0.6410132	10.78847
204	-1154.817	-1313.674	158.8564	1.458141	0.6681627	1.464551	7.532872
210	-1148.954	-1306.979	158.0254	1.593201	1.072508	0.9871455	7.943793
216	-1146.179	-1303.44	157.2611	1.753614	0.5684599	1.288783	8.360848
222	-1146.929	-1304.134	157.2045	1.624729	0.5684599	0.9658681	8.629394
228	-1144.985	-1302.709	157.7238	1.663507	0.7887964	1.09928	8.157511
234	-1141.092	-1297.724	156.6314	1.752775	0.7758268	0.7039114	8.903356
240	-1155.476	-1311.667	156.1919	1.539305	0.7398324	1.144914	9.037496
246	-1153.719	-1309.092	155.3728	1.803862	0.7049684	0.8538389	9.501088
252	-1143.498	-1295.999	152.5006	1.803785	0.9013392	0.9484184	10.86218
258	-1144.309	-1297.447	153.1379	1.636308	0.9391546	0.9484184	10.59601
264	-1129.352	-1283.869	154.5177	1.892156	0.9391546	1.115671	9.647833
270	-1146.006	-1300.051	154.0455	1.937667	0.9391546	0.8875658	9.992531
276	-1141.161	-1296.811	155.6496	1.738204	0.9337575	0.8875658	9.254527
282	-1153.969	-1305.296	151.3275	1.936152	1.028899	1.024213	11.30077
288	-1150.99	-1306.489	155.4983	1.685252	1.442209	0.7969137	9.145565
