Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-179.5692	-347.923	168.3538	2.278591	0.7733398	1.39142	0.591948	0.408052	0.50148	0.49852	0.6406104
6	-189.274	-359.5734	170.2995	0.492611	0.8577108	1.168353	0.463374	0.536626	0.50148	0.49852	0.5018335
12	-189.0595	-356.7828	167.7233	1.879722	1.829279	1.385458	0.64454	0.35546	0.469753	0.530247	0.3195859
18	-187.6013	-355.4743	167.873	1.606539	1.318198	2.026138	0.64454	0.35546	0.469753	0.530247	0.3696013
24	-193.2499	-362.9666	169.7167	0.8972169	0.7588113	1.458426	0.534112	0.465888	0.606057	0.393943	0.5614014
30	-188.5132	-358.5462	170.033	0.5791566	0.6725356	1.633578	0.504201	0.495799	0.238322	0.761678	0.6720399
36	-181.9645	-353.2691	171.3046	0.02946778	0.4176529	0.9428604	0.41115	0.58885	0.47505	0.52495	0.6720399
42	-181.0415	-351.4857	170.4443	0.1329833	0.6337487	1.588182	0.466415	0.533585	0.355805	0.644195	0.6720399
48	-187.2038	-357.4234	170.2196	0.121475	0.7912418	1.588182	0.642196	0.357804	0.458495	0.541505	0.812017
54	-185.8644	-354.0243	168.1599	0.6276742	2.267872	1.873767	0.574408	0.425592	0.525229	0.474771	0.4234622
60	-194.1353	-361.0188	166.8835	1.873334	0.5737496	3.36103	0.535532	0.464468	0.424238	0.575762	0.2980012
66	-189.1623	-358.8937	169.7314	0.9583566	0.8711063	1.176023	0.518107	0.481893	0.394067	0.605933	0.3065343
72	-187.2102	-357.6215	170.4113	0.4442653	0.796889	1.180418	0.518107	0.481893	0.40581	0.59419	0.4945318
78	-191.5758	-361.6365	170.0607	0.4198417	1.166824	1.050491	0.468587	0.531413	0.573257	0.426743	0.8021677
84	-197.1635	-365.2948	168.1312	2.329815	1.734455	0.5196697	0.727751	0.272249	0.539005	0.460995	0.9438191
90	-177.3125	-345.2242	167.9117	2.329815	1.717225	0.9374701	0.727751	0.272249	0.427775	0.572225	0.7226509
96	-187.0753	-355.5445	168.4692	1.292659	1.178811	1.909127	0.568615	0.431385	0.378542	0.621458	0.5612323
102	-181.5971	-352.7182	171.121	0.05048019	0.7830545	0.9432426	0.705264	0.294736	0.378542	0.621458	0.6521185
108	-180.5425	-350.8011	170.2585	0.1226081	1.107163	1.397374	0.705264	0.294736	0.588139	0.411861	0.6521185
114	-191.2222	-360.4914	169.2691	1.744851	0.6076596	1.161989	0.516997	0.483003	0.608065	0.391935	0.6521185
120	-181.0577	-351.6988	170.6411	0.1983784	0.8151223	1.161989	0.567732	0.432268	0.411979	0.588021	0.6152921
126	-189.1976	-359.901	170.7034	0.01425226	1.290596	0.8725077	0.57174	0.42826	0.314037	0.685963	0.6152921
132	-182.5392	-352.5367	169.9975	0.04608655	1.582827	1.080708	0.664368	0.335632	0.332803	0.667197	0.9344643
138	-184.3937	-354.9085	170.5148	0.00207921	1.187624	1.259251	0.754723	0.245277	0.327318	0.672682	0.7057855
144	-177.7517	-347.6675	169.9158	0.0007282376	1.276718	1.538912	0.527739	0.472261	0.510349	0.489651	0.7403928
150	-183.0267	-351.9158	168.889	0.000327822	2.346636	1.806014	0.77588	0.22412	0.462682	0.537318	0.7403928
156	-174.0364	-344.5923	170.5559	0.02715848	1.260971	0.9123803	0.647353	0.352647	0.378871	0.621129	0.8099352
162	-191.0606	-362.0808	171.0201	0.08046576	0.6313788	0.4467832	0.665327	0.334673	0.378871	0.621129	1.353296
168	-181.1539	-350.4031	169.2492	1.027824	1.389336	0.6650667	0.665327	0.334673	0.503324	0.496676	1.220791
174	-186.2128	-354.2586	168.0457	2.356507	1.339552	0.5961979	0.72366	0.27634	0.526732	0.473268	1.259866
180	-183.8092	-354.0408	170.2316	0.818422	1.321477	0.6286616	0.779462	0.220538	0.723586	0.276414	0.7845052
186	-181.2359	-347.3418	166.1059	2.287967	3.329458	1.574885	0.779462	0.220538	0.375525	0.624475	0.813653
192	-185.7164	-353.9608	168.2444	2.250427	0.9217864	1.01499	0.597109	0.402891	0.485746	0.514254	1.093034
198	-180.9592	-348.9302	167.9711	2.156004	1.005167	1.01499	0.597109	0.402891	0.485746	0.514254	1.33542
204	-186.2637	-353.7231	167.4594	2.168183	1.246017	1.852696	0.657399	0.342601	0.435804	0.564196	0.828696
210	-184.3239	-350.9588	166.6349	2.168183	1.676841	2.5471	0.762055	0.237945	0.389401	0.610599	0.4783803
216	-203.6508	-367.4487	163.7979	1.428864	8.566826	2.753442	0.918378	0.0816218	0.407286	0.592714	0.4783803
222	-197.5803	-362.6018	165.0215	0.4645003	7.374508	2.629682	0.850399	0.149601	0.379448	0.620552	0.3315221
