Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1623.399	-1785.689	162.2899	4.748187	0.8903228	3.138645	0.8473049	1.276112	2.69985	0.4886504	0.8744864
6	-1615.548	-1778.6	163.0521	3.67301	0.7662756	2.229448	0.4682585	1.25939	3.718087	0.7451139	0.8896314
12	-1615.103	-1779.236	164.1332	2.822097	1.064593	2.229448	1.002918	0.5332773	3.718087	0.2481698	0.7380235
18	-1610.657	-1774.776	164.1192	3.266018	1.113022	2.311513	0.8746265	0.858893	3.151837	0.08733353	0.876632
24	-1617.149	-1781.181	164.0316	3.266018	0.6241037	3.040944	0.4556537	0.8939427	2.969933	0.6327406	0.6623954
30	-1617.902	-1781.106	163.2046	3.266018	1.008881	2.435993	1.00815	0.9766414	3.500232	0.3343998	0.9296758
36	-1624.001	-1790.024	166.0228	2.715424	0.6928671	2.533624	0.3218259	0.6154887	2.311213	0.488996	0.7577366
42	-1638.788	-1793.6	154.8112	2.639946	0.666647	2.814371	2.149721	8.951404	1.519556	2.05015	0.8591115
48	-1631.004	-1790.332	159.3282	3.855496	0.7036411	2.096512	1.640062	5.081491	1.379184	2.05015	0.6675322
54	-1621.176	-1784.53	163.3542	3.754631	0.8732511	4.453434	2.1669	0.09106189	0.6533607	0.7423364	0.691786
60	-1615.642	-1779.979	164.3379	3.332572	0.8732511	3.944503	2.159303	0.2894484	0.554725	0.4952164	0.5703455
66	-1615.142	-1779.316	164.174	5.037374	0.6343693	3.23072	1.965453	0.3325645	0.5896202	0.6428454	0.734344
72	-1612.827	-1778.398	165.5709	2.867285	0.6509899	2.810469	2.489271	0.3646704	0.5928191	0.4676157	0.6209454
78	-1615.384	-1782.321	166.937	2.624146	0.8153049	2.094897	2.105591	0.264495	0.5417652	0.3776892	0.6172112
84	-1602.146	-1770.06	167.9144	3.764149	0.5970912	2.196578	1.019572	0.1461741	0.1950957	0.2880929	0.5770047
90	-1601.767	-1769.521	167.7548	2.803367	0.9090531	2.27899	1.259852	0.1688258	0.1950957	0.4627277	0.4856408
96	-1596.024	-1765.277	169.2533	2.799719	0.94064	1.620533	0.7564636	0.1458992	0.1868746	0.1085871	0.6074474
102	-1600.124	-1769.849	169.7255	2.728832	0.4976774	1.58617	0.7564636	0.09664103	0.2963254	0.06634673	0.5783852
108	-1608.249	-1778.824	170.5746	1.515618	0.6885677	1.58617	0.658543	0.2198416	0.2265873	0.1029061	0.6194016
114	-1617.796	-1787.407	169.6109	2.234577	1.309665	1.444093	0.658543	0.1905162	0.1519374	0.03941667	0.699278
120	-1610.655	-1773.517	162.8626	3.035908	0.6579528	1.535929	0.3528331	4.41918	1.698099	1.18613	0.8146376
126	-1616.109	-1779.719	163.6094	3.211999	0.8200633	1.654587	0.2808793	4.41918	1.04092	0.7235977	0.8797119
132	-1611.143	-1775.813	164.6701	2.887399	0.6599767	1.841881	0.7664758	3.485099	0.6405219	0.7793214	0.7799652
138	-1614.894	-1777.486	162.5913	3.661474	0.9577589	1.944712	1.151689	3.978807	0.614716	1.193982	0.6038356
144	-1614.059	-1779.271	165.2121	1.603506	0.6925378	1.971205	0.7628645	3.578036	0.8050297	0.9481989	0.6346089
150	-1623.604	-1789.485	165.8814	5.135886	0.8175362	3.873657	0.6172236	0.0961352	0.2082705	0.09053027	0.6352374
156	-1617.96	-1783.877	165.917	3.384292	0.5974791	4.426433	1.147001	0.2670442	0.104239	0.1200751	0.6335449
162	-1625.979	-1793.587	167.6082	3.115551	0.6546967	2.590545	1.15401	0.3268857	0.104239	0.1602111	0.885755
168	-1615.101	-1782.602	167.5007	3.103179	0.5145326	2.590545	1.15401	0.2366398	0.2169326	0.2629372	0.9934523
