Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	-307.2484	-572.9106	265.6623	0.655507	0.0046789	0.00626851	0.0124573	0.000281864	0.00165662	0.00321759	0.0218436	0.000702059	0.00103909	0.00319281	0.00426144	0.00606636	0.0175205	0.00895364	0.00717235	0.0191041	0.00206962	0.00517652	0.00948776	0.0204741	0.00322129	0.0196857	0.00616336	0.0285256	0.0480978	0.000625387	0.00740745	0.00746267	0.000430908	0.00130558	0.0123013	0.00275503	0.00576874	0.00496318	0.0401538	0.7754215
6	-303.7659	-569.4282	265.6623	0.64267	0.00458727	0.00614575	0.0122133	0.000276344	0.00162418	0.00315458	0.0214158	0.000596465	0.00101874	0.00313028	0.00417799	0.00637305	0.0171774	0.00877829	0.00235277	0.01873	0.00202909	0.00507514	0.00637854	0.0200731	0.00315821	0.0193001	0.00341942	0.027967	0.0526212	0.000613139	0.0196093	0.0238798	0.00042247	0.00128001	0.0120604	0.00270107	0.00565577	0.00486598	0.0344675	0.7754215
12	-298.4334	-564.1745	265.741	0.661891	0.00472447	0.00632956	0.00273886	0.000284609	0.00167276	0.00324893	0.0220563	0.000614304	0.000712382	0.0032239	0.0023075	0.00671391	0.0176911	0.00904083	0.00242314	0.00140396	0.00208978	0.00522693	0.00656931	0.0206735	0.00325267	0.0198774	0.00352169	0.0288034	0.054195	0.000631477	0.0201958	0.024594	0.000435105	0.0013183	0.0124211	0.00278186	0.00582492	0.00501151	0.0354984	0.6403419
18	-297.9962	-563.7694	265.7732	0.663455	0.00584494	0.00634451	0.00274533	0.000285281	0.00167671	0.0032566	0.0221084	0.000615755	0.000714065	0.00323152	0.00231295	0.00672977	0.0177329	0.00282867	0.00242886	0.00140727	0.00209472	0.00523927	0.00658483	0.0207223	0.00316087	0.0199243	0.00353001	0.0288715	0.054323	0.00339975	0.0202435	0.0246521	0.000436133	0.00132141	0.0124505	0.00278843	0.00583868	0.0051181	0.0355822	0.5235715
24	-303.9923	-569.7637	265.7714	0.638211	0.0132653	0.00610311	0.00264088	0.000423793	0.00161291	0.00313269	0.0212672	0.000592326	0.000686896	0.00310856	0.00222494	0.00647371	0.0170582	0.00272104	0.00102921	0.00135373	0.00109821	0.00503993	0.00633428	0.0311344	0.00326142	0.0191662	0.0170098	0.027773	0.0522561	0.00327039	0.0194732	0.0237141	0.00100736	0.00127113	0.0119768	0.00268233	0.0010345	0.00492336	0.0456675	0.4630584
30	-303.8814	-569.6298	265.7484	0.640486	0.0133126	0.00402567	0.00265029	0.000425303	0.00161866	0.00314386	0.021343	0.000594437	0.000689343	0.00311964	0.00223287	0.00649678	0.017119	0.00273074	0.00103287	0.00135855	0.00110213	0.00241024	0.00711352	0.0312454	0.00327304	0.0192345	0.0170704	0.0278719	0.0524423	0.00328205	0.0195426	0.0237986	0.00101095	0.00170246	0.0120194	0.00269189	0.00103818	0.00494091	0.0458302	0.6227327
36	-303.6581	-569.4	265.7419	0.665006	0.0138223	0.00417979	0.00275175	0.000441585	0.00168063	0.00326422	0.0221601	0.000617195	0.000715735	0.00323907	0.00231836	0.00674551	0.0177744	0.00283528	0.00107242	0.00141056	0.00114432	0.00250252	0.00308223	0.0324416	0.00339835	0.0199709	0.0177239	0.028939	0.05445	0.00187518	0.0212147	0.0247098	0.00104965	0.00176764	0.0124796	0.00279495	0.00107793	0.00513007	0.0142122	0.6382886
42	-302.3496	-568.0593	265.7097	0.670575	0.013938	0.00421479	0.00277479	0.000445283	0.0016947	0.00329155	0.0223457	0.000622363	0.000721728	0.0032662	0.00233777	0.00680199	0.0179232	0.00288189	0.0010814	0.00214595	0.0011539	0.00252347	0.00310803	0.0327132	0.00342681	0.0114077	0.0178723	0.0291813	0.054906	0.00189089	0.0213923	0.0221256	0.00105844	0.00142834	0.0125841	0.005574	0.00108696	0.00517303	0.0143312	0.7019488
48	-299.5503	-565.2998	265.7496	0.683614	0.00540221	0.00429675	0.00282875	0.000453942	0.00172765	0.00335556	0.0227802	0.000634465	0.000735762	0.00332971	0.00331918	0.00693426	0.0200613	0.00293793	0.00110242	0.00218767	0.00603451	0.00257254	0.00316847	0.0333493	0.00349344	0.0116295	0.0141403	0.0297487	0.0559736	0.00192765	0.0218083	0.00852788	0.00107902	0.00145611	0.0128288	0.00568239	0.0012695	0.00499794	0.0146099	0.6196398
54	-301.4401	-567.1941	265.754	0.659642	0.00521277	0.00414608	0.00428147	0.000438023	0.00166707	0.00247581	0.0207855	0.000612216	0.000709961	0.00321294	0.00320278	0.00669109	0.0223217	0.0028349	0.00106377	0.00211096	0.00582289	0.00248233	0.00335828	0.0321799	0.00908592	0.0112217	0.0136444	0.0287055	0.0540108	0.00186006	0.0210435	0.00822883	0.00104119	0.0307076	0.0080758	0.00635534	0.00184661	0.00482267	0.0140975	0.6076053
60	-293.8209	-559.5749	265.754	0.68844	0.00544035	0.00204942	0.00446839	0.000457146	0.00173985	0.0025839	0.021693	0.000638944	0.000740956	0.00335321	0.00334261	0.00698321	0.0232962	0.00295867	0.00111021	0.00220312	0.00607711	0.00370014	0.0035049	0.0335848	0.00948259	0.00561988	0.0142401	0.0299588	0.023204	0.00194126	0.0219623	0.00858808	0.00108664	0.0288153	0.00842837	0.0066328	0.00192722	0.00503322	0.014713	0.6076053
66	-292.7961	-558.5704	265.7743	0.686078	0.00703062	0.00204239	0.00445305	0.000816664	0.00173388	0.00257503	0.0216185	0.000636751	0.000779357	0.00334171	0.00333114	0.00695924	0.0232162	0.00294851	0.0011064	0.00219556	0.00605625	0.00368744	0.00173127	0.0334695	0.00945005	0.0056006	0.0141912	0.0298559	0.0231244	0.0019346	0.0218869	0.0146007	0.00267537	0.0287164	0.00823984	0.00386201	0.00192061	0.00347181	0.0146625	0.4975538
72	-284.4619	-550.2218	265.7599	0.694262	0.00711449	0.00206675	0.00450617	0.000826406	0.00175456	0.00260575	0.0218764	0.000644347	0.000788654	0.00338157	0.00067063	0.00704226	0.0234932	0.000988774	0.0011196	0.00222175	0.00530242	0.00373143	0.00175192	0.0338688	0.00956278	0.00566741	0.0143605	0.0302121	0.0234002	0.00407482	0.022148	0.0147748	0.00270728	0.029059	0.0011436	0.00390808	0.00194352	0.00218263	0.0148374	0.5898212
78	-287.6411	-553.4053	265.7642	0.685706	0.00702681	0.00204128	0.00445064	0.000816222	0.00173294	0.00451713	0.0216068	0.000636406	0.000778934	0.0033399	0.000662365	0.00695547	0.0232036	0.000728258	0.0011058	0.00219437	0.00523707	0.00269328	0.00173033	0.0334514	0.00944493	0.0179504	0.0141836	0.0298398	0.0231118	0.0040246	0.021875	0.0145928	0.00267392	0.0287008	0.000397695	0.00385992	0.00191957	0.00215573	0.0146546	0.574377
84	-287.0989	-552.8706	265.7717	0.675651	0.00692378	0.0141889	0.00438538	0.000821257	0.00170753	0.00445089	0.02129	0.00130771	0.000767513	0.00329092	0.000652652	0.00685349	0.0228634	0.000923519	0.00108958	0.00275506	0.00516028	0.00265379	0.00170496	0.0329609	0.00930644	0.0176872	0.0139756	0.0294022	0.0227729	0.00396559	0.0215543	0.0143788	0.00263471	0.02828	0.00138081	0.00380332	0.00189142	0.00212412	0.0144397	0.5370191
90	-286.4526	-552.2261	265.7736	0.708292	0.0388491	0.011171	0.0213851	0.000646582	0.00134435	0.00176331	0.0167618	0.00102957	0.000422629	0.00108237	0.000269714	0.0053958	0.0180005	0.000727093	0.000857837	0.000165251	0.00406273	0.00208935	0.00078701	0.0259504	0.00732703	0.00746707	0.0110031	0.0231486	0.0179293	0.000830734	0.0169698	0.0113205	0.00207433	0.0222651	0.00108712	0.00299438	0.00148913	0.00167234	0.0113685	0.4811449
96	-298.4752	-564.2206	265.7455	0.785408	0.0312228	0.0089781	0.0171872	0.000519656	0.00108045	0.00141717	0.00799502	0.000827462	0.000339665	0.000685288	0.000216768	0.00433658	0.014467	0.000584362	0.000689441	0.000132812	0.0032652	0.0016792	0.000632517	0.0208562	0.0058887	0.00416524	0.00884313	0.0186044	0.0144097	0.000667658	0.0136386	0.00909827	0.00166713	0.00494969	0.00146284	0.00240658	0.00119681	0.00134405	0.0091368	0.3893091
102	-296.3658	-562.1356	265.7699	0.780424	0.0310247	0.00892112	0.015799	0.000746224	0.00107359	0.00140817	0.00794428	0.000822211	0.00033751	0.00068094	5.82315e-05	0.00615182	0.0143752	0.000580654	0.000685066	0.000131969	0.00324448	0.000216475	0.00168437	0.0207239	0.00585134	0.00413881	0.00878702	0.0184864	0.0143183	0.000663421	0.013552	0.00904053	0.000720916	0.0124342	0.000978562	0.0023913	0.00118921	0.00133552	0.00907882	0.548626
108	-296.623	-562.3953	265.7723	0.777265	0.0308991	0.00558243	0.0157351	0.00259118	0.00106925	0.00140248	0.00791213	0.000818883	0.000336144	0.000678184	5.79958e-05	0.00612692	0.014317	0.000578304	0.000682293	0.00011273	0.00323135	0.000215599	0.00167756	0.02064	0.0033557	0.00932846	0.00875146	0.0184116	0.0142603	0.000660736	0.00871235	0.00900394	0.000717998	0.0123839	0.000974602	0.00238163	0.00667932	0.00133012	0.011118	0.5322469
114	-290.7034	-556.4636	265.7602	0.772459	0.0307081	0.00554792	0.0156378	0.00257516	0.00106264	0.0013938	0.00786321	0.00081382	0.000413922	0.00067399	5.76372e-05	0.00397528	0.0142284	0.000574728	0.000678074	0.000112033	0.00321137	0.000214266	0.00166718	0.0205124	0.00333495	0.00927077	0.00869734	0.0182977	0.0141722	0.000881552	0.00865848	0.00894827	0.000713559	0.0123073	0.000968576	0.0023669	0.00663802	0.00931447	0.0110492	0.4205669
120	-279.5922	-545.3455	265.7533	0.80044	0.00867243	0.00574888	0.0162042	0.00266844	0.00110113	0.00144429	0.00814803	0.000843299	0.000428915	0.000698404	5.97249e-05	0.00411927	0.0147438	0.000595546	0.000702636	0.000204791	0.00332769	0.000222027	0.00172757	0.0212554	0.00345575	0.00960659	0.00901238	0.00194457	0.0146855	0.000913484	0.00897211	0.0092724	0.000714002	0.0127531	0.00351772	0.00381639	0.00687846	0.00965187	0.0114494	0.4043276
126	-287.388	-553.1413	265.7533	0.792045	0.0119514	0.00568858	0.0160343	0.00264045	0.00108958	0.00297058	0.00806258	0.000834454	0.000424417	0.000691079	5.90986e-05	0.00407607	0.0145892	0.0005893	0.000695267	0.000202643	0.00329279	0.000219699	0.00170946	0.0210324	0.00341951	0.00950583	0.00891786	0.00192418	0.0145315	0.000734314	0.00887802	0.00917515	0.000706514	0.0126194	0.00348083	0.00377637	0.00680632	0.0152968	0.0113294	0.4043276
132	-280.9197	-546.6937	265.774	0.785372	0.0118507	0.00564066	0.0158992	0.00261821	0.0010804	0.00350993	0.00799465	0.000827424	0.000420841	0.000685257	5.86006e-05	0.00404173	0.0144663	0.000732737	0.000689409	0.000200936	0.00823669	0.000225831	0.00169505	0.0208552	0.00962706	0.00942575	0.00884273	0.00190796	0.0144091	0.000728127	0.00880322	0.00909785	0.000700561	0.012513	0.0034515	0.00374455	0.00324534	0.0151679	0.0112339	0.5132508
138	-285.3948	-551.1686	265.7738	0.780844	0.0117823	0.00560814	0.0158075	0.00260311	0.000439508	0.00348969	0.00794856	0.000822654	0.000418415	0.000681306	5.82628e-05	0.00401843	0.0143829	0.000728513	0.00048092	0.000199778	0.00818921	0.000224529	0.00168528	0.0277986	0.00957156	0.00937141	0.00879175	0.00189696	0.014326	0.000723929	0.00978588	0.0090454	0.000696522	0.0124409	0.0034316	0.00223026	0.00322663	0.0150805	0.0111691	0.4836442
144	-297.9322	-563.6721	265.74	0.690333	0.0172889	0.00344968	0.0193087	0.00381969	0.000644914	0.00512062	0.0116634	0.00120713	0.000613963	0.00233772	8.54922e-05	0.00589646	0.0211048	0.00106899	0.0012736	0.000293145	0.0120165	0.000329464	0.004717	0.0407904	0.0140449	0.0137512	0.0129006	0.00179562	0.0210213	0.00320703	0.0143594	0.0132728	0.00284773	0.0182552	0.00503538	0.00327258	0.00473461	0.0117492	0.0163891	0.6427668
150	-310.1506	-575.9144	265.7639	0.699468	0.00876466	0.00349533	0.0195642	0.00387024	0.000653448	0.00400813	0.0118177	0.0012231	0.000622087	0.00236866	2.8011e-05	0.00795392	0.0213841	0.00153438	0.00129046	0.000297024	0.0121755	0.000333824	0.00452888	0.0413302	0.00880954	0.0139332	0.0130713	0.00181939	0.0212995	0.00324947	0.0145494	0.0134485	0.00288542	0.0184968	0.00510201	0.00331589	0.00479726	0.0119047	0.016606	0.4311868
156	-308.0743	-573.8329	265.7586	0.704093	0.00882261	0.00351844	0.0196935	0.00389583	0.000657769	0.00403463	0.0118958	0.00123119	0.00223843	0.0013814	4.37182e-05	0.00800651	0.00438684	0.00154452	0.00129899	0.000298988	0.012256	0.000336031	0.0132016	0.0416035	0.00886779	0.00801576	0.0131578	0.00856364	0.0214403	0.00380734	0.0146456	0.0135374	0.0029045	0.0186191	0.00513575	0.00333781	0.00482898	0.0119834	0.0167158	0.5937899
162	-302.3167	-568.0421	265.7255	0.692599	0.00867859	0.00346101	0.019372	0.00383223	0.000647031	0.00396877	0.0117017	0.00119853	0.00220189	0.00135885	5.27659e-05	0.00787581	0.00431523	0.00151931	0.000786537	0.000294107	0.0120559	0.000330546	0.0176706	0.0409243	0.00872303	0.00788491	0.00846099	0.00842384	0.0210903	0.00374519	0.0144065	0.0133164	0.00285708	0.0183152	0.00505191	0.0171592	0.00475015	0.0145276	0.0164429	0.6729515
168	-308.3158	-574.0889	265.7731	0.646124	0.00982849	0.00391959	0.0219388	0.00434	0.000732762	0.00449463	0.0132521	0.00135733	0.00249364	0.0015389	5.97574e-05	0.00835359	0.004887	0.00172062	0.000890752	0.000333076	0.0210883	0.000374343	0.0200119	0.0463467	0.00987882	0.00892965	0.00958207	0.00953999	0.0238848	0.00424143	0.0163153	0.0161506	0.00323564	0.0207419	0.00990892	0.0194328	0.00537954	0.0164525	0.0122397	0.5253626
174	-297.8212	-563.5826	265.7614	0.643106	0.00978259	0.00390128	0.0218363	0.00431973	0.000729339	0.00447363	0.0131902	0.00135099	0.00248199	0.00153171	5.94782e-05	0.00317497	0.00486417	0.00259227	0.000886591	0.00033152	0.0209898	0.000372595	0.0199185	0.0461303	0.0126086	0.00888795	0.00953731	0.00949543	0.023282	0.00422161	0.0162391	0.0160752	0.00322053	0.020645	0.00986264	0.019342	0.0120003	0.0163756	0.0121825	0.5847353
180	-300.8675	-566.6379	265.7704	0.635873	0.00967256	0.0038574	0.0215907	0.0213493	0.000321841	0.00442332	0.0130419	0.0009656	0.00245408	0.00194524	5.88093e-05	0.00313926	0.00480946	0.00256311	0.00087662	0.000327792	0.0207537	0.000368404	0.0196944	0.0456114	0.0124668	0.00878798	0.00943005	0.00761225	0.0108824	0.00417413	0.0160565	0.0158944	0.00318431	0.0314732	0.00804574	0.0191245	0.0109325	0.0161915	0.0120455	0.5454729
186	-316.7384	-582.5082	265.7698	0.628399	0.00955887	0.00381206	0.021337	0.0210984	0.000318058	0.00437133	0.0128886	0.00095425	0.00242523	0.00192238	5.8118e-05	0.00310236	0.00475293	0.00253299	0.000866316	0.000323939	0.0205098	0.000364074	0.0218391	0.0450753	0.0123203	0.0173671	0.0093192	0.00752277	0.0107545	0.00412507	0.0158678	0.0157076	0.0038426	0.0311032	0.00795116	0.0188997	0.010804	0.0160011	0.0119039	0.5492083
192	-315.8559	-581.6302	265.7743	0.623129	0.0165123	0.00376699	0.021158	0.0091016	0.000200179	0.00433467	0.0127805	0.000946248	0.0024049	0.00190626	5.76307e-05	0.00307635	0.00471308	0.00251175	0.000859051	0.000321222	0.0203378	0.000361021	0.0216559	0.0446973	0.012217	0.0172215	0.00924106	0.00745969	0.0106643	0.00409048	0.0259738	0.0155759	0.0131188	0.0245952	0.00788449	0.0187412	0.0107134	0.015867	0.0118041	0.4990825
198	-307.1082	-572.8566	265.7485	0.622947	0.0165074	0.00376589	0.0211518	0.00909893	0.00020012	0.0043334	0.0127767	0.00094597	0.00240419	0.0019057	5.76138e-05	0.00307545	0.00471169	0.00251101	0.000858799	0.000614666	0.0203318	0.000360915	0.0216496	0.0446842	0.0122134	0.0172164	0.00923834	0.0074575	0.0106612	0.00408928	0.0259662	0.0155713	0.0131149	0.024588	0.00788217	0.0187357	0.0107103	0.0158623	0.0118006	0.6224735
