Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-1373.521	-1541.54	168.0181	2.29027	0.7969164	1.178412	0.9660177	1.221266
6	-1369.273	-1536.984	167.7106	2.29027	0.7238631	1.478214	1.185245	1.10582
12	-1361.634	-1530.12	168.4861	2.02876	0.7238631	0.9909888	1.185245	1.070874
18	-1359.845	-1528.201	168.3568	2.02876	0.5359233	1.132984	1.323576	1.077974
24	-1363.666	-1533.34	169.6734	0.8080821	0.6387377	1.292965	0.9888665	1.077974
30	-1365.556	-1535.101	169.5453	0.1040774	1.174179	1.390039	1.171505	1.109854
36	-1364.675	-1534.018	169.3432	0.5793772	0.8841968	1.661987	1.223027	0.8041088
42	-1366.433	-1536.418	169.9849	0.9520885	1.004853	0.9394844	0.6769642	0.9327208
48	-1355.176	-1526.085	170.9087	0.1112747	0.6865707	0.8673613	0.8270213	1.080804
54	-1345.086	-1515.921	170.8358	0.08778357	0.5404985	1.021252	0.9430856	1.031003
60	-1347.326	-1517.298	169.9712	0.1861596	1.007773	1.330217	0.9430856	1.057509
66	-1351.413	-1521.371	169.9582	0.4078449	1.007773	1.132541	1.025733	0.9608861
72	-1355.485	-1525.54	170.0549	0.5484795	0.7537614	0.977545	1.025733	1.122557
78	-1362.667	-1532.246	169.5789	0.2117133	1.179205	1.268874	1.074797	1.17007
84	-1369.586	-1539.599	170.0131	0.2760641	1.012507	1.308536	0.937756	0.9474611
90	-1357.129	-1527.347	170.2185	0.4844701	0.8353068	1.040302	0.9207352	0.9931785
96	-1359.367	-1529.493	170.1258	0.2621111	0.8444427	1.288446	0.9287706	1.044973
102	-1358.494	-1527.982	169.4882	1.036515	0.7606262	1.465055	0.9539243	0.7625375
108	-1364.774	-1534.162	169.388	1.234788	0.7784448	1.497188	0.7348115	0.8588643
114	-1365.004	-1535.327	170.323	0.9335036	0.753161	0.7220706	0.7694926	0.9831884
120	-1367.833	-1537.946	170.1133	0.3959046	0.5779687	1.573647	0.7905529	1.034825
126	-1362.681	-1532.55	169.8681	0.6702216	1.068248	1.064959	0.8850332	0.9346583
132	-1352.132	-1521.11	168.9784	1.649403	0.8668276	1.184776	0.8850332	0.9264886
138	-1358.997	-1528.294	169.2972	1.472309	0.7964438	0.9440484	0.9888019	0.992698
144	-1357.95	-1528.15	170.2	0.3764083	1.044769	1.113847	0.7659133	0.992698
150	-1357.244	-1526.37	169.1262	1.85818	0.6945944	0.9301453	0.985816	0.8836907
156	-1361.697	-1532.327	170.6297	0.6698976	0.6176028	0.7165406	0.8951248	0.9403732
162	-1357.974	-1527.521	169.5468	1.225423	0.7443311	1.044523	0.7257712	1.187026
168	-1373.844	-1543.899	170.0549	0.3361284	0.5403312	1.827737	0.5682377	1.163242
174	-1367.851	-1535.072	167.2207	2.306636	0.9841552	1.245213	0.755913	1.779499
180	-1359.407	-1527.29	167.8832	2.306636	0.5618819	1.571317	0.7705513	1.341598
186	-1359.931	-1527.764	167.833	2.306636	0.6923103	1.413699	1.00874	1.218183
192	-1355.042	-1525.179	170.1371	0.1895728	0.8684787	1.209907	0.9882607	1.096446
198	-1348.198	-1518.156	169.9578	0.6029846	0.8030955	1.123054	0.733315	1.24577
204	-1347.491	-1517.893	170.4017	0.0928629	0.7105515	1.212355	0.7434341	1.291853
210	-1367.165	-1534.784	167.6185	2.289765	1.080269	1.127176	0.9059932	1.406623
216	-1344.695	-1511.964	167.2691	2.289765	0.8202647	1.555911	1.089206	1.415926
222	-1355.777	-1523.493	167.7152	2.289765	0.8202647	1.026733	1.002532	1.5322
228	-1353.594	-1521.642	168.0481	2.289765	0.6991058	1.484992	0.8865554	1.085781
234	-1342.901	-1510.049	167.1477	2.289765	0.8864699	1.6837	1.129129	1.336785
240	-1344.453	-1512.671	168.2184	2.289765	0.5947759	0.9508536	1.072739	1.306975
246	-1358.71	-1527.14	168.4304	2.289765	0.5132623	0.8536832	0.8715934	1.421965
252	-1354.02	-1521.697	167.6765	2.289765	0.8715012	1.101738	0.9692791	1.492377
258	-1359.121	-1527.371	168.2501	2.289765	0.795149	0.8623207	1.019914	1.247412
264	-1358.817	-1526.862	168.0444	2.289765	0.8212764	0.8717302	1.371513	1.089321
270	-1361.38	-1531.493	170.1136	0.5756545	0.6264174	1.096524	0.9730217	1.089321
276	-1354.946	-1524.456	169.5102	0.4022696	0.9065528	1.610876	1.190052	0.8868117
282	-1348.291	-1517.407	169.1166	1.401222	0.6286563	1.610876	0.8496646	0.8846715
288	-1362.302	-1532.044	169.7421	1.294866	0.6514129	1.023133	0.8683965	0.8958709
294	-1357.671	-1526.776	169.1043	1.137984	1.252177	1.386884	0.8235293	0.7636019
300	-1358.413	-1526.982	168.5686	0.5979082	2.053941	1.386884	1.044254	0.9199438
306	-1345.784	-1515.754	169.9701	0.9764375	0.6741639	0.9224186	1.188613	0.6922356
312	-1349.612	-1518.969	169.3561	0.9175339	0.6181201	1.488214	1.159139	0.9479994
318	-1341.38	-1511.504	170.1236	0.2793424	0.5650602	1.498608	1.088393	0.9202654
324	-1350.504	-1520.974	170.4703	0.3892211	0.5837913	0.9259272	1.194732	0.9012964
330	-1354.881	-1525.575	170.6939	0.2304322	0.7515364	0.835453	1.0321	0.9438089
336	-1363.747	-1534.614	170.8673	0.2864111	0.68421	0.6904624	0.8283808	1.114514
342	-1370.27	-1539.355	169.0849	0.81379	1.047423	1.626208	0.7010717	1.220497
348	-1376.717	-1546.617	169.9001	1.060644	0.695889	1.058803	0.7255953	1.04422
354	-1368.682	-1538.524	169.8423	1.060644	0.5845425	1.351646	0.7385129	0.8917244
360	-1363.083	-1533.04	169.9573	0.1543545	1.011444	1.515863	0.8888778	0.9787173
366	-1358.904	-1529.269	170.3648	0.1423303	1.014404	1.040185	1.014307	0.913378
