Iteration	Posterior	Likelihood	Prior	tree_length
0	-26.53668	-199.4528	172.9162	1.362061
6	-37.96796	-211.347	173.379	0.9509996
12	-24.86355	-198.1709	173.3074	1.02363
18	-30.99448	-204.2291	173.2346	1.092611
24	-33.96889	-207.144	173.1751	1.146383
30	-27.67262	-200.6643	172.9917	1.301614
36	-25.23652	-198.2282	172.9917	1.301614
42	-35.22204	-208.4991	173.2771	1.052869
48	-42.04682	-215.2899	173.2431	1.084797
54	-25.63257	-198.9036	173.271	1.058633
60	-24.99099	-198.2112	173.2202	1.105863
66	-38.16062	-211.3379	173.1773	1.1445
72	-34.99797	-208.3964	173.3985	0.9302575
78	-31.82835	-204.79	172.9616	1.325848
84	-38.87735	-212.1626	173.2853	1.045037
90	-38.63606	-212.0386	173.4025	0.9258881
96	-34.73448	-207.2248	172.4903	1.679823
102	-28.50669	-201.9445	173.4378	0.8864555
108	-26.92933	-200.2451	173.3158	1.015394
114	-25.86435	-199.1937	173.3293	1.001944
120	-36.20978	-209.7136	173.5038	0.8057236
126	-25.74974	-199.1937	173.4439	0.8794342
132	-28.87961	-201.8468	172.9672	1.321413
138	-27.01091	-200.3971	173.3862	0.9434699
144	-34.74514	-207.9211	173.1759	1.145682
150	-26.61832	-199.7942	173.1759	1.145682
156	-34.64865	-207.5656	172.917	1.36142
162	-41.53538	-214.2672	172.7319	1.503667
168	-53.23284	-226.2271	172.9943	1.299469
174	-40.54523	-213.5395	172.9943	1.299469
180	-31.71307	-204.8959	173.1829	1.139518
186	-28.32678	-201.7891	173.4623	0.857808
192	-31.89556	-204.7814	172.8859	1.385874
198	-28.92994	-202.2579	173.3279	1.003364
204	-24.6635	-197.9914	173.3279	1.003364
210	-34.21384	-207.5073	173.2935	1.037156
216	-25.74971	-199.3487	173.599	0.6533094
222	-16.57015	-189.8227	173.2526	1.075962
228	-31.83916	-204.8701	173.0309	1.269471
234	-27.17919	-200.4443	173.2651	1.064196
240	-23.00438	-196.3698	173.3654	0.9652163
246	-31.06168	-204.2387	173.177	1.144698
252	-33.87216	-207.0408	173.1687	1.152115
258	-32.64231	-205.7623	173.12	1.194503
264	-22.49935	-195.3616	172.8623	1.404269
270	-15.56113	-189.0802	173.5191	0.7851962
276	-21.94641	-195.3855	173.439	0.8850836
282	-16.56324	-189.4517	172.8885	1.383833
288	-12.74859	-186.2454	173.4968	0.8148818
294	-17.03065	-190.5685	173.5378	0.7585342
300	-20.33589	-193.6866	173.3508	0.9803311
306	-14.3325	-187.7031	173.3706	0.9598289
312	-15.76955	-189.2554	173.4858	0.8288772
318	-14.74502	-188.0589	173.3139	1.017231
324	-28.47425	-201.2796	172.8053	1.448096
330	-27.83566	-201.0796	173.244	1.083981
336	-24.73759	-198.0289	173.2913	1.039256
342	-30.00449	-202.842	172.8375	1.423424
348	-24.04972	-197.5731	173.5234	0.7792036
354	-11.1028	-184.6661	173.5633	0.7191782
360	-15.51677	-188.6234	173.1066	1.205957
366	-17.41561	-190.7463	173.3307	1.000567
372	-17.23969	-190.364	173.1243	1.190803
378	-20.91243	-194.2064	173.2939	1.036678
384	-29.41469	-202.1468	172.7321	1.503487
390	-29.31296	-202.6791	173.3661	0.9645178
396	-24.5315	-197.2116	172.6801	1.542209
402	-12.81394	-186.3003	173.4863	0.8282824
408	-25.1718	-198.488	173.3162	1.015003
414	-21.57294	-194.6426	173.0697	1.237262
420	-32.90737	-205.5728	172.6654	1.553024
426	-23.03883	-196.3723	173.3335	0.9977979
432	-41.63514	-214.3885	172.7534	1.48751
438	-33.58106	-206.5365	172.9554	1.330826
444	-29.35381	-202.6867	173.3329	0.9983761
450	-18.95651	-192.4482	173.4917	0.8214505
456	-17.5602	-190.9522	173.392	0.9372485
462	-16.89324	-190.0233	173.1301	1.185794
468	-11.70706	-185.2528	173.5458	0.746727
474	-19.61378	-193.1022	173.4885	0.8255834
480	-17.54118	-190.8881	173.3469	0.9842793
486	-27.51125	-200.9307	173.4195	0.9071949
492	-21.07722	-194.4967	173.4195	0.9071949
498	-25.98644	-199.4925	173.506	0.8027997
504	-35.06368	-208.0929	173.0292	1.270899
510	-23.88263	-196.9286	173.0459	1.257056
516	-28.59192	-201.7699	173.1779	1.143886
522	-23.73896	-197.3755	173.6365	0.5289729
528	-33.27143	-206.453	173.1816	1.140623
534	-35.34791	-208.015	172.6671	1.551782
540	-27.63646	-200.922	173.2855	1.044802
546	-17.2673	-190.6561	173.3888	0.940667
552	-17.44599	-190.6982	173.2522	1.076333
558	-22.72988	-196.0822	173.3523	0.9787543
564	-27.17486	-200.2925	173.1176	1.196566
570	-37.38525	-210.9882	173.6029	0.6446436
576	-27.69319	-200.954	173.2608	1.068278
582	-30.77093	-203.3749	172.604	1.598014
588	-28.28786	-201.0209	172.733	1.502805
594	-23.80241	-197.3416	173.5392	0.7565094
600	-25.54067	-198.4243	172.8836	1.387643
606	-27.40142	-200.9323	173.5309	0.7686008
612	-24.12862	-197.5583	173.4297	0.8957306
618	-27.18076	-200.5971	173.4164	0.9106757
624	-30.66159	-203.8806	173.219	1.106959
630	-27.58703	-200.8262	173.2391	1.088439
636	-27.77337	-201.3793	173.6059	0.6378371
642	-27.64289	-200.5397	172.8968	1.377308
648	-29.09228	-202.0196	172.9273	1.353242
654	-33.03053	-206.0367	173.0062	1.289809
660	-27.67999	-200.8075	173.1275	1.188068
666	-27.68583	-200.9106	173.2248	1.101649
672	-26.58264	-199.9886	173.406	0.9221199
678	-29.36805	-202.6183	173.2503	1.078097
684	-23.34985	-196.6247	173.2749	1.054945
690	-25.78789	-199.0628	173.2749	1.054945
696	-41.77045	-214.3666	172.5961	1.603735
702	-36.53567	-210.1379	173.6022	0.6462287
708	-29.53739	-202.8215	173.2841	1.046175
714	-31.62029	-205.0759	173.4557	0.8657151
720	-17.29523	-190.5446	173.2494	1.078956
726	-21.84085	-195.0409	173.2001	1.124075
732	-29.63017	-202.8303	173.2001	1.124075
738	-25.8424	-198.7292	172.8868	1.385171
744	-33.28491	-206.1821	172.8972	1.377003
