scenario,modelID,gridTag,tree_length,gain_loss,n_char,part_rate,median_cid,iqr_cid,n_reps
mk,M11,tl1.00_gl0.10_c25,1,0.1,25,NA,0.5281509374259394,0.053068820788150894,9
mk,M2,tl1.00_gl0.10_c25,1,0.1,25,NA,0.541687158020391,0.06559107079288551,10
mk,M10,tl1.00_gl0.10_c25,1,0.1,25,NA,0.542360176025558,0.06455199972268544,10
mk,M8 (NT baseline),tl1.00_gl0.10_c25,1,0.1,25,NA,0.5418487868550409,0.06618632541017322,10
mk,M3,tl1.00_gl0.10_c25,1,0.1,25,NA,0.5430628637492112,0.06049362018676363,10
mk,M2,tl1.00_gl0.10_c50,1,0.1,50,NA,0.3881951652360411,0.05125253520824008,10
mk,M1 (Mk baseline),tl1.00_gl0.10_c50,1,0.1,50,NA,0.3865815932343553,0.04928227583083922,10
mk,M4,tl1.00_gl0.10_c50,1,0.1,50,NA,0.3854376681885849,0.05195064849731701,10
mk,M6,tl1.00_gl0.10_c50,1,0.1,50,NA,0.38990550425420667,0.05021282120999171,10
mk,M10,tl1.00_gl0.10_c50,1,0.1,50,NA,0.3866148534299437,0.0503681495264241,10
mk,M12,tl1.00_gl0.10_c50,1,0.1,50,NA,0.38046358829327576,0.048864042413319375,10
mk,M9,tl1.00_gl0.10_c50,1,0.1,50,NA,0.38823894752735605,0.050523634784991944,10
mk,M3,tl1.00_gl0.10_c50,1,0.1,50,NA,0.38697677244093825,0.04845988898040565,10
mk,M7,tl1.00_gl0.10_c50,1,0.1,50,NA,0.38996827345409035,0.052341571877588144,10
mk,M5,tl1.00_gl0.10_c50,1,0.1,50,NA,0.37238732448746087,0.07216148494867292,6
mk,M8 (NT baseline),tl1.00_gl0.10_c50,1,0.1,50,NA,0.3865788320441381,0.049590778455673334,10
mk,M11,tl1.00_gl0.10_c50,1,0.1,50,NA,0.35398437677147276,0.05600082431619663,10
mk,M12,tl1.00_gl0.25_c100,1,0.25,100,NA,0.2662837231151899,0.09851290521398892,10
mk,M4,tl1.00_gl0.25_c100,1,0.25,100,NA,0.26802352842516797,0.09645635714641751,10
mk,M9,tl1.00_gl0.25_c100,1,0.25,100,NA,0.2695738971639583,0.09414045807391425,10
mk,M8 (NT baseline),tl1.00_gl0.25_c100,1,0.25,100,NA,0.2678323114385139,0.09276101173482643,10
mk,M2,tl1.00_gl0.25_c100,1,0.25,100,NA,0.2690181395183373,0.09806373496029108,10
mk,M11,tl1.00_gl0.25_c100,1,0.25,100,NA,0.2598559330299321,0.09171128806079165,10
