Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-3085.353	-3251.351	165.9981	0.02623667	1.001029	4.952957
6	-3099.516	-3265.269	165.7532	0.01328476	1.112269	5.034396
12	-3114.92	-3280.938	166.0177	0.1298098	1.06154	4.850693
18	-3106.285	-3272.083	165.7979	0.1686316	1.071243	4.946051
24	-3101.51	-3267.14	165.6296	0.1149949	1.021783	5.096751
30	-3108.688	-3274.528	165.84	0.1970596	1.129982	4.874076
36	-3091.79	-3257.503	165.7132	0.1327567	1.108805	4.992172
42	-3092.661	-3257.889	165.2281	0.2461169	1.055942	5.227534
48	-3089.788	-3254.826	165.0382	0.2767767	0.9860441	5.354046
54	-3100.905	-3265.041	164.1358	0.3276587	0.9346264	5.84979
60	-3093.069	-3258.394	165.3255	0.09984821	1.016993	5.276054
66	-3099.203	-3263.994	164.7907	0.1767353	0.9747135	5.551621
72	-3089.681	-3254.644	164.9623	0.1932532	0.8971134	5.490828
78	-3090.756	-3256.502	165.7461	0.3488401	1.103615	4.856531
84	-3096.011	-3260.925	164.9139	0.1933451	0.9728262	5.475778
90	-3089.024	-3254.621	165.5971	0.1820322	1.02882	5.073673
96	-3083.405	-3248.661	165.2559	0.07220978	1.030082	5.322526
102	-3091.16	-3256.798	165.6378	0.1704886	1.120843	5.006425
108	-3090.704	-3256.313	165.6082	0.1452381	1.041443	5.080926
114	-3101.982	-3267.06	165.0779	0.2512622	1.038691	5.317199
120	-3089.192	-3254.757	165.5652	0.1042693	1.004843	5.147764
126	-3084.196	-3249.415	165.2186	0.04103956	1.004843	5.374179
132	-3092.574	-3257.207	164.6326	0.05382737	0.9324063	5.728983
138	-3089.366	-3255.205	165.8384	0.09549884	1.048563	4.976779
144	-3094.119	-3259.804	165.6845	0.09011521	0.9590796	5.114865
150	-3095.498	-3261.661	166.1629	0.08857313	1.079456	4.782693
156	-3094.731	-3260.38	165.649	0.1391852	1.131721	5.011541
162	-3096.746	-3261.982	165.2369	0.1391852	1.033276	5.294266
168	-3089.969	-3255.71	165.7408	0.1519151	1.10673	4.967351
174	-3094.793	-3261.13	166.3364	0.1186579	1.152012	4.628184
180	-3096.469	-3261.758	165.2892	0.2864667	1.116685	5.137751
186	-3099.137	-3264.142	165.0057	0.1734427	1.034059	5.402484
192	-3097.991	-3263.203	165.2122	0.08203805	1.000248	5.35766
198	-3090.95	-3256.29	165.3405	0.05096804	0.9930935	5.307986
204	-3096.11	-3261.437	165.327	0.02816128	0.9616922	5.345312
210	-3108.517	-3273.388	164.8705	0.3143041	1.105234	5.360134
216	-3114.76	-3279.661	164.9011	0.2290621	0.9606304	5.469867
222	-3102.412	-3267.061	164.6496	0.192032	1.032556	5.588933
228	-3113.076	-3279.583	166.507	0.00964282	1.126995	4.607701
234	-3101.867	-3267.898	166.0306	0.08764946	1.143739	4.821134
240	-3090.464	-3255.978	165.5135	0.09973824	0.9906436	5.186733
246	-3090.684	-3256.556	165.8721	0.03581403	1.13706	4.942022
252	-3093.9	-3259.119	165.219	0.1463896	1.058501	5.286272
258	-3082.907	-3248.017	165.1101	0.09217596	0.9756323	5.421933
264	-3097.658	-3262.72	165.0619	0.1455497	0.9704609	5.421933
270	-3095.152	-3260.975	165.8226	0.06544117	0.9840446	5.038099
276	-3091.015	-3256.239	165.2235	0.2381686	1.020824	5.253904
282	-3099.858	-3265.503	165.6445	0.09069894	1.0038	5.111928
288	-3095.614	-3261.219	165.6054	0.05327258	1.080358	5.111928
294	-3091.339	-3257.07	165.7309	0.1223997	1.038425	5.027197
300	-3089.359	-3254.505	165.1462	0.06302179	1.072664	5.364614
306	-3086.705	-3251.985	165.2799	0.017009	1.039668	5.334466
312	-3090.443	-3255.642	165.1991	0.2912675	1.039668	5.227615
318	-3093.954	-3259.543	165.5888	0.2243776	1.084808	5.023735
324	-3094.724	-3260.453	165.7296	0.2060165	1.106148	4.943826
330	-3100.127	-3266.307	166.1791	0.1371246	1.070863	4.751284
336	-3098.357	-3263.287	164.9305	0.2518465	0.9446798	5.449927
342	-3108.383	-3272.89	164.5069	0.2590043	0.9922663	5.652637
348	-3097.626	-3262.788	165.1619	0.1694493	0.9922663	5.341621
354	-3106.845	-3272.511	165.6666	0.1974939	0.9867183	5.049918
360	-3105.697	-3271.583	165.8866	0.04822946	1.014272	4.995325
366	-3100.935	-3266.522	165.5868	0.03968373	0.9883051	5.180707
372	-3098.92	-3264.028	165.1077	0.3041714	1.038565	5.271614
378	-3092.724	-3258.098	165.3734	0.09411048	1.000013	5.262162
384	-3095.879	-3261.639	165.7598	0.1876643	1.194512	4.888071
390	-3092.927	-3258.735	165.8076	0.2978836	1.131034	4.835334
396	-3078.621	-3245.034	166.4135	0.1101487	1.148372	4.59176
402	-3085.656	-3251.71	166.0539	0.17313	1.139493	4.762796
408	-3081.684	-3247.775	166.0904	0.17313	1.103003	4.762796
414	-3093.071	-3259.451	166.3801	0.2527656	1.197909	4.502555
420	-3091.01	-3257.169	166.1587	0.03721283	1.114164	4.794312
426	-3093.798	-3259.491	165.6923	0.009667338	1.098236	5.077991
432	-3095.455	-3260.521	165.0658	0.07893849	0.9312776	5.478011
438	-3089.404	-3254.037	164.6322	0.1632837	0.9312776	5.669865
444	-3084.481	-3249.614	165.1329	0.1632837	0.9730226	5.371622
450	-3089.388	-3254.922	165.5344	0.1125852	1.079482	5.118874
456	-3086.625	-3251.705	165.0793	0.03035258	0.9631319	5.479784
462	-3082.423	-3247.806	165.3824	0.1180392	1.069171	5.205719
468	-3087.119	-3252.372	165.253	0.2006559	1.063904	5.234516
474	-3084.799	-3250.383	165.5845	0.198982	1.069032	5.04897
480	-3104.246	-3269.675	165.4298	0.113427	1.017801	5.210448
486	-3096.621	-3262.567	165.946	0.01010739	1.135646	4.916017
492	-3096.12	-3261.285	165.1643	0.162867	0.891298	5.399558
498	-3095.482	-3259.594	164.1111	0.1673822	0.8263371	6.009943
504	-3101.803	-3266.91	165.1071	0.0264017	0.9965877	5.448222
510	-3099.504	-3265.205	165.7012	0.04504509	1.212004	4.990247
516	-3086.972	-3252.354	165.3819	0.003207573	1.111845	5.245889
522	-3089.382	-3254.954	165.5718	0.00376331	1.117768	5.137246
528	-3096.27	-3261.886	165.6158	0.0114076	1.052099	5.144976
534	-3078.378	-3243.528	165.1493	0.03644613	1.029053	5.401612
540	-3084.231	-3249.133	164.9015	0.1763103	1.03091	5.459988
546	-3090.004	-3255.461	165.4575	0.03804353	1.03091	5.229576
552	-3087.895	-3253.588	165.6931	0.01992209	1.03091	5.109193
558	-3093.828	-3259.364	165.5354	0.01594498	1.078881	5.172175
564	-3105.172	-3270.724	165.5518	0.01651106	1.061896	5.172175
570	-3098.873	-3264.125	165.2523	0.1622534	1.061896	5.2572
576	-3103.654	-3268.466	164.8119	0.2159459	1.015778	5.495811
582	-3103.172	-3268.129	164.9575	0.2552048	0.9495748	5.43051
588	-3089.881	-3254.996	165.1158	0.1106785	1.026385	5.380614
594	-3103.591	-3269.24	165.6491	0.06456119	0.961503	5.147292
600	-3093.68	-3259.423	165.7429	0.1423868	1.013947	5.023027
606	-3093.497	-3259.318	165.821	0.2127483	1.199196	4.837352
612	-3093.651	-3259.653	166.0026	0.1757556	1.05458	4.837352
618	-3086.295	-3251.692	165.3976	0.1757556	0.9640951	5.223524
624	-3113.746	-3278.299	164.5533	0.2888299	0.926394	5.646917
630	-3096.095	-3260.288	164.1935	0.200972	0.8965009	5.908315
636	-3102.001	-3267.218	165.2174	0.1827564	0.8907306	5.359672
642	-3092.427	-3257.526	165.0984	0.1827564	0.9959085	5.367277
648	-3086.349	-3251.428	165.0795	0.2016666	0.9959085	5.367277
654	-3089.565	-3255.42	165.8551	0.2016666	1.082179	4.889725
660	-3092.78	-3257.97	165.1898	0.1896263	1.097413	5.25702
666	-3091.138	-3256.292	165.1538	0.1871877	1.004414	5.329576
672	-3093.778	-3258.832	165.0536	0.1033693	1.021518	5.421569
678	-3103.785	-3268.825	165.0399	0.08504582	0.9507463	5.478157
684	-3110.103	-3274.584	164.4806	0.02615782	0.9538607	5.815625
690	-3109.078	-3273.031	163.9528	0.0767582	0.9959081	6.053213
696	-3099.333	-3264.123	164.7897	0.4289715	0.9330414	5.436341
702	-3091.8	-3257.548	165.7475	0.2489695	1.085511	4.921444
708	-3108.378	-3274.336	165.9572	0.0660785	1.058687	4.921444
714	-3101.279	-3266.383	165.104	0.1007278	1.049351	5.379948
720	-3118.124	-3283.725	165.6001	0.2271931	1.080509	5.018268
726	-3104.466	-3270.814	166.3475	0.1826162	1.251339	4.530289
732	-3110.9	-3276.326	165.4258	0.2555128	1.251339	5.004495
738	-3098.956	-3264.495	165.5389	0.234058	1.211145	4.975896
744	-3114.884	-3280.487	165.6029	0.2117563	1.169448	4.975896
750	-3106.477	-3271.441	164.9644	0.1014365	0.9404574	5.516373
756	-3103.223	-3268.005	164.782	0.02648469	0.9790391	5.636502
762	-3096.421	-3262.559	166.1374	0.00220442	1.115321	4.825106
768	-3110.42	-3276.057	165.6367	0.006533224	1.12566	5.095337
774	-3111.497	-3277.641	166.1439	0.115116	1.125693	4.752625
780	-3109.828	-3275.87	166.0424	0.1204671	1.169552	4.781818
786	-3096.019	-3261.239	165.2203	0.08998088	1.026253	5.334484
792	-3107.9	-3272.78	164.8796	0.1188286	1.034216	5.501884
798	-3096.21	-3262.25	166.0397	0.04508499	1.046496	4.89401
804	-3086.387	-3251.631	165.2438	0.06294362	0.9503836	5.378273
810	-3086.06	-3251.003	164.9423	0.1979844	0.9594462	5.464952
816	-3094.076	-3259.389	165.3138	0.1979844	1.011102	5.23154
822	-3095.754	-3261.18	165.4252	0.1766891	1.021029	5.176239
828	-3097.697	-3263.159	165.4622	0.1979147	1.121733	5.088153
834	-3083.09	-3248.334	165.2444	0.1145801	0.9917522	5.326651
840	-3101.226	-3266.302	165.0759	0.1631177	0.8000436	5.498355
846	-3089.409	-3252.939	163.5302	0.3873188	0.9595346	6.134062
852	-3080.115	-3244.465	164.3503	0.2183272	0.9726915	5.771422
858	-3093.711	-3258.487	164.7756	0.293618	0.988326	5.48817
864	-3091.043	-3256.383	165.3398	0.2661638	0.988326	5.19204
870	-3097.606	-3262.719	165.1137	0.2662295	1.085535	5.263312
