Iteration	Posterior	Likelihood	Prior	acrv_sd	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	tree_length
0	-735.4865	-898.0094	162.5229	1.105015	0.0474552	0.179661	0.10838	0.0647624	0.232354	0.152339	0.136771	0.0139946	0.0610646	0.0515044	0.0618021	0.0447533	0.0794384	0.102885	0.346356	0.0153791	0.0317594	0.0548664	0.0580651	0.0643737	0.0156873	0.0561942	0.141563	0.162277	0.0279363	0.0586693	0.0294546	0.027618	0.0393795	0.020124	0.0169456	0.0334228	0.000235088	0.037181	0.0931013	0.0284812	0.0694114	0.0937701	0.00837652	0.0271518	0.0199048	0.0356085	0.143045	0.189671	0.00827249	0.185958	0.0124628	0.00659838	0.126597	0.146073	0.102806	0.0146703	0.0305118	0.0257051	0.047613	0.15529	0.0422152	0.000296887	0.102146	0.0444293	0.114603	0.0152676	0.0231614	0.0201668	0.0155895	0.151739	0.0419565	0.052659	0.0819574	0.189052	0.019362	0.0223113	0.232979	0.0084991	0.22463	0.019321	0.0594113	0.0790304	0.00496942	0.0540651	0.0278588	0.101588	0.0957258	0.0279239	0.00930122	0.0386088	0.12261	0.184167	0.116574	0.00390763	0.0145433	0.00488357	0.110011	0.0532732	0.0266497	0.0474851	0.0602886	0.00696749	0.0263783	0.0159126	0.00950858	0.0341147	0.0223668	0.020081	0.00205472	0.00896565	0.007562	0.00907393	0.00657079	0.0116633	0.0151058	0.0508528	0.002258	0.00466299	0.00805562	0.00852526	0.00945151	0.00230325	0.00825057	0.0207846	0.023826	0.00410167	0.00861398	0.00432459	0.00405495	0.00578179	0.00295465	0.002488	0.00490722	3.45162e-05	0.00545901	0.0136694	0.00418169	0.0101911	0.0137676	0.00122986	0.0039865	0.00292248	0.00522812	0.0210022	0.027848	0.00121459	0.0273028	0.00182982	0.00096879	0.0185872	0.0214467	0.0150942	0.00215393	0.00447981	0.00377409	0.00699065	0.0228001	0.00619814	4.35897e-05	0.0149973	0.00652322	0.0168264	0.00224163	0.00340062	0.00296094	0.00228888	0.0222787	0.00616016	0.00773152	0.0120332	0.0277571	0.00284277	0.0032758	0.0342065	0.00124786	0.0329807	0.00283676	0.00872291	0.0116034	0.000729623	0.00793797	0.0040903	0.0149154	0.0140547	0.00409985	0.00136563	0.00566864	0.018002	0.0270398	0.0171157	0.000573727	0.00213529	0.000717018	0.0161521	0.0078217	0.00391278	0.00697188	0.00885172	0.152334	0.381887	0.772265	1.936	6.810948
36	-731.0913	-895.6858	164.5944	1.339883	0.0432841	0.18431	0.0151001	0.00226939	0.19993	0.0319965	0.0384817	0.017714	0.0936664	0.017117	0.0279996	0.0384136	0.0626031	0.0490913	0.163619	0.0176172	0.0210367	0.0233535	0.000422745	0.0202161	0.0228517	0.0328839	0.114759	0.229839	0.0441847	0.114542	0.109055	0.0606923	0.0392567	0.0043113	0.0957354	0.115917	0.0123517	0.0750432	0.1766	0.0786923	0.0435996	0.106213	0.0295496	0.0128449	0.0117681	0.0797847	0.0600976	0.0427071	0.00410053	0.198325	0.00276424	0.0134648	0.0953909	0.061176	0.10873	0.0141808	0.026753	0.0370768	0.00943288	0.0346356	0.116905	0.000872085	0.0086255	0.0296634	0.00074115	0.00914186	0.0745019	0.0100068	0.00417932	0.101217	0.0276674	0.00206931	0.00788451	0.092631	0.117322	0.0385539	0.109547	0.00600651	0.106783	0.0350163	0.0696414	0.0106253	0.0573396	0.0172402	0.0317685	0.0545162	0.115072	0.290184	0.118235	0.0403863	0.0560685	0.126847	0.0660885	0.00475722	0.00592829	0.00351048	0.0113401	0.0437498	0.0154643	0.0891914	0.0410828	0.00779062	0.0331737	0.00271784	0.000408463	0.0359851	0.00575898	0.00692624	0.00318831	0.0168588	0.00308086	0.00503958	0.00691398	0.0112678	0.00883585	0.0294495	0.00317089	0.00378636	0.00420335	7.60891e-05	0.00363866	0.00411303	0.00591871	0.0206553	0.0413683	0.00795271	0.0206161	0.0196285	0.0109239	0.00706573	0.000775983	0.0172312	0.0208636	0.00222317	0.0135069	0.0317859	0.0141637	0.0078474	0.0191171	0.00531857	0.00231193	0.00211811	0.0143603	0.0108168	0.00768677	0.000738046	0.0356961	0.00049753	0.00242351	0.0171692	0.0110109	0.0195701	0.00255237	0.00481522	0.00667338	0.00169781	0.00623399	0.0210414	0.000156965	0.00155249	0.00533905	0.000133398	0.00164543	0.0134095	0.0018011	0.000752228	0.0182178	0.0049798	0.000372451	0.00141912	0.0166725	0.0211165	0.00693923	0.0197172	0.0010811	0.0192197	0.00630251	0.0125346	0.00191243	0.0103204	0.00310303	0.00571794	0.00981227	0.0207116	0.0522297	0.0212809	0.00726906	0.0100917	0.0228309	0.0118951	0.000856242	0.00106702	0.000631844	0.00204108	0.00787445	0.00278339	0.0160534	0.00739442	0.08725	0.265914	0.624562	1.90349	5.555925
72	-726.0857	-888.3344	162.2487	1.180386	0.0658057	0.152126	0.0200687	0.0310222	0.0923522	0.0560968	0.0542043	0.0662169	0.0484725	0.0476502	0.00939748	0.0338233	0.102846	0.0182383	0.205365	0.0433715	0.0220529	0.0207177	0.0193265	0.0795824	0.00156506	0.074816	0.189782	0.326462	0.0831565	0.0958002	0.045739	0.0572343	0.00746458	0.0143779	0.0561256	0.0284067	0.0103996	0.124657	0.0501647	0.0993695	0.0767704	0.075144	0.064095	0.0362113	0.0898354	0.134835	0.111645	0.0773555	0.000175914	0.297167	0.00992809	0.109296	0.0464669	0.061014	0.279741	0.0379824	0.102716	0.0562863	0.0929086	0.092139	0.0557821	0.0526736	0.00448949	0.0498923	0.00206634	0.0384464	0.0687803	0.0295649	0.0353352	0.0272191	0.0191564	0.00369134	0.220864	0.161187	0.187257	0.134559	0.0806643	0.0461489	0.0570699	0.0327711	0.0215407	0.00110312	0.03471	0.129225	0.107306	0.199714	0.0225487	0.0867377	0.103166	0.00733741	0.0236572	0.151699	0.0454655	0.0168203	0.00975046	0.0510115	0.141055	0.0507946	0.0398467	0.0440914	0.0170125	0.009512	0.0219893	0.00290087	0.00448416	0.0133492	0.00810861	0.00783505	0.00957143	0.00700654	0.00688767	0.00135837	0.00488905	0.014866	0.00263629	0.0296848	0.00626921	0.00318768	0.00299467	0.00279358	0.0115034	0.000226224	0.0108144	0.0274324	0.047189	0.01202	0.0138476	0.00661142	0.00827302	0.00107898	0.00207828	0.00811277	0.0041061	0.00150322	0.0180188	0.00725114	0.0143635	0.0110969	0.0108618	0.00926472	0.00523422	0.0129854	0.0194899	0.016138	0.0111815	2.54277e-05	0.0429546	0.00143507	0.0157983	0.00671663	0.00881937	0.0404356	0.00549023	0.0148473	0.008136	0.0134296	0.0133184	0.00806311	0.00761379	0.000648941	0.00721177	0.000298682	0.00555729	0.00994196	0.00427351	0.00510758	0.00393443	0.002769	0.00053357	0.0319251	0.023299	0.0270673	0.01945	0.0116598	0.00667067	0.00824927	0.00473695	0.00311363	0.000159452	0.00501721	0.0186791	0.0155108	0.0288679	0.00325933	0.0125376	0.0149123	0.0010606	0.00341956	0.0219275	0.00657189	0.00243132	0.0014094	0.00737354	0.020389	0.00734219	0.0057597	0.00637327	0.0024591	0.128155	0.342058	0.725758	1.93712	6.91818
108	-716.5879	-880.9834	164.3955	0.9055372	0.080329	0.329176	0.0191671	0.00478431	0.100395	0.0354821	0.13686	0.044669	0.041133	0.0353785	0.0196819	0.033696	0.0588372	0.151438	0.156718	0.036371	0.0550303	0.0204691	0.0326279	0.012934	0.0134947	0.123201	0.185741	0.213601	0.0697325	0.0812408	0.0796172	0.110228	0.0527033	0.0138088	0.0737908	0.0315541	0.027793	0.0453692	0.0723303	0.0433111	0.078753	0.0933715	0.0391162	0.00877222	0.0312691	0.0965856	0.119242	0.0739362	6.27078e-05	0.425496	0.0139881	0.0195392	0.104285	0.0420409	0.0709563	0.0018795	0.0310532	0.0484605	0.00264305	0.0356371	0.0287707	0.0561676	0.0487691	0.0135492	0.0268096	0.0476855	0.0513689	0.00863681	0.0124503	0.015019	0.0195198	0.0106333	0.14417	0.13995	0.0270812	0.00189627	0.023898	0.0425783	0.087492	0.00283509	0.0247303	0.0282452	0.0804462	0.117819	0.1199	0.0217729	0.013055	0.0475304	0.166265	0.0194431	0.0315738	0.0216747	0.0154385	0.0721887	0.0132243	0.011422	0.104762	0.00900305	0.0382282	0.0624275	0.0946276	0.0136085	0.0557657	0.0032471	0.000810511	0.0170079	0.00601102	0.0231855	0.00756737	0.00696834	0.00599346	0.00333431	0.00570845	0.0099676	0.0256552	0.0265496	0.00616161	0.00932269	0.00346767	0.00552749	0.00219114	0.00228614	0.0208715	0.0314664	0.0361861	0.0118134	0.013763	0.013488	0.0186737	0.00892846	0.00233935	0.0125009	0.00534558	0.00470841	0.00768599	0.0122535	0.00733733	0.0133415	0.0158181	0.00662667	0.0014861	0.0052973	0.0163626	0.0202007	0.0125255	1.06233e-05	0.0720832	0.00236972	0.00331013	0.0176669	0.00712215	0.0120207	0.000318406	0.00526073	0.00820969	0.000447759	0.00603728	0.00487404	0.00951534	0.00826197	0.00229536	0.00454181	0.00807841	0.00870241	0.00146316	0.0021092	0.00254437	0.00330685	0.00180138	0.0244238	0.0237089	0.00458783	0.000321247	0.00404857	0.0072132	0.014822	0.000480292	0.00418956	0.00478501	0.0136284	0.0199598	0.0203123	0.00368855	0.00221165	0.00805212	0.0281669	0.00329385	0.00534892	0.00367191	0.00261544	0.0122295	0.00224033	0.001935	0.0177477	0.00152521	0.00647625	0.0105758	0.0160309	0.234176	0.497312	0.885627	1.88078	5.90284
144	-721.801	-882.0373	160.2363	1.21913	0.222954	0.318867	0.0450932	0.0119505	0.067519	0.0439151	0.159552	0.190215	0.13255	0.00543048	0.0665315	0.0240378	0.0706781	0.131431	0.256636	0.120257	0.0932754	0.0748989	0.0343036	0.0922551	0.00373537	0.148747	0.166476	0.200784	0.0309174	0.126839	0.0709931	0.122022	0.0640011	0.00745116	0.0400973	0.0130447	0.0255174	0.15218	0.0749002	0.0124004	0.0679793	0.104199	0.0583235	0.0781804	0.0854123	0.00845148	0.0655239	0.171229	0.00147423	0.412649	0.0202182	0.0319136	0.0933546	0.115922	0.0830465	0.00289392	0.0202689	0.127064	0.0689642	0.0322978	0.16755	0.0059765	0.00399941	0.0108972	0.0161827	0.104659	0.107571	0.0199465	0.0423777	0.00469076	0.100881	0.0618108	0.0830571	0.324795	0.0569677	0.00344388	0.0979651	0.0409316	0.0803188	0.0291906	0.0156787	0.0122992	0.126079	0.0432604	0.0234703	0.15222	0.0410675	0.0178879	0.155657	0.0502575	0.12989	0.0452566	0.00886768	0.0285461	0.0145136	0.0507731	0.0971077	0.0458564	0.114151	0.261536	0.106736	0.0279526	0.0399776	0.00565351	0.00149828	0.00846511	0.0055058	0.0200036	0.0238479	0.0166183	0.00068084	0.00834131	0.00301372	0.00886118	0.016478	0.0321754	0.0150771	0.0116943	0.00939037	0.00430078	0.0115664	0.000468317	0.018649	0.0208717	0.025173	0.00387623	0.0159023	0.00890068	0.0152984	0.00802406	0.000934181	0.00502716	0.00163546	0.00319921	0.0190794	0.00939052	0.00155469	0.00852283	0.0130638	0.00731224	0.00980178	0.0107085	0.00105959	0.00821499	0.0214677	0.00018483	0.0517354	0.00253484	0.00400113	0.0117042	0.0145335	0.0104119	0.000362822	0.00254119	0.0159305	0.0086463	0.0040493	0.0210064	0.000749297	0.000501421	0.00136622	0.00202889	0.0131214	0.0134865	0.00250076	0.00531305	0.000588098	0.0126478	0.00774945	0.0104132	0.0407208	0.00714226	0.000431772	0.0122823	0.00513175	0.0100699	0.00365974	0.0019657	0.001542	0.015807	0.00542372	0.00294257	0.0190844	0.00514879	0.00224268	0.0195153	0.00630098	0.0162848	0.005674	0.00111177	0.00357894	0.00181962	0.00636562	0.0121748	0.0057492	0.0143116	0.0327898	0.0133819	0.117002	0.322516	0.7014	1.93341	7.976145
180	-731.9666	-897.3194	165.3528	1.310931	0.0827864	0.134308	0.0358159	0.0125132	0.0605953	0.0236641	0.00754376	0.0532083	0.0277828	0.00663246	0.0370836	0.0207141	0.0262868	0.121496	0.162523	0.0294108	0.0280818	0.01514	0.00517608	0.00956851	0.0053722	0.0192569	0.12667	0.115915	0.0485296	0.0872457	0.0559018	0.00981269	0.0319703	0.0133137	0.15728	0.0185758	0.0719239	0.0686522	0.0186403	0.00812744	0.0730961	0.119092	0.0278222	0.0515528	0.020228	0.0303725	0.0153529	0.071446	0.034689	0.313982	0.00962934	0.00216578	0.194214	0.165998	0.126306	0.00373408	0.19531	0.0568625	0.0187963	0.0287251	0.0780119	0.030212	0.0247861	0.0457478	0.11009	0.0182228	0.0147686	0.0126526	0.00606719	0.0336528	0.035566	0.0139947	0.0201094	0.170451	0.0583585	0.00379689	0.0313429	0.0311446	0.0802012	0.0211916	0.0174488	0.00223811	0.108521	0.00950414	0.169636	0.115823	0.0445721	0.000725724	0.0097834	0.0552741	0.0159099	7.85562e-05	0.0156608	0.0349214	0.000903831	0.00445636	0.0633046	0.047209	0.0820731	0.146948	0.0513661	0.0160637	0.0260609	0.00694966	0.00242805	0.0117578	0.00459175	0.00146378	0.0103244	0.00539092	0.00128695	0.00719563	0.00401933	0.00510064	0.0235749	0.0315357	0.00570682	0.00544895	0.00293774	0.00100436	0.00185666	0.00104241	0.00373658	0.0245789	0.0224919	0.0094166	0.016929	0.0108471	0.00190404	0.00620347	0.00258338	0.0305184	0.00360442	0.013956	0.0133212	0.00361694	0.00157704	0.0141835	0.0231085	0.00539858	0.0100032	0.003925	0.00589342	0.00297905	0.0138633	0.00673099	0.0609246	0.00186846	0.000420244	0.0376849	0.0322099	0.0245082	0.000724555	0.0378976	0.0110335	0.0036472	0.00557377	0.0151373	0.00586229	0.00480944	0.00887682	0.0213617	0.00353593	0.00286568	0.0024551	0.00117727	0.00652993	0.00690117	0.0027155	0.003902	0.033074	0.0113238	0.000736743	0.00608172	0.00604324	0.0155621	0.00411198	0.00338574	0.00043428	0.0210572	0.00184417	0.0329159	0.0224742	0.0086487	0.000140818	0.00189836	0.0107253	0.00308714	1.52429e-05	0.0030388	0.00677608	0.000175378	0.000864704	0.0122835	0.00916035	0.0159253	0.0285136	0.009967	0.0937337	0.278877	0.643035	1.91316	5.15362
216	-721.936	-883.9283	161.9923	0.907283	0.195337	0.290247	0.0765387	0.00417384	0.173302	0.131089	0.0667985	0.0847946	0.116328	0.0857837	0.0667066	0.0108466	0.0725882	0.0779067	0.381826	0.0361888	0.0185681	0.0417568	0.035037	0.0714988	0.00648552	0.0278821	0.1945	0.0886554	0.0301983	0.0867042	0.118883	0.120705	0.0791316	0.0135028	0.0668921	0.033597	0.012575	0.0397178	0.0760919	0.104436	0.114974	0.0528072	0.112742	0.0427351	0.195924	0.00414987	0.1649	0.148965	0.0469768	0.13916	0.0115011	0.00491828	0.283826	0.0350245	0.229722	0.00679614	0.0840851	0.0984043	0.055676	0.0296134	0.16151	0.0242055	0.105074	0.0175417	0.00275643	0.0528318	0.0379106	0.0162006	0.019976	0.0208435	0.0568522	0.0176939	0.0143376	0.192097	0.0595748	0.0573638	0.0111607	0.069893	0.0469936	0.0365935	0.0214507	0.0031744	0.0886902	0.121953	0.0411698	0.00570892	0.0828172	0.0600112	0.0217541	0.0194602	0.0453174	8.09546e-05	0.0350682	0.0836359	0.00741499	0.0197902	0.225194	0.0054149	0.0856807	0.156503	0.0512484	0.0271184	0.0402946	0.0106258	0.000579449	0.0240593	0.0181989	0.00927355	0.0117719	0.0161497	0.0119092	0.00926079	0.00150582	0.0100773	0.0108157	0.0530084	0.00502405	0.00257779	0.00579704	0.00486414	0.00992609	0.000900376	0.00387083	0.0270021	0.0123079	0.0041924	0.012037	0.0165044	0.0167573	0.0109857	0.00187458	0.00928655	0.00466422	0.00174577	0.00551397	0.0105637	0.0144987	0.0159617	0.00733115	0.0156518	0.00593285	0.0271999	0.000576121	0.0228928	0.0206806	0.00652173	0.0193193	0.00159669	0.000682799	0.0394032	0.00486241	0.0318919	0.000943499	0.0116734	0.0136613	0.00772943	0.00411118	0.0224223	0.00336042	0.0145873	0.00243529	0.000382671	0.00733456	0.00526307	0.0022491	0.00277324	0.00289368	0.00789272	0.00245642	0.00199046	0.0266686	0.00827069	0.00796374	0.00154942	0.00970315	0.00652406	0.00508023	0.00297797	0.000440698	0.0123127	0.0169305	0.00571555	0.000792562	0.0114974	0.00833128	0.00302009	0.00270163	0.00629135	1.12388e-05	0.00486848	0.0116111	0.00102941	0.00274745	0.0312634	0.000751743	0.0118949	0.0217272	0.00711475	0.233337	0.496249	0.884719	1.88158	7.203123
252	-729.2925	-892.7219	163.4295	0.9415201	0.0925741	0.262202	0.0429545	0.018906	0.090886	0.0656456	0.0524994	0.0614043	0.0368591	0.0456787	0.0542624	0.0595817	0.0476139	0.103186	0.187185	0.0311656	0.0739113	0.11858	0.0129624	0.0668306	0.0374631	0.082661	0.19751	0.0522081	0.00287621	0.129838	0.0999789	0.132094	0.0563255	0.0500772	0.00580141	0.0332278	0.00642395	0.0198702	0.131678	0.0423911	0.0657208	0.052492	0.0121639	0.171324	0.0235535	0.0060198	0.119156	0.0545058	0.0514351	0.19503	0.01056	0.0281004	0.0719652	0.169877	0.0240322	0.012567	0.0426912	0.0943923	0.0302584	0.038776	0.124126	0.0114673	0.0301688	0.0974917	0.00266317	0.0354434	0.00779144	0.00796256	0.0203606	0.00513893	0.0464449	0.0240198	0.0212052	0.12791	0.0470718	0.0764939	0.029293	0.0924115	0.0825462	0.0318157	0.0692761	0.0022661	0.244666	0.0390182	0.0666559	0.0180103	0.363753	0.00963581	0.0712314	0.00197761	0.0849553	0.0212586	0.0198049	0.0163894	0.0835119	0.00656196	0.239983	0.00895012	0.0633208	0.107125	0.0688892	0.0144444	0.0409115	0.00670222	0.00294991	0.014181	0.0102427	0.00819152	0.00958096	0.00575115	0.00712728	0.0084666	0.00929657	0.00742923	0.0161002	0.0292066	0.00486278	0.0115324	0.0185022	0.00202253	0.0104276	0.00584539	0.0128976	0.0308175	0.00814606	0.000448776	0.0202587	0.0155998	0.0206108	0.0087885	0.00781359	0.000905198	0.00518455	0.00100233	0.00310037	0.0205457	0.00661431	0.0102545	0.00819036	0.00189794	0.0267318	0.00367507	0.000939274	0.0185919	0.00850458	0.00802545	0.0304306	0.00164768	0.00438453	0.0112288	0.026506	0.00374976	0.00196084	0.00666114	0.0147281	0.00472124	0.00605025	0.0193674	0.00178924	0.00470726	0.0152117	0.000415537	0.00553025	0.0012157	0.0012424	0.00317687	0.00080183	0.00724683	0.00374782	0.00330866	0.0199579	0.00734465	0.0119354	0.00457061	0.014419	0.0128797	0.00496423	0.0108092	0.000353581	0.0381754	0.00608803	0.0104004	0.00281016	0.0567565	0.00150348	0.0111143	0.000308569	0.0132556	0.003317	0.00309017	0.00255725	0.0130304	0.00102387	0.0374446	0.00139649	0.00987999	0.0167147	0.0107488	0.217337	0.475573	0.866559	1.89619	6.408997
288	-709.5623	-875.6216	166.0593	0.8976745	0.0582738	0.215581	0.0495758	0.00421586	0.119787	0.0396596	0.0274567	0.0373173	0.0180178	0.0175239	0.0596642	0.0101665	0.0383837	0.104351	0.196466	0.0182835	0.0271357	0.0794551	0.0383308	0.039713	0.0139146	0.0629305	0.0279264	0.0912771	0.0138132	0.1183	0.0507122	0.0578586	0.0336047	0.00527178	0.00245899	0.0388769	0.0147791	0.04689	0.0573611	0.054121	0.12235	0.046711	0.0202257	0.0290985	0.00827478	0.00294017	0.0452349	0.0465463	0.0413801	0.305752	0.000199587	0.0261514	0.120716	0.116867	0.0435195	0.014548	0.0476585	0.106965	0.0819319	0.030994	0.0124664	0.0265043	0.0163861	0.0897518	0.00451119	0.0957489	0.0118474	0.0273051	0.0362164	0.00612015	0.0341735	0.0138339	0.038233	0.132882	0.0179222	0.047495	0.021286	0.0280909	0.00542808	0.0785339	0.00201479	0.00314369	0.171993	0.0335423	0.0564151	0.0322114	0.144077	0.06567	0.0689411	0.0432548	0.0289798	0.106875	0.0179157	0.00808829	0.0296741	0.0134573	0.0769574	0.00365822	0.0244002	0.0753055	0.0921252	0.0116759	0.0431944	0.00993312	0.0008447	0.0240009	0.0079463	0.00550129	0.00747699	0.00361009	0.00351114	0.0119545	0.00203698	0.00769065	0.020908	0.0393645	0.00366333	0.00543698	0.0159198	0.00768005	0.00795699	0.00278796	0.0126089	0.0055954	0.0182885	0.00276766	0.0237028	0.0101608	0.0115927	0.00673312	0.00105627	0.00049269	0.00778947	0.00296117	0.009395	0.011493	0.0108438	0.0245144	0.00935913	0.00405248	0.00583025	0.00165796	0.0005891	0.00906338	0.00932614	0.00829103	0.0612612	3.99898e-05	0.00523976	0.0241869	0.0234158	0.00871967	0.00291486	0.00954897	0.0214318	0.0164161	0.00621003	0.00249781	0.00531047	0.00328316	0.0179829	0.000903873	0.0191845	0.00237377	0.00547091	0.00725642	0.00122625	0.00684709	0.00277179	0.00766045	0.0266245	0.00359093	0.00951621	0.00426491	0.00562836	0.00108758	0.0157352	0.000403688	0.000629877	0.0344609	0.00672063	0.0113035	0.00645396	0.0288676	0.0131578	0.0138132	0.00866663	0.00580646	0.0214138	0.00358964	0.00162059	0.00594557	0.00269633	0.0154194	0.00073297	0.00488888	0.0150884	0.0184584	0.237985	0.502106	0.889696	1.8771	4.990954
324	-736.6962	-898.2305	161.5343	1.23262	0.0522768	0.250024	0.0669372	0.00458988	0.226937	0.102415	0.10234	0.126217	0.0226006	0.00896434	0.0390186	0.0265554	0.115186	0.0773593	0.150802	0.0644991	0.0511815	0.0309844	0.0807268	0.0266657	0.0138214	0.0300783	0.256536	0.148838	0.0153901	0.18299	0.262133	0.130335	0.0874998	0.0219985	0.0146539	0.00613585	0.037093	0.0940811	0.0131468	0.153938	0.114148	0.0920366	0.110214	0.260811	0.046212	0.081527	0.137533	0.0962607	0.00621269	0.133481	0.0363385	0.0151894	0.178938	0.130512	0.0145259	0.0253645	0.0114139	0.00911777	0.0398133	0.00156524	0.0234033	0.0517643	0.0450968	0.047573	0.056121	0.0424018	0.00904598	0.0202395	0.017051	0.026038	0.00331983	0.0137838	0.0270197	0.125559	0.0657507	0.15687	0.0525375	0.0207135	0.0536032	0.00252754	0.00409365	0.0431238	0.318779	0.104668	0.103694	0.0567149	0.174976	0.0131095	0.0092342	0.111425	0.0379579	0.0665444	0.150041	0.0974619	0.0467301	0.020658	0.0323105	0.0586902	0.0842429	0.0935568	0.149757	0.00718645	0.0343706	0.0092018	0.000630967	0.0311968	0.0140789	0.0140686	0.017351	0.00310689	0.00123232	0.00536386	0.00365055	0.0158345	0.0106345	0.0207307	0.00886665	0.00703589	0.0042594	0.0110975	0.00366571	0.00190002	0.00413485	0.0352658	0.0204607	0.00211567	0.0251555	0.0360353	0.0179171	0.0120285	0.00302412	0.00201447	0.00084349	0.00509915	0.0129333	0.00180727	0.0211618	0.0156918	0.0126522	0.0151511	0.0358535	0.00635273	0.0112075	0.0189066	0.0132329	0.000854054	0.0183496	0.00499542	0.00208807	0.0245984	0.0179414	0.00199686	0.00348684	0.00156907	0.00125341	0.0054731	0.000215173	0.00321724	0.00711601	0.00619943	0.00653983	0.00771491	0.00582895	0.00124354	0.00278231	0.00234399	0.00357943	0.000456375	0.00189485	0.00371438	0.0172606	0.0090387	0.0215649	0.00722229	0.00284747	0.00736879	0.000347459	0.000562751	0.0059282	0.0438223	0.0143886	0.0142548	0.00779655	0.0240538	0.00180216	0.00126942	0.0153175	0.00521804	0.0091478	0.0206261	0.013398	0.00642396	0.00283984	0.00444171	0.0080681	0.0115808	0.0128612	0.0205869	0.113311	0.315866	0.692868	1.93144	7.274353
