Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-623.8402	-790.7257	166.8855	0.03482954	5.011347
6	-627.7645	-794.0585	166.2939	0.08923059	5.308731
12	-618.1821	-785.6945	167.5124	0.07030701	4.641855
18	-622.6193	-789.3844	166.7651	0.2026128	4.985018
24	-622.9024	-789.746	166.8436	0.316264	4.878073
30	-631.2717	-799.6616	168.3898	0.2833277	4.025363
36	-628.1159	-795.3262	167.2104	0.3219946	4.670052
42	-620.5342	-787.2138	166.6796	0.3399988	4.956154
48	-618.655	-786.2997	167.6447	0.1101088	4.5453
54	-621.2881	-787.1595	165.8714	0.3353905	5.405976
60	-621.6848	-788.7653	167.0806	0.3433268	4.730731
66	-619.832	-787.3876	167.5556	0.1873061	4.551942
72	-627.5085	-794.7864	167.2779	0.3287757	4.628412
78	-627.9901	-794.11	166.1199	0.5441261	5.153459
84	-627.5887	-795.3389	167.7503	0.2249354	4.421255
90	-618.6971	-786.2709	167.5738	0.1285373	4.574755
96	-624.0807	-791.9694	167.8888	0.2271004	4.341863
102	-632.6384	-800.5115	167.8731	0.2722095	4.325204
108	-636.403	-804.1424	167.7394	0.07829811	4.509917
114	-633.7008	-800.9749	167.2741	0.2567181	4.670909
120	-636.5617	-803.379	166.8173	0.3348423	4.882396
126	-630.9006	-797.9228	167.0223	0.2431215	4.81925
132	-628.3356	-794.8428	166.5072	0.5634622	4.927753
138	-624.5453	-792.3077	167.7623	0.432058	4.297452
144	-625.1048	-792.6198	167.5151	0.3823509	4.465069
150	-625.9778	-794.5908	168.613	0.1865074	3.953161
156	-619.4048	-786.659	167.2542	0.3429553	4.633761
162	-619.9156	-787.9461	168.0305	0.07980066	4.345002
168	-626.8166	-793.8618	167.0452	0.06138749	4.907754
174	-623.3128	-789.2651	165.9523	0.5341428	5.251683
180	-617.5841	-783.1675	165.5834	0.3938972	5.532297
186	-626.0219	-793.6899	167.668	0.3073341	4.42118
192	-614.1762	-780.7009	166.5247	0.1165304	5.166062
198	-619.1488	-786.4501	167.3013	0.2234	4.674352
204	-637.8571	-804.2388	166.3816	0.3024831	5.142333
210	-620.6526	-788.8715	168.2189	0.003537029	4.281583
216	-625.2731	-791.9833	166.7102	0.0200715	5.116766
222	-630.2624	-795.6279	165.3655	0.6837037	5.492749
228	-628.2623	-795.9707	167.7084	0.4983695	4.290465
234	-624.2284	-791.6813	167.4529	0.5667716	4.396147
240	-632.226	-799.0112	166.7853	0.3319115	4.901867
246	-633.2699	-799.8417	166.5718	0.3259894	5.023837
252	-627.4416	-793.1376	165.696	0.2646256	5.541434
258	-622.4845	-788.2881	165.8036	0.1987269	5.518546
264	-644.9052	-811.8631	166.9579	0.2181968	4.869041
270	-634.0779	-799.6724	165.5945	0.413962	5.515144
276	-614.0911	-782.0816	167.9905	0.3450939	4.217452
282	-622.4381	-789.22	166.7819	0.07354203	5.047362
288	-621.3482	-787.6809	166.3326	0.5227869	5.047362
294	-628.3812	-795.5258	167.1445	0.09771005	4.832161
300	-624.7775	-792.7454	167.9679	0.09211081	4.373416
306	-618.1581	-785.4471	167.289	0.2139291	4.686504
312	-633.9769	-797.5094	163.5325	0.4073763	6.642443
318	-623.5457	-790.6627	167.117	0.4653903	4.642045
324	-618.7322	-786.3688	167.6366	0.2413494	4.476025
330	-614.9275	-782.2124	167.2849	0.2461	4.670804
336	-636.7637	-802.463	165.6993	0.3926926	5.469235
342	-631.2524	-799.575	168.3226	0.3211886	4.042122
348	-630.6563	-798.7179	168.0616	0.5172758	4.079175
354	-634.0094	-800.9141	166.9048	0.2008825	4.908285
360	-634.251	-800.928	166.6771	0.07101356	5.106903
366	-626.2321	-793.3528	167.1207	0.02691592	4.884934
372	-623.6377	-791.804	168.1663	0.01577798	4.304398
378	-636.7709	-804.8697	168.0988	0.08337157	4.304398
384	-626.7286	-792.6994	165.9708	0.3360103	5.350846
390	-631.1165	-796.4523	165.3359	0.5433018	5.586214
396	-631.7284	-797.11	165.3815	0.6096284	5.52468
402	-618.9648	-786.7065	167.7417	0.5219133	4.258281
408	-621.7771	-789.1605	167.3833	0.3950491	4.532037
414	-628.6939	-793.9631	165.2692	0.2791376	5.767623
420	-633.2337	-798.9291	165.6955	0.4774758	5.424652
426	-617.0017	-784.1975	167.1958	0.1280036	4.78665
432	-626.2369	-794.1118	167.8749	0.1458069	4.395577
438	-626.7344	-794.0028	167.2684	0.07248532	4.777106
444	-621.2209	-788.3662	167.1453	0.1890029	4.780801
450	-621.2551	-786.5158	165.2607	0.4893794	5.657063
456	-632.3828	-797.9063	165.5235	0.4893794	5.512736
462	-636.7202	-803.7779	167.0577	0.1244942	4.865623
468	-638.0701	-804.456	166.3859	0.8544424	4.833237
474	-643.8431	-809.2172	165.3741	0.286458	5.706115
480	-630.9666	-798.1954	167.2288	0.5003361	4.559677
486	-629.375	-794.7357	165.3607	0.5759639	5.554634
492	-627.3855	-792.9295	165.544	0.5850264	5.44882
498	-641.199	-806.8947	165.6957	0.4333496	5.44882
504	-617.4721	-784.2264	166.7544	0.4196419	4.8702
510	-620.6252	-787.0241	166.3989	0.3049007	5.131433
516	-625.0207	-790.0908	165.0701	0.4780054	5.767711
522	-624.0159	-791.4276	167.4116	0.5182536	4.446786
528	-629.4087	-797.4545	168.0458	0.6158311	4.031961
534	-641.3802	-808.3769	166.9967	0.3258864	4.78733
540	-625.1272	-791.8126	166.6854	0.4307696	4.902439
546	-628.1505	-794.5882	166.4377	0.4307696	5.040115
552	-630.4211	-797.3386	166.9175	0.2744017	4.86026
558	-632.416	-799.9151	167.4991	0.4423805	4.440241
564	-625.394	-791.8429	166.449	0.1813894	5.172105
570	-620.1643	-788.8007	168.6364	0.1497101	3.960808
576	-632.6656	-800.3332	167.6676	0.2489553	4.454325
582	-633.6928	-801.5369	167.8441	0.4756626	4.226433
588	-633.7868	-800.429	166.6422	0.04954413	5.138116
594	-627.1831	-793.6099	166.4268	0.2648904	5.138116
