Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-1118.916	-1270.226	151.3097	2.132976	9.673837	2.932136	0.816085	0.183915	0.592752	0.407248	7.273289
6	-1122.519	-1272.603	150.0842	2.03424	17.62732	2.625385	0.816085	0.183915	0.683449	0.316551	7.028185
12	-1122.771	-1272.97	150.1989	2.125488	14.31058	3.197591	0.843479	0.156521	0.526624	0.473376	7.028185
18	-1123.121	-1272.97	149.8483	1.94166	14.33021	2.838756	0.759052	0.240948	0.619647	0.380353	7.432818
24	-1114.552	-1265.969	151.4175	2.03116	14.33021	2.838756	0.774035	0.225965	0.482884	0.517116	6.535869
30	-1104.633	-1257.996	153.3635	1.857945	16.23909	3.551604	0.833397	0.166603	0.657566	0.342434	5.010928
36	-1114.277	-1267.134	152.857	1.87911	16.23909	3.059558	0.869212	0.130788	0.605848	0.394152	5.589543
42	-1121.751	-1272.033	150.282	2.054388	17.22502	3.51821	0.872433	0.127567	0.515693	0.484307	6.518571
48	-1103.879	-1249.539	145.6603	2.261922	14.46457	4.56705	0.924901	0.0750987	0.638973	0.361027	8.818308
54	-1098.884	-1246.954	148.0706	2.240863	18.31773	2.880816	0.903537	0.0964626	0.660552	0.339448	7.915643
60	-1095.798	-1245.149	149.3507	2.266571	15.07936	2.880816	0.887949	0.112051	0.565369	0.434631	7.554035
66	-1099.99	-1249.192	149.2019	2.327881	16.12175	3.59597	0.846636	0.153364	0.554418	0.445582	7.009719
72	-1111.405	-1257.952	146.5475	1.939841	19.05829	3.59597	0.840531	0.159469	0.577978	0.422022	8.28656
78	-1109.957	-1257.506	147.5492	1.944135	17.37105	3.59597	0.782449	0.217551	0.48692	0.51308	7.87304
84	-1107.525	-1259.713	152.1878	2.057581	18.44763	5.415004	0.869766	0.130234	0.69185	0.30815	4.311015
90	-1105.665	-1257.835	152.1697	2.057581	16.38656	4.30013	0.945666	0.0543337	0.65254	0.34746	5.400836
96	-1106.686	-1256.837	150.1513	2.097419	24.9373	4.69875	0.907413	0.092587	0.497894	0.502106	5.181587
102	-1105.158	-1256.337	151.1789	1.918104	17.82038	3.573596	0.789021	0.210979	0.539941	0.460059	5.895385
108	-1113.325	-1264.132	150.8076	1.918104	17.82038	4.388536	0.776522	0.223478	0.622002	0.377998	5.656191
114	-1112.183	-1262.872	150.6888	2.090795	12.73821	3.006919	0.860444	0.139556	0.622002	0.377998	7.152668
120	-1123.799	-1270.157	146.3573	2.250812	12.85025	3.925914	0.837603	0.162397	0.510414	0.489586	8.821846
126	-1130.696	-1278.039	147.343	2.289502	13.26708	2.867973	0.866156	0.133844	0.482394	0.517606	8.821846
132	-1124.295	-1274.423	150.1285	2.026341	16.8044	3.626021	0.830296	0.169704	0.625075	0.374925	6.563144
138	-1123.297	-1273.574	150.2773	2.026341	14.80992	3.616103	0.766871	0.233129	0.477799	0.522201	6.663541
144	-1099.765	-1249.942	150.1763	2.201539	13.50358	3.988708	0.826277	0.173723	0.477799	0.522201	6.663541
150	-1106.453	-1257.87	151.4166	2.092626	12.56125	3.396821	0.840885	0.159115	0.525407	0.474593	6.5304
156	-1099.439	-1251.275	151.8363	2.027371	15.09306	2.586321	0.902406	0.0975936	0.525407	0.474593	6.5304
162	-1114.271	-1268.611	154.3403	1.846576	17.6748	2.24057	0.902406	0.0975936	0.703601	0.296399	5.170109
168	-1110.313	-1261.935	151.6217	2.104528	19.68286	2.739313	0.893846	0.106154	0.610903	0.389097	5.959504
174	-1108.776	-1260.459	151.6831	2.104528	11.739	2.739313	0.906329	0.0936708	0.525223	0.474777	6.985743
180	-1104.258	-1257.062	152.8042	1.932872	12.79924	2.360367	0.796451	0.203549	0.508192	0.491808	6.337947
186	-1112.931	-1264.981	152.0496	1.977417	12.79924	2.793347	0.945224	0.0547758	0.569675	0.430325	6.802043
192	-1112.444	-1263.772	151.3276	1.791562	14.00008	3.562971	0.901761	0.0982388	0.480122	0.519878	6.552533
198	-1100.33	-1256.431	156.1017	1.803306	11.58542	2.441163	0.847863	0.152137	0.616344	0.383656	4.822291
204	-1105.952	-1261.01	155.0578	1.906207	13.23078	4.176884	0.898712	0.101288	0.622042	0.377958	4.212458
210	-1113.344	-1266.998	153.6543	2.109749	13.29927	4.24412	0.898712	0.101288	0.463281	0.536719	4.823234
216	-1108.377	-1260.769	152.3916	2.109749	11.74855	3.849202	0.840645	0.159355	0.581686	0.418314	5.878359
222	-1118.127	-1270.203	152.0751	2.172774	10.86707	3.722082	0.845156	0.154844	0.507461	0.492539	6.23039
228	-1110.582	-1262.263	151.6809	2.172774	16.47495	3.722082	0.870091	0.129909	0.586401	0.413599	5.67748
234	-1118.767	-1270.51	151.7422	2.144171	20.60391	3.632653	0.947379	0.0526213	0.586401	0.413599	5.452673
240	-1110.097	-1263.488	153.3917	2.144171	12.15665	3.634923	0.874917	0.125083	0.687073	0.312927	5.452673
246	-1116.899	-1271.581	154.6815	1.994137	12.02842	3.435764	0.884522	0.115478	0.687073	0.312927	4.972011
252	-1106.855	-1260.119	153.2635	2.120576	13.64438	3.779646	0.913782	0.0862184	0.57795	0.42205	5.286057
258	-1108.787	-1260.612	151.8254	2.165744	17.85027	3.253643	0.844792	0.155208	0.709025	0.290975	5.693723
264	-1113.35	-1266.47	153.1205	1.828478	13.20061	3.767436	0.882551	0.117449	0.795734	0.204266	5.633971
270	-1108.667	-1263.511	154.8444	1.89164	15.67459	4.355359	0.943496	0.0565042	0.373001	0.626999	4.040641
276	-1103.649	-1258.379	154.7295	1.96086	13.11838	3.695181	0.91043	0.0895695	0.633525	0.366475	4.689678
282	-1117.506	-1271.391	153.8853	1.918437	17.82177	3.258716	0.902921	0.0970794	0.607671	0.392329	4.763275
288	-1101.15	-1253.648	152.4984	2.03043	16.80058	3.316339	0.902921	0.0970794	0.527679	0.472321	5.550995
