Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-1118.62	-1272.266	153.6464	1.885982	14.18679	2.893543	0.920968	0.0790322	0.699874	0.300126	5.677028
6	-1116.658	-1269.42	152.7618	1.898941	12.03591	2.224165	0.920968	0.0790322	0.55785	0.44215	6.790375
12	-1128.197	-1280.866	152.6686	1.752036	13.96883	3.516033	0.88486	0.11514	0.615503	0.384497	5.851068
18	-1124.34	-1275.891	151.5507	1.899394	15.15163	3.471077	0.86619	0.13381	0.573186	0.426814	6.19757
24	-1118.169	-1272.244	154.0743	1.819547	14.45614	3.025965	0.906789	0.0932115	0.470636	0.529364	5.279253
30	-1129.828	-1284.235	154.4068	1.816818	13.78687	2.962991	0.871256	0.128744	0.620128	0.379872	5.164617
36	-1139.247	-1291.666	152.4191	1.882915	15.60032	2.505043	0.878091	0.121909	0.431033	0.568967	6.221356
42	-1128.353	-1283.489	155.1353	1.940141	16.7626	3.459114	0.881561	0.118439	0.418834	0.581166	4.010232
48	-1110.077	-1263.35	153.273	1.965566	16.7626	3.195247	0.859138	0.140862	0.536301	0.463699	5.142699
54	-1102.769	-1254.058	151.2892	2.035315	13.49635	3.622427	0.743651	0.256349	0.539215	0.460785	6.274292
60	-1103.022	-1254.586	151.5638	1.961252	16.40558	2.883972	0.800746	0.199254	0.576373	0.423627	6.227213
66	-1102.274	-1254.328	152.0543	2.075904	16.34791	2.41487	0.857795	0.142205	0.490562	0.509438	6.227213
72	-1104.02	-1256.885	152.8653	1.898726	16.90424	2.430931	0.86985	0.13015	0.491291	0.508709	5.823646
78	-1107.017	-1258.226	151.2084	2.026749	10.0209	2.398931	0.885703	0.114297	0.491291	0.508709	7.704328
84	-1107.558	-1258.516	150.9584	1.916922	11.45187	2.339788	0.863257	0.136743	0.720414	0.279586	7.704328
90	-1106.236	-1255.737	149.501	1.767516	12.379	2.339788	0.863257	0.136743	0.61755	0.38245	8.374261
96	-1109.462	-1254.204	144.7424	1.888695	14.43142	2.307562	0.883998	0.116002	0.676725	0.323275	10.60601
102	-1105.426	-1252.855	147.4291	2.395538	15.55481	3.846218	0.928726	0.0712738	0.565335	0.434665	8.04299
108	-1115.272	-1265.329	150.0575	2.010262	14.69792	3.962452	0.809908	0.190092	0.61368	0.38632	6.673194
114	-1122.663	-1268.377	145.7142	1.975572	14.69792	3.075299	0.884497	0.115503	0.627443	0.372557	9.593315
120	-1118.229	-1269.456	151.2274	1.984371	11.92773	3.151547	0.845114	0.154886	0.567921	0.432079	6.931768
126	-1113.064	-1262.79	149.7258	2.174239	19.60835	4.416047	0.876469	0.123531	0.591175	0.408825	6.008756
132	-1116.13	-1268.25	152.1195	2.109897	18.57366	3.101708	0.855921	0.144079	0.526828	0.473172	5.52616
138	-1113.444	-1261.72	148.2755	2.075548	14.96622	2.960418	0.783026	0.216974	0.54067	0.45933	8.057146
144	-1118.906	-1272.882	153.9759	1.977186	17.44779	3.421424	0.894259	0.105741	0.536134	0.463866	4.601534
150	-1114.532	-1261.864	147.3317	2.395517	21.73673	4.386742	0.827171	0.172829	0.599888	0.400112	6.904019
156	-1122.352	-1272.337	149.9847	2.150915	13.39127	3.288164	0.887174	0.112826	0.599888	0.400112	7.295006
162	-1120.107	-1271.558	151.4507	2.012917	14.17101	2.530968	0.870269	0.129731	0.473453	0.526547	6.834936
168	-1107.85	-1258.407	150.5574	1.983298	11.97693	3.138287	0.807072	0.192928	0.43896	0.56104	7.244583
174	-1112.017	-1265.114	153.0973	1.829771	13.04901	2.996671	0.798344	0.201656	0.434369	0.565631	5.856979
180	-1106.245	-1260.526	154.2804	1.882525	10.68431	3.482575	0.785203	0.214797	0.685681	0.314319	5.315478
186	-1096.015	-1246.866	150.8511	2.010093	17.22861	4.471412	0.864735	0.135265	0.677256	0.322744	5.736115
192	-1104.596	-1259.095	154.4996	1.956829	11.78753	3.633538	0.908143	0.0918568	0.645125	0.354875	5.061793
198	-1108.693	-1258.622	149.9294	2.118472	18.59607	3.146529	0.919513	0.0804869	0.668182	0.331818	6.856991
204	-1108.008	-1256.22	148.2122	2.125685	11.68585	2.389666	0.815367	0.184633	0.559501	0.440499	8.87259
210	-1114.371	-1263.253	148.8821	2.111773	14.655	2.018842	0.830947	0.169053	0.696344	0.303656	8.350997
216	-1110.538	-1262.578	152.0398	2.1454	16.9739	3.99244	0.887834	0.112166	0.553077	0.446923	5.313394
222	-1110.76	-1263.774	153.0136	2.037874	14.3981	4.560238	0.887834	0.112166	0.630473	0.369527	4.876797
228	-1104.074	-1257.475	153.4008	1.749809	13.62828	3.692742	0.849812	0.150188	0.544879	0.455121	5.327562
234	-1106.702	-1258.482	151.7797	1.963919	15.16363	4.546054	0.878187	0.121813	0.59631	0.40369	5.473882
240	-1114.298	-1266.798	152.5	2.103241	11.71741	4.257701	0.878187	0.121813	0.547927	0.452073	5.660671
246	-1103.158	-1253.324	150.1669	2.138906	16.16152	4.257701	0.860334	0.139666	0.565988	0.434012	6.249582
252	-1113.587	-1263.426	149.8394	2.142492	13.82801	3.331385	0.947652	0.0523484	0.65926	0.34074	7.498095
258	-1116.988	-1266.763	149.7746	2.142492	13.09846	3.626187	0.947652	0.0523484	0.701267	0.298733	7.498095
264	-1109.924	-1262.92	152.9962	1.84485	13.99601	5.118283	0.896029	0.103971	0.596754	0.403246	4.750192
270	-1111.822	-1266.892	155.07	1.958041	12.23122	3.093425	0.903196	0.0968036	0.545949	0.454051	4.937576
276	-1127.148	-1280.345	153.1973	1.751867	12.23122	4.829973	0.917358	0.0826418	0.775902	0.224098	5.265143
282	-1110.104	-1262.765	152.6614	2.057072	15.19883	3.82587	0.880783	0.119217	0.546438	0.453562	5.32586
288	-1109.926	-1259.658	149.7328	2.055987	13.96405	2.944966	0.880783	0.119217	0.572133	0.427867	7.565656
294	-1093.074	-1243.093	150.019	2.055987	14.95585	2.751116	0.870957	0.129043	0.631157	0.368843	7.37641
300	-1100.425	-1250.392	149.9675	2.195889	14.95585	2.751116	0.894722	0.105278	0.631305	0.368695	7.37641
306	-1094.763	-1244.607	149.844	2.201525	14.77985	2.879605	0.894722	0.105278	0.535671	0.464329	7.37641
312	-1104.423	-1253.969	149.5454	2.229897	11.32062	3.957948	0.907186	0.0928145	0.492177	0.507823	7.480846
