Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-1520.216	-1682.764	162.5481	1.005187	6.851224
6	-1520.279	-1684.867	164.5877	1.393783	5.529968
12	-1516.984	-1680.554	163.5695	1.16419	6.212021
18	-1505.776	-1669.982	164.2054	1.188043	5.852332
24	-1517.089	-1680.815	163.7257	1.156806	6.131074
30	-1519.083	-1682.284	163.2005	1.156806	6.41644
36	-1522.223	-1685.405	163.1821	1.091101	6.462026
42	-1519.007	-1683.031	164.024	1.19867	5.945661
48	-1526.405	-1691.428	165.0231	1.041091	5.484513
54	-1519.546	-1682.354	162.8087	1.143357	6.635883
60	-1523.528	-1686.774	163.2466	1.291505	6.318322
66	-1510.029	-1674.57	164.5411	1.291505	5.611793
72	-1525.071	-1688.524	163.4537	1.164628	6.27477
78	-1516.92	-1680.482	163.5613	1.377304	6.100508
84	-1527.387	-1690.828	163.4413	1.188998	6.268256
90	-1525.957	-1689.483	163.5256	1.488093	6.059634
96	-1529.54	-1693.641	164.1005	1.112856	5.950711
102	-1543.439	-1706.389	162.9493	1.46976	6.38294
108	-1517.007	-1680.317	163.3103	1.093824	6.391031
114	-1531.397	-1694.36	162.963	1.460762	6.380379
120	-1523.829	-1688.821	164.9928	1.294085	5.361842
126	-1520.14	-1683.506	163.3657	1.204107	6.301101
132	-1515.58	-1678.241	162.6615	1.529559	6.506538
138	-1519.44	-1682.467	163.0274	0.9528346	6.620626
144	-1509.585	-1673.447	163.8614	1.078374	6.099912
150	-1516.529	-1680.394	163.8642	1.075526	6.099912
156	-1528.011	-1689.593	161.5819	1.435815	7.139617
162	-1520.394	-1683.684	163.2904	1.166995	6.362137
168	-1516.639	-1680.449	163.8103	1.431445	5.935231
174	-1527.868	-1691.181	163.3134	1.431445	6.205984
180	-1512.592	-1677.768	165.1761	1.160137	5.334608
186	-1513.869	-1676.838	162.9688	1.333154	6.446432
192	-1522.265	-1686.795	164.5304	1.333154	5.59479
198	-1510.863	-1674.705	163.842	1.333154	5.971565
