Iteration	Posterior	Likelihood	Prior	tree_length
0	-1086.937	-1260.07	173.1334	1.182949
6	-1099.677	-1272.962	173.2852	1.045065
12	-1091.181	-1264.725	173.5434	0.750276
18	-1083.999	-1257.427	173.4279	0.8977451
24	-1092.031	-1265.378	173.3475	0.9836813
30	-1091.224	-1264.521	173.2967	1.034006
36	-1092.909	-1266.266	173.3566	0.9742989
42	-1083.576	-1256.684	173.1087	1.2042
48	-1100.958	-1274.369	173.4114	0.9161997
54	-1105.067	-1278.386	173.3197	1.011537
60	-1085.884	-1259.251	173.3664	0.964187
66	-1093.247	-1266.613	173.3664	0.964187
72	-1097.164	-1270.237	173.0736	1.233915
78	-1087.551	-1260.83	173.279	1.051021
84	-1094.349	-1267.487	173.1382	1.17882
90	-1089.131	-1262.549	173.4185	0.9083108
96	-1089.827	-1263.114	173.2875	1.042902
102	-1084.581	-1257.86	173.2797	1.050386
108	-1081.459	-1254.84	173.3806	0.9493715
114	-1087.536	-1261.008	173.4716	0.8464934
120	-1087.152	-1260.494	173.342	0.9892548
126	-1088.127	-1261.512	173.3849	0.9448209
132	-1099.99	-1273.267	173.2771	1.052852
138	-1093.337	-1266.557	173.2201	1.105936
144	-1095.362	-1268.629	173.2668	1.062589
150	-1100.56	-1273.907	173.3468	0.984405
156	-1094.976	-1268.41	173.4336	0.8913131
162	-1085.321	-1258.687	173.3657	0.9649731
168	-1096.289	-1269.282	172.9927	1.300773
174	-1091.596	-1264.915	173.3189	1.012269
180	-1093.654	-1267.034	173.38	0.9499775
186	-1083.796	-1256.877	173.0807	1.22798
192	-1078.378	-1251.828	173.4508	0.8714724
198	-1089.332	-1262.539	173.2067	1.118084
204	-1087.748	-1261.063	173.3145	1.016629
210	-1087.772	-1261.087	173.3145	1.016629
216	-1085.618	-1259.028	173.4102	0.9175007
222	-1088.343	-1261.74	173.3963	0.9325716
228	-1091.649	-1264.992	173.3433	0.9878596
234	-1083.279	-1256.608	173.3288	1.002458
240	-1084.362	-1257.689	173.3269	1.004351
246	-1089.818	-1263.069	173.2514	1.077027
252	-1084.212	-1257.463	173.2514	1.077027
258	-1083.979	-1257.244	173.2643	1.064959
264	-1090.74	-1264.07	173.3299	1.001352
270	-1078.454	-1251.833	173.3792	0.9508378
276	-1080.84	-1254.007	173.1673	1.153348
282	-1085.804	-1259.371	173.5665	0.713789
288	-1083.724	-1257.035	173.3112	1.019873
294	-1083.625	-1256.75	173.125	1.190199
300	-1084.642	-1257.99	173.3488	0.98231
306	-1094.217	-1267.36	173.1433	1.174388
312	-1084.559	-1257.964	173.4051	0.9230874
318	-1086.069	-1259.358	173.2896	1.040824
324	-1085.743	-1258.969	173.2256	1.100872
330	-1085.66	-1258.96	173.2998	1.031048
336	-1089.376	-1262.675	173.2998	1.031048
342	-1091.946	-1265.098	173.1516	1.167089
348	-1087.799	-1260.95	173.1516	1.167089
354	-1093.129	-1266.612	173.4827	0.8328642
360	-1095.2	-1268.628	173.4281	0.8975123
366	-1089.952	-1263.257	173.305	1.025948
372	-1102.826	-1275.997	173.1705	1.150521
378	-1087.616	-1260.978	173.362	0.9688058
384	-1088.429	-1261.685	173.2566	1.072155
390	-1094.756	-1268.207	173.4513	0.870865
396	-1090.403	-1263.662	173.2583	1.070611
402	-1103.145	-1276.546	173.4014	0.9270353
408	-1091.202	-1264.453	173.2507	1.077757
414	-1093.058	-1266.459	173.4002	0.9283699
420	-1092.029	-1265.248	173.2188	1.107127
426	-1101.043	-1274.471	173.4275	0.898177
432	-1098.17	-1271.543	173.3731	0.9572798
438	-1097.247	-1270.56	173.3122	1.018883
444	-1090.171	-1263.461	173.2892	1.041236
450	-1088.62	-1261.909	173.2892	1.041275
456	-1088.201	-1261.311	173.1106	1.202599
462	-1115.181	-1288.322	173.1408	1.176542
468	-1097.474	-1270.718	173.2441	1.083816
474	-1094.896	-1268.244	173.3476	0.9835883
480	-1095.53	-1268.971	173.4418	0.8818815
486	-1090.323	-1263.549	173.2258	1.10075
492	-1096.47	-1269.841	173.3703	0.9601681
498	-1092.701	-1265.85	173.1487	1.169632
504	-1086.857	-1260.208	173.3518	0.9792463
510	-1093.089	-1266.537	173.4474	0.8753809
516	-1089.751	-1263.115	173.3636	0.9670901
522	-1103.849	-1277.04	173.191	1.132216
528	-1093.508	-1266.961	173.4537	0.867987
534	-1085.019	-1258.372	173.3529	0.9781649
540	-1092.461	-1265.615	173.1536	1.165396
546	-1091.863	-1265.079	173.2155	1.110117
552	-1085.413	-1258.892	173.4797	0.8366202
558	-1087.837	-1261.242	173.4052	0.9229056
564	-1090.729	-1263.909	173.1801	1.141976
570	-1087.749	-1260.9	173.1509	1.167719
576	-1090.474	-1263.625	173.1509	1.167719
582	-1093.172	-1266.458	173.286	1.044347
588	-1099.19	-1272.447	173.2564	1.072385
594	-1090.898	-1264.119	173.2207	1.105419
600	-1089.541	-1262.706	173.1654	1.154981
