Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-620.8491	-792.5721	171.723	0.5615085	0.7992294	1.225441
6	-612.1526	-784.1789	172.0263	0.1482205	0.8374865	1.285016
12	-628.1182	-798.3602	170.242	1.734618	0.8649567	1.420305
18	-622.2488	-794.1519	171.9031	0.1168144	0.860525	1.390105
24	-613.5096	-784.7937	171.2841	1.103935	1.135664	0.7787783
30	-612.0949	-783.762	171.667	0.7209932	1.135664	0.7787783
36	-623.358	-794.8228	171.4648	0.7481359	1.135664	0.9825136
42	-629.7402	-801.1716	171.4314	1.11218	0.9821366	0.775911
48	-618.4871	-789.4584	170.9713	1.60372	0.6989866	1.055732
54	-615.4471	-786.3034	170.8564	1.60372	0.8324743	1.038004
60	-613.4215	-785.3791	171.9576	0.5693126	0.623175	1.168385
66	-624.0042	-795.9865	171.9823	0.1684598	0.9993995	1.168385
72	-616.6249	-786.8608	170.2359	1.848856	0.9993995	1.225044
78	-612.8776	-784.4792	171.6015	0.5787571	0.92776	1.204772
84	-612.235	-783.4686	171.2336	1.335627	0.7270058	1.034441
90	-613.7481	-785.5452	171.7971	0.806765	0.9206368	0.7777207
96	-614.3716	-786.4089	172.0373	0.2796527	1.192758	0.7979156
102	-617.3408	-788.7962	171.4554	0.7335818	0.9301704	1.195237
108	-606.2324	-777.9415	171.7091	0.230063	1.477322	0.9105074
114	-611.5106	-783.1928	171.6822	0.4351324	0.9610605	1.229947
120	-617.998	-788.9864	170.9884	1.519042	0.7702622	1.052276
126	-627.1455	-798.3038	171.1584	1.553916	0.6887674	0.9274511
132	-610.4345	-782.4284	171.9939	0.1743064	1.252373	0.9059538
138	-615.6512	-786.7507	171.0995	0.7122074	1.74554	0.7289281
144	-627.4534	-798.1531	170.6997	1.188112	1.74554	0.5504425
150	-626.5461	-796.5018	169.9557	2.075472	1.457441	0.825324
156	-615.5406	-786.8911	171.3504	0.4912192	1.647002	0.825324
162	-620.575	-792.0232	171.4481	0.9435241	0.8139309	1.11914
168	-616.2545	-787.9279	171.6734	0.7577639	1.101312	0.7663314
174	-626.4055	-796.9312	170.5257	1.887593	1.027488	0.8830673
180	-617.7095	-789.3827	171.6732	0.7643526	1.067412	0.8041971
186	-620.9421	-791.4838	170.5417	1.829404	0.9796646	0.9803044
192	-619.5155	-790.9222	171.4067	0.6715727	1.310652	0.9404764
198	-606.7459	-778.6361	171.8903	0.1897401	1.212696	1.037895
204	-606.9564	-779.13	172.1736	0.09897089	0.9467136	1.106717
210	-610.786	-781.8923	171.1063	1.403221	0.7097027	1.106717
216	-617.8653	-789.9508	172.0855	0.3773522	0.541612	1.291201
222	-624.3267	-796.0616	171.7349	0.7959459	0.622252	1.165791
228	-626.135	-795.1377	169.0027	2.227879	0.5590117	2.154654
234	-619.0569	-788.6377	169.5808	2.227879	0.7311457	1.644437
240	-612.6924	-782.3773	169.6849	2.227879	0.7311457	1.568855
246	-612.9428	-782.5669	169.6241	2.227879	1.013118	1.402082
252	-609.4255	-781.7213	172.2958	0.1199479	0.8684521	1.046062
258	-626.1448	-798.0296	171.8848	0.1991623	1.001698	1.223781
264	-635.5181	-806.8863	171.3681	0.9200455	1.080669	0.961696
270	-621.4282	-792.1304	170.7022	1.770898	0.8054127	1.051454
276	-604.0546	-776.4293	172.3747	0.09165225	0.8317201	1.032668
282	-604.3557	-776.3168	171.961	0.1113032	1.18309	1.073299
288	-618.6057	-790.4122	171.8065	0.39395	1.19521	0.9333183
294	-635.0184	-805.8205	170.802	1.361169	1.048267	1.113807
300	-623.4312	-795.4945	172.0633	0.164158	1.084081	1.019576
306	-618.2295	-789.7945	171.565	0.7473012	0.9992315	1.019576
312	-605.9047	-777.8616	171.9568	0.6001559	0.8000411	0.9739072
318	-603.6205	-775.5831	171.9626	0.1685221	1.026527	1.16183
324	-616.0804	-788.0584	171.978	0.08517447	1.094445	1.16183
330	-615.4103	-787.5854	172.1751	0.1047667	0.905625	1.137141
336	-613.6459	-785.7252	172.0793	0.2468089	0.905625	1.095293
342	-612.5214	-783.2786	170.7572	1.653563	0.8209534	1.095293
348	-613.0442	-785.4846	172.4405	0.05810103	0.5075719	1.289827
354	-614.1539	-786.4718	172.3179	0.08648681	0.5712408	1.314578
360	-622.5121	-794.4101	171.8981	0.1203705	0.7057539	1.509399
366	-615.143	-787.4976	172.3546	0.03612532	0.7766993	1.153179
372	-631.1967	-802.8845	171.6878	0.4005252	0.697086	1.463304
378	-632.2265	-804.2812	172.0546	0.3905103	0.9060439	0.9798754
384	-629.0194	-800.9187	171.8993	0.2132053	1.457881	0.7072687
