Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-2535.32	-2704.685	169.3653	1.063962	0.7496433	0.8623649	2.093691	0.2064192	0.1106335	0.06042389	1.628309
6	-2529.154	-2697.829	168.6751	1.267311	0.8830808	0.9937552	2.550144	0.2274239	0.1248729	0.09628217	1.404421
12	-2530.123	-2698.811	168.6881	1.239418	0.9187479	0.9041143	2.550144	0.1837611	0.1320264	0.1044094	1.478577
18	-2544.658	-2713.336	168.6781	1.16396	0.9398029	1.036327	2.442391	0.1837611	0.1387837	0.1097395	1.498736
24	-2537.41	-2705.469	168.0586	1.188483	0.9476322	0.8122492	2.513341	0.1375303	0.2074582	0.1184502	1.996977
30	-2534.327	-2702.651	168.3241	1.197985	0.9476322	0.8227169	2.426585	0.1142113	0.2182085	0.1319009	1.862319
36	-2527.575	-2695.688	168.113	1.235003	0.7595745	0.8239039	2.849074	0.1719593	0.22422	0.2508235	1.690524
42	-2530.259	-2698.531	168.2725	1.041518	0.9985617	0.7990829	2.805358	0.1175486	0.1855638	0.2090749	1.690524
48	-2530.375	-2698.815	168.4399	1.041518	0.875072	0.7508016	3.077647	0.1177108	0.2074625	0.2080084	1.47904
54	-2533.646	-2703.467	169.8203	1.187277	0.9852483	0.7069155	1.98653	0.1922895	0.1221432	0.0840928	1.18587
60	-2528.7	-2698.811	170.1107	0.956723	0.7997602	0.891404	2.028207	0.2226837	0.09190676	0.08208959	1.09563
66	-2533.07	-2702.994	169.9234	0.9279479	0.8945715	1.118348	2.028207	0.2345316	0.06083925	0.1047973	0.9922395
72	-2513.166	-2682.772	169.6066	1.111196	0.8945715	1.000284	2.028207	0.1721922	0.06083925	0.1136172	1.267234
78	-2532.249	-2702.328	170.0784	1.062561	0.9072542	0.8395662	1.739331	0.1721922	0.07449853	0.1136172	1.267234
84	-2533.91	-2704.128	170.2178	1.043262	0.8712078	0.7640591	1.742958	0.1988352	0.03541093	0.1136172	1.267234
90	-2527.398	-2697.358	169.9602	1.219314	1.001668	0.9633552	1.742958	0.1531614	0.03807088	0.1024283	1.100662
96	-2527.185	-2697.338	170.1526	1.314766	0.8165914	0.8894443	1.742958	0.1782635	0.05767011	0.08322913	1.050704
102	-2528.551	-2698.532	169.9813	1.239568	0.7916132	1.233217	1.638421	0.1782635	0.08239142	0.08322913	1.055463
108	-2523.763	-2692.837	169.074	1.449656	0.9433782	1.19837	1.978713	0.1898612	0.1454696	0.09450546	1.202501
114	-2530.346	-2699.521	169.1753	1.092143	0.9790238	0.9096529	2.270465	0.1390711	0.1697668	0.08494899	1.401109
120	-2532.887	-2701.851	168.964	0.9984062	0.9790238	0.9096529	2.602906	0.1669553	0.1969138	0.07257115	1.34586
126	-2529.769	-2698.724	168.9547	0.8723951	1.079039	0.9382188	2.602906	0.2234007	0.1969138	0.04536332	1.327671
132	-2536.853	-2706.434	169.5813	0.9955251	0.938777	0.9844717	2.09583	0.120153	0.169943	0.07200225	1.291459
138	-2529.616	-2699.045	169.429	1.002515	0.9291329	1.229672	1.696847	0.08602453	0.2129013	0.06779425	1.52737
