Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	-72.00207	-337.0648	265.0628	0.436632	0.00584494	0.0449585	0.00669741	0.00050517	0.00166299	0.00944522	0.0159872	0.00588894	0.0042578	0.00529628	0.0302207	0.0223128	0.0214803	0.00441509	0.0119972	0.0341259	0.00231852	0.0200162	0.0119567	0.0159226	0.00888894	0.0216696	0.00501657	0.0292974	0.0446906	0.00232219	0.0214919	0.0748997	0.000244505	0.012121	0.00701502	0.00553993	0.0197153	0.00526742	0.0298778	1.353813
6	-76.93303	-341.9958	265.0628	0.359926	0.00481813	0.0370604	0.00552084	0.000416424	0.00137084	0.00778593	0.0131786	0.0048544	0.00350981	0.00436586	0.0249117	0.018393	0.0177068	0.00363947	0.00328484	0.0281308	0.00191121	0.0164998	0.00682858	0.0131254	0.00732737	0.0746278	0.00236858	0.0241506	0.0656116	0.00191424	0.048921	0.0617417	0.000201552	0.00999163	0.0603287	0.0045667	0.0162518	0.00434206	0.0404158	1.353813
12	-70.981	-336.1986	265.2176	0.375133	0.0051533	0.0220475	0.00228104	0.000230907	0.00131658	0.00663928	0.00205467	0.00685768	0.000731096	0.00276639	0.0174084	0.0071895	0.0126951	0.0104505	0.0028903	0.000400884	0.00300465	0.103635	0.00854601	0.0157801	0.0115652	0.0720701	0.00295466	0.0249018	0.0432089	0.00178778	0.0269485	0.0709445	0.00408942	0.0168792	0.0219211	0.00600767	0.0165092	0.00692913	0.0660704	1.227377
18	-67.46213	-332.8516	265.3895	0.323639	0.00606732	0.019021	0.00196792	0.00019921	0.00173533	0.0057279	0.00177263	0.00591633	0.000630738	0.00238664	0.0150188	0.0062026	0.0109524	0.00279715	0.00249355	0.000345855	0.0025922	0.0894092	0.0073729	0.0221007	0.00997766	0.062177	0.00254908	0.146846	0.0372776	0.00873971	0.0232492	0.0612059	0.00352806	0.0145622	0.018912	0.00518299	0.014243	0.00620018	0.0570009	1.075262
24	-67.45554	-332.6892	265.2337	0.336245	0.00630366	0.019762	0.00204458	0.000329212	0.0017393	0.00595102	0.00184167	0.00614678	0.000655307	0.00247961	0.0156038	0.0064442	0.011379	0.00290611	0.00116881	0.000359326	0.00147857	0.0381354	0.00692527	0.0229616	0.0112447	0.0645989	0.014004	0.152566	0.0387296	0.00908014	0.0241548	0.06359	0.00366549	0.0151294	0.0196487	0.00538489	0.00264047	0.00644169	0.0782612	1.213764
30	-67.76513	-333.0969	265.3318	0.335849	0.00629623	0.0147496	0.00204217	0.000328825	0.00173725	0.00594401	0.0018395	0.00613954	0.000654535	0.00247669	0.0155854	0.00643661	0.0113656	0.00290268	0.00116743	0.000358903	0.00147683	0.0380904	0.00791087	0.0229346	0.0112314	0.0645228	0.0139875	0.152386	0.038684	0.00906945	0.0241264	0.0635151	0.00366117	0.020285	0.0196255	0.00537854	0.00263736	0.0064341	0.078169	1.128116
36	-69.09702	-333.6942	264.5971	0.330152	0.00618944	0.0144995	0.00200753	0.000363617	0.00170778	0.00584319	0.00229704	0.00603541	0.000643433	0.00243468	0.0153211	0.00632744	0.00382899	0.00285345	0.00114763	0.000352816	0.00151571	0.0374444	0.00325132	0.0225455	0.0110409	0.0634284	0.0137503	0.149801	0.0380279	0.0371534	0.0237172	0.0624378	0.00359907	0.019941	0.0192926	0.00528731	0.00259262	0.00632497	0.0768431	1.700665
42	-62.1203	-327.3117	265.1914	0.335136	0.00628287	0.0147183	0.00203784	0.000369106	0.00173356	0.00593139	0.00233171	0.00612651	0.000653146	0.00247143	0.0155523	0.00642295	0.00388679	0.0029804	0.00116495	0.000557033	0.00153859	0.0380096	0.0033004	0.0228859	0.0112076	0.0643859	0.0139578	0.152062	0.0386019	0.0377142	0.0240752	0.0537771	0.0036534	0.00888705	0.0195838	0.0109475	0.00263176	0.00642044	0.0780031	1.249297
48	-57.01387	-321.9097	264.8959	0.350281	0.00253352	0.0153835	0.00212993	0.000385787	0.0018119	0.00478946	0.00243709	0.00640337	0.000682662	0.00258312	0.00657251	0.00671321	0.00637353	0.00311508	0.0012176	0.000582206	0.00870118	0.0397273	0.00344955	0.0239201	0.0117141	0.0672955	0.0102469	0.158934	0.0403464	0.0394186	0.0251632	0.0199768	0.0038185	0.00928867	0.0204689	0.0114422	0.00321771	0.00734631	0.0815281	1.482754
54	-53.07421	-317.9644	264.8902	0.339541	0.00245583	0.0149118	0.00333907	0.000373957	0.00175634	0.0046426	0.00236236	0.00620703	0.00066173	0.00250391	0.00637098	0.00650737	0.00744028	0.00301957	0.00118026	0.000564354	0.00843438	0.0385091	0.00334378	0.0231867	0.0113549	0.0652321	0.00993267	0.154061	0.0391092	0.0382099	0.0243916	0.0193643	0.00370141	0.0420878	0.0129273	0.0130475	0.00311904	0.00712105	0.0790283	1.487044
60	-53.71355	-318.9797	265.2661	0.351558	0.00254275	0.00720942	0.00345725	0.000387193	0.00181851	0.00480692	0.00244597	0.00642672	0.000685151	0.00259253	0.00659647	0.00673768	0.00770362	0.00312644	0.00122203	0.000309132	0.0087329	0.0554759	0.00346213	0.0240073	0.0117568	0.0295266	0.0102842	0.159514	0.0404935	0.0395623	0.0252549	0.0200496	0.00383242	0.0390998	0.0133848	0.0135092	0.00322944	0.00737309	0.0818254	1.185951
66	-65.97649	-331.2426	265.2661	0.350301	0.00338545	0.00718364	0.00344489	0.000714492	0.001812	0.00478973	0.00243723	0.00640374	0.000736425	0.00258326	0.00657288	0.00671359	0.00767608	0.000511957	0.00121766	0.000308027	0.00870167	0.0552776	0.00172065	0.0239215	0.0117147	0.029421	0.0102475	0.158943	0.0403487	0.0394208	0.0251646	0.0345814	0.00381872	0.0389599	0.0132399	0.00784448	0.00321789	0.0051306	0.0815328	1.185951
72	-56.86692	-322.0147	265.1478	0.357373	0.00345379	0.00732866	0.00351443	0.000728915	0.00184858	0.00488642	0.00248643	0.00653301	0.000751291	0.00263541	0.00130881	0.00625688	0.00783103	0.00107272	0.00124225	0.000314245	0.00778091	0.0563934	0.00175538	0.0244044	0.0119512	0.0300149	0.0104543	0.162152	0.0411632	0.0402166	0.0256726	0.0352795	0.0038958	0.0397464	0.00179614	0.00800284	0.00328285	0.00329348	0.0831787	1.285341
78	-59.25016	-324.205	264.9549	0.343789	0.00332252	0.0070501	0.00338085	0.000731381	0.00177832	0.00470069	0.00239192	0.0062847	0.000722735	0.00253524	0.00125907	0.00601906	0.00753338	0.000780777	0.00119503	0.000968491	0.00748517	0.05425	0.00168866	0.0234768	0.011497	0.0664379	0.010057	0.155989	0.0395986	0.038688	0.0246968	0.0339385	0.00374773	0.0382357	0.00172787	0.00769866	0.00315807	0.0031683	0.0800171	1.43788
84	-60.46115	-325.8397	265.3785	0.343638	0.00332106	0.00704701	0.00337937	0.00073106	0.00177754	0.00469863	0.00239087	0.0018347	0.000722417	0.00253413	0.00125851	0.00601642	0.00753007	0.00103051	0.0011945	0.000968066	0.00748188	0.0542261	0.00168792	0.0234665	0.0114919	0.0664087	0.0100525	0.15592	0.0395812	0.038671	0.024686	0.0339236	0.00374608	0.0382189	0.0063635	0.00769528	0.00315668	0.00316691	0.079982	1.085498
