Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-41.16215	-212.1704	171.0083	0.5365431	0.26697	1.30213	1.058721
6	-35.89031	-206.87	170.9796	0.7451141	0.3748459	1.334943	0.926761
12	-28.30558	-199.9661	171.6605	0.4368792	0.4735233	0.522209	1.239317
18	-29.96854	-200.2368	170.2683	1.244005	0.4683168	1.369215	1.081455
24	-41.1352	-211.8532	170.718	0.6848367	0.4718799	1.512199	1.038427
30	-30.70892	-201.6478	170.9388	0.7074732	0.4718799	1.551229	0.7032249
36	-37.76235	-207.0578	169.2954	0.7074732	0.8657879	2.873174	0.6782493
42	-37.28464	-206.7578	169.4732	0.8709392	0.2506027	2.830427	0.6782493
48	-28.56677	-198.5658	169.999	0.3818994	0.9058445	2.267925	0.7955125
54	-42.313	-213.7868	171.4738	0.1893804	0.6534862	0.8506109	0.7437079
60	-26.52183	-197.7522	171.2304	0.3703185	0.8134729	1.020748	0.9244041
66	-31.91932	-203.0111	171.0918	0.3703185	0.7550418	1.296377	0.8304633
72	-31.62445	-202.8273	171.2028	1.133124	0.7129496	0.6445454	0.7598523
78	-32.53276	-202.0308	169.498	0.3483894	3.403401	0.6945009	0.8019357
84	-19.67445	-190.739	171.0645	0.3944111	1.154474	0.9726609	0.7677754
90	-27.90974	-198.8655	170.9557	0.3795624	0.9234907	1.40284	0.4118902
96	-25.40196	-196.8871	171.4852	0.245836	0.3969514	1.056023	0.8566981
102	-27.68396	-199.3394	171.6554	0.3551689	0.4203327	0.5075263	1.2864
108	-21.57497	-192.5403	170.9654	0.5848454	0.9929613	0.8358328	1.088117
114	-21.48162	-192.8798	171.3982	0.2009097	0.77238	0.9066275	0.6494543
120	-27.60239	-199.4351	171.8327	0.3287487	0.3684277	0.9238561	0.6494543
126	-41.50388	-211.4009	169.8971	0.1826097	0.6497048	2.494018	0.467892
132	-43.61891	-213.2064	169.5875	0.2448246	1.119739	2.494018	0.5958517
138	-40.73155	-210.168	169.4365	0.153713	1.091362	2.374135	0.5998094
144	-37.27292	-207.6454	170.3725	0.2215547	0.6199695	2.114913	0.671535
150	-37.48651	-207.2873	169.8008	0.6162487	1.194067	2.114913	0.6908213
156	-31.75506	-202.6855	170.9304	0.7378362	0.438388	1.578044	0.6424295
162	-33.10855	-202.8372	169.7286	0.9952876	0.5166577	2.470151	0.6722927
168	-29.11608	-199.4786	170.3626	0.2762518	1.17475	1.276313	1.131532
174	-25.23662	-195.7535	170.5169	0.4248584	0.8663419	1.816301	0.7429341
180	-34.31537	-205.5947	171.2794	0.3456771	0.3858241	1.403435	0.7787048
186	-29.83368	-201.2729	171.4392	0.3834763	0.7286832	0.9792753	0.822621
192	-38.00653	-208.1842	170.1777	0.7239696	1.019771	1.094607	1.406714
198	-24.52116	-194.8931	170.372	0.512649	1.882307	0.6995557	1.033752
204	-26.15065	-196.573	170.4223	0.3747916	2.417418	0.3763483	0.9187829
210	-33.07503	-204.6653	171.5903	0.4535474	0.9581908	0.5007396	0.9187829
216	-16.04606	-186.3342	170.2882	0.8495238	0.7179538	1.098205	1.453696
222	-26.81882	-198.197	171.3782	0.2573002	0.2518782	1.098205	0.8724945
228	-20.40713	-191.5086	171.1014	1.072309	0.2600187	0.663692	1.091839
234	-33.90119	-204.6593	170.7581	0.6064609	1.44638	0.8096111	0.8512316
240	-33.48675	-203.5209	170.0341	0.4554548	2.111755	0.8096111	1.095671
246	-47.06956	-217.2566	170.187	0.9826343	0.6980762	1.435883	1.169739
252	-37.95458	-208.427	170.4724	1.635379	0.5632661	0.8761597	0.9393507
258	-21.28708	-192.7793	171.4922	0.4682177	0.7374829	0.6735837	1.055242
264	-30.5813	-201.7644	171.1831	1.133285	0.398442	0.8824668	0.7560303
270	-35.22491	-206.0203	170.7954	0.2552148	0.5205328	1.600437	0.9700252
276	-39.66517	-211.2501	171.585	0.2140162	0.554793	0.8010114	0.8665135
282	-26.82633	-197.3763	170.55	0.2855107	1.182909	1.352899	0.8665135
288	-27.52111	-198.7991	171.278	0.7007439	0.3420298	0.9048972	1.095946
294	-40.4757	-210.5996	170.1239	1.207731	0.7630719	0.9858732	1.358722
300	-40.90081	-210.4743	169.5735	1.766849	0.5856498	1.345034	1.215295
306	-28.05211	-198.3935	170.3414	0.3445398	1.44315	1.503337	0.6046929
312	-19.66913	-191.2012	171.5321	0.3445398	0.8375045	0.8157109	0.7752882
318	-19.15977	-190.2106	171.0508	0.5900776	1.099563	0.6884017	1.042267
324	-35.97222	-206.5542	170.582	1.148733	0.3522889	0.6759351	1.493774
330	-51.6749	-221.2025	169.5276	0.8189728	0.6476825	0.390749	2.506974
336	-57.7837	-229.2407	171.457	0.8189728	0.5630001	0.2658835	1.317864
342	-44.01156	-215.4053	171.3938	0.4321511	0.1600683	0.7647748	0.9753618
348	-50.28886	-221.5816	171.2927	0.6105453	0.2770026	1.10529	0.9237674
354	-49.75233	-220.219	170.4666	0.8496522	0.3454682	0.9626629	1.586739
360	-43.9465	-213.5215	169.575	1.68547	0.2482016	0.9222097	1.622079
366	-45.76634	-216.1535	170.3872	0.4210858	1.419289	0.941934	1.222167
372	-40.87935	-212.1375	171.2581	0.5487215	0.4275277	0.9124498	1.211892
378	-31.47575	-202.8372	171.3614	0.317656	0.5446256	1.274567	0.7219378
