Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	tree_length
0	-980.4552	-1139.344	158.8889	1.840824	1.1096	0.9036078	7.374257
6	-979.1259	-1137.112	157.9863	1.810778	1.276493	1.083456	7.689447
12	-991.6846	-1150.426	158.7409	1.947145	0.8848374	1.077225	7.423897
18	-1001.263	-1161.74	160.4765	1.990775	0.970646	1.15199	6.378478
24	-982.6873	-1145.739	163.0517	1.745823	0.9150473	1.27982	5.062723
30	-988.4254	-1144.751	156.3257	2.086706	1.182567	1.332509	8.346398
36	-990.3078	-1142.006	151.6986	2.189585	1.182567	1.76551	10.52355
42	-989.8767	-1148.798	158.9215	1.89076	0.7468336	1.146753	7.392275
48	-995.4579	-1154.031	158.5736	1.783053	1.06107	1.294677	7.392275
54	-997.6493	-1156.043	158.3941	2.149983	0.5543626	1.542852	7.420935
60	-996.3927	-1158.942	162.549	1.625132	1.082552	0.8412231	5.554714
66	-993.5602	-1154.332	160.7715	1.814428	0.8640981	1.24131	6.323856
72	-1005.349	-1163.257	157.9083	1.991579	0.7536316	1.3933	7.74861
78	-990.9446	-1149.784	158.8396	1.993749	1.031214	1.206804	7.198523
84	-994.1664	-1152.259	158.093	1.761186	1.224714	1.504633	7.467246
90	-986.5205	-1144.907	158.3861	1.664089	1.39641	1.341906	7.355871
96	-982.4615	-1144.424	161.9628	1.589647	1.094558	1.017435	5.792859
102	-977.3608	-1136.402	159.0413	1.81531	1.198072	1.479164	6.955624
108	-983.6618	-1139.75	156.088	2.028881	1.482089	1.479164	8.27541
114	-991.1536	-1152.071	160.9175	1.641695	1.17325	1.087683	6.253611
120	-985.8249	-1146.001	160.1758	1.903751	1.017239	1.1337	6.573107
126	-989.5579	-1150.489	160.9313	1.868763	0.8390804	1.631617	6.019483
132	-991.5895	-1153.991	162.4016	1.66921	1.317869	1.119232	5.331579
138	-1004.417	-1167.589	163.1726	1.528742	0.856361	1.294151	5.140571
144	-995.7664	-1154.856	159.0897	1.840223	1.033122	1.488683	6.999563
150	-994.8793	-1153.598	158.7191	1.883083	1.207484	1.454365	7.100135
156	-980.7475	-1136.893	156.1451	2.035287	1.151162	1.523311	8.389943
162	-982.552	-1143.56	161.008	1.839716	0.9756516	1.860216	5.807949
168	-993.9235	-1155.142	161.2189	1.910063	1.041618	1.477114	5.807949
174	-995.1455	-1155.775	160.6299	1.910063	0.773409	1.868713	6.080916
180	-994.6828	-1153.501	158.8181	1.894867	0.773409	1.570819	7.213393
186	-985.0238	-1143.241	158.2167	2.10846	0.8730329	1.320158	7.496471
192	-988.6652	-1145.417	156.7523	2.10846	0.7486257	1.402498	8.30054
198	-994.2532	-1149.943	155.6896	1.982647	1.061873	1.205136	8.868961
204	-987.2494	-1147.649	160.3999	1.817683	0.7807406	1.239496	6.568624
