Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	tree_length
0	-982.4093	-1141.465	159.0561	1.945468	1.180822	1.417376	6.918138
6	-985.6336	-1144.415	158.7818	1.827151	0.7967721	1.678886	7.204067
12	-986.4132	-1145.741	159.3274	1.857779	0.7653608	1.823547	6.84076
18	-1003.926	-1162.658	158.7312	2.117859	0.8603335	2.164398	6.816258
24	-979.5401	-1139.004	159.4636	2.059598	0.9962266	2.529951	6.221533
30	-979.9606	-1140.785	160.8242	1.834272	1.080466	1.177557	6.201262
36	-986.337	-1147.52	161.1829	1.457863	1.25018	1.314719	6.04643
42	-993.8822	-1156.038	162.1561	1.719598	1.208844	1.68042	5.202726
48	-995.0941	-1157.552	162.4576	1.483802	0.8081184	1.648113	5.402385
54	-992.2745	-1150.403	158.1289	1.801502	0.8769621	1.648113	7.540774
60	-978.1014	-1139.187	161.086	1.831527	0.8584027	1.648113	5.9368
66	-985.0478	-1145.841	160.7933	1.697819	0.8600818	1.50789	6.238685
72	-998.4506	-1161.262	162.8116	1.708167	0.8583615	1.102199	5.34435
78	-996.8672	-1159.5	162.6325	1.489131	1.008933	1.35521	5.34435
84	-1004.035	-1162.93	158.895	1.755388	1.304311	1.102974	7.20718
90	-994.3477	-1156.636	162.2881	1.616283	1.056065	1.465277	5.380386
96	-986.5528	-1149.109	162.5562	1.620401	1.056065	1.18357	5.380386
102	-984.2715	-1146.979	162.7077	1.560902	1.115712	1.031307	5.380386
108	-982.9237	-1143.688	160.7646	1.74548	1.099102	1.497263	6.104134
114	-988.2146	-1150.794	162.5792	1.737844	0.7370029	1.394483	5.363395
120	-989.584	-1151.88	162.2955	1.858263	0.8662309	1.072557	5.557795
126	-976.0251	-1137.779	161.7537	1.735126	0.7393576	1.52555	5.749223
132	-982.6188	-1144.685	162.0666	1.733949	0.7747677	1.526783	5.559126
138	-987.2307	-1149.537	162.3059	1.535135	1.080415	1.169922	5.559126
144	-997.6408	-1159.097	161.4566	1.669047	0.9870842	0.7414748	6.232429
150	-990.7004	-1150.699	159.9987	1.890999	1.446711	1.058052	6.489153
156	-985.9095	-1142.69	156.7809	1.873911	0.868492	0.9067078	8.607702
162	-982.0301	-1139.942	157.9118	1.882039	0.8008518	0.9720086	8.002331
168	-1001.042	-1162.69	161.6478	1.882039	0.8715184	0.7313707	6.080307
174	-991.9132	-1149.724	157.8107	1.918356	1.102425	1.082546	7.818032
180	-993.3536	-1151.677	158.3232	1.854337	0.8848532	0.8504353	7.818032
186	-988.5066	-1145.666	157.1597	1.804828	0.9063205	1.332846	8.198902
192	-987.2371	-1146.713	159.4755	1.892705	1.123912	1.504976	6.706132
198	-974.3775	-1136.943	162.5654	1.697395	0.8546902	1.041862	5.520983
204	-978.208	-1136.476	158.2684	1.973371	0.7928312	1.115502	7.690774
210	-977.5615	-1135.744	158.1828	1.919871	1.150312	0.8991285	7.690774
216	-986.7346	-1145.203	158.4685	1.836911	0.8842956	0.9102735	7.71831
222	-977.1576	-1136.609	159.4519	1.970494	0.8842956	0.8559297	7.148393
228	-982.0002	-1142.182	160.1821	1.970494	0.8842956	1.141427	6.601241
234	-991.0891	-1152.029	160.9396	1.816482	0.8965238	1.361018	6.150691
240	-978.6308	-1141.167	162.536	1.774005	0.7188322	1.141427	5.512533
246	-975.4091	-1131.842	156.4325	1.849396	1.132892	1.141427	8.541404
252	-983.486	-1140.127	156.6407	1.849396	1.09568	1.043409	8.502343
258	-983.0885	-1140.275	157.1863	1.889538	1.383863	1.273282	7.919233
264	-982.8177	-1147.074	164.2562	1.576959	0.7729143	1.254568	4.57656
270	-984.8445	-1145.466	160.6216	1.764821	0.752905	1.579336	6.316121
276	-986.0913	-1148.08	161.9884	1.604888	0.8719153	1.185246	5.800704
282	-971.6406	-1134.83	163.1891	1.539769	0.8719153	1.455719	5.030908
288	-972.1831	-1134.434	162.2508	1.570082	0.8752617	1.058534	5.743171
294	-977.5863	-1139.375	161.7887	1.744085	0.7852934	1.443862	5.743171
300	-981.4118	-1142.157	160.7454	1.78453	0.9434496	1.460569	6.196743
306	-980.9142	-1141.132	160.2174	1.871201	0.9703239	1.460569	6.421779
312	-980.2113	-1140.384	160.1725	2.097739	1.289162	0.9462978	6.425414
318	-980.6538	-1142.757	162.1028	1.804135	0.7354594	1.30527	5.637
324	-982.8563	-1144.307	161.4504	1.843372	0.9130114	1.385167	5.835828
330	-988.6786	-1148.306	159.6278	1.749203	1.359811	1.533412	6.56215
336	-985.342	-1145.636	160.2937	1.866262	0.8338129	0.9210456	6.743015
342	-986.0404	-1145.332	159.2912	1.92697	0.9372039	1.027412	7.137986
348	-992.2784	-1151.284	159.0059	1.811045	0.7941701	1.183591	7.345862
354	-987.7703	-1148.929	161.1583	1.686542	1.064557	0.8661542	6.277182
360	-1013.435	-1176.034	162.5995	1.785204	0.7934525	0.8951916	5.567423
366	-1013.843	-1175.279	161.4364	1.654357	0.9134019	1.14759	6.07293
372	-1009.906	-1171.61	161.7039	1.668726	0.7176263	1.055517	6.07293
378	-1004.397	-1165.822	161.4246	1.668726	1.078749	1.677516	5.705877
384	-1000.584	-1161.937	161.3525	1.722089	0.9643149	1.218578	6.015822
390	-991.9157	-1153.158	161.2423	1.686548	0.9942353	1.337473	6.015822
396	-981.994	-1143.45	161.4561	1.83173	1.291503	1.577206	5.534284
402	-984.4807	-1145.596	161.1153	1.654209	0.6597515	1.363129	6.2653
408	-994.961	-1155.196	160.2352	1.856089	0.7956163	1.496019	6.495906
414	-996.3598	-1156.089	159.7297	2.034379	1.026789	1.940146	6.332982
420	-999.0663	-1160.926	161.8596	1.589828	1.191083	1.086088	5.759315
426	-993.4937	-1153.168	159.674	1.843135	1.040886	1.694161	6.57634
432	-998.6322	-1155.423	156.7908	2.024235	0.9296593	1.626345	8.119122
438	-981.2697	-1141.827	160.5576	1.7951	0.8824551	1.096635	6.518026
444	-990.0163	-1150.542	160.5258	1.811597	0.8776797	1.608502	6.262121
450	-997.1707	-1157.301	160.1305	1.822688	0.8403031	1.608502	6.490573
456	-990.992	-1151.166	160.1737	1.729131	1.058799	1.429306	6.490573
462	-992.8429	-1155.611	162.7678	1.844575	0.9794101	1.909133	4.808098
468	-996.7766	-1158.57	161.7939	1.677343	0.9091966	1.870938	5.497229
474	-984.8361	-1144.096	159.2604	1.816615	0.9728668	1.071867	7.170877
480	-981.4477	-1139.578	158.1299	1.977927	0.9728668	1.150523	7.648605
486	-977.7342	-1138.799	161.0648	1.853195	1.057092	1.311033	6.00142
492	-974.5176	-1134.307	159.7889	1.790773	1.089907	1.448351	6.638938
498	-980.1234	-1141.983	161.8595	1.812296	0.9971672	1.179785	5.692283
504	-988.9945	-1148.383	159.3885	2.004811	0.9556529	1.21229	6.935003
510	-983.571	-1146.769	163.1977	1.584204	1.301292	1.23908	4.880727
516	-1003.252	-1166.252	163.0002	1.554383	0.8211334	1.173174	5.306462
522	-986.1655	-1147.975	161.8097	1.78033	1.072287	1.94573	5.306462
528	-993.8158	-1154.516	160.7003	1.699157	0.8697994	1.768805	6.153954
534	-997.6578	-1159.352	161.6945	1.842379	1.167537	1.404102	5.553543
540	-981.6111	-1145.729	164.1179	1.628498	0.863857	1.47114	4.458452
546	-983.7517	-1147.697	163.9448	1.50029	0.9862014	1.482189	4.553511
552	-993.0778	-1154.47	161.3922	1.56265	1.441599	1.654568	5.599125
558	-980.8993	-1140.496	159.5968	1.894224	0.9810438	1.071732	6.943743
564	-985.5057	-1147.012	161.5059	1.810029	0.8252474	1.363866	5.882262
570	-990.7327	-1151.404	160.6718	1.826533	1.45815	1.325127	6.009509
576	-987.4283	-1148.55	161.1219	1.682428	1.077786	0.9366518	6.253912
582	-973.6749	-1134.151	160.4761	1.85077	1.308026	1.294484	6.197305
588	-993.7692	-1156.35	162.5809	1.578778	1.184435	1.155941	5.334479
594	-992.2847	-1152.406	160.1209	1.931525	0.9956161	1.431856	6.442411
600	-995.1826	-1152.936	157.7533	1.936284	1.123408	1.388381	7.66788
606	-992.2768	-1150.535	158.2586	1.809864	1.174742	1.388381	7.437743
612	-988.4913	-1148.816	160.3246	1.83038	0.7503688	0.9019935	6.799536
618	-976.718	-1138.004	161.2856	1.71946	0.9778328	1.416586	5.941811
624	-995.8922	-1153.717	157.8247	1.82691	1.093745	1.216294	7.793218
630	-994.2742	-1154.745	160.4705	1.80678	1.347305	1.157788	6.276557
636	-982.0461	-1143.016	160.9704	1.7492	0.6824939	1.372314	6.276557
642	-979.9593	-1140.087	160.1277	1.808422	0.9854722	0.9771381	6.75229
648	-981.7205	-1145.77	164.0493	1.625691	0.7968114	0.9307626	4.832081
654	-979.6103	-1139.872	160.2619	1.68182	0.8618485	1.05593	6.772114
660	-984.8647	-1146.976	162.1116	1.638201	1.177588	1.198247	5.540846
666	-983.9849	-1146.318	162.3329	1.565344	1.242121	1.198247	5.424265
672	-980.801	-1143.288	162.4872	1.821062	1.132921	0.8946684	5.424265
678	-976.7574	-1138.102	161.3442	1.770659	0.9576942	1.871178	5.666245
684	-972.5811	-1134.082	161.5012	1.744501	0.9358617	1.747297	5.666245
690	-981.3122	-1142.425	161.1128	1.744501	0.9883101	1.399086	6.025801
696	-978.7528	-1141.355	162.6019	1.586777	0.8880637	1.335428	5.384435
702	-975.6078	-1134.242	158.6338	1.902441	1.063829	1.425696	7.226795
708	-1000.82	-1158.608	157.788	1.849882	1.151107	1.718559	7.516996
714	-999.3449	-1157.306	157.9613	1.782407	0.9200717	1.290723	7.797786
720	-994.9059	-1156.564	161.658	1.825393	1.041655	1.523844	5.58964
726	-1003.782	-1164.522	160.7409	1.805251	1.367525	2.103763	5.648146
732	-1007.351	-1171.18	163.8284	1.652501	0.7806407	2.028844	4.373688
738	-1008.445	-1169.775	161.3295	1.768703	1.185436	1.527137	5.720878
744	-992.2154	-1156.126	163.9109	1.528395	1.201547	0.5940216	4.915637
750	-988.545	-1150.583	162.0381	1.768411	1.169003	0.4960781	5.872042
756	-989.7398	-1151.28	161.54	1.856203	0.9714367	1.152324	5.872042
762	-986.1873	-1147.885	161.6979	1.767698	0.7596435	1.311311	5.862919
768	-987.4295	-1148.821	161.3912	1.666533	1.082196	1.303243	5.91561
774	-1003.218	-1162.273	159.0542	1.786679	1.428819	1.12487	7.028697
780	-1000.365	-1159.65	159.2852	1.882168	0.8512449	1.372445	7.028697
786	-1004.433	-1167.476	163.0435	1.612451	1.086065	0.8588602	5.277766
792	-1000.651	-1163.496	162.8451	1.697688	0.9864803	1.072166	5.277766
798	-997.6683	-1160.354	162.6861	1.708101	0.9653487	1.274666	5.261009
804	-1000.674	-1162.222	161.5487	1.787377	1.052279	1.573418	5.639424
810	-1005.089	-1164.976	159.8874	1.771118	1.061518	1.572011	6.549039
816	-995.6964	-1157.741	162.0448	1.534299	1.00383	1.822509	5.409105
822	-1007.884	-1170.022	162.1372	1.596285	0.7536182	1.822509	5.459952
828	-989.7592	-1152.978	163.2191	1.716997	0.8923821	1.268885	5.004227
834	-995.6346	-1158.733	163.0986	1.714754	0.8354059	1.170947	5.156869
840	-1002.281	-1164.508	162.2271	1.590859	0.7483946	1.32324	5.66954
846	-995.5085	-1156.482	160.9735	1.681395	0.9543635	1.436355	6.135256
852	-997.0369	-1155.518	158.481	1.936386	0.70308	1.342618	7.523094
858	-999.9424	-1157.81	157.8672	1.964527	0.70308	1.652826	7.680961
864	-992.0775	-1152.972	160.8946	1.905474	0.9588594	1.339941	6.10397
870	-992.7596	-1155.5	162.7409	1.586594	0.7449277	1.770673	5.161893
876	-989.5541	-1151.03	161.4755	1.814306	1.043877	1.931914	5.494038
882	-1002.94	-1164.432	161.4925	1.685204	1.430085	1.174225	5.733392
888	-1009.351	-1170.404	161.0536	1.857019	1.430085	1.357987	5.781444
894	-999.315	-1159.077	159.7622	1.874363	1.392779	2.136971	6.11699
900	-984.5685	-1143.19	158.622	1.890241	0.7473101	1.381508	7.430091
906	-982.3277	-1143.703	161.3755	1.652876	1.284609	1.296071	5.826312
912	-989.6087	-1151.497	161.8879	1.245728	0.9769073	1.505323	5.826312
918	-989.2455	-1153.547	164.3016	1.575848	0.8247673	1.088457	4.615576
924	-980.1542	-1143.989	163.835	1.537529	0.8247673	1.33932	4.760209
930	-985.81	-1148.184	162.3743	1.66012	0.8729477	1.344414	5.472851
936	-994.2583	-1153.093	158.8349	1.87422	0.8497558	0.8944234	7.528953
942	-991.3944	-1151.397	160.0026	1.771815	1.190466	1.604152	6.400784
948	-991.126	-1150.83	159.7038	1.891023	1.342595	1.604152	6.417693
954	-987.4311	-1147.662	160.2311	1.799248	0.7999504	1.276357	6.640376
960	-983.8435	-1144.756	160.913	1.781262	1.039443	1.265636	6.156986
966	-979.3386	-1140.478	161.1399	1.455712	0.8874102	1.030876	6.419264
972	-979.4717	-1140.56	161.0882	1.810549	1.023405	1.636651	5.862968
978	-979.0059	-1135.688	156.6826	1.851582	1.379126	0.9896096	8.359963
984	-974.3582	-1132.417	158.0585	1.851582	1.190791	1.683183	7.367132
990	-976.9454	-1137.602	160.6565	1.773978	1.085611	1.430477	6.189061
996	-975.1795	-1132.562	157.3825	2.036249	1.096964	1.670898	7.686065
1002	-989.0492	-1148.161	159.1117	1.837176	0.8681227	1.198555	7.228217
1008	-991.0036	-1149.033	158.0293	1.837176	0.8836354	1.544196	7.622607
1014	-984.1633	-1145.113	160.9493	1.742027	1.040568	1.76074	5.905866
1020	-997.7711	-1160.05	162.2792	1.766188	0.7214936	1.912786	5.261339
1026	-991.7426	-1154.117	162.3748	1.609159	0.9272773	1.581701	5.347551
1032	-988.6607	-1151.188	162.5269	1.552736	0.7745301	1.581701	5.377657
1038	-983.7096	-1144.044	160.334	1.759025	1.166121	1.581701	6.252121
1044	-988.4702	-1148.797	160.3264	1.820961	1.0818	1.269074	6.429273
1050	-991.7343	-1153.682	161.9478	1.589531	1.036911	1.507637	5.57097
1056	-991.2635	-1151.293	160.0294	1.673723	0.9042242	1.391291	6.701768
1062	-971.8319	-1133.425	161.593	1.674267	1.170541	1.33281	5.737359
1068	-980.4497	-1142.214	161.7643	1.766167	0.8693792	1.37111	5.737359
1074	-990.0184	-1152.378	162.3596	1.8349	0.8170424	1.420534	5.374824
1080	-986.7783	-1145.898	159.1198	1.911871	0.9476378	1.416568	7.027539
1086	-998.9404	-1158.381	159.4403	1.911871	0.6543178	1.689338	6.870453
1092	-984.0931	-1145.556	161.4628	1.618693	0.9671649	1.370142	5.930126
1098	-987.4551	-1148.6	161.1454	1.691499	1.074766	1.027707	6.188388
1104	-979.6094	-1143.134	163.5248	1.672965	1.116443	0.869551	4.954903
1110	-989.912	-1150.799	160.8872	1.744981	0.9571038	0.7742544	6.499458
1116	-983.97	-1144.254	160.2835	1.776008	1.201621	1.469404	6.308148
1122	-992.0344	-1151.029	158.9951	1.96948	1.084052	0.9566277	7.233487
1128	-986.5011	-1143.447	156.9455	1.979029	0.9887445	1.322158	8.181878
1134	-979.9379	-1139.79	159.8526	1.872384	0.8290533	1.25344	6.802064
1140	-974.7106	-1134.331	159.6205	1.804005	1.051926	1.334421	6.802064
1146	-992.5993	-1152.028	159.4287	1.926132	0.9166391	1.353006	6.90289
1152	-999.3663	-1158.956	159.5897	2.012456	1.176051	1.441798	6.583844
1158	-996.7682	-1152.797	156.0288	2.02218	0.81334	0.8584694	8.981929
